Series,Series Code,Country,Country Code,1987M01 [1987M01],1987M02 [1987M02],1987M03 [1987M03],1987M04 [1987M04],1987M05 [1987M05],1987M06 [1987M06],1987M07 [1987M07],1987M08 [1987M08],1987M09 [1987M09],1987M10 [1987M10],1987M11 [1987M11],1987M12 [1987M12],1988M01 [1988M01],1988M02 [1988M02],1988M03 [1988M03],1988M04 [1988M04],1988M05 [1988M05],1988M06 [1988M06],1988M07 [1988M07],1988M08 [1988M08],1988M09 [1988M09],1988M10 [1988M10],1988M11 [1988M11],1988M12 [1988M12],1989M01 [1989M01],1989M02 [1989M02],1989M03 [1989M03],1989M04 [1989M04],1989M05 [1989M05],1989M06 [1989M06],1989M07 [1989M07],1989M08 [1989M08],1989M09 [1989M09],1989M10 [1989M10],1989M11 [1989M11],1989M12 [1989M12],1990M01 [1990M01],1990M02 [1990M02],1990M03 [1990M03],1990M04 [1990M04],1990M05 [1990M05],1990M06 [1990M06],1990M07 [1990M07],1990M08 [1990M08],1990M09 [1990M09],1990M10 [1990M10],1990M11 [1990M11],1990M12 [1990M12],1991M01 [1991M01],1991M02 [1991M02],1991M03 [1991M03],1991M04 [1991M04],1991M05 [1991M05],1991M06 [1991M06],1991M07 [1991M07],1991M08 [1991M08],1991M09 [1991M09],1991M10 [1991M10],1991M11 [1991M11],1991M12 [1991M12],1992M01 [1992M01],1992M02 [1992M02],1992M03 [1992M03],1992M04 [1992M04],1992M05 [1992M05],1992M06 [1992M06],1992M07 [1992M07],1992M08 [1992M08],1992M09 [1992M09],1992M10 [1992M10],1992M11 [1992M11],1992M12 [1992M12],1993M01 [1993M01],1993M02 [1993M02],1993M03 [1993M03],1993M04 [1993M04],1993M05 [1993M05],1993M06 [1993M06],1993M07 [1993M07],1993M08 [1993M08],1993M09 [1993M09],1993M10 [1993M10],1993M11 [1993M11],1993M12 [1993M12],1994M01 [1994M01],1994M02 [1994M02],1994M03 [1994M03],1994M04 [1994M04],1994M05 [1994M05],1994M06 [1994M06],1994M07 [1994M07],1994M08 [1994M08],1994M09 [1994M09],1994M10 [1994M10],1994M11 [1994M11],1994M12 [1994M12],1995M01 [1995M01],1995M02 [1995M02],1995M03 [1995M03],1995M04 [1995M04],1995M05 [1995M05],1995M06 [1995M06],1995M07 [1995M07],1995M08 [1995M08],1995M09 [1995M09],1995M10 [1995M10],1995M11 [1995M11],1995M12 [1995M12],1996M01 [1996M01],1996M02 [1996M02],1996M03 [1996M03],1996M04 [1996M04],1996M05 [1996M05],1996M06 [1996M06],1996M07 [1996M07],1996M08 [1996M08],1996M09 [1996M09],1996M10 [1996M10],1996M11 [1996M11],1996M12 [1996M12],1997M01 [1997M01],1997M02 [1997M02],1997M03 [1997M03],1997M04 [1997M04],1997M05 [1997M05],1997M06 [1997M06],1997M07 [1997M07],1997M08 [1997M08],1997M09 [1997M09],1997M10 [1997M10],1997M11 [1997M11],1997M12 [1997M12],1998M01 [1998M01],1998M02 [1998M02],1998M03 [1998M03],1998M04 [1998M04],1998M05 [1998M05],1998M06 [1998M06],1998M07 [1998M07],1998M08 [1998M08],1998M09 [1998M09],1998M10 [1998M10],1998M11 [1998M11],1998M12 [1998M12],1999M01 [1999M01],1999M02 [1999M02],1999M03 [1999M03],1999M04 [1999M04],1999M05 [1999M05],1999M06 [1999M06],1999M07 [1999M07],1999M08 [1999M08],1999M09 [1999M09],1999M10 [1999M10],1999M11 [1999M11],1999M12 [1999M12],2000M01 [2000M01],2000M02 [2000M02],2000M03 [2000M03],2000M04 [2000M04],2000M05 [2000M05],2000M06 [2000M06],2000M07 [2000M07],2000M08 [2000M08],2000M09 [2000M09],2000M10 [2000M10],2000M11 [2000M11],2000M12 [2000M12],2001M01 [2001M01],2001M02 [2001M02],2001M03 [2001M03],2001M04 [2001M04],2001M05 [2001M05],2001M06 [2001M06],2001M07 [2001M07],2001M08 [2001M08],2001M09 [2001M09],2001M10 [2001M10],2001M11 [2001M11],2001M12 [2001M12],2002M01 [2002M01],2002M02 [2002M02],2002M03 [2002M03],2002M04 [2002M04],2002M05 [2002M05],2002M06 [2002M06],2002M07 [2002M07],2002M08 [2002M08],2002M09 [2002M09],2002M10 [2002M10],2002M11 [2002M11],2002M12 [2002M12],2003M01 [2003M01],2003M02 [2003M02],2003M03 [2003M03],2003M04 [2003M04],2003M05 [2003M05],2003M06 [2003M06],2003M07 [2003M07],2003M08 [2003M08],2003M09 [2003M09],2003M10 [2003M10],2003M11 [2003M11],2003M12 [2003M12],2004M01 [2004M01],2004M02 [2004M02],2004M03 [2004M03],2004M04 [2004M04],2004M05 [2004M05],2004M06 [2004M06],2004M07 [2004M07],2004M08 [2004M08],2004M09 [2004M09],2004M10 [2004M10],2004M11 [2004M11],2004M12 [2004M12],2005M01 [2005M01],2005M02 [2005M02],2005M03 [2005M03],2005M04 [2005M04],2005M05 [2005M05],2005M06 [2005M06],2005M07 [2005M07],2005M08 [2005M08],2005M09 [2005M09],2005M10 [2005M10],2005M11 [2005M11],2005M12 [2005M12],2006M01 [2006M01],2006M02 [2006M02],2006M03 [2006M03],2006M04 [2006M04],2006M05 [2006M05],2006M06 [2006M06],2006M07 [2006M07],2006M08 [2006M08],2006M09 [2006M09],2006M10 [2006M10],2006M11 [2006M11],2006M12 [2006M12],2007M01 [2007M01],2007M02 [2007M02],2007M03 [2007M03],2007M04 [2007M04],2007M05 [2007M05],2007M06 [2007M06],2007M07 [2007M07],2007M08 [2007M08],2007M09 [2007M09],2007M10 [2007M10],2007M11 [2007M11],2007M12 [2007M12],2008M01 [2008M01],2008M02 [2008M02],2008M03 [2008M03],2008M04 [2008M04],2008M05 [2008M05],2008M06 [2008M06],2008M07 [2008M07],2008M08 [2008M08],2008M09 [2008M09],2008M10 [2008M10],2008M11 [2008M11],2008M12 [2008M12],2009M01 [2009M01],2009M02 [2009M02],2009M03 [2009M03],2009M04 [2009M04],2009M05 [2009M05],2009M06 [2009M06],2009M07 [2009M07],2009M08 [2009M08],2009M09 [2009M09],2009M10 [2009M10],2009M11 [2009M11],2009M12 [2009M12],2010M01 [2010M01],2010M02 [2010M02],2010M03 [2010M03],2010M04 [2010M04],2010M05 [2010M05],2010M06 [2010M06],2010M07 [2010M07],2010M08 [2010M08],2010M09 [2010M09],2010M10 [2010M10],2010M11 [2010M11],2010M12 [2010M12],2011M01 [2011M01],2011M02 [2011M02],2011M03 [2011M03],2011M04 [2011M04],2011M05 [2011M05],2011M06 [2011M06],2011M07 [2011M07],2011M08 [2011M08],2011M09 [2011M09],2011M10 [2011M10],2011M11 [2011M11],2011M12 [2011M12],2012M01 [2012M01],2012M02 [2012M02],2012M03 [2012M03],2012M04 [2012M04],2012M05 [2012M05],2012M06 [2012M06],2012M07 [2012M07],2012M08 [2012M08],2012M09 [2012M09],2012M10 [2012M10],2012M11 [2012M11],2012M12 [2012M12],2013M01 [2013M01],2013M02 [2013M02],2013M03 [2013M03],2013M04 [2013M04],2013M05 [2013M05],2013M06 [2013M06],2013M07 [2013M07],2013M08 [2013M08],2013M09 [2013M09],2013M10 [2013M10],2013M11 [2013M11],2013M12 [2013M12],2014M01 [2014M01],2014M02 [2014M02],2014M03 [2014M03],2014M04 [2014M04],2014M05 [2014M05],2014M06 [2014M06],2014M07 [2014M07],2014M08 [2014M08],2014M09 [2014M09],2014M10 [2014M10],2014M11 [2014M11],2014M12 [2014M12],2015M01 [2015M01],2015M02 [2015M02],2015M03 [2015M03],2015M04 [2015M04],2015M05 [2015M05],2015M06 [2015M06],2015M07 [2015M07],2015M08 [2015M08],2015M09 [2015M09],2015M10 [2015M10],2015M11 [2015M11],2015M12 [2015M12],2015Q1 [2015Q1],2015Q2 [2015Q2],2015Q3 [2015Q3],2015Q4 [2015Q4],2016 [2016],2016M01 [2016M01],2016M02 [2016M02],2016M03 [2016M03],2016M04 [2016M04],2016M05 [2016M05],2016M06 [2016M06],2016M07 [2016M07],2016M08 [2016M08],2016M09 [2016M09],2016M10 [2016M10],2016M11 [2016M11],2016M12 [2016M12],2016Q1 [2016Q1],2016Q2 [2016Q2],2016Q3 [2016Q3],2016Q4 [2016Q4],2017 [2017],2017M01 [2017M01],2017M02 [2017M02],2017M03 [2017M03],2017M04 [2017M04],2017M05 [2017M05],2017M06 [2017M06],2017M07 [2017M07],2017M08 [2017M08],2017M09 [2017M09],2017M10 [2017M10],2017M11 [2017M11],2017M12 [2017M12],2017Q1 [2017Q1],2017Q2 [2017Q2],2017Q3 [2017Q3],2017Q4 [2017Q4],2018 [2018],2018M01 [2018M01],2018M02 [2018M02],2018M03 [2018M03],2018M04 [2018M04],2018M05 [2018M05],2018M06 [2018M06],2018M07 [2018M07],2018M08 [2018M08],2018M09 [2018M09],2018M10 [2018M10],2018M11 [2018M11],2018M12 [2018M12],2018Q1 [2018Q1],2018Q2 [2018Q2],2019M01 [2019M01],2019M02 [2019M02],2019M03 [2019M03],2019M04 [2019M04],2019M05 [2019M05],2019M06 [2019M06],2019M07 [2019M07],2019M08 [2019M08],2019M09 [2019M09],2019M10 [2019M10],2019M11 [2019M11],2019M12 [2019M12],2020M01 [2020M01],2020M02 [2020M02],2020M03 [2020M03],2020M04 [2020M04],2020M05 [2020M05],2020M06 [2020M06],2020M07 [2020M07],Annual,Monthly,Quarterly
"J.P. Morgan Emerging Markets Bond Spread (EMBI+),,,,",EMBIG,Advanced Economies,AME,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"J.P. Morgan Emerging Markets Bond Spread (EMBI+),,,,",EMBIG,Commodity-exporting EMDE,EDE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"J.P. Morgan Emerging Markets Bond Spread (EMBI+),,,,",EMBIG,Commodity-importing EMDE,EDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"J.P. Morgan Emerging Markets Bond Spread (EMBI+),,,,",EMBIG,Commodity-importing EMDE excluding China,EDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"J.P. Morgan Emerging Markets Bond Spread (EMBI+),,,,",EMBIG,Developing Countries,DEV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,489,539.05,484.68421052632,448.63636363636,449.71428571429,484.4,555.45454545455,593.27272727273,968.57142857143,1405.52380952381,1275.61904761905,1090.89473684211,1146.95454545455,1204.26315789474,1135.52631578947,1093.34782608696,951.28571428571,950.35,962.72727272727,991.42857142857,1040.09090909091,988.14285714286,952.25,858.5,798.36363636364,771.6,763.35,703.26086956522,720.15789473684,728,686.31818181818,655.52631578947,638.30434782609,642.85,701.66666666667,737.76190476191,748.7,692.42857142857,685,727.36363636364,751.55,730.90909090909,708.61904761905,840.7,847.91304347826,892.35294117647,954.68181818182,979.45,750.65,707.76190476191,650.05263157895,582.15,573.31818181818,611.45454545455,714.95,805.22727272727,859.18181818182,869.2,859.72727272727,770.73684210526,725.04761904762,686.42857142857,679.63157894737,641.2380952381,572.76190476191,521.28571428571,502.14285714286,509.68181818182,502.57142857143,467.57142857143,454.90909090909,445.94444444445,414.81818181818,387.95,425.42105263158,421.69565217391,417.57142857143,503.15,480.45454545455,464.76190476191,439.27272727273,413.38095238095,400.85,373.6,352.5,360.55,345.84210526316,349.59090909091,378.19047619048,374,329.54545454546,285,274.13043478261,253.71428571429,252.45,237.25,233.80952380952,219.8,196.84210526316,191.95652173913,189.05263157895,193.04545454546,218.18181818182,206.5,191.69565217391,201.45,192.33333333333,192.66666666667,183.3,172.90476190476,172.84210526316,182.13636363636,164.35,160.68181818182,159.95238095238,189.2380952381,232.17391304348,227.73684210526,208.04545454546,247.35,250.95,279.71428571429,290,314.05,295.18181818182,274.57142857143,274.04761904762,309.63636363636,320.61904761905,384.38095238095,660.86363636364,712.55555555556,759.13636363636,691.2,678.1052631579,675.59090909091,584.04761904762,490.15,436.54545454546,419.81818181818,376.47619047619,352.57142857143,321.95238095238,325.84210526316,309.63636363636,300.63157894737,319.84210526316,275.5652173913,254.57142857143,323.85,342,330.14285714286,303.72727272727,309.2380952381,287.25,283.21052631579,282.59090909091,282.9,285.78947368421,297.4347826087,296.3,304.95238095238,313.90909090909,303.3,355.5652173913,409.66666666667,421.3,410.26315789474,415.14285714286,420.95,378.7,336.54545454546,354.25,382.18181818182,395.14285714286,359.61904761905,319.60869565217,299.31578947368,287.85714285714,295.15789473684,272.95,260.2380952381,278.21052631579,291.1,294.31818181818,285.40909090909,345.25,337.68181818182,351.45454545455,350.25,337.77272727273,347.94444444445,340.04761904762,347.47619047619,367.68421052632,341.09523809524,315.80952380952,303.57142857143,281.66666666667,282.27272727273,309.95238095238,312.28571428571,348.31818181818,349.47058823529,402.54545454546,443.95,420.42105263158,411.18181818182,387.59090909091,368.9,384.36363636364,397.31818181818,431.19047619048,441.95238095238,437.2380952381,412.36842105263,441.90909090909,..,..,..,..,409.56310584597,486.21052631579,505.8,443.54545454546,420.95238095238,418.19047619048,418.22727272727,385.85,367.34782608696,361.52380952381,357.15,379.15,370.80952380952,..,..,..,..,325.05556620471,353.65,337.84210526316,329.26086956522,330.78947368421,320.09090909091,324.5,327.25,325.17391304348,313.6,305.90476190476,319.90476190476,312.7,..,..,..,..,359.57763871966,298.47619047619,308.57894736842,318.85714285714,322.47619047619,352.45454545455,376.95238095238,364.85714285714,383.04347826087,384.57894736842,377.59090909091,404.75,422.31578947368,..,..,400.47619047619,372.73684210526,370.80952380952,364.19047619048,376.5,369.92857142857,353.81818181818,372.22727272727,345.5,335.45454545455,318.36842105263,290.85714285714,286.76190476191,298.47368421053,505.90909090909,578.28571428571,514.5,430.27272727273,418,10954.2599780552,124086.577585831,..
"J.P. Morgan Emerging Markets Bond Spread (EMBI+),,,,",EMBIG,East Asia & Pacific developing,EAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"J.P. Morgan Emerging Markets Bond Spread (EMBI+),,,,",EMBIG,EMDE East Asia and Pacific,EAA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"J.P. Morgan Emerging Markets Bond Spread (EMBI+),,,,",EMBIG,EMDE Europe and Central Asia,ECH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"J.P. Morgan Emerging Markets Bond Spread (EMBI+),,,,",EMBIG,EMDE Latin America and the Caribbean,LAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
