Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
1887/01/31,,,,,,,,,,,,,6.44742162E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
1887/02/28,,,,,,,,,,,,,6.44742162E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.154,,,,,,,,
1887/03/31,,,,,,,,,,,,,6.39126877E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.154,,,,,,,,
1887/04/30,,,,,,,,,,,,,6.39126877E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.154,,,,,,,,
1887/05/31,,,,,,,,,,,,,6.44742162E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.154,,,,,,,,
1887/06/30,,,,,,,,,,,,,6.44742162E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.154,,,,,,,,
1887/07/31,,,,,,,,,,,,,6.44742162E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.154,,,,,,,,
1887/08/31,,,,,,,,,,,,,6.44742162E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.154,,,,,,,,
1887/09/30,,,,,,,,,,,,,6.44742162E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.154,,,,,,,,
1887/10/31,,,,,,,,,,,,,6.50356582E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.154,,,,,,,,
1887/11/30,,,,,,,,,,,,,6.50356582E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.252,,,,,,,,
1887/12/31,1.4208618,0.00057659,0.2263969,1.00806E-13,4.1447235,6.982512E-08,0.0006562157,,1.1759224,,,0.037627267,6.55034977E-11,,,,0.5031858,,,,0.0063117,0.0235644,,0.0002559004,,3.1205809,13.4882072,1.2851211,,,,,,,,0.2377597,4.9809,7.6099523,,,2.5477E-07,7.35,3.4933384,,,0.007836,,,,
1888/01/31,,,,,,,,,,,,,6.60649397E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1888/02/29,,,,,,,,,,,,,6.55034977E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1888/03/31,,,,,,,,,,,,,6.55034977E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1888/04/30,,,,,,,,,,,,,6.50356582E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1888/05/31,,,,,,,,,,,,,6.50356582E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1888/06/30,,,,,,,,,,,,,6.44742162E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1888/07/31,,,,,,,,,,,,,6.44742162E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1888/08/31,,,,,,,,,,,,,6.50356582E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1888/09/30,,,,,,,,,,,,,6.60649397E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.448,,,,,,,,
1888/10/31,,,,,,,,,,,,,6.60649397E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.448,,,,,,,,
1888/11/30,,,,,,,,,,,,,6.60649397E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.448,,,,,,,,
1888/12/31,1.4976652,0.00056816,0.2261357,9.8618E-14,4.6869964,6.800486E-08,0.0008428024,,1.1472729,,,0.03809664,6.60649397E-11,,,,0.4876155,,,,0.0064354,0.0229644,,0.0002905229,,3.0369439,13.6738247,1.3107205,,,,,,,,0.2416915,5.158,7.4858466,,,2.4581E-07,7.35,3.5339586,,,0.0084066,,,,
1889/01/31,,,,,,,,,,,,,6.60649397E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1889/02/28,,,,,,,,,,,,,6.55034977E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.252,,,,,,,,
1889/03/31,,,,,,,,,,,,,6.55034977E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.252,,,,,,,,
1889/04/30,,,,,,,,,,,,,6.55034977E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.252,,,,,,,,
1889/05/31,,,,,,,,,,,,,6.60649397E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.252,,,,,,,,
1889/06/30,,,,,,,,,,,,,6.55034977E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.252,,,,,,,,
1889/07/31,,,,,,,,,,,,,6.77493522E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.252,,,,,,,,
1889/08/31,,,,,,,,,,,,,6.88722361E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.252,,,,,,,,
1889/09/30,,,,,,,,,,,,,7.04630462E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.252,,,,,,,,
1889/10/31,,,,,,,,,,,,,7.04630462E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.252,,,,,,,,
1889/11/30,,,,,,,,,,,,,7.10244882E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.252,,,,,,,,
1889/12/31,1.5154747,0.0005773,0.2468792,1.13929E-13,4.2224004,6.789566E-08,0.0008127588,,1.1903233,,,0.037627267,7.15860166E-11,,,,0.5159078,,,,0.0064973,0.0270289,,0.0003091779,,3.1019453,13.2407171,1.3529096,,,,,,,,0.2433105,5.3897,7.8882883,,,2.552E-07,7.252,3.5745789,,,0.0079782,,,,
1890/01/31,,,,,,,,,,,,,7.10244882E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1890/02/28,,,,,,,,,,,,,7.10244882E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1890/03/31,,,,,,,,,,,,,7.10244882E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1890/04/30,,,,,,,,,,,,,7.04630462E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1890/05/31,,,,,,,,,,,,,6.99016041E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1890/06/30,,,,,,,,,,,,,6.99016041E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1890/07/31,,,,,,,,,,,,,6.99016041E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1890/08/31,,,,,,,,,,,,,6.99016041E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1890/09/30,,,,,,,,,,,,,6.99016041E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.448,,,,,,,,
1890/10/31,,,,,,,,,,,,,6.99016041E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.448,,,,,,,,
1890/11/30,,,,,,,,,,,,,6.94337647E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.448,,,,,,,,
1890/12/31,1.5249359,0.000578,0.2052556,1.13929E-13,4.105885,6.663966E-08,0.0008056432,,1.204648,,,0.037627267,6.88722361E-11,,,,0.4909859,,,,0.0067448,0.035245,,0.0003012206,,3.1605289,12.9313546,1.3529096,,,,,,,,0.2354468,5.5055,8.262982,,,2.6452E-07,7.35,3.5745789,,,0.0079328,,,,
1891/01/31,,,,,,,,,,,,,7.04630462E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.448,,,,,,,,
1891/02/28,,,,,,,,,,,,,6.99016041E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.448,,,,,,,,
1891/03/31,,,,,,,,,,,,,6.99016041E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.448,,,,,,,,
1891/04/30,,,,,,,,,,,,,7.10244882E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.448,,,,,,,,
1891/05/31,,,,,,,,,,,,,7.21474586E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.448,,,,,,,,
1891/06/30,,,,,,,,,,,,,7.15860166E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.448,,,,,,,,
1891/07/31,,,,,,,,,,,,,7.15860166E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1891/08/31,,,,,,,,,,,,,7.21474586E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1891/09/30,,,,,,,,,,,,,7.21474586E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.448,,,,,,,,
1891/10/31,,,,,,,,,,,,,7.27089007E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.448,,,,,,,,
1891/11/30,,,,,,,,,,,,,7.27089007E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.448,,,,,,,,
1891/12/31,1.3891387,0.00058081,0.2291902,1.42554E-13,4.3389158,7.140879E-08,0.0008056432,,1.319322,,,0.03809664,7.21474586E-11,,,,0.5046574,,,,0.0067448,0.0342482,,0.000298533,,3.2983394,13.3644621,1.4127608,,,,,,,,0.2329027,5.6759,8.4306081,,,2.7442E-07,7.35,3.6151991,,,0.0083036,,,,
1892/01/31,,,,,,,,,,,,,7.15860166E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1892/02/29,,,,,,,,,,,,,7.15860166E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1892/03/31,,,,,,,,,,,,,7.10244882E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1892/04/30,,,,,,,,,,,,,7.10244882E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1892/05/31,,,,,,,,,,,,,7.10244882E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1892/06/30,,,,,,,,,,,,,7.10244882E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.252,,,,,,,,
1892/07/31,,,,,,,,,,,,,7.10244882E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.252,,,,,,,,
1892/08/31,,,,,,,,,,,,,7.10244882E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.252,,,,,,,,
1892/09/30,,,,,,,,,,,,,7.10244882E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.252,,,,,,,,
1892/10/31,,,,,,,,,,,,,7.10244882E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.252,,,,,,,,
1892/11/30,,,,,,,,,,,,,7.10244882E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.252,,,,,,,,
1892/12/31,1.3412758,0.00055268,0.2624722,1.77551E-13,3.951264,9.317905E-08,0.0008578242,,1.2476222,,,0.037627267,7.10244882E-11,,,,0.496445,,,,0.0066829,0.0377127,,0.0003465406,,3.1917855,12.5601195,1.3871614,,,,,,,,0.2375284,5.5737,8.3911667,,,2.4579E-07,7.252,3.6151991,,,0.0086085,,,,
1893/01/31,,,,,,,,,,,,,7.04630462E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1893/02/28,,,,,,,,,,,,,7.04630462E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1893/03/31,,,,,,,,,,,,,7.04630462E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1893/04/30,,,,,,,,,,,,,7.04630462E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1893/05/31,,,,,,,,,,,,,7.04630462E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1893/06/30,,,,,,,,,,,,,7.04630462E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1893/07/31,,,,,,,,,,,,,7.04630462E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1893/08/31,,,,,,,,,,,,,6.99016041E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1893/09/30,,,,,,,,,,,,,6.99016041E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1893/10/31,,,,,,,,,,,,,6.94337647E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1893/11/30,,,,,,,,,,,,,6.94337647E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,,,,,,
1893/12/31,1.2683682,0.0005562,0.2612648,2.05986E-13,4.0289409,8.873759E-08,0.0009550706,,1.1759224,,,0.03723614,6.94337647E-11,,,,0.5232183,,,,0.0064973,0.0373256,,0.0003678305,,2.9963867,12.5601195,1.3614904,,,,,,,,0.2433105,5.3488,8.2432613,,,2.4336E-07,7.252,3.5745789,,,0.0079184,,,,
1894/01/31,,,,,,,,,,,,,6.94337647E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.154,,,,,,,,
1894/02/28,,,,,,,,,,,,,6.94337647E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.154,,,,,,,,
1894/03/31,,,,,,,,,,,,,6.94337647E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.154,,,,,,,,
1894/04/30,,,,,,,,,,,,,6.94337647E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
1894/05/31,,,,,,,,,,,,,6.88722361E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
1894/06/30,,,,,,,,,,,,,6.88722361E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
1894/07/31,,,,,,,,,,,,,6.88722361E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
1894/08/31,,,,,,,,,,,,,6.94337647E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
1894/09/30,,,,,,,,,,,,,6.94337647E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
1894/10/31,,,,,,,,,,,,,6.88722361E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
1894/11/30,,,,,,,,,,,,,6.88722361E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
1894/12/31,1.186556,0.00055268,0.3241264,2.08363E-13,3.6801275,1.0821441E-07,0.0010072516,,1.1472729,,,0.037627267,6.88722361E-11,,,,0.4677254,,,,0.0064973,0.0372192,,0.0003278856,,2.9328525,12.3126295,1.3273101,,,,,,,,0.231515,5.0763,8.1939595,,,2.2302E-07,7.056,3.5339586,,,0.0073121,,,,
1895/01/31,,,,,,,,,,,,,6.88722361E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
1895/02/28,,,,,,,,,,,,,6.83107941E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
1895/03/31,,,,,,,,,,,,,6.83107941E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
1895/04/30,,,,,,,,,,,,,6.83107941E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
1895/05/31,,,,,,,,,,,,,6.83107941E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
1895/06/30,,,,,,,,,,,,,6.88722361E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
1895/07/31,,,,,,,,,,,,,6.88722361E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
1895/08/31,,,,,,,,,,,,,6.88722361E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
1895/09/30,,,,,,,,,,,,,6.88722361E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
1895/10/31,,,,,,,,,,,,,6.88722361E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
1895/11/30,,,,,,,,,,,,,6.88722361E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.056,,,,,,,,
