Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
1968/12/31,9.1713209,21.8730769,18.2750952,3.69986172E-10,19.1602,0.0005444542935,0.1052580162,14.9078804,12.4877273,0.5573551,11.3638111,13.3119121,28.9983491,1.3903802,8.0678947,26.92,3.5596121,0.8727814348,6.7642412,0.0015832,5.2969254,28.6,22.3490781,0.0119386823,11.2555078,20.8547905,59.9789117,11.4255789,1.8019604,9.283894E-08,1.542546,0.0314255,1.5289351,26.6523613,3.9349594,4.673073,37.9586,32.7204194,16.7548862,11.3246933,0.0001822,35.5,16.9370165,0.0378,,192.95,3.93227765E-05,17.9948317,,
1969/01/31,,21.9634615,18.3553244,3.78300508E-10,19.2443,0.0005711185455,0.1064963457,14.936319,12.5157671,0.5573551,11.4050566,13.4578839,29.0978342,1.3903802,8.2839971,26.43,3.5387726,0.8894094026,,0.001591,5.3119735,28.8,22.3490781,0.0117942904,11.4286695,21.5822643,,11.4255789,1.8084679,9.321391E-08,1.5398735,,1.5388568,26.7203348,4.0369533,4.6624526,38.1144,32.811478,16.8976024,11.3348707,0.00018274,35.6,17.0293523,0.03767,,,4.09800044E-05,18.0291805,,
1969/02/28,,21.8730769,18.4338379,3.82457695E-10,19.2443,0.0006021130724,0.1062413955,14.936319,12.543807,0.5610562,11.4050566,13.5016912,29.1972328,1.3742088,8.5000996,25.9,3.5179806,0.9027029828,,0.0015871,5.3220055,28.8,22.2814362,0.0118369756,11.3420886,21.7901752,,11.4773499,1.8113992,9.359704E-08,1.5199665,,1.5874731,26.6523613,4.0615411,4.634429,38.2248,32.8721838,17.116434,11.4163614,0.00018482,35.8,17.121688,0.0378,,,3.95754245E-05,18.0291805,,
1969/03/31,9.2421692,21.8730769,18.532858,3.86614766E-10,19.3283,0.0006208008636,0.1071155106,14.936319,12.5625511,0.563171,11.3535836,13.5746771,29.2470619,1.3926138,8.5000996,26.5,3.5387726,0.9226580097,6.9873754,0.0016093,5.3420696,29.1,22.3039543,0.0118485691,11.3161242,21.9287253,60.7287072,11.4773499,1.8163824,9.498281E-08,1.5199665,0.0316415,1.6053322,26.8562816,4.0925035,4.6624526,38.3036,32.811478,17.0593475,11.4367162,0.00018552,36.1,17.1876422,0.0378,,,3.93227765E-05,18.0291805,,
1969/04/30,,21.9634615,18.5823681,3.92850508E-10,19.5804,0.0006399445253,0.1087908976,14.936319,12.599963,0.5705755,11.4461345,13.6331128,29.2968043,1.4109294,8.3560313,26.7,3.559707,0.8844188137,,0.0016197,5.3621337,29.3,22.1235467,0.0118807147,11.2295433,22.1365504,,11.5291923,1.8076471,9.649087E-08,1.523948,,1.5954105,26.9923055,4.1143593,4.7178751,38.5014,32.7507723,17.1354628,11.4672483,0.0001902,36.3,17.3723137,0.03793,,,3.99913065E-05,18.0291805,,
1969/05/31,,21.9634615,18.6386592,4.07400508E-10,19.5804,0.0006568091173,0.1097378556,14.936319,12.6840826,0.5658146,11.4564459,13.691392,29.3465469,1.4036032,8.211963,27,3.6015759,0.8794282249,,0.0016106,5.3771818,29.4,22.2814362,0.0118807147,11.1516499,22.1019129,,11.5291923,1.8036313,9.662129E-08,1.5292383,,1.6152539,26.7883081,4.1407685,4.7178751,38.4472,32.9025367,16.9451745,11.5690937,0.00019072,36.4,17.345932,0.03806,,,4.09800044E-05,18.0291805,,
1969/06/30,9.3051145,22.1442308,18.6881693,4.13636289E-10,19.7485,0.0006720785163,0.1102841775,14.9811368,12.7589064,0.5705755,11.4769848,13.7351992,29.3465469,1.4036032,8.4280654,27.02,3.7062955,0.8661346447,7.1093517,0.0016263,5.3972459,29.4,22.3264724,0.011922873,11.2035788,22.1019129,61.4784212,11.5810348,1.8073833,9.636859E-08,1.5372011,0.0317495,1.586481,26.7883081,4.155339,4.6624526,38.5242,33.0543012,17.0974052,11.6098032,0.00018795,36.6,17.425077,0.03819,,,4.20455676E-05,18.0832294,,
1969/07/31,,22.2346154,18.7564703,4.19871992E-10,19.8325,0.0006800549772,0.1107940779,15.0259547,12.7589064,0.5626423,11.4976076,13.8081851,29.3465469,1.4036032,8.5000996,28.07,3.7272299,0.8827552841,,0.0016276,5.427342,29.7,22.3490781,0.011968193,11.2122662,21.9287253,,11.6846482,1.8337064,9.611589E-08,1.5518177,,1.5954105,26.7883081,4.155339,4.6988655,38.7221,33.0543012,17.4494385,11.5996258,0.00019038,36.8,17.425077,0.03833,,,4.27046995E-05,18.1373792,,
1969/08/31,,22.2346154,18.783758,4.28186367E-10,19.9166,0.0006905384429,0.111245704,15.0558174,12.8244344,0.563171,11.5079189,13.837442,29.2470619,1.3837687,8.9323045,27.05,3.7272299,0.9093571012,,0.0015962,5.4423902,30.1,22.3490781,0.0119813675,11.2641952,22.0326378,,11.6328058,1.8407708,9.586319E-08,1.5770696,,1.5944184,27.0602789,4.1771949,4.7133235,38.9042,32.9935954,17.8014719,11.5894485,0.00018691,37,17.3855045,0.03819,,,4.26277816E-05,18.1734455,,
1969/09/30,9.3917131,22.2346154,18.8383334,4.34421992E-10,19.9166,0.0006937289706,0.1124111906,15.115543,12.8712183,0.5663457,11.5181465,13.9103497,29.2470619,1.4013696,8.6441679,27.37,3.7272299,0.906030042,7.2240415,0.0016067,5.4524222,30.3,22.5294857,0.0120936138,11.3420886,22.1711879,61.8549094,11.6846482,1.8628143,9.548822E-08,1.5757443,0.0316415,1.6261678,26.8562816,4.3119724,4.7224268,38.9568,33.0239483,17.7919575,11.6811164,0.00018604,37.1,17.4382678,0.03833,,,4.26277816E-05,18.245578,,
1969/10/31,,22.325,18.9134972,4.40657734E-10,19.9166,0.0006962359047,0.1132998742,15.1304981,12.9366701,0.5732191,11.5386854,13.9979641,29.3465469,1.4109294,8.6441679,27.42,3.7062955,0.9276412702,,0.0016263,5.4674703,30.4,22.5746095,0.0122206154,11.3074368,22.2751864,,11.7364192,1.8471611,9.599362E-08,1.5744135,,1.661886,26.9923055,4.4276262,4.7406332,38.9795,33.084654,19.3998938,11.7218259,0.00018725,37.3,17.570176,0.03833,,,4.32869134E-05,18.2635606,,
1969/11/30,,22.4153846,18.9987918,4.46893516E-10,19.9166,0.000702161302,0.1136604467,15.115543,13.0489058,0.5822074,11.5592244,14.0563998,29.396203,1.4087852,8.5000996,27.17,3.6853611,0.9376151196,,0.001638,5.4975665,30.3,22.7550171,0.0122221963,11.2641952,22.2405489,,11.7623762,1.8740412,9.674357E-08,1.5757443,,1.6926433,27.1282523,4.4768018,4.7824009,39.1967,33.3578301,18.5626252,11.732075,0.00018725,37.5,17.6097485,0.03846,,,4.4110802E-05,18.245578,,
1969/12/31,9.4783116,22.5961539,19.0738739,4.5312918E-10,20.0846,0.0007042044828,0.1135997721,15.1454057,13.0956897,0.5795638,11.5592244,14.1001288,29.5952597,1.4197745,8.5721337,27,3.6853611,0.9559066169,7.2782637,0.0016446,5.5176306,30.5,22.8451771,0.0123144175,11.3074385,22.2405489,62.4734724,11.7623762,1.8881993,9.81375E-08,1.608959,0.0317495,1.6926433,27.1963028,4.5760637,4.8331825,39.4244,33.4792417,17.7253566,11.6505847,0.00018656,37.7,17.7284659,0.03859,,196.01,4.49346906E-05,18.2816442,,
1970/01/31,,22.7769231,19.1541031,4.59364922E-10,20.1687,0.0007520715554,0.1144107287,15.1603608,13.1238058,0.5811499,11.6518591,14.2899078,29.943371,1.4220082,8.7162021,26.5,3.6853611,1.0257236,,0.0016395,5.5427107,30.8,22.8677829,0.0124076925,11.4546339,22.2405489,,12.4359707,1.8812521,9.876517E-08,1.6600027,,1.702565,27.1282523,4.6379885,4.8559406,40.0075,33.5703003,17.5255539,11.5589163,0.0001961,37.8,17.8735649,0.03859,,,4.64177111E-05,18.2996268,,
1970/02/28,,22.6865385,19.2138256,4.65600625E-10,20.1687,0.0007903588783,0.1145090667,15.1454057,13.2172975,0.581681,11.6827095,14.3336368,29.9931135,1.4013696,8.7882362,26.23,3.6853611,1.0257236,,0.001646,5.5878549,30.9,22.822659,0.0124061116,11.5585895,22.3790989,,12.4878132,1.8902806,9.83902E-08,1.6702506,,1.6807372,27.1282523,4.7308758,4.8377341,40.5592,33.5703003,17.8205008,11.6607617,0.00019801,38,17.9659007,0.03859,,,4.60003064E-05,18.2816442,,
1970/03/31,9.5491599,22.7769231,19.3214242,4.71836289E-10,20.1687,0.0008181627367,0.1154924461,15.115543,13.2921213,0.5827385,11.7134759,14.377444,30.1423412,1.431568,9.0043386,26.53,3.7272299,1.0207403,7.40024,0.0016621,5.6079191,31.2,22.7775352,0.012443,11.584554,22.586924,63.7105983,12.5914266,1.8888736,9.901787E-08,1.7061105,0.0320734,1.7164554,26.8562816,4.8337803,4.8749502,40.8586,33.6310062,17.9251593,11.6098032,0.00019767,38.2,18.0714273,0.03859,,,4.60003064E-05,18.245578,,
1970/04/30,,22.7769231,19.3965063,4.7807207E-10,20.3367,0.0008377621979,0.1169493044,15.115543,13.3295332,0.5832648,11.74441,14.4504299,30.2418263,1.4514025,8.7882362,26.82,3.7690988,1.0057759,,0.001675,5.6329992,31.5,22.7775352,0.0124588094,11.4200797,22.6908366,,12.643269,1.8941499,9.939285E-08,1.7419976,,1.7065336,27.1282523,4.9375955,4.9014566,40.9304,33.6006533,18.0203035,11.5385616,0.00019819,38.5,18.3484346,0.03872,,,4.68351683E-05,18.245578,,
1970/05/31,,22.9576923,19.3999377,4.82229258E-10,20.3367,0.0008557663245,0.1175684692,15.1603608,13.4511409,0.579035,11.74441,14.5088656,30.2418263,1.4564952,9.0043386,27.82,3.8109676,1.0091029,,0.001696,5.6580794,31.3,22.7098933,0.0124851583,11.3161242,22.7254741,,12.643269,1.908015,9.927057E-08,1.7521965,,1.6876825,26.6523613,4.8875092,4.8695954,41.0723,33.9345351,17.9251593,11.5487389,0.00020044,38.6,18.4011979,0.03859,,,4.83181887E-05,18.2996268,,
1970/06/30,9.6751619,23.1384615,19.4067188,4.90543516E-10,20.3367,0.0008724029814,0.1187339559,15.2200864,13.4605129,0.5917267,11.7752604,14.5672231,30.3413114,1.4564952,9.0763728,27.42,3.8528365,1.0157497,7.7036193,0.0016928,5.6681114,31.3,22.6873752,0.0125610431,11.1602884,22.794835,64.3291613,12.7468825,1.9353347,1.0028138E-07,1.7829569,0.0323974,1.6936355,26.7883081,4.7846047,4.888605,41.2562,34.0862996,17.7919575,11.5792711,0.00019385,38.8,18.4539611,0.03872,,,4.91420773E-05,18.3717593,,
1970/07/31,,23.3192308,19.5074546,4.94700664E-10,20.5048,0.0008892676451,0.1190617491,15.175316,13.7317683,0.5853821,11.8060268,14.5964017,30.3413114,1.4381795,9.0763728,27.63,3.8737709,1.0190768,,0.0016863,5.6781434,31.3,22.8451771,0.0126221725,11.220856,22.8294725,,12.9282238,1.9472358,1.0053408E-07,1.8392964,,1.7065336,27.1282523,4.8192098,4.9804404,41.5784,34.1773583,18.07739,11.5996258,0.00019524,39,18.5858694,0.03912,,,4.96364525E-05,18.3176094,,
1970/08/31,,23.3192308,19.5483862,5.00936328E-10,20.5048,0.0009116019752,0.1184790057,15.175316,13.7598081,0.5901405,11.8369609,14.6547592,30.3413114,1.4153967,9.3645094,27.58,3.8947528,1.0157497,,0.0016944,5.6881756,31.2,22.7550171,0.012680667,11.2901596,22.9680226,,12.9023384,1.9597232,1.0090905E-07,1.8495499,,1.7204241,27.1282523,4.8529042,5.059335,41.729,34.2987698,18.6101973,11.5080294,0.00019905,39,18.5726786,0.03938,,,5.02076406E-05,18.3176094,,
1970/09/30,9.7381073,23.3192308,19.5433208,5.13407891E-10,20.4208,0.0009362150225,0.1193895421,15.1603608,13.8814159,0.5991312,11.8472723,14.7131949,30.3413114,1.4469353,9.5806118,27.45,3.9156872,0.9974655,7.8328819,0.0017623,5.7232877,31.8,22.8677829,0.0127112317,11.4200797,23.1412101,65.5662872,13.0318373,1.9425164,1.0166715E-07,1.8956904,0.0321814,1.7382832,26.9923055,4.9712899,5.082093,41.8481,34.5112401,19.0859181,11.5283842,0.00020322,39.2,18.6650143,0.03952,,,5.15243292E-05,18.2996268,,
1970/10/31,,23.4096154,19.5773896,5.19643555E-10,20.4208,0.0009441916244,0.1194988066,15.2200864,13.9188278,0.6017748,11.8678112,14.7715523,30.4905391,1.4587288,9.5806118,27.47,3.9366217,0.995802,,0.0017978,5.7483678,32.3,22.9579429,0.0127159746,11.4805985,23.2451227,,13.1095652,1.9487601,1.0254753E-07,1.8956904,,1.7482048,27.2642762,5.0687304,5.1328747,42.0513,34.6933574,18.8004856,11.5487389,0.0002053,39.4,18.8628767,0.03965,,,5.19417864E-05,18.3717593,,
1970/11/30,,23.5,19.6354781,5.23800742E-10,20.4208,0.0009503449571,0.1208099791,15.2350415,14.0123956,0.5996575,11.8986616,14.8299098,30.5900242,1.4535468,9.2924752,27.55,3.9366217,1.0340412,,0.0017978,5.7935121,32.3,22.9805486,0.0127844817,11.6018311,23.3144837,,13.1614077,1.9950747,1.0293066E-07,1.9674101,,1.7581265,27.0602789,5.0596238,5.1458155,42.3612,35.1486509,18.5721396,11.4977804,0.00020547,39.6,18.9947849,0.03965,,,5.33478889E-05,18.3897419,,
1970/12/31,9.9506522,23.5903846,19.6679129,5.32115E-10,20.3367,0.0009503449571,0.1220483087,15.2051788,14.0030236,0.5964852,11.9192005,14.873717,30.7889078,1.4719518,9.0763728,27.58,3.8737709,1.040688,8.0080395,0.0018107,5.8135762,32.5,22.9805486,0.0128925121,11.5932414,23.3491212,68.0404575,13.3168636,1.9874533,1.0368061E-07,1.9981706,0.0320734,1.7700326,27.0602789,5.2362918,5.1609875,42.6239,35.3004153,18.3913657,11.5080294,0.00020947,39.8,19.1266931,0.04004,,199.41,5.46661527E-05,18.3536757,,
1971/01/31,,23.6807692,19.7721618,5.44586484E-10,20.4208,0.0009637910155,0.1238693816,15.1304981,14.0030236,0.5991312,12.0631406,14.9613314,31.1371057,1.4697182,9.4365435,27.34,3.8319021,1.0706095,,0.001843,5.8318827,32.8,23.3187581,0.0130195138,11.6711348,23.5915838,,13.368706,1.9984457,1.0406373E-07,2.0493833,,1.8037664,27.9441645,5.3738014,5.2156068,43.9041,35.5128855,18.7243703,11.5589163,0.00021571,39.8,19.3905096,0.03978,,,5.64787391E-05,18.2635606,,20.7387726
1971/02/28,,23.7711539,19.926411,5.54979375E-10,20.5048,0.0009708560188,0.1249256039,15.1304981,14.0030236,0.603361,12.1556915,15.0343173,31.3859049,1.4425574,9.220441,27.23,3.8319021,1.0988749,,0.0018414,5.8545969,32.8,23.3864876,0.0130732655,11.8789483,23.9034073,,13.3945915,1.9992078,1.0469141E-07,2.0903972,,1.8117038,27.4002231,5.4812592,5.2110552,43.9514,35.66465,18.6482549,11.4774257,0.00021988,39.9,19.4960362,0.03991,,,5.46661527E-05,18.2635606,,20.7387726
1971/03/31,10.1002517,23.7711539,20.0095814,5.69529258E-10,20.5048,0.0009824789476,0.126200355,15.1304981,14.0123956,0.6123492,12.217476,15.0926747,31.5847887,1.4741854,9.2924752,27.39,3.8319021,1.1005384,8.1373021,0.0018656,5.8773111,32.9,23.2737219,0.0131228015,11.9655292,24.0419574,69.8960648,13.4723195,2.0094381,1.0544951E-07,2.1159762,0.0325054,1.8573436,27.4002231,5.5841637,5.2664777,44.0617,35.8771203,18.5626252,11.4977804,0.00022543,40,19.654326,0.04018,,,5.46661527E-05,18.2635606,,20.7387726
1971/04/30,,23.8615385,20.1151375,5.7784375E-10,20.7569,0.001006864342,0.1283492211,15.1454057,14.1527474,0.6102343,12.2997155,15.1802891,31.7340162,1.4969682,9.0763728,27.5,3.8319021,1.085574,,0.0018802,5.8943468,33.3,23.0707086,0.0131902546,11.8615736,24.353695,,13.4723195,2.0016115,1.0570221E-07,2.1159762,,1.8821478,27.1963028,5.5595759,5.321811,43.9724,35.9074732,18.5150531,11.5182068,0.00022595,40.1,20.0764324,0.04018,,,5.50725841E-05,18.2816442,,20.446684
1971/05/31,,23.8615385,20.1638305,5.88236523E-10,20.7569,0.001035124,0.1297696579,15.1454057,14.3771426,0.5986001,12.3407934,15.2824538,31.7837588,1.5152839,9.220441,27.77,3.8319021,1.0606357,,0.0018899,5.9284182,33.4,22.9805486,0.0132181844,11.8615736,24.492245,,13.5240904,1.993228,1.0607719E-07,2.1313565,,1.8910774,27.1282523,5.4612247,5.3544755,43.8235,36.3020608,18.5435964,11.4672483,0.00022352,40.3,20.2083406,0.04004,,,5.64787391E-05,18.2816442,,20.446684
1971/06/30,10.2655459,24.1326923,20.2064778,6.00708008E-10,20.841,0.001056090718,0.1305345086,15.1454057,14.4239265,0.6091769,12.5774521,15.3408112,31.9329865,1.5035797,9.5085777,27.74,3.8947528,1.040688,8.3604363,0.0018931,5.9340967,33.5,23.0030667,0.0132777329,11.8010549,24.5269684,71.7517537,13.5759329,2.0029013,1.0658259E-07,2.1467367,0.0322894,1.9019913,27.3322496,5.4521181,5.3772335,43.9514,36.3324137,18.5435964,11.5385616,0.0002296,40.6,20.3534396,0.04031,,,5.73794931E-05,18.2816442,,20.446684
1971/07/31,,24.3134615,20.330253,6.06943672E-10,21.009,0.001059281318,0.1323191601,15.0707251,14.4426706,0.6054759,12.6390689,15.4138754,32.0324716,1.4815116,9.5085777,28.01,3.9575561,1.040688,,0.0018834,5.9511324,33.5,22.912819,0.0132677203,11.8962254,24.561606,,13.6795463,2.0293416,1.0835149E-07,2.2184563,,1.9158816,27.6042203,5.548648,5.3772335,44.165,36.4841781,18.5531108,11.5894485,0.00023342,40.7,20.472157,0.04044,,,6.01038594E-05,18.1914281,,19.9598921
1971/08/31,,24.4942308,20.4073776,6.15258086E-10,21.1771,0.001070676454,0.1337031755,15.0707251,14.4988266,0.6081195,12.7522426,15.4721546,32.0324716,1.4535468,9.8687484,28.27,4.0412938,1.0307142,,0.0018931,5.9624895,33.5,23.0030667,0.0133889253,11.9568418,24.7347935,,13.6795463,2.0339731,1.0897917E-07,2.2594702,,1.9228269,27.536247,5.5987342,5.3863367,44.778,36.5448839,18.8670865,11.6607617,0.00023515,40.8,20.4853479,0.04044,,,6.15100144E-05,18.1914281,,19.9598921
1971/09/30,10.4702435,24.5846154,20.5494535,6.21493672E-10,21.0931,0.001082071379,0.1347593978,15.0707251,14.6016902,0.6054759,12.855105,15.5451405,32.1319567,1.4881231,9.652646,28.27,4.0831626,1.0273871,8.5220619,0.0019545,6.0022395,34.3,23.1158324,0.0134326644,11.870261,24.9426186,72.9888796,13.7313888,2.0397477,1.0835149E-07,2.290176,0.0321814,1.9843414,27.6042203,5.6916215,5.4508625,44.8288,36.81806,18.8575721,11.7931392,0.0002388,40.8,20.5117295,0.04057,,,6.2004337E-05,18.1914281,,19.9598921
1971/10/31,,24.675,20.6041923,6.27729375E-10,21.1771,0.001100075505,0.1365804708,15.1005879,14.6672182,0.6123492,12.8756438,15.6327549,32.2811843,1.492501,9.5085777,28.25,4.0831626,1.0390245,,0.0019965,6.0306323,34.4,23.3638819,0.0134458388,11.8962254,25.1158921,,13.8350022,2.052792,1.0923187E-07,2.3158097,,2.0170831,27.6042203,5.6469992,5.5107473,45.2841,36.9698245,18.9907739,11.8134939,0.00024157,40.9,20.6304469,0.04057,,,6.2004337E-05,18.2274943,,20.2324765
1971/11/30,,24.675,20.6752711,6.36043711E-10,21.1771,0.001129474768,0.1380009077,15.1005879,14.7700819,0.6171101,12.9270331,15.6911123,32.3309269,1.4969682,9.3645094,28.33,4.1040971,1.0756001,,0.0020288,6.0590251,34.1,23.3864876,0.0134674449,12.0001322,25.1850812,,13.9386871,2.0566907,1.1024267E-07,2.3311899,,2.0666917,27.6042203,5.6570164,5.5850903,45.2491,37.4554708,18.9336874,11.7931392,0.0002447,40.9,20.7491643,0.04084,,,6.36505916E-05,18.2274943,,20.2324765
1971/12/31,10.7055511,24.7653846,20.764569,6.42279414E-10,21.3452,0.001160697088,0.1386564939,15.1005879,14.8074938,0.6128779,12.9578834,15.7640982,32.4801545,1.5152839,9.4365435,28.17,4.0622282,1.0672898,8.6982604,0.002053,6.0817393,34.1,23.6345371,0.0135317362,12.1386908,25.3237172,74.8444869,13.9645726,2.0578046,1.1162845E-07,2.3516423,0.0320734,2.0389109,27.6721938,5.711656,5.6587192,45.6536,37.6375882,18.8861153,11.6505843,0.00024643,41.1,20.8546909,0.0411,,204.85,6.47161549E-05,18.2274943,,20.2324765
1972/01/31,,24.9461539,20.8619551,6.56829453E-10,21.4292,0.001203086539,0.1402954596,14.8616382,14.8261616,0.6139354,12.8897277,15.8079055,32.8780084,1.5175175,9.7246801,27.71,4.0412938,1.0839105,,0.0020821,6.1044536,34.1,23.7246971,0.0135918117,12.3983845,25.5315423,,14.1717995,2.0592995,1.1226427E-07,2.3875294,,2.051809,27.8761911,5.7990793,5.6632708,46.0581,37.8804113,18.6101973,11.7727845,0.00024869,41.1,20.9734083,0.0411,,,6.74405211E-05,17.9390654,,21.0893062
1972/02/29,,25.0365385,20.973557,6.65143828E-10,21.5133,0.001281028585,0.1418980038,14.8616382,14.8916134,0.6213399,12.9974523,15.8954416,33.0272361,1.4947346,9.7967143,28.01,4.0203594,1.1088487,,0.0020708,6.138525,34.3,23.7698209,0.0136339699,12.5283046,25.7393673,,14.1977564,2.0804929,1.1326693E-07,2.3824026,,2.0875272,27.8082177,5.9848538,5.6587192,46.2333,38.0625286,19.0098027,11.8033165,0.00025303,41.3,21.0789349,0.0411,,,6.58696094E-05,17.9390654,,21.0893062
1972/03/31,10.7839685,25.2173077,20.999946,6.73458047E-10,21.5973,0.001316125169,0.1433912835,14.8616382,14.9945533,0.6218686,13.0781828,15.9684276,33.1764637,1.5359225,9.5806118,28.3,4.0412938,1.1105123,8.8942362,0.0021128,6.1555607,34.6,23.7698209,0.0137082738,12.6234751,25.9472784,76.0816128,14.3272553,2.0972599,1.1806008E-07,2.3824026,0.0326134,2.1093549,27.8082177,6.1524152,5.7133385,46.4347,38.1535873,18.9717451,11.9153394,0.00025094,41.4,21.144889,0.0411,,,6.8022735E-05,17.9390654,,21.0893062
1972/04/30,,25.2173077,21.0729856,6.81772344E-10,21.6813,0.001390648681,0.1454673067,14.8765459,15.0974932,0.632443,13.2933804,16.0268632,33.2759488,1.5564717,9.5806118,28.38,4.0622282,1.1071852,,0.002137,6.1669178,35,23.8374629,0.0137946981,12.4417237,26.2936535,,14.4049833,2.1134407,1.1478313E-07,2.356769,,2.0994333,27.7401672,6.1915735,5.7133385,46.5485,38.1839402,18.9907739,11.9356941,0.00025372,41.5,21.3427513,0.0411,,,6.90882983E-05,17.957048,,21.4592762
1972/05/31,,25.3076923,21.1115479,6.85929531E-10,21.6813,0.001449902936,0.1465599505,14.8765459,15.2471408,0.6128779,13.387608,16.1143994,33.3754339,1.5630832,9.9407826,28.83,4.0831626,1.0972114,,0.0021596,6.2237034,35.1,23.7698209,0.013822101,12.3118036,26.3630145,,14.4309403,2.0855347,1.1377233E-07,2.3465155,,2.1649165,27.4002231,6.217072,5.7414514,46.7779,38.5785278,19.0764036,12.0375396,0.00025546,41.6,21.4482779,0.04123,,,7.0736128E-05,17.957048,,21.4592762
1972/06/30,10.9016223,25.7596154,21.3165326,6.92165156E-10,21.6813,0.001480213658,0.1480168088,14.8765459,15.3500045,0.6171101,13.4415122,16.2020138,33.474919,1.5564717,10.2289192,28.75,4.1878823,1.0805834,9.0297443,0.0021289,6.2577747,35.2,23.7924267,0.0139243347,12.1300035,26.4322895,76.7001758,14.5863962,2.0925992,1.1528853E-07,2.3516423,0.0326134,2.1103471,27.6042203,6.2507664,5.7551062,47.0196,38.790998,19.2762064,12.0884982,0.00025424,41.7,21.593377,0.04137,,,7.18126646E-05,17.957048,,21.4592762
1972/07/31,,25.85,21.4747851,7.0879375E-10,22.0175,0.001545848898,0.1497286174,14.8631576,15.3780443,0.6102343,13.5624823,16.3333571,33.7236317,1.5380667,9.9407826,28.86,4.27162,1.0722731,,0.0021435,6.280489,35.2,23.9502286,0.0139770325,12.1646553,26.3630145,,14.7158951,2.1441608,1.1453043E-07,2.3977828,,2.1242376,27.8761911,6.3181552,5.8340007,47.2945,38.821351,19.4474659,12.1088528,0.00025459,41.9,21.6593311,0.04137,,,7.40427082E-05,17.9408839,,21.0698699
1972/08/31,,26.0307692,21.5113866,7.21265156E-10,22.1855,0.001897499102,0.1508212612,14.8631576,15.4342003,0.6155239,13.6297997,16.4209716,33.7236317,1.5152839,10.2289192,29.02,4.3134888,1.0772637,,0.0021532,6.3202389,35.4,23.9728343,0.0140692536,12.1732939,26.5362021,,14.7417805,2.1476783,1.1491355E-07,2.4695025,,2.1143158,28.2161353,6.4165064,5.8938856,47.4644,38.9731154,20.1325038,12.231053,0.00025806,42,21.8308118,0.04137,,,7.45354557E-05,17.9408839,,21.0698699
1972/09/30,11.0584569,26.1211538,21.6554233,7.31658203E-10,22.2696,0.002319115107,0.1530065487,14.8631576,15.555808,0.6234547,13.68362,16.5231361,34.0718296,1.5491455,10.3009534,29.02,4.3344232,1.0938843,9.2799423,0.0021839,6.3827031,35.6,24.0404762,0.0141335449,12.2425488,26.7787506,77.3186572,14.871351,2.1528961,1.1616891E-07,2.4695025,0.0321814,2.150034,28.2161353,6.4219704,5.9766178,47.678,39.3069973,20.0754173,12.3532531,0.00026587,42.1,21.9495292,0.04189,,,7.64249601E-05,17.9408839,,21.0698699
1972/10/31,,26.3923077,21.7791984,7.46208125E-10,22.2696,0.002672132713,0.1559202654,14.9034176,15.6680437,0.628742,13.7374404,16.6691081,34.2210572,1.5719283,10.0848509,28.99,4.3553577,1.1354432,,0.0022355,6.4508459,35.8,24.0856,0.0141435575,12.320491,27.1597632,,14.9490789,2.1642402,1.1692701E-07,2.3824026,,2.1629322,28.488106,6.348207,6.0175822,47.8252,39.671232,19.2952352,12.5365892,0.00026969,42.3,22.2529181,0.04203,,,7.71719307E-05,17.9894774,,21.2840774
1972/11/30,,26.4826923,21.9395751,7.52443828E-10,22.2696,0.00282209155,0.157632074,14.9034176,15.7990235,0.6202824,13.8451651,16.7712726,34.3702849,1.5858661,10.3009534,29.1,4.3763396,1.2584711,,0.0022743,6.5019529,35.8,24.2434019,0.0142352516,12.37242,27.2636758,,15.0009214,2.1769034,1.1604663E-07,2.3363166,,2.1758305,28.5560794,6.2307319,6.0274887,47.8392,40.0051138,19.0478604,12.6282573,0.00027107,42.4,22.3320631,0.04203,,,7.84901945E-05,17.9894774,,21.2840774
1972/12/31,11.1761107,26.6634615,22.0937426,7.545225E-10,22.4377,0.003057740816,0.158105553,14.9034176,15.8551794,0.6298018,13.8719914,16.8588088,34.5691686,1.6152605,10.3009534,29.04,4.3763396,1.341589,9.4155451,0.0023066,6.5303457,36,24.4915391,0.0142837335,12.4590008,27.3329508,78.5557831,15.0526923,2.2189384,1.1642161E-07,2.3209364,0.0320734,2.2055955,29.3040182,6.2352852,6.0737187,48.5064,40.2175841,19.3808649,12.6893215,0.00026917,42.5,22.4507805,0.04229,,208.42,8.17858013E-05,17.9894774,,21.2840774
1973/01/31,,27.025,22.2926815,7.62836875E-10,22.6057,0.003372699246,0.1598902045,14.930242,15.8832193,0.6372038,14.0065423,16.8588088,34.9173664,1.621872,10.3729875,28.88,4.3763396,1.3199778,,0.0023509,6.5984885,36.4,24.7395886,0.0144908358,12.5717902,27.5407759,,15.1304203,2.2712328,1.1743241E-07,2.4541223,,2.2482589,29.3719916,6.2553197,6.1192348,48.7008,40.6728775,18.8766009,12.8624802,0.00027663,42.6,22.5958795,0.04242,,,8.36862265E-05,18.0218056,,24.1465873
