Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
1876/06/30,,,,,,,,,,,,20641.09996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876/12/31,,130.6338783,,,11780,,58030.8510638298,,,7196,,,1438157.7,,,,,147270,,,,,,,8841,,,,3236.3,,2433.220523,431027.576,,60478,,17209.35714,63441.9283,,,,39095,188094,119575.9077,,56038,102545,4620.25,2404,4903348.736,
1877/06/30,,,,,,,,,,,,21391.68541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877/12/31,,136.2901711,,243617.4368959,12535,,57709.5744680851,,,7370,,,1392158.087,,,,,149189,,,,,,,9254,,,,3479.7,,2322.342423,475169.073,,61407,,18577.88172,63925.52645,,,,43027,183781,120216.6752,,54462,108063,4774.5,2347,5059274.491,
1878/06/30,,,,,,,,,,,,23455.7954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878/12/31,,154.7282982,,,12117,,60435.1063829787,,,7549,,,1476728.853,,,,,147270,,,,,,,9260,,,,3939.9,,2595.935845,485871.8339,,63387,,19907.8563,61686.96248,,,,41907,185536,121181.0846,,56632,106731,4897.15,2303,5044399.419,
1879/06/30,,,,,,,,,,,,23831.08813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879/12/31,,172.1175624,,,13286,,58991.4893617021,,,7732,,,1701250.202,,,,,150149,,,,,,,9279,,,,4137.6,,2739.424934,490947.2683,,63930,,18422.07552,62233.78725,,,,39720,183984,118505.0657,,58493,100072,4725.25,2327,5344525.872,
1880/06/30,,,,,,,,,,,,25144.61267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880/12/31,,187.9366851,,,13874,,58510.6382978723,,,7919,,,1911728.524,,,,,152383.541,,,,,,,9243,,,,3871.4,,2718.965728,516383.5719,,65331,,20259.62494,64227.98893,,,,43199,187046,127817.9157,,59851,109014,4795.9,2341,5561351.922,
1881/06/30,,,,,,,,,,,,26833.42994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881/12/31,,198.7269411,,,15849,,59954.2553191489,,,8110,,,1978918.854,,,,,161998.9164,,,,,,,9552,,,,4209.9,,3125.01056,557952.8584,,67387,,19790.60009,64834.62265,,,,44244,187069,130388.5881,,60400,113199,4976.5,2277,5386001.073,
1882/06/30,,,,,,,,,,,,25332.25904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882/12/31,,185.6319192,,,16477,,60915.9574468085,,,8307,,,2143872.711,,,,,156583.0066,,,,,,,9853,,,,4331.6,,3363.633366,619262.1357,,68764,,20103.81874,64715.00476,,,,44822,192509,132635.6186,,62649,118527,5016.85,2499,5527226.756,
1883/06/30,,,,,,,,,,,,29085.1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883/12/31,,209.7263391,,,16446,,64281.914893617,,,8508,,,2157126.856,,,,,154905.2706,,,,,,,10096,,,,4312.5,,3388.738733,611890.4367,,69891,,23192.63653,64472.35122,,,,45671,198541,136917.9005,,64727,118907,5148.3,2594,5533176.785,
1884/06/30,,,,,,,,,,,,29272.83266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884/12/31,,212.030054,,,17852,,65885.1063829787,,,8713,,,2176223.737,,,,2667166.144,168388.6649,,,,,,,10443,,,,4400,,3851.512067,630171.856,,69328,,22723.61168,65620.68328,,,,45797,201510,135739.5399,,65058,117575,5276.35,2613,5577627,
1885/06/30,,,,,,,,,,,,31149.2963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885/12/31,,219.4698341,,,16786,,67488.2978723404,,,8925,,,2111318.213,,,,2768745.408,171340.9337,,,,,,,10718,,,,4723.3,,4201.071299,634882.6476,,71027,,23427.14896,66225.60822,,,,44667,203869,134562.2653,,65480,115483,5216.5,2676,5784127.766,
1886/06/30,,,,,,,,,,,,31524.58902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886/12/31,,232.2495665,,,16895,,67885.1063829787,,,9141,,,2200564.304,,,,2698590.863,171487.8637,,,,,,,11309,,,,4730.9,,4061.224276,622681.8945,,73208,,23740.36761,66591.29729,,,,43726,201066,135526.6748,,68198,117385,5256.45,2809,6127992.571,
1887/06/30,,,,,,,,,,,,36028.10173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887/12/31,,247.0198264,,,17476,,70618.085106383,,,9361,663.0510119,,2354549.959,,,,2840047.639,174101.8517,,,,,,,11550,,,,4848.8,,4248.015028,649596.4799,,75455,,24249.5487,67437.16687,,,,43205,198538,141091.5778,,70527,118147,5485.15,2852,6519907.237,
1888/06/30,,,,,,,,,,,,35089.86992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888/12/31,,251.6304091,,,18655,,73588.2978723404,,,9588,716.6603558,,2261439.023,,,,2884843.803,174696.4058,,,,,,,11690,,,,4928.6,,4392.554726,671682.0113,,75604,,22879.41788,70584.82708,,,,44762,202683,145588.8969,,71121,119287,5481.65,2961,6680577.67,
1889/06/30,,,,,,,,,,,,38092.21174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889/12/31,,273.4190121,,,18804,,75528.7234042553,,,9820,683.8807686,,2320017.569,,,,2824818.036,174453.8004,,,,,,,11482,,,,4993.3,,4135.302237,639662.4257,,73689,,24795.67353,73310.40687,,,,44971,207897,150299.0812,,72011,122331,5491.65,3061,7090512.01,
1890/06/30,,,,,,,,,,,,36778.68719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890/12/31,,293.4661664,,,19952,,77905.3191489362,,,10057,666.1832188,,2488299.74,,,,2975620.25,172191.7611,,,,,,,12003,,,,5225.3,,3964.692206,672568.9804,,74405,,22723.61168,75308.02615,,,,45148,213487,151583.8744,,76339,125185,5769.85,3233,6881790.85,
1891/06/30,,,,,,,,,,,,39781.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891/12/31,,306.8323372,,,20561,,77905.3191489362,,,10026,741.6449603,,2691366.653,,,,2701924.616,176346.8061,,,,,,,11794,,,,5346.9,,3509.414158,700163.5755,,75833,,23857.62382,76035.98666,,,,46091,218565,155009.2655,,77777,128039,5882.15,3201,7557506.479,
1892/06/30,,,,,,,,,,,,34714.57719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892/12/31,,336.3455317,,,20458,,81034.0425531915,,,9698,742.1817169,,2637545.276,,,,2918837.15,184031.5891,,,,,,,11743,,,,5419.2,,3717.193481,689204.5792,,76396,,25539.36705,77486.78117,,,,49444,220528,151797.8256,,79684,131273,6058.6,3106,7431373.103,
1893/06/30,,,,,,,,,,,,32838.11355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893/12/31,,320.1964061,,,20167,,85192.5531914894,,,8457,714.0559971,,2768569.205,,,,2992726.227,187769.7628,,,,,,,11980,,,,5601.7,,4017.002683,737711.9353,,78072,,23271.34276,79545.91826,,,,48198,221437,150728.0696,,81168,133557,6050.15,3227,7848815.422,
1894/06/30,,,,,,,,,,,,33963.99174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894/12/31,,311.2863262,,,21176,,87132.9787234043,,,8654,718.5223824,,2723004.956,,,,3038615.425,190957.8031,,,,,,,11825,,,,5658.8,,4170.946188,721539.5315,,79065,,25891.13569,80029.51645,,,,48576,221765,158220.7054,,82869,138503,6383.2,3479,8197184.496,
1895/06/30,,,,,,,,,,,,32087.52811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895/12/31,,348.5966289,,478743.1285391,21106,,91292.5531914894,,,11175,720.8306027,,2914105.627,,,,2963870.138,192693.6278,,,,,,,12333,,,,5571.3,,4073.979994,790999.0696,,80175,,26242.90433,80996.71277,,,,48118,233119,163359.8782,,87528,135649,6481.6,3669,8706224.003,
1896/06/30,,,,,,,,,,,,34526.93084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896/12/31,,341.3565321,,493553.6178789,20549,,94619.1489361702,,,10369,771.1715469,,2930532.354,,,,2745318.053,194094.5887,,,,,3868,,12505,,,,5883.2,,4542.4405,786544.5135,,81778,,26986.59785,83298.50336,,,,44382,244073,170532.1302,,90748,142117,6505.2,3910,8668684.102,
1897/06/30,,,,,,,,,,,,32650.4672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897/12/31,,373.6547835,,526653.6373483,22845,,97391.4893617021,,,10455,721.8130047,,2865607.506,,,,3246965.862,197484.2306,,,,,4228,,13231,,,,6392.8,,3885.343476,733769.8503,,82377,,29646.54702,87717.53117,,,,46356,249605,172030.8746,,92906,140215,6622.3,4099,8560569.531,
1898/06/30,,,,,,,,,,,,37716.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
