Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
GDPCDNK,Denmark Real GDP in 2010 Kroner,National Account Aggregates,Denmark Krone,Denmark,,,,,,,National Currency,Millions,Quarterly,CON,Annual From Dec 1820 To Dec 1976<BR>Quarterly From Mar 1977 To Sep 2020<BR>,"Notes: Annual data are from Abildgren (2006: 90). GDP at current and constant prices, together with implicit deflators, by production and expenditure methods, all at annual rates. Breakdowns are as specified in the European System of Accounts, (ESA 1995). Savings and Gross National income are also published.  The data cover the entire economy and both seasonally adjusted and non-seasonally adjusted figures are published.",,Split adjusted.
GDPCFRA,France Real GDP in 2010 Euros,National Account Aggregates,France Franc (Euro from 01/01/1999),France,,,,,,,National Currency,Millions,Quarterly,CON,Annual From Dec 1820 To Dec 1969<BR>Quarterly From Mar 1970 To Dec 2020<BR>,"Notes: Data are published on Gross Domestic Product, Private Consumption (Â« dÃ©penses de consommation des mÃ©nages Â»), General Government Consumption (Â« dÃ©penses de consommation des administrations Â»), Gross Fixed Capital Formation (Â« FBCF Â») (total, non financial firms, households, general government), Changes in Stocks (Â« variations de stocks Â»), Exports and Imports of Goods and Services (Â« exportations et importations de biens et services Â»). Both values at constant (1995) prices and current prices (billions of euros) and growth rates are published. French Quarterly National Accounts are based on the European System of Accounts 1995 (ESA 95) and are compiled using both production and expenditure methods. Data are seasonally adjusted and adjusted for working days.",,Split adjusted.
GDPCAUT,Austria Real GDP in 2010 Euros,National Account Aggregates,Austria Schilling (Euro from 01/01/1999),Austria,,,,,,,National Currency,Millions,Quarterly,CON,Annual From Dec 1820 To Dec 1987<BR>Quarterly From Mar 1988 To Dec 2020<BR>,"Notes: Pre-World War I data are from Jobst and Scheiber (2014: series AH6C_A)<br />and are not comparable to post-World War II data.<br /> Data are for GNP through 1963 and GDP from 1964 on. Data are disseminated in thousands of Euro on GDP at current and chained 2000 Euro covering the total economy, together with implicit deflators, by kind of activity, expenditure and income. Breakdowns are as specified in European System of National Accounts 1995 (ESA 95). Data are published at current and chained 2000 Euro. With TRAMO-SEATS seasonally and working day adjusted series are available as well. The quarterly results are summing up to the annual results. Figures are based on primary data of the same reference period (e.g. production index, construction reporting, foreign trade statistics, monthly sales, bank records and other quarterly and monthly statistics) and are compiled using econometric techniques.",,Split adjusted.
GDPCFIN,Finland Real GDP in 2010 Euros,National Account Aggregates,Finland Markka (Euro from 01/01/1999),Finland,,,,,,,National Currency,Millions,Quarterly,CON,Annual From Dec 1860 To Dec 1974<BR>Quarterly From Mar 1975 To Sep 2020<BR>,"Notes: Data are disseminated in millions of Euro on Gross Domestic Product at current prices and constant 2000 prices. The data cover the entire economy. The data are compiled by the expenditure approach at both current and constant 2000 prices. The data are compiled by the production approach at both current and constant 2000 prices. A breakdown of current and constant price GDP by major expenditure category is disseminated as follows: exports and imports of goods and services; government consumption; private consumption by durability; government and private gross fixed capital formation by type of investment; changes in inventories, statistical discrepancy. A breakdown of constant price GDP by kind of activity is disseminated for 21 branches. Data on National income are disseminated at current prices and constant 2000 prices. The data series begins with 1975. The data on quarterly national accounts are compiled according to the European System of Accounts (ESA 95). Original and seasonally adjusted and trend series are available.",,Split adjusted.
GDPCJPN,Japan Real GDP in 2010 Yen,National Account Aggregates,Japan Yen,Japan,,,,,,,National Currency,Billions,Quarterly,CON,Annual From Dec 1870 To Dec 1956<BR>Quarterly From Mar 1957 To Sep 2020<BR>,"Source: K. Ohkawa et al., Long Term economic Statistics of Japan Since 1868, v. 14 (Tokyo, 1979). Data are for GNP to 1930 and GDP thereafter.Notes: Data are disseminated in thousand millions of Yen on nominal and real GDP, together with the implicit deflators. The data are compiled using the GDP by expenditure for flow accounts and the private capital assets for stock accounts, both of which cover the entire Japanese economy. The current and constant price data are broken down by major expenditure category as follows: private consumption (which is further broken down to household consumption and household consumption excluding imputed rents); residential private investment; nonresidential private investment; increase in private inventory; government consumption; public investment; increase in public inventory; exports of goods and services; and imports of goods and services. Regarding the stock accounts, the constant price data are broken down by major private industry in the format of progress type and attachment type both for the assets and the new investments. In addition, Gross Domestic Income, Gross National Income and Compensation of Employees are also available at both current and constant prices. Data are published in both original and seasonally-adjusted formats using X-12-ARIMA.",,Split adjusted.
GDPCVEN,Venezuela Real GDP in 1997 Bolivares,National Account Aggregates,Venezuela Bolivar Soberano,Venezuela,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1900 To Dec 1996<BR>Quarterly From Mar 1997 To Mar 2019<BR>,,,Split adjusted.
Date,GDPCEST_Close,GDPCUSA_Close,GDPCLVA_Close,GDPCMEX_Close,GDPCCAN_Close,GDPCARG_Close,GDPCDEU_Close,GDPCOECD_Close,GDPCZAF_Close,GDPCBRA_Close,GDPCBGR_Close,GDPCAUS_Close,GDPCCHL_Close,GDPCCOL_Close,GDPCEGY_Close,GDPCHKG_Close,GDPCIND_Close,GDPCIDN_Close,GDPCISR_Close,GDPCKOR_Close,GDPCMYS_Close,GDPCMAR_Close,GDPCPER_Close,GDPCPHL_Close,GDPCPRT_Close,GDPCSGP_Close,GDPCTHA_Close,GDPCTUR_Close,GDPCNZL_Close,GDPCTWN_Close,GDPCGRC_Close,GDPCHUN_Close,GDPCIRL_Close,GDPCITA_Close,GDPCLUX_Close,GDPCNLD_Close,GDPCNOR_Close,GDPCPAK_Close,GDPCPOL_Close,GDPCSAU_Close,GDPCESP_Close,GDPCSWE_Close,GDPCGBR_Close,GDPCCZE_Close,GDPCDNK_Close,GDPCFRA_Close,GDPCAUT_Close,GDPCFIN_Close,GDPCJPN_Close,GDPCVEN_Close
1270/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4795.981983,,,,,,,
1271/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4746.023838,,,,,,,
1272/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4924.135488,,,,,,,
1273/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4645.0215,,,,,,,
1274/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4627.644753,,,,,,,
1275/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5290.133207,,,,,,,
1276/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4654.79592,,,,,,,
1277/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4970.835493,,,,,,,
1278/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5153.29133,,,,,,,
1279/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4277.937734,,,,,,,
1280/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4345.272626,,,,,,,
1281/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4621.128474,,,,,,,
1282/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485.372643,,,,,,,
1283/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4268.163314,,,,,,,
1284/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4416.951704,,,,,,,
1285/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4475.598223,,,,,,,
1286/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4414.779611,,,,,,,
1287/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4836.165709,,,,,,,
1288/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4691.721506,,,,,,,
1289/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4332.240066,,,,,,,
1290/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4397.402865,,,,,,,
1291/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4406.091238,,,,,,,
1292/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4639.591267,,,,,,,
1293/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4749.281978,,,,,,,
1294/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4713.442438,,,,,,,
1295/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5046.858758,,,,,,,
1296/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5248.863434,,,,,,,
1297/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5021.879686,,,,,,,
1298/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5282.53088,,,,,,,
1299/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5087.042484,,,,,,,
1300/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5051.202945,,,,,,,
1301/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5087.042484,,,,,,,
1302/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5218.454128,,,,,,,
1303/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5434.577411,,,,,,,
1304/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4915.447114,,,,,,,
1305/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5052.288992,,,,,,,
1306/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4905.672695,,,,,,,
1307/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5142.430863,,,,,,,
1308/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.249475,,,,,,,
1309/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331.402979,,,,,,,
1310/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5259.723901,,,,,,,
1311/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5444.35183,,,,,,,
1312/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5299.907627,,,,,,,
1313/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5394.393685,,,,,,,
1314/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5395.479731,,,,,,,
1315/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4848.112222,,,,,,,
1316/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4575.514515,,,,,,,
1317/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4786.207564,,,,,,,
1318/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5280.358787,,,,,,,
1319/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5303.165767,,,,,,,
1320/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5128.312257,,,,,,,
1321/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4336.584253,,,,,,,
1322/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4563.568001,,,,,,,
1323/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4734.077325,,,,,,,
1324/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4312.691226,,,,,,,
1325/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4666.742433,,,,,,,
1326/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4755.798258,,,,,,,
1327/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702.581972,,,,,,,
1328/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4394.144725,,,,,,,
1329/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4651.53778,,,,,,,
1330/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4557.051722,,,,,,,
1331/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4370.251699,,,,,,,
1332/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4627.644753,,,,,,,
1333/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4795.981983,,,,,,,
1334/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4665.656386,,,,,,,
1335/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4497.319156,,,,,,,
1336/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4739.507558,,,,,,,
1337/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5284.702974,,,,,,,
1338/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5420.458804,,,,,,,
1339/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4450.61915,,,,,,,
1340/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5017.535499,,,,,,,
1341/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100.075044,,,,,,,
1342/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5371.586705,,,,,,,
1343/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5254.293668,,,,,,,
1344/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5645.27046,,,,,,,
1345/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5289.04716,,,,,,,
1346/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5056.633178,,,,,,,
1347/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5286.875067,,,,,,,
1348/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5454.12625,,,,,,,
1349/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4174.763303,,,,,,,
1350/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3872.842335,,,,,,,
1351/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3644.77254,,,,,,,
1352/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3772.926044,,,,,,,
1353/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3778.356277,,,,,,,
1354/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3613.277187,,,,,,,
1355/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3718.623712,,,,,,,
1356/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3662.149286,,,,,,,
1357/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3726.226038,,,,,,,
1358/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3739.258598,,,,,,,
1359/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3774.012091,,,,,,,
1360/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3743.602785,,,,,,,
1361/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3606.760907,,,,,,,
1362/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3506.844616,,,,,,,
1363/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3399.325998,,,,,,,
1364/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3770.753951,,,,,,,
1365/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596.986488,,,,,,,
1366/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700.160919,,,,,,,
1367/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3466.66089,,,,,,,
1368/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3437.337631,,,,,,,
1369/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3204.923649,,,,,,,
1370/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3586.126021,,,,,,,
1371/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3464.488797,,,,,,,
1372/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3128.900384,,,,,,,
1373/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3383.035299,,,,,,,
1374/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3106.093404,,,,,,,
1375/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2990.97246,,,,,,,
1376/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3451.456237,,,,,,,
1377/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3548.114389,,,,,,,
1378/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3482.95159,,,,,,,
1379/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3172.342249,,,,,,,
1380/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3290.721334,,,,,,,
1381/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3350.453899,,,,,,,
1382/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3439.509724,,,,,,,
1383/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3262.484121,,,,,,,
1384/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3663.235333,,,,,,,
1385/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313.528313,,,,,,,
1386/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3678.439986,,,,,,,
1387/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3678.439986,,,,,,,
1388/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3377.605065,,,,,,,
1389/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3471.005077,,,,,,,
1390/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3230.988768,,,,,,,
1391/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3595.900441,,,,,,,
1392/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4024.888866,,,,,,,
1393/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3309.184127,,,,,,,
1394/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3615.449281,,,,,,,
1395/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3442.767864,,,,,,,
1396/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3446.026004,,,,,,,
1397/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3352.625992,,,,,,,
1398/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3569.835321,,,,,,,
1399/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3410.186465,,,,,,,
1400/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3298.32366,,,,,,,
1401/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3252.709701,,,,,,,
1402/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3337.421339,,,,,,,
1403/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3389.551578,,,,,,,
1404/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3444.939957,,,,,,,
1405/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3447.112051,,,,,,,
1406/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3195.149229,,,,,,,
1407/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3197.321322,,,,,,,
1408/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2956.218967,,,,,,,
1409/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3057.221305,,,,,,,
1410/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3246.193421,,,,,,,
1411/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3176.686436,,,,,,,
1412/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3101.749218,,,,,,,
1413/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2809.60267,,,,,,,
1414/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3190.805042,,,,,,,
1415/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3263.570168,,,,,,,
1416/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3145.191083,,,,,,,
1417/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3436.251584,,,,,,,
1418/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3258.139934,,,,,,,
1419/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3429.735304,,,,,,,
1420/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3343.937619,,,,,,,
1421/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3121.298057,,,,,,,
1422/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3221.214349,,,,,,,
1423/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3397.153905,,,,,,,
1424/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3422.132978,,,,,,,
1425/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3302.667847,,,,,,,
1426/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3201.665509,,,,,,,
1427/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3115.867824,,,,,,,
1428/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2923.637568,,,,,,,
1429/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3022.467812,,,,,,,
1430/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3108.265497,,,,,,,
1431/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3121.298057,,,,,,,
1432/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3080.028285,,,,,,,
1433/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3167.998063,,,,,,,
1434/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3354.798086,,,,,,,
1435/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2977.9399,,,,,,,
1436/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2772.677084,,,,,,,
1437/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2658.642186,,,,,,,
1438/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2787.881737,,,,,,,
1439/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2909.518961,,,,,,,
1440/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2934.498034,,,,,,,
1441/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2592.393341,,,,,,,
1442/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681.449166,,,,,,,
1443/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3240.763188,,,,,,,
1444/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3234.246908,,,,,,,
1445/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2786.795691,,,,,,,
1446/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2961.6492,,,,,,,
1447/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3030.070139,,,,,,,
1448/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3128.900384,,,,,,,
