Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
1857/06/30,,,,,,,,109.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857/12/31,,,,3.83288357748651,,,,,,,,,,,,,,,,,,,,,,,,4.6170961668453E-10,7.78503047445974E-15,,,,,,318.761781475817,381.977988397539,,32.4246030315051,858.476363636364,901.434929,709.31514674743,,,54.1588459156439,,470.636852013407,30.4085481212945,,,
1858/06/30,,,,,,,,112.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858/12/31,,,,3.58134155744025,,,,,,,,,,,,,,,,,,,,,,,,4.48419525165934E-10,7.28284795311342E-15,,,,,,295.78187038082,360.70326499312,,31.5891962064116,768.650909090909,946.4722006,644.402566504279,,,51.9239670464327,,435.243430215651,28.1629740973875,,,
1859/06/30,,,,,,,,122.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859/12/31,,,,3.82806476484194,,,,,,,,,,,,,,,,,,,,,7.64946803593193,,,4.37658317458568E-10,8.87301251113733E-15,,,,,,278.969361895878,365.538429403215,,33.6747082086233,755.655454545455,971.1928328,715.346846681528,,,52.1057434264182,,446.722377825734,27.1586399718274,,,
1860/06/30,,,,,,,,127.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860/12/31,,,,3.69988434849653,,,,,,,,,,,,,,,,,,,,,9.66248588728971,,,5.18152151109664E-10,8.12708057884513E-15,,,,,,308.454615469973,407.120843330036,,35.8143113002296,820.612727272727,978.1805434,750.93068491708,,60000,57.2076534551866,,443.852640923213,31.532554725386,,0.516205394459553,
1861/06/30,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861/12/31,,,,3.54375481881264,,,,,,,,,,,,,,,,,,,,,12.239148824029,,,5.0464683543692E-10,8.02429468266313E-15,,,94.2238740645847,4.4404964183714,,312.509893898502,421.626336560322,,36.577596672797,868.662727272727,1045.048859,755.866679219411,,,58.2541786593297,,478.289483753463,32.4108135136907,,0.516205394459553,
1862/06/30,,,,,,,,128.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862/12/31,,,,3.86661526599846,,,,,,,,,,,,,,,,,,,,,17.7145574600311,,,5.40750687295132E-10,8.24689956639443E-15,,,94.2162534210298,4.49420793587671,,347.866852697237,439.999961318685,,37.5872970081617,889.035454545454,1046.167088,739.207698449045,,,59.3912835319493,,470.636852013407,33.4375576447846,,0.556541862815836,
1863/06/30,,,,,,,,126.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863/12/31,,,,4.91133384734001,,,,,,,,,,,,,,,,,,,,,20.6133033266042,,,5.58076231703991E-10,8.55039828530272E-15,,,97.3065316264607,4.43016728038962,,350.992796485895,426.461500970417,,39.5526065894967,909.013636363636,1065.378128,878.341037845992,,,60.3347941407673,,473.506588915928,33.1518681864817,,0.533413468152775,
1864/06/30,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864/12/31,,,,6.24421742482652,,,,,,,,,,,,,,,,,,,,,23.9951733369625,,,5.49198235345415E-10,9.99927895693828E-15,,,99.33467653863,4.44101287527049,,368.481184708925,441.934027082723,,39.4864952580145,893.010909090909,1048.255003,948.71087041047,,,64.4386238707759,,483.072378590997,33.1418065513441,,0.560102381036475,
1865/06/30,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865/12/31,,,,6.32228218966846,,,,,,,,,,,,,,,,,,,,,26.4913154994158,,,5.53072270120066E-10,9.73315692755072E-15,,,101.009612429804,4.74417307503602,,366.031120658356,464.175783369162,,37.1665885350931,881.946363636364,1100.312149,922.339469816767,,,65.4929842247838,,550.032906316482,31.8770895043425,,0.557971974845814,
1866/06/30,,,,,,,,142.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866/12/31,,,,6.63068619892059,,,,,,,,,,,,,,,,,,,,,28.8666766677504,,,5.76477896883587E-10,1.03724585041674E-14,,,102.213437297229,5.05508012828789,,385.124723259346,475.780177953391,,39.7809911891625,914.184545454545,1121.677522,954.189398569306,,,70.6673193281617,,565.338169796593,34.6470881475463,,0.581810837357229,
1867/06/30,,,,,,,,143.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867/12/31,,,,6.59213569776407,,,,,,,,,,,,,,,,,,,,,27.3770433473208,,,6.21890193408671E-10,1.21259591953968E-14,,,99.2294890731088,4.85211256694573,,370.635551374081,500.923032885887,,42.4434748115827,936.49,1067.717644,939.434605256089,,,70.6328861688676,,606.471065399391,34.3562154226573,,0.556283087190303,
1868/06/30,,,,,,,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868/12/31,,,,6.8041634541249,,,,,,,,,,,,,,,,,,,,,29.1484992104412,,,6.97702901707063E-10,1.16196652382032E-14,,,97.3375496460672,5.1186043268759,,371.522643530322,506.725230178002,,35.8864327527556,925.551818181818,1193.320848,969.74203578915,,,73.4916674313401,,623.689486814515,38.1738437123165,,0.487381944689719,
1869/06/30,,,,,,,,152.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869/12/31,,,,7.14148033924441,,,,,,,,,,,,,,,,,,,,,26.9744398105113,,,6.32220952807742E-10,1.03063017637157E-14,,,97.5493005517342,4.93009755870824,,386.941150055458,519.29665764425,,33.0616758621519,947.412727272727,1201.208351,1009.61295528298,,,77.1657933985637,,613.167118171939,38.6235683131669,,0.553354622561065,
1870/06/30,,,,,,,,163.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870/12/31,,,,7.08365458750964,,,,,1.7306E-05,,,,7866.00250861702,,,,,,,,,,,0.00309081047574771,26.4510551122728,,3.16205533596838E-05,6.92806552200211E-10,1.23068623726771E-14,7.1402527340942E-10,,103.604858017751,5.0401028782143,,393.446492534556,524.131822054345,28.0955647781682,35.8804226317118,1007.72909090909,1224.574939,1091.58875720918,,64000,81.95166615451,,639.951329262133,36.5258698359801,0.00855285374107638,0.586124349743429,
1871/06/30,,,,,,,,156.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871/12/31,,,,7.27640709329221,,,,,1.8309E-05,,,,7949.19172433682,,,,,,,,,,,,28.5848541250596,,,7.53984018016586E-10,1.40671976585618E-14,7.27781976718737E-10,,109.750611510883,5.08193588704055,,410.639183372173,543.472479694727,28.0357869807678,38.5248758910004,1054.31909090909,1382.514754,1203.14861119311,,,84.5838760340944,,655.256592742244,36.1034336092152,0.00935647720858799,0.610632008180661,
1872/06/30,,,,,,,,187.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872/12/31,,,,8.2112567463377,,,,,2.09718E-05,,,,7930.70523195464,,,,,,,,,,,,35.1472925446818,,,8.94633002751857E-10,1.18249166589428E-14,7.82336044325253E-10,,115.612634313047,5.43106075082504,,462.048285950502,618.901044492216,29.7095653079779,44.1323188249011,1198.32818181818,1485.535331,1276.55025060277,,,101.296454532965,,690.65001454,38.043804700613,0.0100729247666596,0.643261860192104,
1873/06/30,,,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873/12/31,,,,8.47147262914418,,,,,2.33814E-05,,,,7829.02952385266,,,,,,,,,,,,42.0318137268275,,,9.65818391736082E-10,1.27913710594072E-14,7.98709774064552E-10,,120.182130795997,6.05390777112696,,498.883731676305,704.966970991915,31.5626770273889,47.1073287416009,1422.13090909091,1604.818773,1339.31397125741,,,108.352723681005,,747.088173622909,36.9226946278491,0.0099833748779702,0.686457942086169,
1874/06/30,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874/12/31,,,,8.23053199691596,,,,,2.19351E-05,,,,7810.54303147048,,,,,,,,,,,,45.3734233500427,,,1.05158521716379E-09,1.36952995978306E-14,7.87880980937457E-10,,118.600852807693,6.16597891822938,,485.239409463651,763.955976795079,33.6548999364015,46.7647518421021,1475.25454545455,1635.968453,1330.80363625339,,,105.022469639132,,773.872384713103,39.6262254995373,0.0102689888059611,0.750154549567505,
1875/06/30,,,,,,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875/12/31,,,,7.92212798766384,,,,,2.37728E-05,,,,9428.11111491111,,,,,,,,,,,,46.5812341277815,,,9.81529754988836E-10,1.36695630773321E-14,7.74895067006343E-10,,115.275542211109,5.30091361225449,,471.383874832844,745.582352036716,35.5677894532129,46.2839421585951,1435.90818181818,1753.169611,1303.14504749033,,,94.3922787216666,,772.915805745596,39.9977437545449,0.00991325770513724,0.813032355993293,
1876/06/30,,,,,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876/12/31,,,,7.62336160370085,,,,,2.404E-05,,,,9132.32723679625,,,,,,,,,,,,48.4332105978776,,,9.66679288352672E-10,1.31807827689425E-14,7.44418342919564E-10,,113.088181987169,5.21776405150108,,472.651149341759,772.659272733251,35.8069006428144,48.0929885927903,1489.38,1812.843229,1286.12437748229,,,92.0136246547653,,795.873700965762,37.5079464050235,0.00979203941774525,0.814197627541109,
1877/06/30,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877/12/31,,,,7.78720123361604,,,,,2.45604E-05,,,,8374.38104912693,,,,,,,,,,,,55.7203353168327,,,9.36978355080342E-10,1.49611412813561E-14,8.24477329123368E-10,,111.256322139454,5.87727951163836,,486.675653907088,770.725206969213,36.6437898064194,52.9972473645619,1484.35636363636,1663.973291,1272.29508310076,,,92.1877152809332,,739.435541882853,39.0620116867417,0.010166088917635,0.866941512648573,
1878/06/30,,,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878/12/31,,,,7.72937548188126,,,,,2.472E-05,,,,9751.62473159924,,,,,,,,,,,,55.639814709857,,,9.61729132807283E-10,1.53721780755426E-14,8.09994192816017E-10,,107.6691938479,5.84887438218843,,462.555195754068,682.725214705476,36.584012009019,52.4202757443535,1371.05090909091,1577.049527,1238.25374308469,,,90.6513911283826,,725.08685737025,38.0570677651126,0.0100184201410337,0.839475640501671,
1879/06/30,,,,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879/12/31,,,,8.49074787972244,,,,,3.03312E-05,,,,8956.70555916556,,,,,,,,,,,,50.0033645252828,,,8.97377110717236E-10,1.5189459459057E-14,8.18574817832432E-10,,103.161076647938,5.6149194069009,,438.265767666526,640.175767896636,35.6275672506133,51.0499681463585,1317.92727272727,1531.800813,1195.7020680646,,,88.7911726642123,,726.043436337756,34.9818661893996,0.00966815888219491,0.721724624226125,
1880/06/30,,,,,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880/12/31,,,,10.51,,,,,3.776E-05,,,,9437.3543611022,,,,,,,,,,,,51.3319562971404,,,9.09429663349485E-10,1.5699010527766E-14,8.67154392303001E-10,,108.887728944886,5.96765946897902,,473.327029079848,696.263675053743,36.3449008194176,54.1572007260226,1401.98272727273,1603.112221,1274.42266685177,,76000,98.8659916651254,,803.526332705817,38.7357707898536,0.00988302338369561,0.690485329808114,
1881/06/30,,,,,,,,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881/12/31,,,,11.27,,,,,3.87504E-05,,,,9446.59760729329,,,,,,,,,,,,51.8150806082359,,,9.32458647843248E-10,1.81830653133134E-14,9.18594564203428E-10,,109.995644819084,5.87779596853745,,479.114249337227,714.637299812105,37.8991235518269,56.8317045905305,1426.79454545455,1594.167522,1299.95367186382,,,99.9736431197443,,802.569753738311,40.3893852798278,0.0100541630633053,0.759421611812174,
1882/06/30,,,,,,,,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882/12/31,,,,12.16,,,,,3.74946E-05,,,,9280.21917585368,,,,,,,,,,,,51.4929978457124,,,9.41013807970604E-10,2.02096828143979E-14,1.01243476645296E-09,,111.380593735491,6.06268753841148,,503.065737555726,734.944990334506,38.8555683102326,60.0891901962906,1463.02909090909,1538.591819,1342.50534688391,,,100.976115876283,,813.092122380887,42.457813545705,0.0100651245491256,0.765799373668162,
1883/06/30,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883/12/31,,,,11.55,,,,,3.85154E-05,,,,9344.92189919131,,,,,,,,,,,,50.1644059065446,,,9.69261978202439E-10,2.14668744640629E-14,9.98143841126341E-10,,109.108416071422,5.81891988204124,,494.363785927841,725.274661514315,38.7957905128322,61.0387893212169,1484.55363636364,1523.620212,1344.63293063492,,,99.7438027054341,,830.310543796011,41.5310759699188,0.0103057346133442,0.813721060323964,
1884/06/30,,,,,,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884/12/31,3.38441049057487E-11,,,10.97,,,,,3.8948E-05,,,,9446.59760729329,,,,,,,,,,,,51.4124770714264,,,9.97563954472811E-10,2.18684602953277E-14,1.01705522272058E-09,,103.504422452592,5.63402831216721,,489.252445408549,697.230707935762,40.5293466374426,58.6107004195065,1491.74,1560.510686,1302.08125561483,,,91.5714041400569,,802.569753738311,39.684461024122,0.0104499635424615,0.827049763443682,
1885/06/30,,,,,,,,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885/12/31,4.3905865823674E-11,,,10.64,,,,,4.36202E-05,,,,9779.35447017251,,,,,,,,6.286E-07,,,,48.5942519791393,,,1.00784090783335E-09,2.15914456307084E-14,9.86421305847941E-10,,99.2020130718428,6.02808492617249,,468.807083331383,656.61532689096,41.8444581802505,57.961607346772,1451.15181818182,1556.916002,1273.35887497626,,,89.3285392922696,,784.394753355679,38.2651606736417,0.00994589265253422,0.808973517129099,855.349291858868
1886/06/30,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886/12/31,4.48205713616673E-11,,,10.93,,,,,4.5632E-05,,27.05,,9779.35447017251,,,,,,,,5.92E-07,,,,48.5942519791393,,,1.01881733969486E-09,2.28470354222511E-14,9.34821217524272E-10,,97.8976776588369,6.36584773817701,,462.301740852285,645.010932306731,44.0562366840637,59.0013582873559,1368.24,1554.810483,1282.93300185579,,,86.4346371735495,,783.438174388172,38.4570939863436,0.00968390466293128,0.793356955327605,848.981927403343
1887/06/30,,,,,,,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887/12/31,4.84793935136401E-11,,,12,,,,,4.75755E-05,,31.08,,9816.32745493686,,,,,,,,7.217E-07,,,,48.6747727534253,,,1.03738042299006E-09,2.37904230657542E-14,1.00199506437998E-09,,99.9061482761724,6.14428772846762,,481.986738224102,637.274669250578,45.0724592398698,54.0670489103651,1298.56909090909,1572.556323,1338.25017938191,,,91.431876773601,,791.090806128227,38.3316284451572,0.0103825958251879,0.777450227305983,868.084020769918
1888/06/30,,,,,,,,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888/12/31,5.30529212036061E-11,,,12.42,,,,,4.56918E-05,,31.34,,9964.21939399429,,,,,,,,7.576E-07,,,,49.4397196072116,,,1.11464589432895E-09,2.44467043384674E-14,1.02181263903926E-09,,101.79388673473,6.09987243514593,,497.785427101912,686.593346233552,47.7026823254856,56.5492289014701,1403.25363636364,1602.84053,1394.63114878353,,,93.3251390754858,,804.482911673324,39.1550055872565,0.0102332676855398,0.776414261999788,919.022936414119
1889/06/30,,,,,,,,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889/12/31,7.50058541154432E-11,,,12.5,,,,,4.5978E-05,,32.38,,10648.2196121349,,,,,,,,6.803E-07,,,,54.0696606151414,,,1.22403357067433E-09,2.35479551413062E-14,9.9072543108857E-10,,105.112242606823,6.34983757430524,,522.624007476651,744.615319154697,48.5993492864909,52.3601745339151,1480.51,1678.330259,1472.2879556952,,,97.7189016851785,,853.268439016178,41.8102101204805,0.0104376067382252,0.807958711545933,1013.47217583774
1890/06/30,,,,,,,,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890/12/31,1.00617609179253E-10,,,13.1,,,,,5.28828E-05,,34.33,,10897.7872592943,,,,,,,,6.8E-07,,,,53.3852347029515,,3.95256916996047E-05,1.27391176839797E-09,2.47599743919218E-14,1.04447913839677E-09,,105.29840725015,6.66281045515347,,524.18697937098,754.285647974888,48.4200158942899,53.1174497854387,1552.12909090909,1863.634053,1509.52067133778,,92000,101.321107655398,,923.098703644183,44.1004517064381,0.0109957050355007,0.896160881842936,1120.65614417241
1891/06/30,,,,,,,,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891/12/31,1.39949947312961E-10,,,13.5,,,,,7.45412E-05,,35.81,,10833.0845359567,,,,,,,,6.574E-07,,,,53.5462760842132,,,1.21730781585722E-09,2.70220116417161E-14,1.09433142970535E-09,,102.999106160566,6.66849148104345,,532.044081326254,775.560371379308,48.4797936916902,54.1632108470665,1616.19272727273,1817.466431,1510.58446321328,,,100.475158522969,,964.231599246981,44.7154310419738,0.0112818688546035,0.945174703526733,1208.73801914051
1892/06/30,,,,,,,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892/12/31,1.21655836553097E-10,,,14.3,,,,,6.95993E-05,,36.58,,11193.5711374092,,,,,,,,7.523E-07,,,,54.5125247064042,,,1.29462709323464E-09,2.83092648288099E-14,1.02493937475013E-09,,99.1347513747328,6.26720447045092,,510.753869576478,772.659272733251,50.273127613701,53.7124517687786,1597.19272727273,1951.527872,1470.16037194419,,,97.3145148035933,,961.36186234446,43.7493616197403,0.0110565055509933,1.0032991558648,1193.88083541095
1893/06/30,,,,,,,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893/12/31,1.1982642547711E-10,,,13.8,,,,,8.55762E-05,,37.14,,11036.4359521607,,,,,,,,7.973E-07,,,,53.0631517731177,,,1.31055368064155E-09,2.93858202775483E-14,1.10588937946786E-09,,98.2494843781745,6.20626255635836,,501.038098341461,782.329601553442,51.4089057643078,52.3060834445206,1576.85909090909,1983.258145,1471.22416381969,,,97.0160580252614,,956.578967506926,42.9163801895551,0.0111297815696848,0.980614198761128,1270.28920887725
1894/06/30,,,,,,,,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894/12/31,1.26229364243063E-10,,,12.6,,,,,9.76123E-05,,34.51,,11443.1387845686,,,,,,,,8.433E-07,,,,50.9293527603309,,,1.31076890479569E-09,2.65799521952275E-14,1.07619083748931E-09,,102.726133417891,6.07973061608144,,519.371336237102,789.098831727575,52.6044617123149,51.1761806882791,1559.11090909091,1922.776269,1553.13613823337,,,94.4843805686588,,947.013177831856,43.3078692658208,0.0116832384952847,0.989970730255158,1419.92227358209
1895/06/30,,,,,,,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895/12/31,1.51841119306873E-10,0.0073778159276808,,13.9,,,,,7.82598E-05,,38.09,,11267.5171069379,,,,,,,,7.725E-07,,,,52.7813292304269,,,1.35881769720908E-09,2.77213295026489E-14,1.21084241131399E-09,,104.223723447393,6.44589855753588,,510.88059702737,804.571357839881,55.6531293797332,51.6449701296984,1664.79636363636,2118.736601,1591.43264575145,,,96.7376974634946,,993.885547239696,41.4149098187839,0.0121755727224939,1.01924004789992,1647.02493916249
1896/06/30,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896/12/31,1.39035241774968E-10,0.00761161995428096,,13.3,,,,,7.42956E-05,,43.49,,12090.1660179448,,,,,,3.0890012E-07,,8.531E-07,,,,57.9346551039056,,,1.45163311368511E-09,2.94469578625501E-14,1.15511795781669E-09,,106.575206393633,6.56674947192282,,540.534820535986,846.153771766701,56.968240922541,49.4272354645223,1763.56727272727,2181.801166,1642.49465577557,,,98.564306387074,,1013.01712658983,43.8408310300828,0.0117235549612533,1.05745795217744,1768.00486381746
1897/06/30,,,,,,,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897/12/31,1.35376419622995E-10,0.0102007830590191,,14.6,,,,,7.54171E-05,,41.27,,12053.1930331805,,,,,,3.178991E-07,,9.172E-07,,,,58.0956964851673,,,1.54498659054651E-09,2.73516206480182E-14,1.08781065272943E-09,,108.653780995186,6.59412168757456,,544.16767412821,888.703218575541,56.5497963407385,53.550178500595,1904.05,2337.505451,1690.36529017317,,,103.926564235634,,1049.3671273551,46.3746861455858,0.012047525611118,1.14067977859741,2076.82203991043
1898/06/30,,,,,,,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898/12/31,1.40864652850954E-10,0.0101228483790524,,15.4,,,,,9.4752E-05,,46.47,,12838.8689594231,,,,,,3.471936E-07,,1.0308E-06,,,,59.4645486441678,,,1.66949376372073E-09,3.03610315024148E-14,1.17149363301126E-09,,113.615441731956,6.73304859342964,,575.215899596634,965.098816255049,57.805130086146,57.516858389528,2058.85090909091,2432.012052,1783.97897521737,,,104.788791661465,,1106.76186540551,48.6304742536477,0.0127918698477989,1.25948854387939,2328.33293590367
1899/06/30,,,,,,,,361.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899/12/31,1.32632303009015E-10,0.0102613989110557,,17.4,,,,,0.000102752,,50.74,,11886.8146017409,,,,,,3.490452E-07,,1.1163E-06,,,,63.2087619715029,,,1.70893358996823E-09,2.89838606793883E-14,1.24557228971331E-09,,119.367076834355,6.98869475847893,,588.775736842027,1029.89001935033,59.0604638315536,58.406356304016,2233.97909090909,2506.815616,1892.48574651861,,,110.468141731481,,1164.15660345593,49.6543218534142,0.0133839766090371,1.38722449724424,2455.68022501417
1900/06/30,,,,,,,,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900/12/31,1.4543818054092E-10,0.0114044408146301,,18.7,,,,,9.885E-05,,58.19,,12173.3552336646,,,,,,3.841208E-07,,1.0962E-06,35.0537594,,,68.8049517689341,,4.34782608695652E-05,1.74589833844303E-09,3.12532664765453E-14,2.54669510922272E-09,,123.018908454894,7.16377364727027,,619.528264925037,1078.24166345128,60.9135755509647,61.6518216676884,2293.42272727273,2506.580684,1972.27013718128,,107160.5527,114.775812865089,,1264.59739504416,50.0124245949049,0.026767320964417,1.43401581134697,2561.80296593959
1901/06/30,,,,,,,,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901/12/31,1.38120536236975E-10,0.0153617904405653,,20.7,,,,,0.0001018654,,58.98,,12323.5579842698,,,,,,3.9614742E-07,,1.139E-06,39.8592205,,,67.677661598171,,,1.70118552041893E-09,3.54480523414563E-14,2.40254854640446E-09,0.23559418,122.19232776979,7.32335882908892,,633.975194326671,1064.70320310302,59.4191306159557,64.8431959419663,2213.54272727273,2483.928705,1979.7166803098,,112031.8261,111.117655173614,,1312.4263434195,47.165286748979,0.0267495815255966,1.53356927576597,2636.08888458738
1902/06/30,,,,,,,,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902/12/31,1.49097002692893E-10,0.0144785307896924,,21.6,,,,,0.000112236,,62.69,,12563.4202229286,,,,,,4.2251745E-07,,1.2678E-06,37.7810373,,,74.6024431674596,,,1.71791919840388E-09,3.40686923123293E-14,2.55926430663488E-09,0.24784,120.7391901608,7.36312601031881,,647.408304121173,1052.13177563677,59.6582418055571,62.6374815188778,2199.41818181818,2559.415759,1994.60976656683,,116383.9626,113.503425102274,,1335.38423863967,48.6012040423381,0.0276354294601135,1.51299450530044,2692.33393727785
1903/06/30,,,,,,,,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903/12/31,1.60073469148812E-10,0.0160978401496259,,22.9,,,,,9.8154E-05,,69.9,,12604.552668479,,,,,,4.547296E-07,,1.1952E-06,33.8297745,,,80.2791537391768,0.003075,,1.85103533774399E-09,3.33178480151287E-14,2.71962818458869E-09,0.25675,116.802270329402,7.68177991705702,,659.743109341281,1045.36254546263,61.7504647145697,67.0308800019232,2387.76181818182,2530.953363,1968.01496967927,,120528.528,116.834235090399,,1398.51845049513,51.666648880948,0.0283036537478592,1.47513763490774,2861.06909534927
1904/06/30,,,,,,,,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904/12/31,1.81111696522655E-10,0.0158986737572735,,22.9,,,,,0.0001109469,,76.5,,12945.6284529302,,,,,,4.8652672E-07,,1.3255E-06,37.4059951,,,82.4532129717963,0.003,,1.95229830227031E-09,3.05662829231543E-14,2.46427511850254E-09,0.2689,114.540162884421,7.76079782261771,,693.70606618021,1045.36254546263,62.9460206625768,70.6609931124013,2442.33636363636,2685.000108,1968.01496967927,,124661.4978,120.721595950772,,1414.78029294274,50.4168718376357,0.0293546313186001,1.62082266096846,3213.39659522165
1905/06/30,,,,,,,,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905/12/31,2.24102856808336E-10,0.0196828352202826,,25.1,,,,,0.0001167656,291.24223746988,81.74,,14379.2559371681,,,,,,5.2942048E-07,,1.2603E-06,42.7180549,,,94.4105392531346,0.003225,,2.09187116623484E-09,3.0947471760995E-14,2.90743893459088E-09,0.304262221,116.39502468648,8.14297592794393,,722.768894918,1068.57133463109,63.304687446979,68.1427523950332,2504.75181818182,2783.35023,2039.28902533793,,133425.228,124.835533253695,,1490.35003137579,50.6357886263886,0.0327370696859807,1.65917787891478,3272.82533013989
1906/06/30,,,,,,,,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906/12/31,2.49714611872146E-10,0.0191979083458022,,28.7,,,,,0.000137175,274.420709156627,91.48,,16111.4402733782,,,,,,5.6177259E-07,,1.2684E-06,46.0019882,,,107.575676312212,0.003675,,2.18683882425234E-09,3.22783488842866E-14,3.25699872669953E-09,0.3251,119.044577651818,8.9305726990554,,770.038234100539,1147.86803095666,63.8426876235822,69.5070498719844,2795.38363636364,3143.447006,2126.51995912912,,144068.4731,132.919021059316,,1556.35398013377,54.2951748361554,0.0346112342511912,1.73996826798391,3504.1729053573
1907/06/30,,,,,,,,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907/12/31,2.61605783866058E-10,0.0203149720282627,,30.4,,,,,0.000166464,254.126476746988,97.85,,17044.0838140592,,,,,,5.86278E-07,,1.347E-06,44.663634,,,115.144623741168,0.003975,,2.31236831215877E-09,3.45319496813034E-14,3.23972308389679E-09,0.3505,121.264452406502,9.59680209888084,,765.264833450292,1223.29659575415,65.5164659507922,72.4580193045088,3010.92181818182,3338.471196,2211.6233091693,,150354.4664,138.823358330174,,1663.49082449454,59.0599688699107,0.0376910532473856,1.83943241115893,3972.17419283839
1908/06/30,,,,,,,,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
