Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
GDPFIN,Finland Nominal GDP,National Account Aggregates,Finland Markka (Euro from 01/01/1999),Finland,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1860 To Dec 1969<BR>Quarterly From Mar 1970 To Sep 2020<BR>,"Notes: Data are disseminated in millions of Euro on Gross Domestic Product at current prices and constant 2000 prices. The data cover the entire economy. The data are compiled by the expenditure approach at both current and constant 2000 prices. The data are compiled by the production approach at both current and constant 2000 prices. A breakdown of current and constant price GDP by major expenditure category is disseminated as follows: exports and imports of goods and services; government consumption; private consumption by durability; government and private gross fixed capital formation by type of investment; changes in inventories, statistical discrepancy. A breakdown of constant price GDP by kind of activity is disseminated for 21 branches. Data on National income are disseminated at current prices and constant 2000 prices. The data series begins with 1975. The data on quarterly national accounts are compiled according to the European System of Accounts (ESA 95). Original and seasonally adjusted and trend series are available.",,Legacy Currency adjusted. Split adjusted.
GDPJPN,Japan Nominal GDP,National Account Aggregates,Japan Yen,Japan,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1885 To Dec 1979<BR>Quarterly From Mar 1980 To Sep 2020<BR>,"Source: K. Ohkawa et al., Long Term economic Statistics of Japan Since 1868, v. 14 (Tokyo, 1979). Data are for GNP to 1930 and GDP thereafter.  Notes: Data are disseminated in thousand millions of Yen on nominal and real GDP, together with the implicit deflators. The data are compiled using the GDP by expenditure for flow accounts and the private capital assets for stock accounts, both of which cover the entire Japanese economy. The current and constant price data are broken down by major expenditure category as follows: private consumption (which is further broken down to household consumption and household consumption excluding imputed rents); residential private investment; nonresidential private investment; increase in private inventory; government consumption; public investment; increase in public inventory; exports of goods and services; and imports of goods and services. Regarding the stock accounts, the constant price data are broken down by major private industry in the format of progress type and attachment type both for the assets and the new investments. In addition, Gross Domestic Income, Gross National Income and Compensation of Employees are also available at both current and constant prices. Data are published in both original and seasonally-adjusted formats using X-12-ARIMA.",,Split adjusted.
Date,GDPARG_Close,GDPMEX_Close,GDPZAF_Close,GDPUSA_Close,GDPOECD_Close,GDPEU15A_Close,GDPGEO_Close,GDPAUS_Close,GDPCHL_Close,GDPCOL_Close,GDPEGY_Close,GDPHKG_Close,GDPIND_Close,GDPIDN_Close,GDPISR_Close,GDPKOR_Close,GDPMYS_Close,GDPMAR_Close,GDPPER_Close,GDPPHL_Close,GDPRUS_Close,GDPSGP_Close,GDPTHA_Close,GDPTUR_Close,GDPNZL_Close,GDPTWN_Close,GDPCHN_Close,GDPDEU_Close,GDPGRC_Close,GDPHUN_Close,GDPISL_Close,GDPIRL_Close,GDPITA_Close,GDPLUX_Close,GDPNLD_Close,GDPNOR_Close,GDPPRT_Close,GDPESP_Close,GDPSWE_Close,GDPCHE_Close,GDPGBR_Close,GDPVEN_Close,GDPWLD_Close,GDPBEL_Close,GDPCZE_Close,GDPDNK_Close,GDPFRA_Close,GDPAUT_Close,GDPFIN_Close,GDPJPN_Close
1000/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,,,,,,,
1270/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44590790641099,,,,,,,,,
1271/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87520244858303,,,,,,,,,
1272/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08371694049516,,,,,,,,,
1273/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42137678971545,,,,,,,,,
1274/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75254686510531,,,,,,,,,
1275/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.70926041623156,,,,,,,,,
1276/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44590790641099,,,,,,,,,
1277/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.43941813258057,,,,,,,,,
1278/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16957584892957,,,,,,,,,
1279/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85716110571791,,,,,,,,,
1280/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23739341449886,,,,,,,,,
1281/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2619245311944,,,,,,,,,
1282/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62989128162758,,,,,,,,,
1283/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36004899797658,,,,,,,,,
1284/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.38458011467213,,,,,,,,,
1285/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69770884719687,,,,,,,,,
1286/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96755113084786,,,,,,,,,
1287/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31098676458549,,,,,,,,,
1288/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5505221470236,,,,,,,,,
1289/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46466323858919,,,,,,,,,
1290/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66091217215355,,,,,,,,,
1291/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22512785615109,,,,,,,,,
1292/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.38458011467213,,,,,,,,,
1293/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42137678971545,,,,,,,,,
1294/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01012359040853,,,,,,,,,
1295/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.69699485788379,,,,,,,,,
1296/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.89324379144815,,,,,,,,,
1297/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49497013980208,,,,,,,,,
1298/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.59887039110161,,,,,,,,,
1299/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.69699485788379,,,,,,,,,
1300/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.68472929953602,,,,,,,,,
1301/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45168369092834,,,,,,,,,
1302/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.57433927440606,,,,,,,,,
1303/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56207371605829,,,,,,,,,
1304/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99785803206075,,,,,,,,,
1305/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61113594944938,,,,,,,,,
1306/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35355922414616,,,,,,,,,
1307/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.59887039110161,,,,,,,,,
1308/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.90550934979592,,,,,,,,,
1309/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.83769178422663,,,,,,,,,
1310/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.02167515944322,,,,,,,,,
1311/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.16886185961649,,,,,,,,,
1312/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.04043049162142,,,,,,,,,
1313/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.23667942518578,,,,,,,,,
1314/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65370840901004,,,,,,,,,
1315/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.23667942518578,,,,,,,,,
1316/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.60393218630587,,,,,,,,,
1317/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65299441969696,,,,,,,,,
1318/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.04620627613876,,,,,,,,,
1319/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.74605709127488,,,,,,,,,
1320/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.21214830849023,,,,,,,,,
1321/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25543475736398,,,,,,,,,
1322/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.21792409300758,,,,,,,,,
1323/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.50652170883677,,,,,,,,,
1324/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25543475736398,,,,,,,,,
1325/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.70277064240113,,,,,,,,,
1326/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.01589937492587,,,,,,,,,
1327/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54403237319317,,,,,,,,,
1328/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.50723569814985,,,,,,,,,
1329/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16957584892957,,,,,,,,,
1330/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34129366579838,,,,,,,,,
1331/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.58660483275384,,,,,,,,,
1332/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.02816493327365,,,,,,,,,
1333/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07145138214739,,,,,,,,,
1334/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58082904823649,,,,,,,,,
1335/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36004899797658,,,,,,,,,
1336/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87520244858303,,,,,,,,,
1337/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.03465470710407,,,,,,,,,
1338/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09598249884293,,,,,,,,,
1339/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61184993876246,,,,,,,,,
1340/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.43941813258057,,,,,,,,,
1341/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08371694049516,,,,,,,,,
1342/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18184140727734,,,,,,,,,
1343/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93653024032189,,,,,,,,,
1344/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.06496160831696,,,,,,,,,
1345/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25543475736398,,,,,,,,,
1346/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01012359040853,,,,,,,,,
1347/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.94230602483924,,,,,,,,,
1348/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.17535163344691,,,,,,,,,
1349/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62411549711023,,,,,,,,,
1350/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.16380006441222,,,,,,,,,
1351/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67895351501867,,,,,,,,,
1352/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35355922414616,,,,,,,,,
1353/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.59309460658426,,,,,,,,,
1354/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24965897284663,,,,,,,,,
1355/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29872120623772,,,,,,,,,
1356/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48270458145431,,,,,,,,,
1357/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87520244858303,,,,,,,,,
1358/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.70348463171421,,,,,,,,,
1359/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.70348463171421,,,,,,,,,
1360/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78934354014862,,,,,,,,,
1361/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.70348463171421,,,,,,,,,
1362/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.38458011467213,,,,,,,,,
1363/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.61762572327981,,,,,,,,,
1364/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.39035589918947,,,,,,,,,
1365/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85067133188748,,,,,,,,,
1366/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.70348463171421,,,,,,,,,
1367/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62989128162758,,,,,,,,,
1368/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47043902310654,,,,,,,,,
1369/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28645564788995,,,,,,,,,
1370/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1197996262254,,,,,,,,,
1371/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78934354014862,,,,,,,,,
1372/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00434780589118,,,,,,,,,
1373/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.77707798180085,,,,,,,,,
1374/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6854432888491,,,,,,,,,
1375/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99208224754341,,,,,,,,,
1376/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75254686510531,,,,,,,,,
1377/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29872120623772,,,,,,,,,
1378/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83262998902237,,,,,,,,,
1379/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62411549711023,,,,,,,,,
1380/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74677108058796,,,,,,,,,
1381/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88169222241346,,,,,,,,,
1382/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83262998902237,,,,,,,,,
1383/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56278770537137,,,,,,,,,
1384/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42137678971545,,,,,,,,,
1385/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66091217215355,,,,,,,,,
1386/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07794115597782,,,,,,,,,
1387/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.80809887232682,,,,,,,,,
1388/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07216537146047,,,,,,,,,
1389/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.23161762998151,,,,,,,,,
1390/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61184993876246,,,,,,,,,
1391/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69121907336644,,,,,,,,,
1392/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3968456730199,,,,,,,,,
1393/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21935207163374,,,,,,,,,
1394/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63638105545801,,,,,,,,,
1395/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59958438041469,,,,,,,,,
1396/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50145991363251,,,,,,,,,
1397/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6854432888491,,,,,,,,,
1398/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28645564788995,,,,,,,,,
1399/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.906223339109,,,,,,,,,
1400/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91848889745677,,,,,,,,,
1401/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.13926894771668,,,,,,,,,
1402/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.27419008954218,,,,,,,,,
1403/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64215683997535,,,,,,,,,
1404/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05341003928227,,,,,,,,,
1405/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11473783102113,,,,,,,,,
1406/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69770884719687,,,,,,,,,
1407/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46466323858919,,,,,,,,,
1408/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46466323858919,,,,,,,,,
1409/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.17606562276,,,,,,,,,
1410/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55629793154094,,,,,,,,,
1411/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24965897284663,,,,,,,,,
1412/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44013212189365,,,,,,,,,
1413/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14575872154711,,,,,,,,,
1414/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56278770537137,,,,,,,,,
1415/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95528557250009,,,,,,,,,
1416/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88169222241346,,,,,,,,,
1417/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5317668148454,,,,,,,,,
1418/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.80809887232682,,,,,,,,,
1419/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31098676458549,,,,,,,,,
1420/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83262998902237,,,,,,,,,
1421/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93075445580455,,,,,,,,,
1422/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56278770537137,,,,,,,,,
1423/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.906223339109,,,,,,,,,
1424/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0411444809345,,,,,,,,,
1425/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78356775563128,,,,,,,,,
1426/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29872120623772,,,,,,,,,
1427/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96755113084786,,,,,,,,,
1428/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83262998902237,,,,,,,,,
1429/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.61762572327981,,,,,,,,,
1430/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.60536016493203,,,,,,,,,
1431/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.29294542172038,,,,,,,,,
1432/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48919435528474,,,,,,,,,
1433/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.10247227267336,,,,,,,,,
1434/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.06567559763004,,,,,,,,,
1435/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.26841430502483,,,,,,,,,
1436/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93724422963497,,,,,,,,,
1437/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75326085441839,,,,,,,,,
1438/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85716110571791,,,,,,,,,
1439/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64215683997535,,,,,,,,,
1440/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63638105545801,,,,,,,,,
1441/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36076298728967,,,,,,,,,
1442/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63060527094066,,,,,,,,,
1443/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32974209676369,,,,,,,,,
1444/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1948209549382,,,,,,,,,
1445/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63060527094066,,,,,,,,,
1446/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18255539659042,,,,,,,,,
1447/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64864661380578,,,,,,,,,
1448/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66091217215355,,,,,,,,,
1449/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.23161762998151,,,,,,,,,
1450/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.10896204650379,,,,,,,,,
1451/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98630646302606,,,,,,,,,
1452/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94950978798275,,,,,,,,,
1453/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97404090467829,,,,,,,,,
1454/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99857202137384,,,,,,,,,
1455/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82685420450502,,,,,,,,,
1456/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.26841430502483,,,,,,,,,
1457/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64287082928843,,,,,,,,,
1458/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08443092980824,,,,,,,,,
1459/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99857202137384,,,,,,,,,
1460/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17028983824265,,,,,,,,,
1461/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.26841430502483,,,,,,,,,
1462/12/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.906223339109,,,,,,,,,
