, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, 
Date, GDID, GDTR, GDMX, GDEG, GDPH, GDBH, GDBR, GDCO, GDDO, GDPA, GDQA, GDZA, GDCN, GDIL, GDGH, GDPE, GDRU, GDLK, GDCL, GDSV, 
5/31/2012,7.527,7.362,8.96,7.794,8.8,4.76,8.216,8.817,5.344,9.498,6.487,7.075,1.369,4.378,4.297,10.857,6.523,5.714,7.603,8.653, 
6/30/2012,7.663,7.687,9.203,7.736,8.884,4.756,8.497,8.969,5.288,9.577,6.59,7.186,1.287,4.643,4.219,11.037,6.557,5.692,7.54,8.84, 
7/31/2012,7.909,7.958,9.602,7.639,9.136,5.612,8.776,9.239,5.306,9.81,6.838,7.262,1.203,4.609,4.146,11.408,6.718,6.277,7.469,9.059, 
8/31/2012,7.788,7.955,9.781,7.923,9.075,5.601,8.708,9.122,5.307,9.781,6.765,7.177,1.121,4.509,4.094,11.242,6.645,6.222,7.455,9.217, 
9/30/2012,7.878,7.83,9.791,7.969,9.125,5.6,8.667,9.113,5.213,9.779,6.729,7.13,1.038,4.469,4.035,11.334,6.775,6.222,7.436,9.121, 
10/31/2012,7.896,7.809,9.676,8.165,9.109,5.573,8.717,9.058,5.241,9.735,6.725,6.983,0.975,4.434,4.088,11.235,6.753,6.227,10.025,9.275, 
11/30/2012,7.925,8.018,9.76,8.069,9.281,5.51,8.778,9.054,5.255,9.667,6.663,7.075, ,4.384,4,11.33,6.734,6.109,9.981,9.042, 
12/31/2012,7.806,8.061,9.664,7.817,9.198,5.487,8.66,8.979,5.177,9.586,6.608,6.991, ,3.64,3.924,11.203,6.706,6.022,9.852,9.124, 
1/31/2013,7.607,8.189,9.788,7.743,9.304,5.516,8.475,8.727,5.15,9.418,6.548,6.793, ,3.6,3.853,10.825,6.526,6.076,9.639,9.289, 
2/28/2013,7.461,8.07,10.02,7.43,9.265,5.425,8.389,8.657,5.068,9.335,6.378,6.703, ,3.563,3.758,10.803,6.453,5.933,9.589,9.213, 
3/31/2013,7.697,7.961,10.002,6.911,9.207,5.385,8.241,8.591,5.775,9.373,6.237,6.652, ,3.523,3.678,10.758,6.302,5.859,9.517,9.064, 
4/30/2013,8.496,8.373,10.342,7.419,9.346,5.314,8.393,8.765,5.924,10.146,6.842,6.707, ,6.474,3.739,10.972,6.371,5.856,9.638,9.055, 
5/31/2013,8.241,8.161,9.618,7.032,8.986,5.242,7.953,8.266,5.645,9.643,6.574,6.476, ,6.288,3.646,10.471,6.125,5.689,9.357,8.627, 
6/30/2013,7.947,7.606,8.951,6.659,8.701,5.919,7.517,7.924,5.451,9.121,6.319,6.954, ,5.941,3.518,9.942,5.91,5.527,9.013,8.243, 
7/31/2013,7.786,7.446,9.086,6.712,8.733,5.909,7.782,7.899,5.635,9.238,6.324,6.889, ,6.078,3.467,9.919,5.856,5.606,8.964,8.374, 
8/31/2013,7.197,7.118,8.751,6.676,8.494,6.256,7.628,7.649,5.504,8.858,6.168,6.69, ,5.889,5.536,9.613,5.699,5.393,8.768,8.126, 
9/30/2013,7.337,7.372,9.303,6.86,8.636,6.272,7.68,7.875,5.409,9.054,6.186,7.236, ,5.94,5.465,9.86,6.24,5.364,8.839,8.272, 
10/31/2013,7.573,7.375,9.348,7.072,8.683,6.247,7.805,7.923,5.746,9.147,6.132,7.183, ,5.964,5.508,9.844,6.246,5.421,8.902,8.41, 
11/30/2013,7.222,7.089,8.934,6.968,8.52,6.2,7.706,7.631,5.684,9.127,6.001,7.115, ,5.879,5.408,9.643,6.06,5.265,8.651,8.184, 
12/31/2013,7.174,6.815,8.977,6.912,8.442,6.117,7.642,8.016,5.62,9.047,5.916,7.041, ,5.667,5.253,9.627,6.005,5.21,8.559,8.048, 
1/31/2014,7.466,6.871,9.101,7.014,8.57,6.167,7.588,8.611,5.564,9.097,7.035,6.929, ,5.637,5.141,9.55,5.886,5.571,8.472,7.939, 
2/28/2014,7.662,7.201,9.326,6.998,8.659,6.14,7.646,8.763,5.614,9.154,7.025,6.959, ,5.603,5.198,9.907,5.852,5.556,8.492,7.86, 
3/31/2014,7.646,7.734,9.731,6.909,8.727,6.063,7.897,8.853,5.548,9.635,6.937,6.981, ,5.579,5.094,9.976,5.855,5.473,8.491,7.992, 
4/30/2014,7.875,7.874,9.791,7.119,8.705,5.984,7.918,8.853,7.046,9.658,6.897,6.958, ,5.572,5.104,10.019,5.921,5.305,8.507,8.156, 
5/31/2014,8.052,7.95,10.05,7.286,8.727,5.973,7.983,9.003,7.282,9.744,6.937,6.991, ,5.603,5.104,10.262,6.113,5.244,8.542,8.234, 
6/30/2014,7.858,7.862,9.961,7.17,8.575,5.865,7.883,8.916,7.179,9.618,6.845,6.884, ,5.591,5.01,10.109,6.068,5.161,8.435,8.236, 
7/31/2014,8.016,7.844,9.932,7.068,8.602,5.867,7.679,8.897,7.461,9.664,6.869,7.535, ,7.05,4.922,10.095,5.897,5.177,8.354,8.32, 
8/31/2014,8.033,7.882,10.087,7.047,8.625,5.793,8.646,9.024,7.551,9.753,6.839,7.525, ,7.009,4.957,10.196,5.758,5.096,8.423,8.277, 
9/30/2014,7.841,7.66,9.751,6.97,8.492,7.244,8.257,8.789,7.365,9.414,6.697,7.329, ,6.966,5.72,10.011,5.889,5.001,8.246,8.138, 
10/31/2014,7.965,7.831,9.847,7.166,8.551,7.24,8.349,8.933,7.558,9.444,6.705,7.347, ,6.949,5.7,9.953,5.876,4.971,8.296,8.176, 
11/30/2014,7.973,7.907,9.784,7.233,8.511,7.147,8.317,8.898,7.577,9.385,6.645,7.372, ,6.921,5.574,10.811,5.667,4.887,8.185,8.155, 
12/31/2014,7.807,7.777,9.752,7.043,8.428,6.848,8.17,8.79,7.385,9.357,6.535,7.253, ,6.866,5.356,10.73,5.311,4.773,8.28,7.954, 
1/31/2015,8.559,8.138,10.393,6.887,9.394,6.907,8.18,9.364,8.447,9.575,6.724,7.325, ,6.922,5.185,10.89,5.138,4.79,8.358,8.058, 
2/28/2015,8.526,7.927,10.251,6.763,9.266,6.874,7.914,9.349,8.668,9.419,6.61,7.219, ,6.832,5.427,10.83,5.215,4.703,8.335,7.942, 
3/31/2015,8.441,7.914,10.13,6.723,9.264,6.817,7.894,9.512,8.499,9.301,6.577,7.168, ,6.786,5.305,11.306,5.554,4.61,8.276,7.815, 
4/30/2015,8.376,7.82,9.972,6.946,9.23,6.779,7.905,9.378,8.484,9.195,6.54,7.071, ,6.704,5.313,11.177,5.556,4.578,8.203,7.828, 
5/31/2015,8.159,7.729,9.805,6.809,9.136,6.705,7.803,9.201,8.594,9.062,6.414,7.008, ,6.6,5.181,11.449,5.484,4.473,8.052,7.683, 
6/30/2015,7.95,7.505,9.425,7.049,8.948,6.537,7.499,8.854,8.456,8.877,6.271,6.837, ,6.44,5.021,11.124,5.387,4.761,7.886,7.522, 
7/31/2015,7.958,7.42,9.542,6.921,9.007,6.466,7.732,8.842,8.501,8.936,6.286,6.811, ,6.437,5.07,11.131,5.286,4.757,7.81,7.551, 
8/31/2015,7.694,7.277,9.247,6.816,8.922,6.247,7.536,8.621,8.371,8.763,6.213,6.624, ,6.359,4.993,10.68,5.183,4.653,8.059,7.334, 
9/30/2015,7.541,7.397,9.467,6.686,8.832,6.185,7.121,8.4,8.156,8.737,6.146,6.529, ,6.318,4.762,10.472,5.336,4.558,7.955,7.02, 
10/31/2015,7.724,7.61,9.654,6.609,9.001,6.047,7.111,8.47,8.316,8.785,6.119,6.571, ,6.268,5.595,10.604,5.409,4.506,7.985,7.025, 
11/30/2015,7.559,7.456,9.532,6.303,8.857,5.91,6.983,8.349,8.213,8.631,5.995,6.5, ,7.178,5.496,10.56,5.334,5.016,7.894,6.937, 
12/31/2015,7.615,7.385,9.291,6.319,8.749,5.733,6.547,8.08,7.965,8.482,5.838,6.263, ,7.103,5.283,10.328,5.182,4.889,7.783,6.736, 
1/31/2016,7.721,7.397,9.791,6.144,9.096,5.715,7.307,8.522,7.791,8.528,6.411,6.236, ,7.127,5.09,10.34,5.142,4.833,8.148,6.55, 
2/29/2016,7.688,7.312,9.898,6.113,8.847,5.642,7.331,8.638,7.831,8.604,6.554,6.178, ,7.181,5.038,10.453,5.106,4.772,8.19,6.68, 
3/31/2016,8.031,7.52,10.22,6.165,9.451,5.683,7.635,9.078,7.996,8.758,6.504,6.328, ,7.986,5.11,10.647,5.258,4.732,8.17,6.732, 
4/30/2016,8.061,7.499,10.273,6.206,9.433,5.634,7.636,9.111,8.037,8.731,6.455,6.403, ,7.944,5.168,10.712,5.493,4.722,8.222,6.781, 
5/31/2016,7.986,7.514,10.095,6.004,9.321,5.515,7.465,8.926,7.975,8.577,6.272,6.296, ,7.856,5.139,10.674,5.407,4.634,8.08,6.604, 
6/30/2016,8.077,7.641,10.494,6.053,9.382,5.517,7.815,9.373,8.063,8.687,7.363,6.421, ,7.972,5.19,10.981,5.584,4.592,8.116,6.675, 
7/31/2016,8.301,7.715,10.473,6.212,9.463,5.576,8.246,9.303,8.288,8.755,7.338,6.441, ,7.909,5.255,11.043,5.491,4.988,8.143,7.328, 
8/31/2016,8.26,7.767,10.801,6.209,9.378,5.59,8.277,9.52,8.427,8.752,7.316,6.359, ,7.879,5.484,11.144,5.482,4.943,8.117,7.329, 
9/30/2016,8.243,7.674,10.416,6.136,9.302,5.491,8.133,9.518,8.299,8.724,7.23,6.348, ,7.866,5.665,11.144,5.64,4.863,8.056,7.214, 
10/31/2016,8.048,7.505,10.197,6.028,9.078,5.752,7.985,9.159,8.006,8.569,7.079,7.334, ,7.926,5.696,11.216,5.721,4.782,7.918,7.094, 
11/30/2016,7.788,7.026,9.471,6.402,8.767,5.6,7.553,8.681,7.6,8.222,6.808,7.123, ,7.543,5.534,10.805,5.553,4.665,7.673,6.359, 
12/31/2016,7.784,6.975,9.548,6.358,8.65,5.556,7.52,8.752,7.505,8.105,6.777,7.065, ,7.499,5.562,10.688,5.52,4.566,7.556,6.63, 
1/31/2017,8.139,6.983,9.603,6.628,8.744,5.598,7.895,9.217,7.697,8.185,7.366,7.065, ,7.504,5.528,10.755,5.495,4.584,7.544,6.455, 
2/28/2017,8.23,7.068,9.719,6.724,9.276,5.719,7.908,9.298,7.783,8.165,7.31,7.054, ,7.485,5.496,10.796,5.445,4.564,7.589,6.648, 
3/31/2017,8.154,7.3,10.157,6.621,9.242,5.694,7.875,9.321,7.711,8.182,7.234,6.906, ,7.462,5.458,10.806,5.508,4.474,7.529,6.544, 
4/30/2017,8.107,7.676,10.207,6.61,9.206,5.635,7.91,9.281,7.808,8.199,7.225,6.92, ,7.43,5.503,10.81,5.525,4.439,7.494,6.425, 
5/31/2017,8.096,7.832,10.143,6.889,9.126,5.565,7.77,9.205,7.743,9.001,7.173,6.91, ,7.37,5.477,10.933,5.474,4.847,7.408,6.471, 
6/30/2017,7.968,7.695,10.124,6.848,9.075,5.386,7.643,9.14,7.666,8.89,7.037,6.723, ,7.402,5.391,10.775,5.856,4.756,9.541,6.466, 
7/31/2017,8.206,7.684,10.219,6.929,9.089,5.459,7.773,9.16,7.83,8.953,7.108,6.709, ,7.337,5.377,10.835,6.291,4.783,9.533,6.481, 
8/31/2017,8.183,7.741,10.299,6.943,9.088,5.388,7.775,9.177,7.833,8.973,7.05,6.677, ,7.316,5.407,10.894,6.305,4.726,9.579,6.758, 
9/30/2017,7.993,7.798,10.226,6.845,8.993,6.06,7.745,9.111,7.636,8.956,6.949,7.306, ,7.284,5.377,10.843,6.884,4.657,9.423,6.821, 
10/31/2017,8.122,7.798,10.634,6.834,8.914,5.943,8.331,9.052,7.692,8.878,6.818,7.148, ,7.152,5.403,10.753,6.89,4.632,9.348,6.952, 
11/30/2017,8.145,7.713,10.657,6.824,8.812,6.106,8.275,9.05,7.667,8.85,6.806,7.152, ,7.111,5.34,10.858,7.153,4.56,9.289,6.902, 
12/31/2017,8.304,7.727,10.53,6.768,8.728,6.032,8.186,9.04,7.58,8.759,6.72,7.242,6.6,7.088,5.289,10.774,7.173,4.476,9.267,6.943, 
1/31/2018,8.222,7.595,10.502,6.802,8.975,6.056,8.471,8.973,7.594,8.713,6.618,7.193,6.502,8.22,5.238,10.67,7.351,4.836,9.099,6.998, 
2/28/2018,8.002,7.397,10.251,6.998,8.803,5.907,8.298,8.727,7.893,8.513,6.47,7.01,6.411,8.001,5.189,10.404,7.233,4.687,9.103,6.839, 
3/31/2018,8.362,7.512,10.273,6.907,8.818,5.828,8.234,9.434,7.771,8.511,6.384,6.973,6.332,9.376,5.099,10.71,8.011,4.589,9.132,6.758, 
4/30/2018,8.222,7.417,10.065,6.722,8.649,5.756,8.067,9.281,7.589,8.99,5.249,6.824,6.228,9.186,5.066,10.511,7.897,4.974,8.927,6.662, 
5/31/2018,8.107,7.178,9.884,6.645,8.548,5.538,7.761,9.116,7.409,8.918,8.05,7.77,6.215,9.125,6.724,10.52,7.748,4.899,8.869,6.459, 
6/30/2018,7.946,7.017,9.9,6.271,8.71,5.487,7.574,9.123,7.266,8.819,8.003,7.503,6.135,9.126,6.521,10.464,7.799,4.754,8.823,6.372, 
7/31/2018,8.101,6.872,9.93,6.566,8.815,5.558,7.901,9.15,7.448,8.911,8.081,7.592,6.03,9.226,6.674,10.531,7.828,4.791,8.771,6.456, 
8/31/2018,8.047,6.459,9.962,6.298,8.787,5.466,7.535,9.194,7.35,8.862,8.03,7.368,5.943,9.149,6.474,10.504,7.589,4.682,8.749,6.336, 
9/30/2018,7.915,6.821,9.954,6.314,8.709,5.631,7.656,9.103,7.278,8.864,7.997,7.435,5.845,9.027,6.456,10.427,7.664,4.602,8.671,6.249, 
10/31/2018,7.66,6.594,9.506,6.057,8.542,5.496,7.828,8.898,7.159,8.846,7.928,7.14,7.019,8.897,6.272,10.126,7.542,4.47,8.453,6.059, 
11/30/2018,7.628,6.699,9.41,6.066,8.538,5.439,7.767,8.777,7.005,8.82,7.878,7.127,7.003,8.798,6.064,10.255,7.43,4.397,8.385,6.037, 
12/31/2018,7.778,6.845,9.772,5.964,8.569,5.431,7.839,8.825,7.025,8.845,7.959,7.215,6.972,8.96,6.015,10.325,7.507,4.374,8.446,6.83, 
1/31/2019,7.966,6.964,9.923,6.154,8.876,5.488,8.091,9.402,7.249,9.705,8.593,7.399,6.909,9.006,6.143,10.457,7.638,4.405,8.53,7.008, 
2/28/2019,7.854,6.694,9.908,6.602,8.871,5.511,8.011,9.593,7.232,9.62,8.536,7.339,6.853,8.939,6.178,10.435,7.822,4.325,8.52,7.038, 
3/31/2019,8.144,6.514,10.075,6.522,8.916,5.565,7.955,9.763,7.251,9.804,9.439,8.004,6.841,9.03,6.828,10.578,8.068,4.564,8.619,7, 
4/30/2019,8.133,6.438,10.054,6.68,8.854,5.972,7.885,9.687,7.24,9.523,9.521,7.935,6.801,8.948,6.76,10.493,8.952,4.522,8.517,6.947, 
5/31/2019,8.107,6.372,9.998,6.542,8.846,5.771,7.865,9.614,7.355,9.548,9.579,7.945,6.875,9,6.589,10.659,9.047,4.42,8.54,6.801, 
6/30/2019,8.198,6.739,10.223,6.728,8.935,5.768,8.013,9.849,7.432,9.628,9.737,8.379,6.857,9.117,6.837,10.874,9.291,4.383,10.519,6.875, 
7/31/2019,8.243,6.628,10.44,6.795,8.947,5.932,8.217,9.863,7.553,10.009,9.733,8.242,6.759,9.121,6.796,10.862,9.247,4.635,10.453,6.996, 
8/31/2019,8.449,6.491,10.93,6.784,9.098,5.912,8.246,10.182,7.578,10.361,10.157,8.328,6.851,9.487,6.581,11.182,9.356,4.507,11.818,7.825, 
9/30/2019,8.28,6.628,10.797,6.636,9,5.828,8.084,10.004,7.415,10.17,9.927,8.099,6.755,9.245,6.627,10.97,9.378,4.451,11.476,7.748, 
10/31/2019,8.368,6.57,10.815,6.544,8.864,6.066,8.057,9.912,7.428,10.08,9.889,8.851,6.714,9.123,6.612,10.896,9.393,4.713,11.394,7.707, 
11/30/2019,8.233,6.422,10.739,6.639,8.791,5.993,8.277,9.778,7.247,10.473,9.84,8.717,6.649,9.02,6.496,11.01,9.43,4.56,11.175,7.626, 
12/31/2019,8.174,6.467,10.764,6.717,8.731,6.004,8.297,9.813,7.33,10.434,9.799,8.731,6.492,8.996,6.592,10.96,9.554,4.553,11.081,7.774, 
1/31/2020,8.392,6.65,11.129,6.798,9.274,6.281,9.097,10.167,8.055,10.638,9.893,8.726,6.491,10.966,6.54,11.112,9.625,4.507,12.049,7.929, 
2/29/2020,8.388,6.243,11.124,6.589,9.304,6.121,9.136,10.123,7.956,10.599,9.843,8.554,6.512,11.091,7.095,11.09,9.503,4.351,12.064,7.748, 
3/31/2020,7.95,5.845,10.324,5.695,9.019,5.449,8.46,9.349,7.094,10.039,9.434,7.491,6.39,10.321,5.826,10.897,9.266,3.7,11.713,6.583, 
4/30/2020,8.4,6.038,9.91,5.868,9.115,5.661,8.31,9.164,6.821,11.186,10.039,7.711,6.408,12.446,6.029,10.277,9.349,3.654,11.496,6.402, 
5/31/2020,8.936,6.046,10.494,6.358,9.45,5.697,8.339,9.664,7.505,11.408,10.248,7.846,6.316,14.829,6.468,10.473,9.648,3.535,11.401,6.38, 
6/30/2020,8.975,6.22,10.458,6.295,9.36,5.822,8.212,9.958,7.523,11.516,11,8.028,6.308,15.118,6.594,10.453,9.578,3.674,11.587,6.576, 
7/31/2020,9.223,6.054,10.839,6.314,9.516,5.775,8.589,10.742,8.048,11.99,11.371,8.046,6.311,15.737,6.48,10.688,9.577,4.058,11.924,7.219, 
8/31/2020,9.124,6.115,10.75,6.44,9.352,5.751,8.482,10.563,8.004,11.741,11.096,8.014,6.157,15.274,6.59,10.534,9.501,4.118,11.716,7.289, 
9/30/2020,8.955,6.005,10.519,6.184,9.297,5.74,8.261,10.399,8.532,11.947,10.985,7.821,6.113,15.265,6.307,10.331,9.413,3.852,11.952,6.839, 
10/31/2020,8.917,5.833,10.582,6.154,9.223,5.713,8.242,10.342,8.562,11.813,10.944,8.009,6.486,14.874,6.407,10.276,9.349,3.522,11.73,6.481, 
11/30/2020,9.022,6.169,11.14,6.471,9.193,5.825,8.486,10.439,8.901,11.924,11.081,8.199,6.445,15.063,6.726,10.126,9.439,3.574,11.793,6.841, 
12/31/2020,8.969,6.28,11.601,6.57,9.535,5.79,8.523,10.449,9.69,11.905,10.923,8.306,6.372,15.086,6.836,12.533,9.523,3.468,11.777,7.081, 
1/31/2021,9.335,6.13,11.653,6.43,9.499,5.993,8.29,10.707,9.651,11.988,11.139,8.094,6.263,14.909,6.704,12.308,9.325,3.631,12.864,7.323, 
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, 
Date, GDID, GDTR, GDMX, GDEG, GDPH, GDBH, GDBR, GDCO, GDDO, GDPA, GDQA, GDZA, GDCN, GDIL, GDGH, GDPE, GDRU, GDLK, GDCL, GDSV, 
12/31/1991,, , , , , , , , , , , , , , , , , , , , 
1/31/1992,, ,27.915, ,12.929, ,21.622, , , , , , , , , , , , , , 
2/29/1992,, ,27.836, ,12.85, ,21.542, , , , , , , , , , , , , , 
3/31/1992,, ,27.753, ,12.765, ,21.46, , , , , , , , , , , , , , 
4/30/1992,, ,27.671, ,12.683, ,21.378, , , , , , , , , , , , , , 
5/31/1992,, ,27.586, ,12.598, ,21.293, , , , , , , , , , , , , , 
6/30/1992,, ,27.504, ,12.516, ,21.211, , , , , , , , , , , , , , 
7/31/1992,, ,27.419, ,12.432, ,21.126, , , , , , , , , , , , , , 
8/31/1992,, ,27.334, ,12.347, ,21.041, , , , , , , , , , , , , , 
9/30/1992,, ,27.252, ,12.265, ,20.959, , , , , , , , , , , , , , 
10/31/1992,, ,27.167, ,12.18, ,20.874, , , , , , , , , , , , , , 
11/30/1992,, ,27.085, ,12.098, ,1.99, , , , , , , , , , , , , , 
12/31/1992,, ,27, ,3.395, ,9.301, , , , , , , , , , , , , , 
1/31/1993,, ,26.915, ,19.49, ,9.217, , , , , , , , , , , , , , 
2/28/1993,, ,26.838, ,19.4, ,9.224, , , , , , , , , , , , , , 
3/31/1993,, ,26.753, ,19.422, ,8.975, , , , , , , , , , , , , , 
4/30/1993,, ,26.671, ,16.382, ,8.944, , , , , , , , , , , , , , 
5/31/1993,, ,26.586, ,18.585, ,8.847, , , , , , , , , , , , , , 
6/30/1993,, ,26.504, ,18.501, ,8.776, , , , , , , , , , , , , , 
7/31/1993,, ,26.419, ,18.493, ,3.626, , , , , , , , , , , , , , 
8/31/1993,, ,26.334, ,18.446, ,18.726, , , , , , , , , , , , , , 
9/30/1993,, ,26.252, ,18.374, ,18.54, , , , , , , , , , , , , , 
10/31/1993,, ,26.167, ,18.23, ,18.445, , , , , , , , , , , , , , 
11/30/1993,, ,26.085, ,18.003, ,18.584, , , , , , , , , , , , , , 
12/31/1993,, ,26, ,17.975, ,18.992, , , , , , , , , , , , , , 
1/31/1994,, ,25.915, ,17.893, ,13.864, , , , , , , , , , , , , , 
2/28/1994,, ,25.838, ,17.617, ,18.664, , , , , , , , , , , , , , 
3/31/1994,, ,25.753, ,17.5, ,13.913, , , , , , , , , , , , , , 
4/30/1994,, ,25.671, ,17.242, ,14.169, , , , , , , , , , , , , , 
5/31/1994,, ,25.586, ,17.116, ,18.931, , , , , , , , , , , , , , 
6/30/1994,, ,25.504, ,17.003, ,19.073, , , , , , , , , , , , , , 
7/31/1994,, ,25.419, ,16.951, ,18.874, , , , , , , , , , , , , , 
8/31/1994,, ,25.334, ,16.87, ,18.804, , , , , , , , , , , , , , 
9/30/1994,, ,25.252, ,16.693, ,18.583, , , , , , , , , , , , , , 
10/31/1994,, ,25.167, ,16.521, ,18.34, , , , , , , , , , , , , , 
11/30/1994,, ,25.085, ,16.393, ,18.167, , , , , , , , , , , , , , 
12/31/1994,, ,25, ,16.317, ,18.147, , , , , , , , , , , , , , 
1/31/1995,, ,24.915, ,16.348, ,18.121, , , , , , , , , , , , , , 
2/28/1995,, ,24.838, ,16.249, ,18.04, , , , , , , , , , , , , , 
3/31/1995,, ,24.753, ,16.199, ,17.97, , , , , , , , , , , , , , 
4/30/1995,, ,24.671, ,16.185, ,17.849, , , , , , , , , , , , , , 
5/31/1995,, ,24.586, ,16.168, ,17.917, , , , , , , , , , , , , , 
6/30/1995,, ,24.504, ,16.279, ,17.956, , , , , , , , , , , , , , 
7/31/1995,, ,24.419, ,16.144, ,17.805, , , , , , , , , , , , , , 
8/31/1995,, ,24.334, ,16.08, ,17.733, , , , , , , , , , , , , , 
9/30/1995,, ,24.252, ,16.025, ,17.72, , , , , , , , , , , , , , 
10/31/1995,, ,24.167, ,15.944, ,17.497, , , , , , , , , , , , , , 
11/30/1995,, ,24.085, ,15.751, ,17.488, , , , , , , , , , , , , , 
12/31/1995,, ,24, ,15.707, ,17.66, , , , , , , , , , , , , , 
1/31/1996,, ,23.915, ,15.796, ,17.645, , , , , , , , , , , , , , 
2/29/1996,, ,22.478, ,15.689, ,17.334, , , , , , , , , , , , , , 
3/31/1996,, ,22.674, ,15.555, ,17.223, , , , , , , , , , , , , , 
4/30/1996,, ,22.627, ,15.449, ,17.091, , , , , , , , , , , , , , 
5/31/1996,, ,20.202, ,15.282, ,16.999, , , , , , , , , , , , , , 
6/30/1996,, ,22.974, ,15.187, ,17.105, , , , , , , , , , , , , , 
7/31/1996,, ,22.888, ,15.146, ,16.913, , , , , , , , , , , , , , 
8/31/1996,, ,22.882, ,15.097, ,16.903, , ,18.858, , , , , , , , , , , 
9/30/1996,, ,21.542, ,13.984, ,16.949, , ,18.766, , , , , , , , , , , 
10/31/1996,, ,22.555, ,11.432, ,16.778, , ,18.7, , , , , , , , , , , 
11/30/1996,, ,22.459, ,15.033, ,16.499, , ,18.604, ,9.879, , , , , , , , , 
12/31/1996,9.584, ,22.376, ,14.985, ,16.642, , ,18.535, ,9.795,6.533,8.956, , ,4.907, , , , 
1/31/1997,9.498, ,21.218, ,14.864, ,16.615, , ,18.459, ,9.71,6.449,8.871, , ,4.822, , , , 
2/28/1997,9.422, ,21.682, ,14.772, ,16.599,9.964, ,14.535, ,9.633,6.366,8.794, , ,4.745, , , , 
3/31/1997,9.337, ,21.479, ,14.639, ,16.399,9.879, ,15.387, ,9.548,6.275,8.709, ,0,4.66, , , , 
4/30/1997,9.255, ,21.432, ,14.553, ,16.285,9.797, ,15.437, ,9.466,6.196,8.627, ,19.852,4.578, , , , 
5/31/1997,9.17, ,21.352, ,14.494, ,15.715,9.712, ,15.342, ,9.381,6.112,8.542, ,19.767,4.493, , , , 
6/30/1997,9.088, ,21.009, ,13.059, ,14.857,9.63, ,15.327, ,3.582,6.055,8.46, ,19.685,1.487, , , , 
7/31/1997,9.003, ,21.02, ,15.858, ,16.975,9.545, ,15.147, ,15.814,5.966,4.554, ,19.6,8.047, , , , 
8/31/1997,8.917,0,20.959, ,15.693, ,16.8,9.46, ,15.146, ,15.699,5.869,4.458, ,19.515,7.959, , , , 
9/30/1997,8.835,1.92,20.873, ,15.669, ,16.824,9.378, ,11.739, ,15.617,5.786,4.366, ,19.433,7.897, , , , 
10/31/1997,8.75,7.635,20.737, ,15.493, ,16.623,9.293, ,18.082, ,15.584,5.7,4.291, ,19.348,7.734, , , , 
11/30/1997,8.668,7.639,20.649, ,15.452, ,16.591,9.211, ,18.088, ,15.547,5.615,4.202, ,19.266,7.689, , , , 
12/31/1997,0,7.587,20.598, ,15.376, ,15.832,9.126, ,18.077, ,15.342,5.559,4.102, ,19.181,1.243, , , , 
1/31/1998,0,7.5,20.528, ,15.35, ,15.769,9.041, ,18.039, ,15.183,5.459,4.026, ,19.096,19.233, , , , 
2/28/1998,0,5.017,20.485, ,15.369, ,15.691,8.964, ,18.045, ,15.135,5.374,3.945, ,19.019,19.225, , , , 
3/31/1998,0,7.139,19.559, ,15.313, ,15.797,8.879, ,17.875, ,15.054,5.295,3.868, ,18.934,19.2, , , , 
4/30/1998,0,7.063,19.872, ,15.195, ,15.205,5.175, ,17.754, ,15.121,5.112,3.786, ,18.852,19.03, , , , 
5/31/1998,0,5.87,19.715, ,12.132, ,15.289,6.719, ,16.035, ,14.949,5.027,3.728, ,18.767,18.86, , , , 
6/30/1998,0,6.583,19.626, ,14.062, ,15.431,7.529, ,16.855, ,14.784,4.947,3.634, ,18.685,15.485, , , , 
7/31/1998,0,6.507,19.693, ,14.507, ,15.368,7.466, ,16.731, ,7.088,4.863,3.546, ,18.6,15.311, , , , 
8/31/1998,0,6.397,19.52, ,14.408, ,15.218,7.231, ,16.52, ,7.224,4.745,3.46, ,18.515,17.691, , , , 
9/30/1998,0,6.247,19.365, ,14.146, ,15.131,6.988, ,16.449, ,6.643,4.7,3.39, ,18.433,16.781, , , , 
10/31/1998,0,6.189,19.264, ,14.048, ,14.928,6.994, ,16.44, ,6.841,4.607,3.299, ,18.348,16.53, , , , 
11/30/1998,0,6.173,19.116, ,14.25, ,14.759,6.948, ,16.401, ,7.072,4.524,3.217, ,18.266,16.153, , , , 
