, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, 
Date, GDID, GDTR, GDMX, GDEG, GDPH, GDBH, GDBR, GDCO, GDDO, GDPA, GDQA, GDZA, GDCN, GDIL, GDGH, GDPE, GDRU, GDLK, GDCL, GDSV, 
9/30/1998,0,4.132,7.671, ,4.781, ,2.965,4.477, ,6.645, ,3.112,3.83,2.915, ,5.178,1.348, , , , 
10/31/1998,0,4.143,7.594, ,4.939, ,3.365,4.691, ,6.842, ,3.365,3.75,2.828, ,5.373,1.529, , , , 
11/30/1998,0,4.254,7.647, ,5.426, ,3.404,4.756, ,6.87, ,3.586,3.717,2.745, ,5.492,1.768, , , , 
12/31/1998,0,4.085,7.576, ,5.663, ,3.336,4.674, ,6.735, ,6.893,3.644,2.679, ,5.375,1.905, , , , 
1/31/1999,0,4.02,7.615, ,5.997, ,3.251,4.58, ,6.6, ,6.857,3.616,3.762, ,5.09,2.066, , , , 
2/28/1999,0,4.008,7.218, ,5.767, ,2.968,4.59, ,6.556, ,6.914,3.553,3.552, ,5.118,1.729, , , , 
3/31/1999,0,4.046,7.26, ,5.67, ,2.931,4.383, ,6.638, ,7.079,4.314,6.488, ,5.394,1.804, , , , 
4/30/1999,0,4.03,7.226, ,5.741, ,3.433,4.739, ,6.667, ,7.262,4.269,6.425, ,5.428,2.51, ,7.195, , 
5/31/1999,0,3.968,7.579, ,5.601, ,3.176,4.374, ,3.996,6.386,6.822,4.148,6.213, ,5.132,1.77, ,6.991, , 
6/30/1999,0,4.212,6.977, ,5.53, ,3.153,4.362, ,6.019,6.305,6.822,4.107,6.27, ,5.052,3.049, ,6.884, , 
7/31/1999,0,4.216,6.792, ,5.525, ,2.967,4.269, ,5.865,6.241,6.718,4.046,6.069, ,4.991,3.059, ,6.843, , 
8/31/1999,0,4.101,6.747, ,5.302, ,2.989,4.191, ,5.829,6.171,6.639,3.992,5.943, ,4.779,2.916, ,6.721, , 
9/30/1999,0,4.035,6.801, ,5.232, ,2.871,4.263, ,5.797,6.141,6.652,3.939,5.953, ,4.969,2.585, ,6.681, , 
10/31/1999,4.853,4.029,6.829, ,5.434, ,3.368,4.376, ,5.869,6.051,6.655,3.847,5.814, ,4.951,2.825, ,6.794, , 
11/30/1999,4.766,4.046,6.73, ,5.643, ,3.301,4.257, ,5.861,6.272,6.739,3.81,5.712, ,4.991,2.986, ,6.733, , 
12/31/1999,4.684,4.24,6.611, ,5.599, ,3.337,4.268, ,5.895,6.18,6.808,3.753,5.833, ,5.002,3.349, ,6.625, , 
1/31/2000,4.592,5.315,6.443, ,5.538, ,3.434,4.077, ,5.781,6.071,6.71,3.689,5.721, ,4.854,3.467, ,6.476, , 
2/29/2000,4.739,5.326,6.684, ,5.47, ,3.466,4.606, ,5.975,5.996,6.701,3.658,5.572, ,4.885,3.661, ,6.394, , 
3/31/2000,4.632,5.36,6.63, ,5.707, ,3.579,4.786, ,6.002,5.918,6.303,3.582,6.127, ,4.832,3.955, ,6.321, , 
4/30/2000,4.55,5.344,6.69, ,5.803, ,3.774,4.375, ,5.818,5.798,6.137,3.49,6.075, ,4.762,3.756, ,6.437, , 
5/31/2000,4.409,5.156,6.573, ,5.778, ,3.581,4.147, ,5.404,5.95,6.191,3.4,5.945, ,4.525,3.582, ,6.318, , 
6/30/2000,4.335,5.325,6.581, ,5.902, ,3.684,4.66, ,5.662,7.93,6.273,3.391,6.047, ,4.586,4.027, ,6.325, , 
7/31/2000,4.215,5.409,6.388, ,5.795, ,3.682,4.688, ,5.93,8.026,6.248,3.874,5.999, ,4.554,4.13, ,6.241, , 
8/31/2000,4.372,5.364,5.965, ,5.99, ,4.133,4.759, ,6.019,8.059,6.21,3.841,5.956, ,4.5,5.513, ,6.18, , 
9/30/2000,4.3,5.066,6.034, ,5.794, ,3.965,4.631, ,5.722,7.936,6.1,3.76,5.937, ,4.272,5.191, ,6.12, , 
10/31/2000,4.22,4.916,6.215, ,5.386, ,4.182,4.573, ,5.649,7.579,5.973,3.696,5.716, ,4.079,5.023, ,6.226, , 
11/30/2000,4.145,4.395,6.14, ,5.353, ,4.166,4.504, ,5.494,7.708,6.057,3.657,5.706, ,4.013,5.027, ,6.171, , 
12/31/2000,4.074,4.599,5.973, ,5.51, ,4.357,4.585, ,5.487,7.912,6.142,3.644,6.841, ,4.037,5.122, ,6.157, , 
1/31/2001,4.012,4.788,6.177, ,5.718, ,4.359,4.589, ,5.596,8.059,6.147,3.608,6.751, ,3.982,5.43, ,6.12, , 
2/28/2001,4.142,4.255,6.217, ,5.637, ,4.241,4.732, ,6.263,7.992,6.092,3.585,6.708, ,3.984,5.247, ,6.067, , 
3/31/2001,4.061,4.072,6.796, ,5.679, ,4.027,4.681, ,6.23,8.012,6.049,3.528,6.748, ,4.031,5.236, ,6.01, , 
4/30/2001,3.982,4.189,7.592, ,5.659, ,4.242,4.665, ,4.565,7.975,5.991,3.43,6.581, ,3.707,5.232, ,6.134, , 
5/31/2001,3.904,4.474,6.732, ,5.747, ,4.091,4.678, ,6.321,8.191,6.1,4.252,6.506, ,3.684,5.299, ,6.035, , 
6/30/2001,3.825,4.505,6.575, ,6.118, ,4.032,4.618, ,6.288,8.507,6.153,4.202,6.53, ,3.825,5.643, ,5.96, , 
7/31/2001,3.771,4.175,6.546,5.757,5.858, ,4.111,4.496, ,6.26,8.492,6.063,4.183,6.529, ,3.701,5.383, ,5.911, , 
8/31/2001,3.914,4.369,6.663,5.679,5.898, ,4.148,4.84, ,6.365,8.449,6.021,4.156,6.561, ,3.725,5.534, ,5.832, , 
9/30/2001,3.885,4.274,6.793,5.414,5.639, ,3.862,4.692,3.925,6.019,7.955,5.947,4.108,6.583, ,3.71,5.44, ,5.778, , 
10/31/2001,3.804,4.36,6.412,5.404,5.837, ,4.221,4.738,3.845,6.003,8.166,5.903,4.397,6.579, ,3.572,5.482, ,6.732, , 
11/30/2001,3.751,4.49,6.641,5.371,5.834, ,4.3,4.883,3.773,6.131,8.298,6.022,4.307,6.385, ,3.643,5.765, ,6.609, , 
12/31/2001,3.657,4.621,6.716,5.328,6.076, ,4.316,4.959,3.73,6.049,8.357,5.935,4.22,6.39, ,3.653,5.998, ,6.489, , 
1/31/2002,3.58,4.794,7.439,5.485,6.167, ,4.321,4.794,3.663,4.543,8.489,5.882,4.425,6.299, ,3.641,6.219, ,6.393, , 
2/28/2002,3.651,4.728,6.618,5.428,6.266, ,4.448,4.722,3.587,6.254,8.434,5.755,4.405,6.603, ,4.59,6.429, ,6.343, , 
3/31/2002,3.63,4.688,6.76,5.302,6.047, ,4.354,4.782,3.677,6.048,8.238,5.612,4.273,6.504, ,4.652,6.451, ,6.188, , 
4/30/2002,3.543,4.691,6.494,5.222,6.17, ,4.433,4.749,3.605,6.136,8.161,6.065,4.227,6.534, ,4.485,6.569, ,5.773,11.078, 
5/31/2002,3.452,4.665,6.565,5.15,6.156, ,4.234,4.766,3.523,5.936,8.42,6.131,4.231,6.453, ,4.368,6.572, ,5.695,10.876, 
6/30/2002,3.372,4.188,6.706,5.059,5.847, ,3.6,4.677,3.439,5.411,8.61,6.073,4.211,6.468, ,4.147,6.669, ,5.627,10.569, 
7/31/2002,3.286,4.169,6.72,5.243,5.744, ,3.251,4.52,3.35,5.79,8.563,6.014,4.162,6.416, ,3.778,6.47, ,5.692,8.103, 
8/31/2002,3.348,4.255,6.52,5.152,5.702, ,3.582,4.653,3.258,5.536,8.459,5.935,4.16,6.435, ,3.885,6.554, ,5.535,7.96, 
9/30/2002,3.272,4.099,6.637,5.053,5.678, ,3.258,4.434,3.317,5.504,8.387,5.926,4.145,6.566, ,3.806,6.625, ,5.513,7.838, 
10/31/2002,3.199,4.319,6.678,5.074,5.607, ,3.697,4.545,3.245,5.675,8.308,5.93,4.046,6.295, ,3.887,6.856, ,5.465,7.773, 
11/30/2002,3.13,4.622,6.713,5.004,5.652, ,3.686,4.616,3.171,5.757,8.39,5.988,4.214,6.191, ,3.933,6.918, ,5.476,7.792, 
12/31/2002,3.051,4.579,6.85,5.002,5.596, ,3.863,4.829,3.086,5.971,8.494,5.981,4.22,6.299, ,4.203,6.927, ,5.446,7.651, 
1/31/2003,2.972,4.627,6.769,5.166,5.628, ,3.843,4.9,4.901,6.055,8.509,5.913,4.135,6.231, ,4.107,7.059, ,6.244,7.803, 
2/28/2003,3.001,4.608,6.537,5.096,5.557, ,3.99,4.99,4.726,6.13,8.509,5.892,5.324,6.224, ,4.544,7.205, ,6.182,7.758, 
3/31/2003,2.923,4.042,6.565,5.017,5.489, ,4.044,5.047,4.809,6.284,8.414,5.817,5.235,6.183, ,4.774,7.308, ,6.107,7.774, 
4/30/2003,2.84,4.425,6.557,4.961,5.716, ,4.922,5.39,4.777,6.377,8.573,5.811,5.158,6.219, ,4.778,7.383, ,6.083,7.839, 
5/31/2003,2.758,4.551,7.296,4.948,5.902, ,5.031,5.39,4.61,6.482,9.027,5.913,5.23,6.338, ,4.693,7.631, ,6.044,7.716, 
6/30/2003,2.69,4.45,7.162,4.893,5.894,4.135,4.928,5.337,4.442,6.439,8.951,5.817,5.212,7.047, ,4.543,7.578, ,5.957,7.506, 
7/31/2003,2.611,4.516,6.804,4.966,5.658,4.123,4.571,5.18,4.451,6.202,8.615,5.651,5.123,6.794, ,4.464,7.177, ,5.933,7.338, 
8/31/2003,2.623,4.504,6.891,4.882,5.763,4.032,4.691,5.214,4.453,6.286,8.604,5.55,5.014,6.745, ,5.392,7.212, ,5.848,7.452, 
9/30/2003,2.532,4.748,7.074,4.805,5.922,3.955,4.79,5.135,4.397,6.3,8.766,5.547,4.96,6.844, ,4.619,7.397, ,5.825,7.471, 
10/31/2003,2.456,4.84,6.957,4.733,5.896,3.868,4.993,5.054,4.052,6.31,8.727,5.502,5.734,6.677, ,4.563,7.236, ,5.749,7.408, 
11/30/2003,2.377,4.944,6.869,4.652,5.668,3.782,5.024,5.017,3.974,6.222,8.718,5.537,5.636,6.599, ,4.987,7.137, ,5.656,7.32, 
12/31/2003,2.296,5.065,6.882,4.582,5.794,3.702,5.073,5.147,3.877,6.175,8.916,5.476,5.617,6.689, ,4.931,7.209, ,5.585,7.419, 
1/31/2004,2.213,5.666,6.814,4.665,5.698,3.693,5.297,5.391,3.968,6.812,8.88,5.403,5.549,6.639, ,4.784,7.244, ,5.625,7.665, 
2/29/2004,2.211,5.777,6.922,4.6,5.707,3.615,5.062,5.4,3.678,6.99,8.851,5.347,5.485,6.595, ,4.801,7.183, ,5.564,7.562, 
3/31/2004,5.734,5.774,6.953,4.525,5.802,3.535,5.027,5.447,3.789,7.184,8.806,5.289,5.414,6.891, ,4.877,7.289, ,5.49,7.742, 
4/30/2004,5.424,5.395,6.809,4.432,5.736,3.442,4.846,5.162,3.697,6.823,8.423,5.162,5.292,6.652, ,4.556,6.801, ,5.369,7.553, 
5/31/2004,5.241,5.086,6.673,4.276,5.531,3.354,4.693,4.857,3.433,6.6,8.441,5.136,5.283,6.526, ,4.61,6.672, ,5.275,7.134, 
6/30/2004,5.24,5.184,6.481,4.201,5.533,3.26,4.729,4.874,3.326,6.685,8.645,5.574,5.251,6.531, ,4.609,6.664, ,5.183,7.034, 
7/31/2004,5.239,5.302,6.685,4.208,5.647,3.246,4.916,5.029,3.376,6.775,8.613,5.52,5.195,6.492, ,4.6,7.161, ,5.241,7.174, 
8/31/2004,5.29,5.383,6.663,4.223,5.656,3.16,5.098,5.159,3.406,6.897,8.657,5.478,5.144,6.478, ,4.751,7.252, ,5.189,7.229, 
9/30/2004,5.356,5.408,6.831,4.09,5.779,3.073,5.15,5.157,3.57,6.929,8.597,5.416,5.055,6.507, ,4.804,7.294, ,5.092,7.293, 
10/31/2004,5.28,5.42,6.847,4.026,5.659,2.991,5.381,5.169,3.556,6.999,8.571,5.412,4.961,6.435, ,4.738,7.364, ,5.04,7.455, 
11/30/2004,5.192,5.404,6.678,3.942,5.843,2.907,5.364,5.205,3.532,7.066,8.607,5.404,4.857,6.286, ,4.715,7.283, ,4.934,7.288, 
12/31/2004,5.165,5.481,6.734,3.897,5.79,2.818,5.351,5.193,3.383,7.08,8.836,5.385,4.821,6.985, ,4.784,7.372, ,4.867,7.573, 
1/31/2005,5.108,5.926,6.84,3.959,5.903,2.788,5.381,5.139,3.543,7.16,8.837,5.301,4.743,6.929, ,4.666,7.417, ,4.888,7.792, 
2/28/2005,5.09,5.909,7.036,3.879,6.255,2.708,5.428,5.109,3.477,7.197,8.738,5.207,4.646,6.82, ,5.097,7.356, ,4.791,7.879, 
3/31/2005,5.048,5.639,6.851,3.766,6.13,2.619,5.237,4.829,3.502,6.91,8.503,5.057,4.548,6.817, ,4.972,7.267, ,4.685,7.672, 
4/30/2005,5.75,5.503,6.891,3.709,6.095,2.543,5.536,4.872,3.405,7.435,8.626,5.071,4.519,6.775, ,4.938,7.344, ,4.651,7.761, 
5/31/2005,5.726,5.598,7.007,3.64,6.267,2.457,5.668,4.97,5.001,7.549,8.819,5.097,4.507,6.736, ,5.04,7.38, ,4.581,7.721, 
6/30/2005,5.678,5.853,6.95,3.564,6.198,2.375,5.655,5.266,5.015,7.55,8.983,5.08,4.469,6.743, ,4.995,7.426, ,4.504,8.277, 
7/31/2005,5.591,5.82,6.913,4.759,6.157,2.342,5.529,5.316,5.065,7.582,8.708,4.957,4.673,6.595, ,5.484,7.336, ,4.502,8.548, 
8/31/2005,6.427,5.776,6.973,4.681,6.249,2.253,5.76,5.376,5.029,7.728,8.823,4.901,4.597,6.553, ,5.601,7.364, ,4.433,8.457, 
9/30/2005,6.474,5.817,6.913,4.582,6.375,2.17,5.906,5.714,5.109,7.769,8.624,4.801,4.498,6.525, ,5.671,7.414, ,4.333,8.462, 
10/31/2005,7.319,5.695,6.792,4.49,6.288,2.083,5.881,5.598,4.94,7.604,8.395,4.991,4.439,6.412, ,5.434,7.228, ,4.252,8.157, 
11/30/2005,7.44,5.947,6.774,4.41,6.527,2.001,5.903,5.774,4.85,8.479,8.482,4.997,4.361,6.342, ,5.442,7.17, ,4.172,8.207, 
12/31/2005,7.399,6.039,6.747,4.323,6.589,1.918,6.046,5.38,4.739,8.721,8.723,4.977,4.321,6.374, ,5.541,7.16, ,4.082,8.217, 
1/31/2006,7.387,6.401,6.906,4.404,6.884,1.873,6.313,5.454,4.806,9.319,8.621,4.885,4.234,6.269, ,5.657,7.073, ,4.091,8.534, 
2/28/2006,7.385,6.51,7.008,4.316,6.962,1.797,6.466,5.836,4.79,9.356,8.59,4.809,4.156,6.196, ,5.759,7.044, ,4.014,8.653, 
3/31/2006,8.618,6.362,6.945,4.21,6.951,1.712,6.691,5.748,5.813,9.253,8.269,4.696,4.058,6.15, ,5.47,6.97, ,3.913,8.337, 
4/30/2006,8.16,6.237,6.855,4.131,6.924,1.632,6.647,5.564,5.743,9.15,8.02,4.619,4.006,6.036, ,5.429,6.916, ,3.84,8.474, 
5/31/2006,8,5.9,6.622,4.04,6.722,1.548,6.384,5.355,5.584,8.908,8.045,4.599,3.997,5.943, ,5.329,6.754, ,3.748,8.231, 
6/30/2006,7.886,5.71,6.593,3.942,6.627,1.467,6.783,5.198,5.421,8.671,8.091,4.529,3.951,5.925, ,5.226,7.124, ,3.659,8.117, 
7/31/2006,8.036,5.962,6.736,4.014,6.833,1.413,7.09,5.542,5.537,8.825,8.051,4.492,3.874,5.868, ,5.355,7.159, ,4.392,8.681, 
8/31/2006,8.022,6.007,6.885,3.951,6.916,1.331,7.195,5.573,5.528,8.917,8.122,4.437,3.809,5.832, ,5.475,7.16, ,4.325,8.828, 
9/30/2006,8.091,6.285,6.814,3.874,7.215,1.253,7.15,5.935,5.643,9.01,8.149,4.367,3.736,5.867, ,5.511,7.213, ,4.248,8.929, 
10/31/2006,8.175,6.476,6.867,3.79,7.328,1.167,7.174,5.978,5.648,9.019,8.096,4.32,3.689,5.793, ,5.531,7.216, ,4.2,9.06, 
11/30/2006,8.183,6.561,6.929,3.717,7.302,1.091,7.199,6.221,5.617,9.04,8.241,4.317,3.619,6.347, ,5.535,7.183, ,4.127,9.104, 
12/31/2006,8.183,6.595,6.846,3.638,7.301,1.008,7.146,6.266,5.567,8.99,8.249,4.282,3.561,5.687, ,5.541,7.112, ,4.033,9.237, 
1/31/2007,8.086,6.862,6.281,3.695,7.472, ,7.164,6.221,5.565,8.94,8.157,4.193,3.471,5.582, ,5.683,7.003, ,4.041,9.26, 
2/28/2007,8.92,6.886,6.818,3.62,7.487, ,7.261,6.226,5.519,9.02,8.191,3.662,3.415,5.557, ,6.231,6.995, ,3.979,9.222, 
3/31/2007,8.943,7.234,7.029,3.544,7.492, ,7.358,6.248,5.755,9.285,8.021,3.583,3.331,5.564, ,7.339,7.043, ,3.898,9.24, 
4/30/2007,9.002,7.186,7.054,3.463,7.676, ,7.545,6.44,5.701,9.33,7.967,3.538,3.283,5.587, ,7.353,7.055, ,3.846,9.299, 
5/31/2007,8.95,7.117,6.954,3.378,7.619, ,7.452,6.397,5.661,9.225,7.945,5.625,3.244,5.618, ,7.29,6.935, ,3.75,9.303, 
6/30/2007,8.714,7.047,6.746,3.294,7.434, ,7.265,6.745,5.515,8.999,7.905,5.541,3.192,5.763, ,7.063,6.807, ,3.661,9.123, 
7/31/2007,8.446,7.003,6.696,3.34,7.319, ,7.217,6.629,5.424,8.944,7.747,5.415,3.113,5.689, ,6.916,6.752, ,3.668,8.961, 
8/31/2007,8.407,7.03,6.803,3.264,7.339, ,7.297,6.586,5.3,8.932,7.818,5.365,3.034,5.622, ,6.949,6.724, ,3.594,8.68, 
9/30/2007,8.634,7.066,6.907,3.191,7.474, ,7.344,6.69,5.629,9.125,7.726,5.325,2.958,5.567, ,7.213,6.839, ,3.535,8.857, 
10/31/2007,8.81,7.119,7.156,3.104,7.513, ,7.412,6.754,5.605,9.168,7.765,5.333,2.925,5.492,6.689,7.2,6.877,4.015,3.475,9.046, 
11/30/2007,8.597,7.045,7.104,3.03,7.413, ,7.333,6.68,5.552,9.106,7.914,5.35,2.863,5.559,6.688,7.167,6.848,3.883,3.42,8.841, 
12/31/2007,8.488,7.139,6.994,2.942,7.406, ,7.248,6.613,5.475,9.041,8.086,5.281,3.527,5.472,6.622,7.105,6.795,3.837,3.339,8.839, 
1/31/2008,8.658,7.177,7.627,2.987,7.373, ,7.218,6.726,5.453,8.93,8.225,5.224,3.468,5.43,6.573,7.061,6.81,3.696,3.35,8.647, 
2/29/2008,8.587,6.999,7.918,2.906,7.405, ,7.415,6.682,5.291,8.908,8.094,5.161,3.402,5.369,6.504,8.924,6.697,3.62,3.286,8.136, 
3/31/2008,8.533,7.021,7.972,2.831,7.698, ,7.253,6.687,5.469,9.003,7.965,4.936,3.338,5.298,6.421,8.9,6.811,3.522,3.194,7.923, 
4/30/2008,8.375,7.072,7.86,2.755,7.653, ,7.382,7.051,5.366,9.013,7.858,4.959,3.265,5.245,6.565,8.898,6.785,3.622,3.715,8.145, 
5/31/2008,8.185,6.929,7.722,2.674,7.508, ,7.341,7.073,5.263,8.909,11.154,5.766,3.26,5.183,6.48,8.901,6.667,3.53,3.623,8.065, 
6/30/2008,7.983,6.796,7.551,2.582,7.194, ,7.21,6.815,5.086,9.435,11.346,5.703,3.18,5.128,6.356,8.689,6.574,3.443,3.54,7.783, 
7/31/2008,8.265,7.132,7.609,2.6,7.431, ,7.285,6.916,4.895,9.507,11.188,5.661,3.098,5.022,6.229,8.754,6.538,3.366,3.566,7.391, 
8/31/2008,8.219,7.137,7.553,2.517,7.421, ,7.293,6.889,4.832,9.478,11.081,5.57,3.018,4.977,6.129,8.694,6.428,3.285,3.486,7.599, 
9/30/2008,7.773,6.961,7.297,2.447,7.268, ,6.991,6.569,4.913,9.24,10.639,5.298,2.935,4.914,5.963,8.217,6.209,3.196,3.422,7.082, 
10/31/2008,6.326,6.14,6.574,2.317,6.465, ,6.711,5.786,3.176,8.019,9.608,4.798,3.306,4.846,5.151,7.053,5.554,2.812,3.314,4.67, 
11/30/2008,6.145,6.212,6.621,2.247,6.388, ,6.81,5.814,3.348,8.015,9.547,4.971,3.28,4.843,4.967,7.525,5.313,2.788,3.241,4.649, 
12/31/2008,7.166,6.644,7.094,2.182,6.722, ,7.254,6.293,3.404,8.54,9.946,5.178,3.201,4.825,4.88,7.909,5.402,2.84,3.186,4.959, 
1/31/2009,6.654,6.515,6.735,2.198,6.769, ,7.077,6.192,3.942,8.664,9.966,5.221,3.115,4.686,5.163,7.921,5.618,2.797,3.169,5.693, 
2/28/2009,6.48,6.247,6.934,2.125,6.781, ,6.969,6.149,3.905,8.49,9.824,5.121,3.036,4.609,5.015,7.987,5.383,2.685,3.098,5.398, 
3/31/2009,6.521,6.436,7.032,2.053,7.065, ,6.952,6.073,5.054,8.412,10.049,5.108,2.957,5.345,4.807,7.806,5.715,2.658,3.02,5.452, 
4/30/2009,6.797,6.66,7.061,1.977,7.037, ,7.097,6.426,5.34,8.726,7.284,5.136,2.923,5.34,5.465,8.04,5.988,2.803,2.939,5.812, 
5/31/2009,7.009,6.768,7.2,1.895,7.157, ,7.148,6.419,5.317,8.742,7.213,5.861,2.948,5.257,5.56,8.076,6.012,2.847,2.861,6.039, 
6/30/2009,6.873,7.031,7.056,1.816,6.979, ,7.105,6.373,5.206,8.713,7.16,5.839,2.859,5.196,5.442,7.986,6.085,2.777,2.794,5.994, 
7/31/2009,7.129,7.081,7.126,1.805,7.092,4.219,7.211,6.544,5.319,8.878,7.162,5.905,2.769,5.132,5.69,8.211,6.089,2.716,2.786,6.25, 
8/31/2009,7.221,7.068,7.093,1.722,7.163,4.142,7.289,6.547,5.361,8.858,7.174,5.949,2.687,5.077,5.546,8.212,6.073,2.66,2.708,6.464, 
9/30/2009,7.467,7.19,7.461,1.642,7.281,4.079,7.443,6.779,5.788,9.31,7.206,5.925,2.626,5.046,5.619,8.514,6.483,2.597,2.639,6.946, 
10/31/2009,7.394,7.144,7.383,1.562,7.417,4,7.664,7.133,5.885,9.077,7.382,5.927,2.567,5.034,5.76,8.336,6.495,3.462,2.56,6.777, 
11/30/2009,7.331,7.135,7.404,1.481,7.347,3.879,7.7,7.207,5.975,9.077,7.2,5.904,2.491,4.977,5.684,8.493,6.412,3.4,2.476,6.712, 
12/31/2009,7.341,7.065,7.203,1.399,7.307,3.943,7.539,6.975,5.862,8.825,7.113,5.868,2.397,4.872,5.658,8.262,6.548,3.331,2.385,6.803, 
1/31/2010,7.338,7.314,7.569,1.368,7.395,3.854,7.507,6.891,5.975,8.771,7.025,5.77,2.331,4.807,5.626,8.142,6.514,3.29,2.365,6.997, 
2/28/2010,7.349,7.295,7.613,1.295,7.801,3.781,7.535,6.966,5.852,9.14,6.979,5.691,2.26,4.747,5.535,8.287,6.473,3.197,2.286,6.97, 
3/31/2010,7.458,7.356,7.716,1.209,7.889,6.213,7.506,7.045,5.734,9.236,6.987,6.22,2.174,4.679,5.528,8.31,6.68,3.12,2.201,7.133, 
4/30/2010,7.452,7.274,7.779,5.947,7.898,6.151,7.512,6.948,5.784,9.239,6.949,6.182,2.114,4.666,5.676,9.448,6.607,3.106,2.119,7.304, 
5/31/2010,7.316,7.235,7.759,9.291,7.789,5.989,7.496,6.868,6.089,9.194,6.803,6.147,3.175,4.613,5.473,9.513,6.411,2.992,2.029,6.924, 
6/30/2010,7.332,7.214,7.869,9.157,7.743,6.021,7.474,7.158,6.21,9.111,6.835,6.143,3.097,4.573,5.416,9.549,6.394,2.916,1.953,7.05, 
7/31/2010,7.632,7.524,8.01,9.348,8.082,5.957,7.701,7.419,6.268,9.425,6.949,6.154,3.015,4.489,5.374,9.811,6.46,2.92,1.921,8.061, 
8/31/2010,7.793,7.567,8.101,9.545,8.275,5.905,7.868,7.498,6.253,9.456,7.096,6.114,2.926,4.423,5.333,9.894,6.441,2.829,4.172,8.503, 
9/30/2010,7.824,7.731,8.125,9.494,8.237,5.915,8.011,7.584,6.248,9.598,6.971,6.097,2.849,4.356,5.284,9.95,6.597,2.762,4.106,8.445, 
10/31/2010,7.783,7.824,8.341,9.692,8.753,5.86,7.996,7.575,6.258,9.666,6.906,6.081,2.823,4.345,5.402,10.032,6.555,5.096,4.044,8.775, 
11/30/2010,7.449,7.617,7.958,9.504,8.497,5.728,7.725,7.234,6.101,9.281,6.698,5.978,2.739,4.254,5.308,10.207,6.335,4.973,3.912,8.334, 
12/31/2010,7.23,7.418,7.726,9.266,8.321,5.7,7.528,7.01,5.966,9.032,6.603,5.883,2.656,4.17,5.226,9.916,6.303,4.888,3.764,8.214, 
1/31/2011,7.123,7.544,7.925,8.35,8.327,5.584,7.747,7.504,5.923,9.088,6.546,5.739,2.574,4.086,5.099,9.958,6.232,4.813,4.823,8.046, 
2/28/2011,7.112,7.44,7.864,8.464,8.287,5.375,7.657,7.411,5.803,8.951,6.397,5.692,2.498,3.988,5.014,10.138,6.184,4.714,4.779,8.558, 
3/31/2011,7.105,7.555,7.905,8.469,8.328,5.431,7.61,7.429,5.685,9.064,6.345,6.4,2.413,3.916,4.991,10.041,6.342,4.606,4.698,8.431, 
4/30/2011,7.169,7.615,8.055,8.635,8.336,5.383,7.586,7.461,5.705,9.033,6.358,7.13,2.382,3.892,5.088,9.769,6.298,4.702,4.641,8.546, 
5/31/2011,7.255,7.576,8.07,8.72,8.286,5.32,7.816,7.518,5.725,9.068,6.369,7.241,2.297,3.826,4.994,10.138,6.243,4.601,4.58,8.732, 
6/30/2011,7.196,7.516,8.025,8.699,8.307,5.28,7.808,7.486,5.63,9.059,6.321,7.177,2.214,3.761,4.93,10.11,6.2,4.529,4.529,8.735, 
7/31/2011,7.315,7.51,8.162,8.551,8.486,5.196,7.996,7.683,5.846,9.176,6.407,7.137,2.128,3.842,4.841,10.352,6.182,5.555,4.533,8.881, 
8/31/2011,7.315,7.499,8.48,8.454,8.515,5.081,8.038,7.777,5.68,9.185,6.471,7.172,2.043,3.772,4.739,10.492,6.093,5.392,4.559,8.764, 
9/30/2011,7.067,7.283,8.38,8.177,8.282,5.013,7.808,7.584,5.477,9.081,6.381,6.983,1.96,3.694,4.545,10.157,6.006,5.205,5.749,8.1, 
10/31/2011,7.292,7.398,8.456,8.539,8.483,4.962,7.918,7.68,5.546,9.168,6.324,7.012,1.915,3.664,4.735,10.441,6.104,6.213,5.709,8.417, 
11/30/2011,7.157,7.212,8.451,8.166,8.397,5.055,8.095,7.607,5.573,9.159,6.047,6.945,1.833,3.595,4.638,10.374,5.993,6.107,5.652,8.388, 
12/31/2011,7.102,7.071,8.522,7.817,8.347,5.037,8.105,7.668,5.436,9.107,6.706,6.954,1.748,3.531,4.536,10.48,5.916,5.989,5.606,8.498, 
1/31/2012,7.669,7.334,8.717,7.846,8.743,4.955,8.152,8.91,5.493,9.436,6.655,7.225,1.665,4.205,4.46,10.713,5.938,6.015,7.835,8.674, 
2/29/2012,7.728,7.476,8.73,7.752,9.043,4.933,8.177,8.953,5.419,9.676,6.608,7.255,1.586,4.125,4.393,10.732,5.893,5.906,7.832,8.571, 
3/31/2012,7.673,7.531,9.014,7.802,8.964,4.932,8.3,8.952,5.35,9.757,6.533,7.201,1.503,4.043,4.349,10.799,6.023,5.872,7.806,8.513, 
4/30/2012,7.744,7.541,9.174,7.909,8.949,4.833,8.344,8.989,5.336,9.756,6.556,7.175,1.454,4.033,4.416,10.889,6.689,5.887,7.731,8.697, 
