, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, 
Date, GDPL, GDAZ, GDEC, GDGA, GDHN, GDCI, GDSN, GDTT, GDZM, GDAM, GDHR, GDIQ, GDSI, GDDZ, GDAW, GDBB, GDBZ, GDGR, GDLT, GDNA, GDRW, 
7/31/2015,5.367,6.987,4.798,6.505,5.041,7.313,5.607,6.113,6.241,5.567,4.592,6.281,5.537, ,5.976,10.652,7.332, ,4.3,5.311,5.996, 
8/31/2015,5.276,6.85,4.497,6.286,4.92,7.162,5.461,6.01,6.053,5.431,4.52,6.118,5.495, ,5.889,10.378,7.462, ,4.263,5.202,5.891, 
9/30/2015,5.236,6.907,4.493,6.1,4.907,7.018,5.333,5.92,5.724,5.514,4.447,5.823,5.412, ,5.938,10.287,7.341, ,4.227,5.09,5.713, 
10/31/2015,5.18,6.854,4.522,6.088,4.843,7.02,5.299,5.816,5.859,5.498,4.411,5.86,5.378, ,5.852,10.006,7.234, ,4.15,6.639,5.666, 
11/30/2015,5.082,6.752,4.446,5.979,4.764,6.963,5.321,5.716,5.834,5.406,4.351,5.743,5.33, ,5.764,9.86,7.144, ,4.055,6.594,5.773, 
12/31/2015,4.99,6.636,4.43,5.993,4.762,6.953,5.185,5.703,5.566,5.292,4.247,5.5,5.237, ,5.674,9.989,6.986, ,3.967,6.436,5.667, 
1/31/2016,4.953,6.487,4.252,5.854,4.631,6.86,5.178,5.683,5.401,5.193,4.238,5.531,5.164, ,5.569,9.944,6.557, ,3.916,6.344,5.54, 
2/29/2016,4.892,6.437,4.238,5.85,4.588,6.826,5.119,5.571,5.401,5.118,4.152,5.452,5.117, ,5.483,9.836,5.669, ,3.878,6.291,5.487, 
3/31/2016,4.841,6.568,4.467,5.817,4.599,6.835,5.073,5.519,5.581,5.239,4.11,5.53,5.052, ,5.533,9.755,5.572, ,3.837,6.238,5.433, 
4/30/2016,5.202,6.511,4.445,5.82,4.524,6.792,5.006,5.448,5.596,5.172,4.657,5.507,4.999, ,5.451,9.689,6.002, ,3.758,6.28,5.369, 
5/31/2016,5.115,6.41,4.395,5.659,4.455,6.694,4.998,5.304,5.494,5.058,4.587,5.464,4.961, ,5.362,9.578,6, ,3.673,6.251,5.461, 
6/30/2016,5.046,6.387,4.379,5.844,4.467,6.789,4.958,5.298,5.519,5.032,4.515,5.475,4.749, ,5.277,9.869,5.766, ,3.594,6.229,5.371, 
7/31/2016,5.037,6.295,4.282,5.816,4.424,6.461,4.978,5.311,5.575,5.001,4.495,5.566,4.676, ,5.264,9.868,5.669, ,3.544,6.174,5.307, 
8/31/2016,4.96,6.229,4.203,5.78,4.339,4.909,4.946,6.732,5.689,4.944,4.428,5.613,4.65, ,5.174,9.797,5.823, ,3.508,6.111,5.26, 
9/30/2016,4.911,6.304,4.178,5.678,4.339,5.54,4.883,6.655,5.66,5.001,4.396,5.542,4.533, ,5.227,9.792,5.634, ,3.793,6.029,5.173, 
10/31/2016,4.836,6.226,4.158,5.606,4.243,5.607,4.797,6.562,5.656,4.913,4.319,5.429,4.402, ,5.142,9.745,5.504, ,3.698,6.015,5.084, 
11/30/2016,4.698,6.112,4.061,5.463,4.099,6.392,4.782,6.403,5.519,4.802,4.233,5.323,4.213, ,5.042,9.423,4.223, ,3.628,5.933,5.155, 
12/31/2016,4.722,6.032,4.347,5.669,4.126,6.46,4.703,6.395,5.517,4.754,4.152,5.323,4.116, ,4.958,9.439,4.392, ,3.542,5.845,5.089, 
1/31/2017,4.691,5.95,4.594,5.569,5.335,6.413,4.674,6.37,5.56,4.668,4.125,5.42,4.048, ,4.877,9.354,4.439, ,3.489,5.777,5.007, 
2/28/2017,4.632,5.891,4.544,5.547,5.283,6.255,4.623,6.387,5.561,4.584,4.056,5.455,4.016, ,4.807,9.297,4.713, ,3.463,5.73,4.952, 
3/31/2017,4.581,5.932,4.496,5.477,5.252,6.33,4.535,6.278,5.504,4.676,3.998,5.361,3.822, ,4.827,8.399,5.935, ,3.406,5.632,4.863, 
4/30/2017,4.524,5.857,4.423,5.411,5.203,5.967,4.466,6.147,5.53,4.619,3.94,5.301,3.773, ,4.741,9.186,5.935, ,3.325,5.638,4.789, 
5/31/2017,4.454,5.764,4.329,5.348,5.119,5.737,7.125,6.067,5.463,4.54,3.884,5.257,3.93, ,4.654,9.031,5.935, ,3.24,5.627,4.873, 
6/30/2017,4.377,5.667,4.559,5.416,5.09,6.971,7.058,6.035,5.359,4.459,3.804,5.115,3.85, ,4.57,9.457,7.355, ,3.16,5.548,4.788, 
7/31/2017,4.33,5.601,4.514,5.335,5.094,6.59,7.063,6.014,5.4,4.387,3.781,5.251,3.772, ,4.489, ,7.266, ,3.103,5.467,4.705, 
8/31/2017,4.257,5.532,4.462,5.319,5.042,6.057,6.971,6.032,5.34,4.314,3.694,4.923,3.736, ,4.402, ,7.494, ,3.057,5.367,4.633, 
9/30/2017,4.085,7.617,4.141,5.226,5.012,6.449,6.884,5.94,5.272,4.372,3.661,4.906,3.641, ,4.423, ,7.395, ,2.97,5.376,4.553, 
10/31/2017,4.017,7.507,4.865,5.147,4.931,6.15,6.808,5.854,5.264,4.287,3.568,4.793,3.562, ,4.344, ,8.639, ,2.885,5.307,4.463, 
11/30/2017,3.931,7.416,4.881,5.084,4.828,5.665,6.912,5.779,5.195,4.216,3.507,4.638,3.535, ,4.26, ,8.478, ,2.802,5.236,4.519, 
12/31/2017,4.053,7.322,4.902,5.183,4.801,5.644,6.853,5.731,5.139,4.145,3.424,4.454,3.454, ,4.174, ,8.291, ,2.716,5.158,4.445, 
1/31/2018,3.987,7.279,5.193,5.098,4.782,5.869,6.799,5.769,5.128,4.075,3.371,3.606,3.35, ,4.096, ,8.206, ,2.647,5.085,4.367, 
2/28/2018,3.895,7.606,5.078,4.989,4.664,6.387,6.578,5.691,5.003,3.958,3.273,4.314,4.839, ,4.008, ,8.459, ,2.599,4.988,4.28, 
3/31/2018,3.842,7.65,4.931,4.916,4.651,6.373,8.765,5.591,4.931,3.992,3.234,4.405,4.893, ,4.011, ,8.372, ,2.536,4.982,4.19, 
4/30/2018,3.767,7.517,4.75,4.814,4.536,6.337,8.523,5.513,4.859,3.881,3.138,4.413,4.827, ,3.926, ,8.26, ,2.483,4.9,4.102, 
5/31/2018,3.672,7.451,4.691,4.704,4.416,6.35,8.375,5.35,4.659,3.781,3.059,4.321,4.735, ,3.833, ,8.175, ,2.394,4.794,4.139, 
6/30/2018,3.59,7.348,4.565,4.699,4.38,6.457,8.071,5.289,4.516,3.677,2.982,4.277,4.649, ,3.744, ,6.837, ,2.315,4.671,4.042, 
7/31/2018,4.128,7.335,4.662,4.668,4.384,6.278,8.299,5.345,4.55,3.639,2.947,4.268,4.566, ,3.66, ,6.767, ,2.256,4.647,3.986, 
8/31/2018,4.042,7.256,4.481,4.549,4.293,6.342,7.964,5.243,4.175,3.522,2.857,4.229,4.567, ,3.571, ,8.273, ,2.2,4.527,3.884, 
9/30/2018,3.997,7.322,4.537,4.515,4.26,6.226,8.183,5.122,4.102,3.555,2.817,4.134,4.485, ,3.568, ,6.301, ,2.138,4.54,3.814, 
10/31/2018,3.933,7.184,4.364,4.388,4.121,6.218,7.74,5.013,4.041,3.461,2.721,4.105,4.418, ,3.471, ,6.724, ,2.05,4.413,3.725, 
11/30/2018,3.852,7.027,4.152,4.257,4.025,6.104,7.784,4.93,4.084,3.384,3.076,4.013,4.331, ,3.391, ,7.893, ,1.969,4.321,3.75, 
12/31/2018,3.78,7.036,4.066,4.353,4.017,6.217,7.737,4.87,3.999,3.307,2.999,3.911,4.251, ,3.308, ,7.777, ,1.885,4.265,3.667, 
1/31/2019,3.719,7.006,4.135,4.338,4.035,6.306,8.026,4.918,4.14,3.262,2.976,3.945,4.178, ,3.233, ,7.631, ,1.822,4.257,3.6, 
2/28/2019,3.649,7.031,4.284,4.274,3.972,6.165,8.062,4.872,4.044,3.211,2.907,3.708,4.194, ,3.167, ,7.996, ,2.26,4.182,3.537, 
3/31/2019,3.609,7.03,4.566,4.183,3.958,6.133,8.132,4.819,3.866,3.237,2.877,3.775,4.117, ,3.157, ,8.033, ,2.21,4.185,3.456, 
4/30/2019,3.559,7.004,4.545,4.115,3.876,6.101,8.048,4.75,3.798,3.164,2.794,3.58,4.057, ,3.081, ,6.811, ,2.132,4.127,3.385, 
5/31/2019,3.477,6.935,4.467,4.019,3.793,6.106,7.832,4.661,3.634,3.101,2.712,3.697,3.972, ,2.997, ,6.791, ,2.048,4.065,3.411, 
6/30/2019,3.42,6.946,4.536,4.112,3.787,5.863,8.083,4.622,3.594,3.046,2.653,2.945,3.901, ,2.917, ,6.67, ,1.973,4.021,3.343, 
7/31/2019,3.343,6.873,4.495,4.03,3.756,5.64,8.138,5.277,3.681,2.969,3.015,2.449,3.817, ,2.842, ,6.613, ,1.919,3.955,3.268, 
8/31/2019,3.272,6.904,4.327,3.916,3.673,5.145,8.032,5.204,3.514,2.885,2.941,3.045,3.811, ,2.764, ,6.853, ,1.838,3.852,3.19, 
9/30/2019,3.216,6.88,4.312,3.86,3.628,5.5,8.095,5.135,3.544,6.278,2.91,3.187,3.734, ,2.744, ,6.745, ,1.783,3.858,3.115, 
10/31/2019,3.204,6.806,4.305,3.793,3.535,5.972,8.097,5.054,3.517,6.194,2.827,3.384,3.67, ,2.663, ,6.716, ,1.701,3.784,3.024, 
11/30/2019,3.121,6.753,4.031,3.717,3.461,6.09,8.116,4.983,3.347,6.131,2.745,3.256,3.588, ,2.583, ,6.595, ,1.619,3.732,3.036, 
12/31/2019,3.038,6.669,4.191,3.795,4.436,5.811,8.185,4.924,3.339,6.061,2.664,3.048,3.508, ,2.504,7.006,7.666, ,1.536,3.673,2.96, 
1/31/2020,2.969,6.622,4.028,3.733,4.441,5.768,8.226,4.96,3.331,5.995,2.608,3.248,3.421, ,2.421,6.973,7.591, ,1.474,3.601,2.882, 
2/29/2020,2.9,6.598,3.74,5.357,4.372,6.476,8.073,4.844,3.211,5.928,2.527,3.163,3.41, ,2.345,6.988,7.882, ,1.398,3.498,2.8, 
3/31/2020,2.845,6.289,2.291,4.517,4.066,6.297,7.31,4.661,2.606,5.794,2.451,2.771,3.33, ,2.278,6.837,7.179, ,1.33,3.3,2.603, 
4/30/2020,3.137,6.307,2.466,4.65,4.089,6.17,7.263,4.584,2.406,5.768,3.051,2.612,3.266, ,2.172,6.654,6.678, ,1.652,3.281,2.549, 
5/31/2020,3.064,6.337,2.808,4.839,4.135,6.245,8.455,4.555,2.678,5.764,2.979,2.86,3.188, ,2.092,6.631,6.153, ,1.571,3.303,2.569, 
6/30/2020,2.992,6.299,2.993,4.966,5.18,6.057,8.675,5.309,2.751,5.647,2.904,2.778,3.115, ,2.021,6.61,6.262, ,1.491,3.267,2.512, 
7/31/2020,2.926,5.918,3.304,4.98,5.194,6.187,8.556,5.311,2.844,5.588,2.871,2.958,3.034, ,1.946,6.602,6.311, ,1.452,3.168,2.444, 
8/31/2020,2.843,5.948,3.411,5,5.176,6.055,8.686,5.255,2.685,5.546,2.788,2.889,3.007, ,1.866,6.592,6.686, ,1.367,3.096,2.37, 
9/30/2020,2.792,5.839,9.536,4.799,5.112,6.199,8.513,5.153,2.563,5.614,2.733,2.763,2.925, ,1.829,6.722,6.575, ,1.286,3.051,2.294, 
10/31/2020,2.719,5.781,9.435,4.718,5.078,6.016,8.564,5.109,2.426,5.505,2.653,2.628,2.858, ,1.745,6.632,6.526, ,1.203,2.983,2.223, 
11/30/2020,2.638,5.793,9.317,4.573,5.024,5.563,9.027,5.056,2.45,5.442,2.572,2.64,2.776, ,1.681,6.559,6.577, ,1.121,4.31,2.222, 
12/31/2020,2.554,5.758,9.264,4.647,5.008,5.671,9.02,5.037,2.478,5.411,2.489,2.584,2.692, ,1.612,6.565,6.542, ,1.036,4.247,2.136, 
1/31/2021,2.479,5.673,8.8,4.502,4.965,5.493,8.851,5.024,2.475,5.337,2.443,2.707,2.608, ,1.531,6.482,6.542, ,0.981,4.168,2.056, 
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, 
Date, GDPL, GDAZ, GDEC, GDGA, GDHN, GDCI, GDSN, GDTT, GDZM, GDAM, GDHR, GDIQ, GDSI, GDDZ, GDAW, GDBB, GDBZ, GDGR, GDLT, GDNA, GDRW, 
10/31/1994,, , , , , , , , , , , , , , , , , , , , , 
11/30/1994,26.749, , , , , , , , , , , , , , , , , , , , , 
12/31/1994,26.622, , , , , , , , , , , , , , , , , , , , , 
1/31/1995,26.647, , , , , , , , , , , , , , , , , , , , , 
2/28/1995,26.587, , , , , , , , , , , , , , , , , , , , , 
3/31/1995,26.457, ,26.654, , , , , , , , , , , , , , , , , , , 
4/30/1995,26.137, ,26.264, , , , , , , , , , , , , , , , , , , 
5/31/1995,25.979, ,26.002, , , , , , , , , , , , , , , , , , , 
6/30/1995,25.737, ,25.917, , , , , , , , , , , , , , , , , , , 
7/31/1995,25.679, ,25.906, , , , , , , , , , , , , , , , , , , 
8/31/1995,25.521, ,25.794, , , , , , , , , , , , , , , , , , , 
9/30/1995,25.418, ,25.714, , , , , , , , , , , , , , , , , , , 
10/31/1995,25.246, ,25.633, , , , , , , , , , , , , , , , , , , 
11/30/1995,25.168, ,25.509, , , , , , , , , , , , , , , , , , , 
12/31/1995,25.08, ,25.482, , , , , , , , , , , , , , , , , , , 
1/31/1996,24.89, ,25.06, , , , , , , , , , , , , , , , , , , 
2/29/1996,24.862, ,24.933, , , , , , , , , , , , , , , , , , , 
3/31/1996,24.806, ,24.944, , , , , , , , , , , , , , , , , , , 
4/30/1996,24.761, ,24.647, , , , , , , , , , , , , , , , , , , 
5/31/1996,24.726, ,24.554, , , , , , , , , , , , , , , , , , , 
6/30/1996,24.646, ,24.392, , , , , , , , , , , , , , , , , , , 
7/31/1996,24.548, ,24.292, , , , , , , , , , , , , , , , , , , 
8/31/1996,24.443, ,24.203, , , , , , , ,11.536, , , , , , , , , , , 
9/30/1996,24.35, ,24.079, , , , , , , ,11.465, , , , , , , , , , , 
10/31/1996,24.202, ,23.956, , , , , , , ,11.388, , ,13.34, , , , , , , , 
11/30/1996,24.086, ,23.812, , , , , , , ,11.306, , ,13.258, , , , , , , , 
12/31/1996,24.031, ,23.635, , , , , , , ,11.229, , ,13.173, , , ,2.91, , , , 
1/31/1997,23.961, ,23.467, , , , , , , ,11.528, , ,13.088, , , ,2.825, , , , 
2/28/1997,23.902, ,23.409, , , , , , , ,11.445, , ,13.011, , , ,2.748, , , , 
3/31/1997,23.892, ,23.384, , , , , , , ,10.063, , ,12.926, , , ,2.663, , , , 
4/30/1997,22.282, ,20.868, , , , , , , ,9.981, , ,12.844, , , ,2.581, , , , 
5/31/1997,22.147, ,21.195, , , , , , , ,9.898, , ,12.759, , , ,2.496, , , , 
6/30/1997,22.07, ,21.196, , , , , , , ,9.805, , ,12.677, , , ,2.414, , , , 
7/31/1997,21.023, ,21.276, , , , , , , ,9.664, , ,12.592, , , ,2.329, , , , 
8/31/1997,20.955, ,21.123, , , , , , , ,9.626, , ,12.507, , , ,2.244, , , , 
9/30/1997,20.864, ,21.145, , , , , , , ,9.53, , ,12.425, , , ,2.162, , , , 
10/31/1997,20.724, ,21.152, , , , , , , ,9.352, , ,12.34, , , ,2.077, , , , 
11/30/1997,20.669, ,21.085, , , , , , , ,9.294, , ,12.258, , , ,1.995, , , , 
12/31/1997,20.625, ,20.981, , , , , , , ,9.244, , ,12.173, , , ,1.91, , , , 
1/31/1998,17.389, ,20.903, , , , , , , ,9.564, , ,6.5, , , ,1.825, , , , 
2/28/1998,17.337, ,20.75, , , , , , , ,9.552, , ,10.38, , , ,1.748, , , , 
3/31/1998,17.243, ,20.667, , ,0, , , , ,9.47, , ,10.274, , , ,1.663, , , , 
4/30/1998,17.09, ,20.667, , ,19.912, , , , ,9.373, , ,10.207, , , ,7.388, , , , 
5/31/1998,17.054, ,20.553, , ,19.827, , , , ,9.277, , ,10.141, , , ,7.915, , , , 
6/30/1998,16.991, ,20.501, , ,19.745, , , , ,9.194, , ,10.07, , , ,7.842, , , , 
7/31/1998,17.03, ,20.378, , ,19.66, , , , ,9.097, , ,9.96, , , ,7.767, , , , 
8/31/1998,16.728, ,20.988, , ,19.575, , , , ,8.935, , ,9.833, , , ,7.662, , , , 
9/30/1998,16.805, ,20.673, , ,19.493, , , , ,8.871, , ,9.795, , , ,7.583, , , , 
10/31/1998,16.653, ,20.315, , ,19.408, , , , ,8.88, , ,9.685, , , ,7.489, , , , 
11/30/1998,16.554, ,20.074, , ,19.326, , , , ,8.806, , ,9.598, , , ,9.26, , , , 
12/31/1998,18.789, ,19.963, , ,19.241, , , , ,8.697, , ,9.544, , , ,9.175, , , , 
1/31/1999,18.752, ,20.27, , ,19.156, , , , ,8.586, , ,9.44, , , ,9.09, , , , 
2/28/1999,18.705, ,20.331, , ,19.079, , , , ,8.546, , ,9.357, , , ,9.014, , , , 
3/31/1999,18.606, ,20.134, , ,18.995, , , , ,8.422, , ,9.242, , , ,8.926, , , , 
4/30/1999,18.424, ,19.839, , ,18.912, , , , ,8.3, , ,9.179, , , ,8.844, , , , 
5/31/1999,18.353, ,19.59, , ,18.827, , , , ,8.252, , ,9.052, , , ,8.76, , , , 
6/30/1999,18.266, ,19.782, , ,18.745, , , , ,8.153, , ,8.981, , , ,8.678, , , , 
7/31/1999,20.872, ,19.764, , ,18.66, , , , ,8.024, , ,8.93, , , ,8.593, , , , 
8/31/1999,16.447, ,19.737, , ,18.575, , , , ,7.997, , ,8.85, , , ,8.508, , , , 
9/30/1999,18.348, ,20.199, , ,18.493, , , , ,7.911, , ,8.766, , , ,8.426, , , , 
10/31/1999,18.25, ,20.921, , ,18.408, , , , ,7.861, , ,8.692, , , ,8.342, , , , 
11/30/1999,18.198, ,20.393, , ,18.326, , , , ,7.818, , ,8.584, , , ,8.26, , , , 
12/31/1999,18.134, ,20.33, , ,18.241, , , , ,7.772, , ,8.517, , , ,8.175, , , , 
1/31/2000,18.07, ,20.794, , ,18.156, , , , ,7.656, , ,8.452, , , ,8.09, , , , 
2/29/2000,18.002, ,20.731, , ,18.077, , , , ,7.616, , ,8.362, , , ,8.011, , , , 
3/31/2000,17.94, ,20.432, , ,17.995, , , , ,7.529, , ,8.273, , , ,7.925, , , , 
4/30/2000,17.762, ,20.316, , ,17.912, , , , ,7.411, , ,8.199, , , ,7.843, , , , 
5/31/2000,17.65, ,20.479, , ,17.827, , , , ,7.261, , ,8.11, , , ,7.758, , , , 
6/30/2000,17.605, ,20.052, , ,17.745, , , , ,7.21, , ,8.031, , , ,7.676, , , , 
7/31/2000,17.533, ,19.219, , ,17.66, , , , ,7.101, , ,7.949, , , ,7.591, , , , 
8/31/2000,17.444, ,21.828, , ,17.575, , , , ,7.009, , ,7.867, , , ,7.508, , , , 
9/30/2000,17.348, ,21.489, , ,17.493, , , , ,6.904, , ,7.805, , , ,7.426, , , , 
10/31/2000,15.678, ,21.341, , ,17.408, , , , ,6.834, , ,7.725, , , ,7.342, , , , 
11/30/2000,15.629, ,21.241, , ,17.326, , , , ,6.751, , ,7.643, , , ,7.26, , , , 
12/31/2000,15.633, ,21.23, , ,17.241, , , , ,6.684, , ,7.547, , , ,7.175, , , , 
1/31/2001,15.587, ,21.352, , ,17.156, , , , ,6.565, , ,7.456, , , ,7.09, , , , 
2/28/2001,15.558, ,21.034, , ,17.079, , , , ,7.921, , ,7.376, , , ,7.014, , , , 
3/31/2001,15.505, ,20.985, , ,16.995, , , , ,7.832, , ,7.332, , , ,6.926, , , , 
4/30/2001,14.811, ,20.99, , ,16.912, , , , ,7.752, , ,7.243, , , ,6.844, , , , 
5/31/2001,14.709, ,21.242, , ,16.827, , , , ,7.674, , ,7.17, , , ,6.76, , , , 
6/30/2001,14.65, ,21.217, , ,16.745, , , , ,7.592, , ,7.087, , , ,6.678, , , , 
7/31/2001,14.591, ,21.059, , ,16.66, , , , ,7.536, , ,6.991, , , ,6.593, , , , 
8/31/2001,14.543, ,20.87, , ,16.575, , , , ,7.448, , ,6.921, , , ,6.508, , , , 
9/30/2001,14.414, ,20.698, , ,16.493, , , , ,7.371, , ,6.885, , , ,6.426, , , , 
10/31/2001,14.386, ,20.619, , ,16.408, , , , ,7.281, , ,6.782, , , ,6.342, , , , 
11/30/2001,14.334, ,20.903, , ,16.326, , , , ,7.198, , ,6.681, , , ,6.26, , , , 
12/31/2001,14.176, ,20.988, , ,16.241, , , , ,7.114, , ,6.613, , , ,6.175, , , , 
1/31/2002,14.187, ,20.89, , ,16.156, , , , ,7.029, , ,6.536, , , ,6.09, , , , 
2/28/2002,14.104, ,20.602, , ,16.079, , , , ,6.953, , ,6.466, , , ,6.014, , , , 
3/31/2002,13.943, ,20.632, , ,15.995, , , , ,6.868, , ,6.417, , , ,5.926, , , , 
4/30/2002,13.876, ,20.613, , ,15.912, , , , ,6.786, , ,6.355, , , ,5.844, , , , 
5/31/2002,13.792, ,20.803, , ,15.827, , , , ,6.701, , ,6.263, , , ,5.76, , , , 
6/30/2002,13.711, ,20.882, , ,15.745, , , , ,6.618, , ,6.175, , , ,5.678, , , , 
7/31/2002,10.687, ,20.692, , ,15.66, , , , ,6.533, , ,6.076, , , ,5.593, , , , 
8/31/2002,12.804, ,20.432, , ,15.575, , , , ,6.453, , ,5.99, , , ,5.508, , , , 
9/30/2002,12.55, ,20.151, , ,15.493, , , , ,6.441, , ,5.959, , , ,5.426, , , , 
10/31/2002,12.42, ,20.514, , ,15.408, , , , ,6.356, , ,5.874, , , ,5.342, , , , 
11/30/2002,12.491, ,20.867, , ,15.326, , , , ,6.273, , ,5.802, , , ,5.26, , , , 
12/31/2002,12.419, ,20.579, , ,15.241, , , , ,6.189, , ,5.722, , , ,5.175, , , , 
1/31/2003,12.428, ,20.382, , ,15.156, , , , ,7.496, , ,5.633, , , ,5.09, , , , 
2/28/2003,12.383, ,20.087, , ,15.079, , , , ,7.419, , ,5.551, , , ,5.014, , , , 
3/31/2003,12.265, ,19.902, , ,14.995, , , , ,7.334, , ,5.526, , , ,4.926, , , , 
4/30/2003,12.429, ,19.953, , ,14.912, , , , ,7.252, , ,5.444, , , ,4.844, , , , 
5/31/2003,12.515, ,20.247, , ,14.827, , , , ,7.167, , ,5.368, , , ,4.76, , , , 
6/30/2003,12.429, ,20.067, , ,14.745, , , , ,7.085, , ,5.288, , , ,4.678, , , , 
7/31/2003,13.806, ,19.965, , , , , , , ,7, , ,5.205, , , ,4.593, , , , 
8/31/2003,13.742, ,19.717, , , , , , , ,6.915, , ,5.12, , , ,4.508, , , , 
9/30/2003,13.57, ,19.648, , , , , , , ,6.833, , ,6.425, , , ,4.426, , , , 
10/31/2003,12.513, ,19.529, , , , , , , ,6.748, , ,6.34, , , ,4.342, , , , 
11/30/2003,12.374, ,19.778, , , , , , , ,6.666, , ,6.258, , , ,4.26, , , , 
12/31/2003,12.322, ,19.834, , , , , , , ,6.581, , ,6.173, , , ,4.175, , , , 
1/31/2004,12.276, ,20.074, , , , , , , ,6.496, , ,6.088, , , ,4.09, , , , 
2/29/2004,12.207, ,19.698, , , , , , , ,6.416, , ,6.008, , , ,4.011, , , , 
3/31/2004,12.151, ,19.735, , , , , , , ,6.334, , ,5.926, , , ,3.926, , , , 
4/30/2004,11.961, ,19.213, , , , , , , ,6.252, , ,5.844, , , ,3.844, , , , 
5/31/2004,11.859, ,19.384, , , , , , , ,6.167, , ,5.759, , , ,3.76, , , , 
6/30/2004,11.79, ,19.248, , , , , , , ,6.085, , ,5.677, , , ,3.678, , , , 
7/31/2004,10.618, ,19.222, , , , , , , ,6, , ,5.592, , , ,3.593, , , , 
8/31/2004,10.569, ,19.019, , , , , , , ,5.915, , ,5.507, , , ,3.508, , , , 
9/30/2004,10.502, ,19.045, , , , , , , ,5.833, , ,5.425, , , ,3.426, , , , 
10/31/2004,10.369, ,19.042, , , , , , , ,5.748, , ,5.34, , , ,3.342, , , , 
11/30/2004,10.315, ,19.23, , , , , , , ,5.666, , ,5.258, , , ,3.26, , , , 
12/31/2004,10.251, ,19.108, , , , ,15.5, , ,5.581, , ,5.173, , , ,3.175, , , , 
1/31/2005,10.268, ,19.252, , , , ,15.415, , ,5.496, , ,5.088, , , ,3.09, , , , 
2/28/2005,10.168, ,19.379, , , , ,15.339, , ,5.419, , ,5.011, , , ,3.014, , , , 
3/31/2005,10.067, ,19.186, , , , ,15.251, , ,5.334, , ,4.926, , , ,2.926, , , , 
4/30/2005,9.964, ,18.902, , , , ,15.169, , ,5.252, , ,4.844, , , ,2.844, , , , 
5/31/2005,9.938, ,19.041, , , , ,15.085, , ,5.167, , ,4.759, , , ,2.76, , , , 
6/30/2005,9.882, ,19.085, , , , ,15.003, , ,5.085, , ,4.677, , , ,2.678, , , , 
7/31/2005,9.816, ,18.938, , , , ,14.918, , ,5, , ,4.592, , , ,2.593, , , , 
8/31/2005,9.762, ,18.687, , , , ,14.833, , ,4.915, , ,4.507, , , ,2.508, , , , 
9/30/2005,9.699, ,18.819, , , , ,14.751, , ,4.833, , ,4.425, , , ,2.426, , , , 
10/31/2005,9.624, ,18.562, , , , ,14.667, , ,4.748, , ,4.34, , , ,2.342, , , , 
11/30/2005,9.569, ,18.808, , , , ,14.585, , ,4.666, , ,4.258, , , ,2.26, , , , 
12/31/2005,9.489, ,17.467, , , , ,14.5, , ,4.581, , ,4.173, , , ,2.175, , , , 
1/31/2006,9.418, ,17.482, , , , ,14.415, , ,4.496,21.956, ,4.088, , , ,2.09, , , , 
2/28/2006,9.346, ,17.293, , , , ,14.339, , ,4.419,21.879, ,4.011, , , ,2.014, , , , 
3/31/2006,9.226, ,17.273, , , , ,14.251, , ,4.334,21.795, ,3.926, , , ,1.926, , , , 
4/30/2006,9.064, ,17.245, , , , ,14.169, , ,4.252,21.712, ,3.844, , , ,1.844, , , , 
5/31/2006,8.972, ,19.243, , , , ,14.085, , ,4.167,21.627, ,3.759, , , ,1.76, , , , 
6/30/2006,8.917, ,19.244, , , , ,14.003, , ,4.085,21.545, ,3.677, , , ,1.678, , , , 
7/31/2006,8.849, ,19.212, , , , ,13.918, , ,4,21.46, ,3.592, , , ,1.593, , , , 
8/31/2006,8.742, ,18.948, , , , ,13.833, , ,3.915,21.375, ,3.507, , , ,1.508, , , , 
9/30/2006,8.727, ,18.716, , , , ,13.751, , ,3.833,21.293, ,3.425, , , ,1.426, , , , 
10/31/2006,8.605, ,18.722, , , , ,13.667, , ,3.748,21.208, , , , , ,1.342, , , , 
11/30/2006,8.538, ,18.68, , , , ,13.585, , ,3.666,21.126, , , , , ,1.26, , , , 
12/31/2006,8.474, ,18.718, , , , ,13.5, , ,3.581,21.041, , , , , ,1.175, , , , 
1/31/2007,8.431, ,18.633, , , , ,13.415, , ,3.496,20.956, , , ,28.844, ,1.09, , , , 
2/28/2007,8.34, ,18.274, , , , ,13.339, , ,3.419,20.879, , , ,28.767, ,1.014, , , , 
