, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, 
Date, GDUA, GDNG, GDPY, GDKR, GDUY, GDGT, GDRO, GDAR, GDCR, GDAO, GDBY, GDJM, GDJO, GDKE, GDMA, GDPK, GDBS, GDHU, GDKZ, GDMY, GDMN, 
5/31/2019,4.558,7.379,9.836,9.818,11.31,7.397,6.954,5.817,8.049,6.872,5.341,8.402,7.496,6.278,6.733,4.421,6.261,4.834,8.934,8.074,3.09, 
6/30/2019,4.653,7.62,10.061,9.287,11.578,7.645,7.248,6.132,8.206,7.332,5.426,8.321,7.704,6.519,6.99,4.471,6.202,4.863,9.143,8.047,3.057, 
7/31/2019,4.637,7.653,10.095,9.25,11.635,7.653,7.203,6.21,8.347,7.25,5.322,8.423,7.874,6.433,7.021,4.437,6.179,4.754,9.209,8.027,2.976, 
8/31/2019,4.68,7.524,10.306,9.455,12.017,7.74,7.387,4.239,8.68,7,5.352,8.415,7.707,6.408,7.108,4.292,6.123,4.821,9.339,8.263,2.879, 
9/30/2019,4.924,7.528,10.139,9.341,11.718,7.62,7.28,4.503,8.695,6.925,5.256,9.648,7.673,6.307,6.948,4.222,5.982,4.79,9.244,8.108,2.83, 
10/31/2019,4.938,7.399,10.514,9.251,12.294,7.594,7.181,4.452,8.619,6.854,5.205,9.697,7.685,6.293,6.909,4.215,5.921,4.691,9.241,8.079,2.805, 
11/30/2019,4.814,7.319,10.353,9.193,12.234,7.522,7.061,4.389,8.638,7.265,5.119,9.581,7.54,6.234,6.817,4.143,5.98,4.613,9.129,8.012,2.726, 
12/31/2019,4.814,7.347,10.411,9.089,12.255,7.561,7.036,4.926,8.822,7.584,5.097,9.661,7.566,6.335,6.958,4.166,5.932,4.558,9.142,7.873,2.673, 
1/31/2020,4.794,7.641,11.007,9.274,12.543,7.507,7.161,4.531,8.8,7.452,5.044,9.759,7.73,6.26,7.008,4.107,5.904,4.549,9.26,8.101,2.583, 
2/29/2020,4.767,7.522,11.161,9.374,12.467,7.508,7.185,4.299,8.604,7.133,5.049,9.681,7.575,6.243,6.98,4.047,5.846,4.78,9.301,8.278,2.494, 
3/31/2020,4.454,6.186,10.163,9.348,11.841,6.917,6.484,3.368,7.572,3.825,4.745,8.606,6.669,5.778,6.218,3.645,5.392,4.527,8.61,7.469,2.341, 
4/30/2020,4.373,6.461,10.228,9.318,11.802,8.047,6.524,3.63,7.317,3.988,4.642,8.535,7.001,5.646,6.34,3.663,5.169,5.528,8.587,7.649,2.63, 
5/31/2020,4.41,6.947,10.09,9.208,12.226,8.313,6.733,4.458,7.333,5.209,4.686,8.686,6.903,5.755,6.298,3.69,5.285,5.63,8.92,7.626,2.583, 
6/30/2020,4.414,7.133,10.243,9.201,12.522,8.409,6.88,4.641,7.462,6.332,5.307,9.042,7.198,5.852,6.635,3.747,5.261,5.517,8.936,7.663,2.569, 
7/31/2020,4.901,7.201,10.618,9.272,12.812,8.504,9.334,4.938,7.758,6.296,5.222,9.375,7.051,5.759,6.694,3.646,5.255,5.541,9.201,9.494,2.5, 
8/31/2020,4.981,7.376,10.567,9.041,12.706,8.518,9.116,5.571,7.884,6.203,5.169,9.351,6.98,5.831,6.694,3.661,5.173,5.567,9.239,9.258,2.431, 
9/30/2020,5.06,7.061,10.394,9.091,12.5,8.299,9.178,7.674,7.776,5.955,5.095,9.205,6.753,5.633,6.466,3.54,5.083,5.561,9.021,9.349,2.405, 
10/31/2020,5.037,7.049,10.379,8.908,12.437,8.399,9.042,7.387,7.114,5.796,5.03,9.323,6.838,5.714,6.247,4.067,5.571,5.466,9.069,9.275,2.848, 
11/30/2020,5.161,7.455,10.418,8.899,12.645,8.538,9.346,7.417,7.449,6.352,5.044,9.422,6.958,5.945,6.313,4.052,5.772,5.422,9.069,9.428,2.783, 
12/31/2020,5.246,7.479,10.384,8.858,12.742,8.627,9.262,7.394,7.632,6.668,5.02,9.584,7.012,5.98,9.729,4.058,5.85,5.325,8.979,9.273,2.728, 
1/31/2021,5.138,7.43,10.709,8.668,12.496,8.314,9.093,7.197,7.878,6.781,4.941,9.541,7.01,5.873,9.599,4.019,5.784,5.191,8.906,9.11,2.645, 
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, Maturity / WAL, 
Date, GDUA, GDNG, GDPY, GDKR, GDUY, GDGT, GDRO, GDAR, GDCR, GDAO, GDBY, GDJM, GDJO, GDKE, GDMA, GDPK, GDBS, GDHU, GDKZ, GDMY, GDMN, 
1/31/1992,, , , , , , , , , , , , , , , , , , , , , 
2/29/1992,,28.71, , , , , , , , , , , , , , , , , , , , 
3/31/1992,,28.626, , , , , , , , , , , , , , , , , , , , 
4/30/1992,,28.544, , , , , , , , , , , , , , , , , , , , 
5/31/1992,,28.459, , , , , , , , , , , , , , , , , , , , 
6/30/1992,,28.377, , , , , , , , , , , , , , , , , , , , 
7/31/1992,,28.292, , , , , , , , , , , , , , , , , , , , 
8/31/1992,,28.208, , , , , , , , , , , , , , , , , , , , 
9/30/1992,,28.126, , , , , , , , , , , , , , , , , , , , 
10/31/1992,,28.041, , , , , , , , , , , , ,16.169, , , , , , , 
11/30/1992,,27.959, , , , , , , , , , , , ,16.087, , , , , , , 
12/31/1992,,27.874, , , , , , , , , , , , ,16.003, , , , , , , 
1/31/1993,,27.79, , , , , , , , , , , , ,15.918, , , , , , , 
2/28/1993,,27.713, , , , , , , , , , , , ,15.842, , , , , , , 
3/31/1993,,27.626, , , , , , , , , , , , ,15.754, , , , , , , 
4/30/1993,,27.544, , , , , , , , , , , , ,15.672, , , , , , , 
5/31/1993,,27.459, , , , , ,29.833, , , , , , ,15.587, , , , , , , 
6/30/1993,,27.377, , , , , ,29.751, , , , , , ,15.505, , , , , , , 
7/31/1993,,27.292, , , , , ,29.666, , , , , , ,15.421, , , , , , , 
8/31/1993,,27.208, , , , , ,29.581, , , , , , ,15.336, , , , , , , 
9/30/1993,,27.126, , , , , ,29.499, , , , , , ,15.254, , , , , , , 
10/31/1993,,27.041, , , , , ,29.414, , , , , , ,15.169, , , , , , , 
11/30/1993,,26.959, , , , , ,18.516, , , , , , ,15.087, , , , , , , 
12/31/1993,,26.874, , , , , ,21.083, , , , , , ,15.003, , , , , , , 
1/31/1994,,26.79, , , , , ,21.663, , , , , , ,14.918, , , , , , , 
2/28/1994,,26.713, , , , , ,21.429, , , , , , ,14.842, , , , , , , 
3/31/1994,,26.626, , , , , ,21.282, , , , , , ,14.754, , , , , , , 
4/30/1994,,26.544, , , , , ,21.214, , , , , , ,14.672, , , , , , , 
5/31/1994,,26.459, , , , , ,20.93, , , , , , ,14.587, , , , , , , 
6/30/1994,,26.377, , , , , ,20.792, , , , , , ,14.505, , , , , , , 
7/31/1994,,26.292, , , , , ,20.729, , , , , , ,14.421, , , , , , , 
8/31/1994,,26.208, , , , , ,20.653, , , , , , ,14.336, , , , , , , 
9/30/1994,,26.126, , , , , ,20.493, , , , , , ,14.254, , , , , , , 
10/31/1994,,26.041, , , , , ,20.393, , , , , , ,14.169, , , , , , , 
11/30/1994,,25.959, , , , , ,20.083, , , , , , ,14.087, , , , , , , 
12/31/1994,,25.874, , , , , ,20.118, , , , , , ,14.003, , , , , , , 
1/31/1995,,25.79, , , , , ,20.347, , , , , , ,13.918, , , , , , , 
2/28/1995,,25.713, , , , , ,20.456, , , , , , ,13.842, , , , , , , 
3/31/1995,,25.626, , , , , ,20.496, , , , , , ,13.754, , , , , , , 
4/30/1995,,25.544, , , , , ,20.281, , , , , , ,13.672, , , , , , , 
5/31/1995,,25.459, , , , , ,20.007, , , , , , ,13.587, , , , , , , 
6/30/1995,,25.377, , , , , ,20.01, , , , , , ,13.505, , , , , , , 
7/31/1995,,25.292, , , , , ,19.858, , , , , , ,13.421, , , , , , , 
8/31/1995,,25.208, , , , , ,19.786, , , , , , ,13.336, , , , , , , 
9/30/1995,,25.126, , , , , ,20.002, , , , , , ,13.254, , , , , , , 
10/31/1995,,25.041, , , , , ,19.905, , , , ,28.145, ,13.169, , , , , , , 
11/30/1995,,8.916, , , , , ,19.469, , , , ,28.063, ,13.087, , , , , , , 
12/31/1995,,18.042, , , , , ,19.227, , , , ,27.978, ,13.003, , , , , , , 
1/31/1996,,17.894, , , , , ,19.04, , , , ,27.893, ,12.918, , , , , , , 
2/29/1996,,17.54, , , , , ,17.739, , , , ,27.814, ,12.839, , , , , , , 
3/31/1996,,17.645, , , , , ,18.024, , , , ,27.732, ,12.754, , , , , , , 
4/30/1996,,17.477, , , , , ,17.969, , , , ,27.649, ,12.672, , , , , , , 
5/31/1996,,17.203, , , , , ,17.622, , , , ,27.564, ,12.587, , , , , , , 
6/30/1996,,17.286, , , , , ,17.59, , , , ,27.482, ,12.505, , , , , , , 
7/31/1996,,17.209, , , , , ,17.472, , , , ,27.397, ,12.421, , , , , , , 
8/31/1996,,17.035, , , , , ,17.4, , , , ,27.312, ,12.336, , , , , , , 
9/30/1996,,17.13, , , , , ,17.569, , , , ,27.23, ,12.254, , , , , , , 
10/31/1996,,17.008, , , , , ,16.706, , , , ,27.145, ,12.169, , , , , , , 
11/30/1996,,16.825, , , , , ,17.052, , , , ,27.063, ,12.087, , , , , , , 
12/31/1996,,16.88, , , , , ,16.879, , , , ,26.978, ,12.003, , , , , , , 
1/31/1997,,16.722, , , , , ,15.418, , , , ,26.893, ,11.918, , , , , , , 
2/28/1997,,16.542, , , , , ,16.569, , , , ,26.816, ,11.842, , , , , , , 
3/31/1997,,16.595, , , , , ,16.447, , , , ,26.732, ,11.754, , , , , , , 
4/30/1997,,16.583, , , , , ,16.437, , , , ,26.649, ,11.672, , , , , , , 
5/31/1997,,16.41, , , , , ,16.276, , , , ,26.564, ,11.587, , , , , , , 
6/30/1997,,16.408, , , , , ,16.276, , , , ,26.482, ,11.505, , , , , , , 
7/31/1997,,16.389, , ,29.956, , ,16.451, , , , ,26.397, ,11.421, , , , , , , 
8/31/1997,,16.25, , ,29.871, , ,16.113, , , , ,26.312, ,11.336, , , , , , , 
9/30/1997,,16.349, , ,29.789, , ,14.406, , , , ,26.23, ,11.254, , , , , , , 
10/31/1997,,16.34, , ,29.704, , ,17.532, , , , ,26.145, ,11.169, , , ,0, , , 
11/30/1997,,16.099, , ,29.622, , ,17.467, , , , ,26.063, ,11.087, , , ,4.838, , , 
12/31/1997,,16.176, , ,29.537, , ,17.145, , , , ,25.978, ,11.003, , , ,4.753, , , 
1/31/1998,,16.016, , ,29.452, , ,17.352, , , , ,25.893, ,10.918, , , ,4.668, , , 
2/28/1998,,15.965, , ,29.375, , ,17.275, , , , ,25.816, ,10.842, , , ,4.592, , , 
3/31/1998,,15.975, , ,29.29, , ,17.251, , , , ,25.732, ,10.754, , , ,4.507, , , 
4/30/1998,,15.869, ,0,29.208, , ,17.101, , , , ,25.649, ,10.672, , ,4.94,4.425, , , 
5/31/1998,,15.746, ,8.602,29.123, , ,16.865, , , , ,25.564, ,10.587, , ,4.855,4.34, , , 
6/30/1998,,15.722, ,8.513,29.041, , ,16.756, , , , ,25.482, ,10.505, , ,4.773,4.258, , , 
7/31/1998,,15.688, ,8.429,28.956, , ,16.562, , , , ,25.397, ,10.421, , ,4.688,4.173, , , 
8/31/1998,,16.077, ,8.237,28.871, , ,16.509, , , , ,25.312, ,10.336, , ,4.603,4.088, , , 
9/30/1998,,15.82, ,8.245,28.789, , ,16.416, , , , ,25.23, ,10.254, , ,4.521,4.005, , , 
10/31/1998,,15.94, ,8.155,28.704, , ,16.361, , , , ,25.145, ,10.169, , ,4.436,3.921, , , 
11/30/1998,,15.343, ,8.111,28.622, , ,16.037, , , , ,25.063, ,10.087, , ,4.353,3.838, , , 
12/31/1998,,15.325, ,8.041,28.537, , ,15.318, , , , ,24.978, ,10.003, , ,4.268,3.753, , , 
1/31/1999,,15.215, ,7.97,28.452, , ,15.461, , , , ,24.893, ,9.918, , ,4.184,3.668, , , 
2/28/1999,,15.107, ,7.892,28.375, , ,14.679, , , , ,24.816, ,9.842, , ,4.107,3.592, , , 
3/31/1999,,15.116, ,7.804,28.29, , ,14.518, , , , ,24.732, ,9.754, , ,4.022,3.507, , , 
4/30/1999,,15.123, ,7.733,28.208, , ,14.97, , , , ,24.649, ,9.672, , ,5.244,3.425, , , 
5/31/1999,,14.921, ,7.631,28.123, , ,14.616, , , , ,24.564, ,9.587, , ,5.459,3.34, , , 
6/30/1999,,14.847, ,7.546,28.041, , ,14.481, , , , ,24.482, ,9.505, , ,5.377,3.258,9.921, , 
7/31/1999,,14.813, ,7.445,27.956, , ,14.304, , , , ,24.397, ,9.421, , ,5.288,3.173,9.836, , 
8/31/1999,,14.672, ,7.376,27.871, , ,14.314, , , , ,24.312, ,9.336, , ,5.194,3.088,9.751, , 
9/30/1999,,14.756, ,7.292,27.789, , ,14.44, , , , ,24.23, ,9.254, , ,5.12,3.005,9.668, , 
10/31/1999,,14.575, ,7.219,27.704, , ,14.345, , , , ,24.145, ,9.169, , ,4.999,2.921,9.584, , 
11/30/1999,,14.29, ,7.14,27.622, , ,14.149, , , , ,24.063, ,9.087, , ,4.914,3.822,9.501, , 
12/31/1999,,14.215, ,7.052,27.537, , ,14.209, , , , ,23.978, ,9.003,5.951, ,4.821,3.752,9.416, , 
1/31/2000,,14.068, ,6.957,27.452, , ,14.02, , , , ,23.893, ,8.918,5.866, ,4.734,3.673,9.332, , 
2/29/2000,,14.231, ,6.888,27.373, , ,14.869, , , , ,23.814, ,8.839,5.786, ,4.658,3.601,9.252, , 
3/31/2000,6.956,14.418, ,6.807,27.29, , ,14.633, , , , ,23.732, ,8.754,5.704, ,4.586,3.544,9.17, , 
4/30/2000,6.874,14.732, ,6.719,27.208, , ,14.623, , , , ,23.649, ,8.672,5.622, ,4.524,3.433,9.088, , 
5/31/2000,6.789,14.334, ,6.617,27.123, , ,14.936, , , , ,23.564, ,8.587,5.537, ,4.442,4.6,9.003, , 
6/30/2000,6.707,14.464, ,6.554,19.515, , ,14.862, , , , ,23.482, ,8.505,5.455, ,4.364,4.516,8.921, , 
7/31/2000,6.622,14.571, ,6.471,19.189, , ,14.634, , , , ,23.397, ,8.421,5.37, ,4.279,4.45,8.836, , 
8/31/2000,6.537,14.627, ,6.398,19.093, , ,14.535, , , , ,23.312, ,8.336,5.285, ,4.199,4.368,8.751, , 
9/30/2000,6.455,14.475, ,6.307,18.96, , ,14.451, , , , ,23.23, ,8.254,5.203, ,4.126,4.322,8.668, , 
10/31/2000,6.37,14.495, ,6.222,19.021, , ,14.622, , , , ,23.145, ,8.169,5.118, ,4.018,4.242,8.584, , 
11/30/2000,6.288,14.352, ,6.136,18.798, , ,14.497, , , , ,23.063, ,8.087,5.036, ,3.941,4.117,8.501, , 
12/31/2000,6.203,14.056, ,6.072,18.806, , ,14.544, , , , ,22.978, ,8.003,4.951, ,5.299,4.036,8.416, , 
1/31/2001,6.118,13.987, ,5.981,18.376, , ,14.676, , , , ,22.893, ,7.918,4.866, ,5.214,3.959,8.332, , 
2/28/2001,6.041,13.728, ,5.912,18.532, , ,14.697, , , , ,22.816, ,7.842,4.789, ,5.137,3.895,8.255, , 
3/31/2001,5.956,13.665, ,5.833,18.447, , ,14.862, , , , ,22.732, ,7.754,4.704, ,5.052,3.853,8.17, , 
4/30/2001,5.874,13.631, ,5.744,18.288, , ,14.935, , , , ,22.649, ,7.683,4.622, ,4.97,3.794,8.088, , 
5/31/2001,5.789,13.295, ,5.67,19.369, , ,14.748, , , ,9.956,22.564, ,7.598,4.537, ,4.885,3.658,8.003, , 
6/30/2001,5.707,13.265, ,5.589,19.397, , ,14.676, , , ,9.874,22.482, ,7.516,4.455, ,4.803,3.578,7.921, , 
7/31/2001,5.622,12.947, ,5.514,19.241, , ,14.519, , , ,9.789,22.397, ,7.432,4.37, ,4.718,3.497,8.635, , 
8/31/2001,5.537,12.949, ,5.438,19.214, , ,14.328, , , ,9.704,22.312, ,7.347,4.285, ,4.633,3.414,8.553, , 
9/30/2001,5.455,13.062, ,5.352,19.141, , ,14.274, , , ,9.622,22.23, ,7.265,4.203, ,4.551,3.368,8.469, , 
10/31/2001,5.37,12.904, ,5.282,19.213, , ,14.512, , , ,9.537,22.145, ,7.18,4.118, ,4.466,4.371,8.386, , 
11/30/2001,5.288,12.526, ,5.208,16.62, , ,21.332, , , ,9.455,22.063, ,7.098,4.036, ,4.384,4.254,8.303, , 
12/31/2001,5.203,12.673, ,5.112,15.912, , ,21.247, , , ,9.37,21.978, ,7.014,3.951, ,4.299,4.172,8.242, , 
1/31/2002,5.118,12.748, ,5.025,15.763, , ,21.162, , , ,9.285,21.893, ,6.929,3.866, ,4.214,4.085,8.138, , 
2/28/2002,5.041,12.755, ,4.958,15.419, , ,21.085, , , ,9.208,21.816, ,6.852,3.789, ,4.137,4.007,8.062, , 
3/31/2002,4.956,12.554, ,4.852,15.009, , ,21, , , ,9.123,21.732, ,6.765,3.704, ,4.052,3.925,8.264, , 
4/30/2002,4.874,12.47, ,5.959,15.304, , ,20.918, , , ,9.041,21.649, ,6.683,3.622, ,3.97,3.883,8.185, , 
5/31/2002,4.789,12.308, ,5.874,15.228, , ,20.833, , , ,8.956,21.564, ,6.598,3.537, ,3.885,3.772,8.099, , 
6/30/2002,4.707,12.258, ,5.792,15.516, , ,0, , , ,5.212,21.482, ,6.516,3.455, ,3.803,3.694,8.032, , 
7/31/2002,4.622,12.593, ,5.708,15.282,0, ,0,0, , ,11.387,21.397, ,6.432,3.37, ,3.718,3.606,7.933, , 
8/31/2002,4.537,12.685, ,5.623,15.13,9.189, ,0,6.704, , ,11.136,21.312, ,6.347,3.285, ,3.633,3.515,7.853, , 
9/30/2002,4.455,12.921, ,5.541,14.914,9.107, ,0,6.622, , ,11.029,21.23, ,6.257,3.203, ,3.551,3.444,7.775, , 
10/31/2002,4.37,12.876, ,5.456,14.95,9.022, ,0,6.537, , ,10.969,21.145, ,6.172,3.118, ,3.466,3.404,7.686, , 
11/30/2002,4.288,12.246, ,5.374,14.977,8.94, ,0,6.455, , ,10.962,21.063, ,6.09,3.036, ,3.384,3.295,7.6, , 
12/31/2002,4.203,11.46, ,5.29,14.942,8.855, ,0,6.37, , ,10.786,20.978, ,6.005,2.951, ,3.299,3.209,7.535, , 
1/31/2003,4.118,11.19, ,5.205,14.645,8.77, ,0,6.285, , ,10.691,20.893, ,5.921,2.866, ,3.214,3.125,7.433, , 
2/28/2003,4.041,11.12, ,5.128,14.582,8.693, ,0,6.208, , ,10.624,20.816, ,5.844,2.789, ,3.137,3.051,7.359, , 
3/31/2003,3.956,17.626, ,5.041,14.61,8.608, ,0,6.123, , ,10.531,20.732, ,5.757,2.704, ,3.052,2.966,7.273, , 
4/30/2003,3.874,17.544, ,4.959,14.336,8.526, ,0,6.041, , ,10.464,20.649, ,5.675,2.622, ,2.97,2.928,7.191, , 
5/31/2003,3.789,11.059, ,4.874,14.407,8.441, , ,5.956, , ,10.387,20.564, ,5.59,2.537, ,2.885,2.817,7.114, , 
6/30/2003,5.879,11.117, ,5.842,16.863,8.359, , ,5.874, , ,10.191,20.482, ,5.508,2.455, ,2.803,2.736,7.048, , 
7/31/2003,6.003,11.139, ,5.725,17.317,8.274, , ,5.789, , ,10.057,20.397, ,5.423,2.37, ,2.718,2.648,6.942, , 
8/31/2003,5.932,10.803, ,5.646,17.181,8.962, , ,5.704, , ,10.01,20.312, ,5.339,2.285, ,2.633,2.567,6.861, , 
9/30/2003,6.095,10.784, ,5.589,17.363,8.896, , ,5.622, , ,9.926,20.23, ,5.257,2.203, ,2.551,2.479,6.78, , 
10/31/2003,6.01,10.709, ,5.531,17.235,8.815, , ,5.537, , ,9.844,20.145, ,5.172,2.118, ,2.466,3.526,6.696, , 
11/30/2003,6.282,10.423, ,5.457,17.094,8.756, , ,5.455, , ,9.854,20.063, ,5.09,2.036, ,2.384,3.444,6.615, , 
12/31/2003,6.217,10.366, ,5.361,16.869,8.672, , ,5.37, , ,9.709,0, ,5.005,1.951, ,2.299,3.359,6.551, , 
1/31/2004,6.118,10.28, ,5.273,16.687,8.592, , ,5.285, , ,9.699, , ,4.921,0, ,2.214,3.274,6.449, , 
2/29/2004,6.048,10.242, ,5.197,16.608,8.494, , ,5.205, , ,9.595, , ,4.842,4.973, ,2.134,3.195,6.368, , 
3/31/2004,6.398,10.269, ,5.119,16.8,8.412, , ,5.123, , ,9.502, , ,4.757,4.888, ,2.052,3.112,6.289, , 
4/30/2004,6.242,10.312, ,5.041,16.54,8.33, , ,5.041, , ,9.934, , ,4.675,4.806, ,1.97,3.03,6.201, , 
5/31/2004,6.163,10.152, ,4.952,16.517,8.261, , ,4.956, , ,9.897, , ,4.59,4.721, ,1.885,2.945,6.113, , 
6/30/2004,6.067,10.127, ,4.853,16.427,8.181, , ,4.874, , ,9.675, , ,4.508,4.639, ,1.803,2.863,6.054, , 
7/31/2004,5.991,10.042, ,4.776,16.304,8.093, , ,4.789, , ,9.632, , ,4.423,4.555, ,1.718,2.778,5.954, , 
8/31/2004,5.785,10.092, ,4.7,16.349,7.99, , ,4.704, , ,9.588, , ,4.339,4.47, ,1.633,2.693,5.874, , 
9/30/2004,5.884,10.154, ,5.57,16.579,7.911, , ,4.622, , ,9.483, , ,4.257,4.388, ,1.551,2.611,5.793, , 
10/31/2004,5.818,10.032, ,5.546,16.558,14.784, , ,4.537, , ,9.411, , ,4.172,4.303, ,1.466,2.526,5.709, , 
11/30/2004,5.76,9.877, ,5.442,16.507,14.829, , ,4.455, , ,9.407, , ,4.09,4.221, ,1.384,2.444,5.624, , 
12/31/2004,5.677,9.912, ,5.358,16.423,14.734, , ,8.322, , ,11.212, , ,4.005,4.137, ,1.299,2.359,5.562, , 
1/31/2005,5.626,9.754, ,5.299,16.207,14.669, , ,8.26, , ,11.076, , ,3.921,4.052, ,1.214,2.274,5.462, , 
2/28/2005,5.555,9.665, ,5.212,16.381,14.694, , ,8.148, , ,11.023, , ,3.844,3.975, ,6.882,2.197,5.384, , 
3/31/2005,5.643,9.745, ,5.094,16.354,14.524, , ,8.07, , ,10.91, , ,3.757,3.888, ,6.767,2.112,5.299, , 
4/30/2005,5.563,9.762, ,5.085,16.234,14.302, , ,7.996, , ,10.848, , ,3.675,3.806, ,9.764,2.03,5.219, , 
5/31/2005,5.494,9.524, ,5.019,15.389,14.337, , ,7.954, , ,10.845, , ,3.59,3.721, ,9.679,1.945,5.138, , 
6/30/2005,5.414,9.499, ,4.934,15.369,14.269, ,30.514,7.883, , ,10.564, , ,3.508,3.639, ,9.597,1.863,5.077, , 
7/31/2005,5.327,9.439, ,4.829,15.203,14.25, ,30.37,7.798, , ,10.461, , ,3.423,3.555, ,9.512,1.778,4.972, , 
8/31/2005,5.247,9.212, ,4.756,15.222,14.253, ,30.309,7.679, , ,10.372, , ,3.339,3.47, ,9.427,1.693,4.889, , 
9/30/2005,5.382,9.301, ,4.643,15.27,14.232, ,30.214,7.625, , ,10.289, , ,3.257,3.388, ,9.345,1.611,4.805, , 
10/31/2005,5.278,9.694, ,4.591,15.209,13.927, ,30.113,7.516, , ,11.488, , ,3.172,3.303, ,9.26,1.526,4.717, , 
11/30/2005,5.208,9.602, ,5.596,15.158,13.987, ,30.056,7.499, , ,11.539, , ,3.09,3.221, ,9.178,1.444,4.636, , 
12/31/2005,5.103,9.687, ,5.527,15.175,13.917, ,30.014,7.43, , ,11.483, , ,3.008,3.137, ,9.093,1.359,4.572, , 
1/31/2006,5.008,9.453, ,5.437,15.295,13.918, ,29.94,7.369, , ,11.39, , ,2.921,3.052, ,9.008,1.274,4.469, , 
2/28/2006,4.957,9.39, ,5.387,15.249,14, ,29.879,7.268, , ,13.413, , ,2.844,2.975, ,8.932,1.197,4.391, , 
3/31/2006,5.639,9.507, ,5.216,16.767,13.94, ,29.722,7.183, , ,13.292, , ,2.757,11.842, ,8.847,1.112,5.516, , 
4/30/2006,5.556,9.279, ,5.184,16.642,13.628, ,29.619,7.097, , ,13.178, , ,2.675,11.687, ,8.764,1.03,5.424, , 
5/31/2006,5.458,9.125, ,5.075,16.527,13.642, ,29.511,7.044, , ,13.11, , ,2.59,11.599, ,8.679,0.945,5.338, , 
6/30/2006,5.346,9.24, ,4.976,16.325,13.503, ,29.574,6.964, , ,13.046, , ,2.508,11.402, ,8.597, ,5.286, , 
7/31/2006,5.275,9.12, ,4.909,16.251,13.447, ,29.521,6.882, , ,13.009, , ,2.423,11.358, ,8.512, ,5.216, , 
8/31/2006,5.227,8.893, ,4.874,16.318,13.507, ,29.494,6.772, , ,12.928, , ,2.339,11.402, ,8.427, ,5.143, , 
9/30/2006,5.146,9.016, ,4.795,16.254,13.455, ,29.432,6.707, , ,12.869, , ,2.257,11.234, ,8.345, ,5.04, , 
10/31/2006,5.066,3.181, ,4.798,17.36,13.186, ,29.411,6.634, , ,12.807, , ,2.172,11.268, ,8.26, ,4.961, , 
11/30/2006,6.508,3.099, ,4.716,20.295,13.264, ,29.333,6.598, , ,12.814, , ,2.09,11.353, ,8.178, ,4.891, , 
12/31/2006,6.425,3.014, ,5.027,20.257,13.27, ,29.311,6.525, , ,12.798, , ,2.005,11.41, ,8.093, ,3.577, , 
1/31/2007,6.341,2.929, ,4.918,20.055,13.166, ,29.143,6.435, , ,12.762, , ,1.921,11.273, ,8.008, ,3.472, , 
2/28/2007,6.296,2.852, ,4.897,20.011,13.249, ,29.02,6.332, , ,12.635, , ,1.844,11.277, ,7.932, ,3.397, , 
3/31/2007,6.224,2.767, ,4.77,19.897,13.188, ,28.915,6.264, , ,15.11, , ,1.757,11.078, ,7.847, ,3.313, , 
4/30/2007,6.144, , ,8.933,19.83,12.951, ,28.791,6.193, , ,15.014, , ,1.675,11.028, ,7.764, ,3.232, , 
5/31/2007,6.022, , ,8.799,19.855,12.969, ,28.684,6.146, , ,15.003, , ,1.59,10.858, ,7.679, ,3.143, , 
6/30/2007,5.797, , ,8.728,19.786,12.854, ,28.633,6.053, , ,14.964, , ,1.508,10.403, ,7.597, ,3.081, , 
7/31/2007,5.705, , ,8.637,19.651,12.746, ,28.573,5.952, , ,14.83, , ,1.423,10.039, ,7.512, ,2.978, , 
8/31/2007,5.647, , ,8.559,19.514,12.738, ,28.484,5.833, , ,14.671, , , ,10.058, ,7.427, ,2.896, , 
9/30/2007,5.602, , ,8.489,19.401,12.637, ,28.406,5.766, , ,14.632, , , ,9.821, ,7.345, ,2.816, , 
10/31/2007,5.517, , ,8.41,19.369,12.432, ,28.35,5.684, , ,15.361, , , ,9.957, ,7.26, ,2.731, , 
11/30/2007,6.09, , ,8.307,19.366,12.513, ,28.219,5.637, , ,15.377, , , ,9.851, ,7.178, ,2.652, , 
12/31/2007,6.021, , ,8.216,19.253,12.422, ,28.157,5.548, , ,15.355, , , ,9.883, ,7.093, ,2.592, , 
1/31/2008,5.95, , ,8.111,19.019,12.31, ,28.058,5.46, , ,15.26, , , ,9.616, ,7.008, ,2.496, , 
