, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, 
Date, GDUA, GDNG, GDPY, GDKR, GDUY, GDGT, GDRO, GDAR, GDCR, GDAO, GDBY, GDJM, GDJO, GDKE, GDMA, GDPK, GDBS, GDHU, GDKZ, GDMY, GDMN, 
4/30/2005,3.592,5.991, ,4.26,7.698,6.704, , ,5.478, , ,6.078, , ,0.196,3.285, ,7.727,1.763,4.237, , 
5/31/2005,3.532,5.977, ,4.196,7.636,6.768, , ,5.462, , ,6.17, , ,0.112,3.2, ,7.657,1.763,4.161, , 
6/30/2005,3.536,5.946, ,4.139,7.72,6.774, ,13.456,5.411, , ,6.265, , ,0.037,3.122, ,7.573,1.683,4.153, , 
7/31/2005,3.453,5.903, ,4.03,7.75,6.813, ,13.461,5.335, , ,6.246, , ,-0.033,3.047, ,7.444,1.607,4.128, , 
8/31/2005,3.465,5.753, ,3.958,7.783,6.804, ,13.37,5.354, , ,6.17, , ,0.371,3.057, ,7.555,1.515,4.048, , 
9/30/2005,3.616,5.814, ,3.873,7.941,6.827, ,13.829,5.359, , ,6.119, , ,0.291,2.98, ,7.435,1.433,3.954, , 
10/31/2005,3.494,6.035, ,3.861,7.739,6.678, ,13.37,5.231, , ,6.399, , ,0.212,2.892, ,7.325,1.349,3.86, , 
11/30/2005,3.431,6.084, ,4.354,7.755,6.704, ,13.637,5.224, , ,6.407, , ,0.135,2.809, ,7.242,1.335,3.78, , 
12/31/2005,3.403,6.213, ,4.303,7.855,6.627, ,11.281,5.155, , ,6.471, , ,0.058,2.726, ,7.149,1.252,3.762, , 
1/31/2006,3.295,6.002, ,4.214,8.117,6.656, ,11.594,5.137, , ,6.545, , ,-0.018,2.643, ,7.054,1.169,3.742, , 
2/28/2006,3.359,5.919, ,4.151,8.162,6.782, ,12.244,5.147, , ,6.994, , ,0.374,2.654, ,7.139,1.092,3.663, , 
3/31/2006,3.837,5.987, ,4.018,8.442,6.656, ,11.998,5.101, , ,6.879, , ,0.284,6.331, ,7.025,1.01,4.418, , 
4/30/2006,3.763,5.775, ,4.014,8.288,6.544, ,11.96,5.012, , ,6.843, , ,0.218,6.24, ,6.938,0.929,4.331, , 
5/31/2006,3.624,5.77, ,3.934,8.076,6.536, ,11.361,4.957, , ,6.708, , ,0.13,6.071, ,6.842, ,4.234, , 
6/30/2006,3.597,5.804, ,3.848,7.792,6.343, ,11.609,4.863, , ,6.643, , ,0.06,5.937, ,6.743, ,4.204, , 
7/31/2006,3.561,5.82, ,3.789,8.082,6.342, ,11.966,4.823, , ,6.707, , ,-0.017,5.761, ,6.68, ,4.203, , 
8/31/2006,3.664,5.657, ,3.76,8.229,6.419, ,12.338,4.831, , ,6.771, , ,0.367,5.832, ,6.799, ,4.139, , 
9/30/2006,3.603,5.819, ,3.714,8.27,6.44, ,12.316,4.816, , ,6.751, , ,0.285,5.96, ,6.717, ,4.094, , 
10/31/2006,3.542,1.507, ,3.728,8.597,6.432, ,12.728,4.755, , ,6.78, , ,0.205,6.01, ,6.641, ,4.019, , 
11/30/2006,4.616,1.416, ,3.684,9.747,6.509, ,12.724,4.73, , ,6.784, , ,0.128,6.102, ,6.576, ,3.956, , 
12/31/2006,4.596,1.478, ,3.914,9.799,6.527, ,13.345,4.667, , ,6.855, , ,0.087,6.133, ,6.476, ,3.022, , 
1/31/2007,4.507,1.393, ,3.804,9.683,6.385, ,13.294,4.597, , ,6.9, , ,-0.016,5.968, ,6.38, ,2.992, , 
2/28/2007,4.556,1.313, ,3.788,9.679,6.466, ,13.07,4.606, , ,6.91, , ,0.364,5.938, ,6.491, ,2.924, , 
3/31/2007,4.511, , ,3.697,9.799,6.456, ,13.149,4.585, , ,7.419, , ,0.277,5.996, ,6.413, ,2.84, , 
4/30/2007,4.43, , ,6.744,9.779,6.44, ,12.536,4.518, , ,7.373, , ,0.202,5.964, ,6.331, ,2.763, , 
5/31/2007,4.388, , ,6.642,9.914,6.454, ,12.205,4.47, , ,7.326, , ,0.12,5.781, ,6.221, ,2.672, , 
6/30/2007,4.311, , ,6.629,9.65,6.321, ,11.885,4.37, , ,7.3, , ,0.06,6.085, ,6.134, ,2.641, , 
7/31/2007,4.2, , ,6.556,9.517,6.135, ,11.103,4.289, , ,7.154, , , ,5.57, ,6.071, ,2.605, , 
8/31/2007,4.234, , ,6.498,9.364,6.086, ,11.108,4.279, , ,7.112, , , ,5.567, ,6.166, ,2.533, , 
9/30/2007,4.227, , ,6.487,9.545,6.074, ,11.55,4.272, , ,7.215, , , ,5.597, ,6.1, ,2.46, , 
10/31/2007,4.149, , ,6.43,9.631,6.109, ,12.202,4.196, , ,7.355, , , ,5.737, ,6.019, ,2.379, , 
11/30/2007,4.558, , ,6.426,9.672,6.151, ,11.724,4.158, , ,7.348, , , ,5.595, ,6, ,2.309, , 
12/31/2007,4.54, , ,6.415,9.56,6.075, ,11.799,4.07, , ,7.345, , , ,5.49, ,5.919, ,2.266, , 
1/31/2008,4.514, , ,6.384,9.452,6.001, ,11.502,4.107, , ,7.322, , , ,5.426, ,5.886, ,2.251, , 
2/29/2008,4.503, , ,6.291,9.276,5.816, ,11.2,4.035, , ,7.228, , , ,7.031, ,5.971, ,2.178, , 
3/31/2008,4.444, , ,6.301,9.23,5.766, ,10.725,3.979, , ,7.184, , , ,7.057, ,5.877, ,2.087, , 
4/30/2008,4.343, , ,6.149,9.315,5.786, ,10.628,3.906, , ,7.204, , , ,6.826, ,5.713, ,1.996, , 
5/31/2008,4.285, , ,6.116,9.373,5.784, ,10.587,4.496, , ,7.225, , , ,6.613, ,5.622, ,1.942, , 
6/30/2008,4.12, , ,6.037,9.133,5.634, ,10.317,4.402, , ,6.96, , , ,6.429, ,5.54, ,2.649, , 
7/31/2008,4.023, , ,5.981,9.143,5.561, ,10.186,4.422, , ,6.884, , , ,6.332, ,5.448, ,2.655, , 
8/31/2008,4.462, , ,5.904,9.151,5.512, ,9.771,4.329, , ,6.924, , , ,5.709, ,5.5, ,2.57, , 
9/30/2008,4.237, , ,5.721,8.896,5.404, ,8.196,4.295, , ,6.71, , , ,5.353, ,5.455, ,2.487, , 
10/31/2008,3.46, , ,5.382,6.702,4.338, ,5.558,3.85, , ,5.533, , , ,4.297, ,5.136, ,2.367, , 
11/30/2008,3.33, , ,5.438,7.569,4.355, ,5.536,3.886, , ,5.393, , , ,4.492, ,5.177, ,2.31, , 
12/31/2008,3.236, , ,5.581,8.21,4.335, ,6.187,3.829, , ,5.3, , , ,4.343, ,5.036, ,2.248, , 
1/31/2009,3.44, , ,5.466,8.124,4.524, ,6.93,3.92, , ,5.424, , , ,4.429, ,4.988, ,2.243, , 
2/28/2009,3.043, , ,5.338,8.075,4.505, ,5.974,3.895, , ,5.21, , , ,4.35, ,5.044, ,2.169, , 
3/31/2009,3.237, , ,5.26,7.99,4.394, ,5.47,3.831, , ,5.039, , , ,4.834, ,4.933, ,2.086, , 
4/30/2009,3.597, , ,5.525,8.232,4.459, ,5.727,3.782, , ,5.038, , , ,4.942, ,4.883, ,2.013, , 
5/31/2009,3.732, , ,5.571,8.899,4.609, ,6.966,3.746, , ,5.469, , , ,5.297, ,4.89, ,1.934, , 
6/30/2009,3.726, , ,5.503,8.725,4.619, ,8.231,3.657, , ,5.643, , , ,5.411, ,4.742, ,1.854, , 
7/31/2009,3.667, , ,5.485,9.071,4.756, ,8.227,3.685, , ,5.69, , , ,5.468, ,4.701, ,1.837, , 
8/31/2009,3.784, , ,5.415,8.923,4.758, ,8.295,3.631, , ,5.316, , , ,5.886, ,4.783, ,1.754, , 
9/30/2009,3.659, , ,5.422,9.144,4.714, ,9.508,3.627, , ,5.639, , , ,6.05, ,4.715, ,1.672, , 
10/31/2009,3.496, , ,5.428,9.139,4.682, ,9.836,3.549, , ,5.614, , , ,6.041, ,4.625, ,1.592, , 
11/30/2009,3.488, , ,5.389,9.361,4.635, ,9.457,3.477, , ,5.127, , , ,5.938, ,4.553, ,1.509, , 
12/31/2009,3.499, , ,5.278,9.172,4.575, ,9.91,3.388, , ,5.316, , , ,5.82,10.76,4.462, ,1.425, , 
1/31/2010,3.521, , ,5.206,9.123,4.616, ,9.228,3.416, , ,5.539, , , ,5.678,10.763,4.398, ,1.393, , 
2/28/2010,3.473, , ,5.145,9.036,4.626, ,8.926,3.368, , ,5.983, , , ,5.576,10.712,6.237, ,1.318, , 
3/31/2010,4.058, , ,5.085,9.322,4.603, ,9.687,3.881, , ,6.228, , , ,5.944,10.603,6.214, ,1.228, , 
4/30/2010,3.976, , ,5.109,9.254,4.656, ,9.735,3.822, , ,6.345, , , ,5.864,10.616,6.09, ,1.147, , 
5/31/2010,3.907, , ,5.025,9.242,4.522, ,9.212,3.732, , ,6.894, , , ,5.784,10.822,5.918, ,1.059, , 
6/30/2010,3.891, , ,4.991,9.29,4.552, ,8.8,3.66, , ,6.99, , , ,5.752,10.91,5.805, ,0.979, , 
7/31/2010,3.906, , ,4.931,9.473,4.546, ,9.059,3.727, , ,7.127, , , ,5.667,10.768,5.894, ,4.435, , 
8/31/2010,3.799, , ,4.901,9.606,4.47, ,8.921,3.636, ,3.945,7.127, , , ,5.478,10.873,5.856, ,4.343, , 
9/30/2010,4.7, , ,4.843,9.676,4.583, ,9.308,3.623, ,3.895,7.129, , , ,5.593,10.738,5.856, ,4.263, , 
10/31/2010,4.639, , ,4.828,9.779,4.768, ,9.927,3.569, ,3.803,7.174, , , ,5.648,10.869,5.801, ,4.18, , 
11/30/2010,4.542, , ,4.713,9.603,6.171, ,9.47,3.467, ,3.708,7.041, , , ,5.578,11.16,5.522, ,4.089, , 
12/31/2010,4.588, , ,4.603,9.296,5.927, ,9.883,3.344, ,3.651,7.065,4.404, , ,5.427,10.792,5.454, ,4.091, , 
1/31/2011,4.508,7.401, ,4.53,9.306,5.863, ,9.601,3.335, ,4.231,7.066,4.279, , ,5.147,10.774,5.528, ,4.011, , 
2/28/2011,4.973,7.297, ,4.44,9.182,5.826, ,9.366,3.969, ,4.246,6.813,4.21, , ,5.088,10.597,5.537, ,3.932, , 
3/31/2011,4.992,7.234, ,4.359,9.25,5.762, ,9.515,3.927, ,4.058,6.844,4.123, , ,5.135,10.59,6.952, ,3.847, , 
4/30/2011,4.937,7.233, ,4.357,9.232,5.757, ,9.439,3.85, ,4.019,6.819,4.057, , ,5.151,10.547,7.329, ,3.769, , 
5/31/2011,4.86,7.151, ,4.322,9.356,5.621, ,9.283,3.77, ,3.879,6.788,4.049, , ,5.111,10.932,7.298, ,3.683, , 
6/30/2011,5.008,7.104, ,4.241,9.367,5.475, ,9.549,3.708, ,3.816,6.873,3.974, , ,4.959,10.922,7.232, ,3.659, , 
7/31/2011,4.941,7.265, ,4.198,9.419,5.277, ,9.465,3.716, ,3.807,6.782,3.881, , ,4.93,10.904,7.155, ,5.079, , 
8/31/2011,4.849,7.129, ,4.126,9.426,5.182, ,8.998,3.619, ,3.764,6.652,3.782, , ,4.774,10.803,7.046, ,5.011, , 
9/30/2011,4.599,6.862, ,4.031,9.127,5.256, ,8.042,3.549, ,3.495,6.458,3.677, , ,4.685,10.596,6.845, ,4.901, , 
10/31/2011,4.623,6.96, ,4.042,9.345,5.28, ,8.521,3.496, ,3.606,6.497,3.622, , ,4.635,10.615,6.765, ,4.858, , 
11/30/2011,4.413,6.825, ,3.978,9.405,5.401, ,8.022,3.41, ,3.536,6.348,3.593, , ,4.557,10.861,6.562, ,4.755, , 
12/31/2011,4.38,6.721, ,3.918,10.311,5.26, ,8.324,3.33, ,3.462,6.359,3.509, , ,4.445,10.829,6.348, ,4.699, , 
1/31/2012,4.313,6.871, ,3.843,10.316,5.325, ,8.712,3.328, ,3.52,6.236,3.422, , ,4.217,10.811,6.442, ,4.672, , 
2/29/2012,4.311,6.827, ,3.741,10.239,5.269,7.344,8.484,4.263, ,3.547,6.227,3.349, , ,4.205,10.802,6.428, ,4.608, , 
3/31/2012,4.203,6.799, ,3.678,10.297,5.196,7.309,8.212,4.235, ,3.44,6.237,3.281, , ,4.278,10.704,6.439, ,4.531, , 
4/30/2012,4.192,6.697, ,3.682,10.262,5.203,7.222,7.916,4.132, ,3.379,6.144,3.21, , ,4.197,10.672,6.445, ,4.454, , 
5/31/2012,4.073,6.543, ,3.625,10.13,5.002,7.007,6.962,4.051, ,3.263,5.983,3.185, , ,4.218,10.82,6.179, ,4.374, , 
6/30/2012,4.64,6.478, ,4.044,10.265,6.36,7.01,7.741,3.982, ,3.215,6.082,3.096, , ,4.158,10.788,6.347, ,4.316, , 
7/31/2012,4.404,6.609, ,3.976,10.506,6.511,6.95,7.682,3.989, ,3.217,6.024,3.017, , ,4.134,10.756,6.467, ,4.306, , 
8/31/2012,4.385,6.582, ,3.91,10.458,8.097,7.139,7.679,3.906,4.18,3.214,5.948,2.931, , ,4.134,10.703,6.549, ,4.228, , 
9/30/2012,4.086,6.508, ,3.885,10.531,8.023,7.13,8.259,3.87,4.171,3.167,5.914,2.854, , ,4.21,10.666,6.666, ,4.17, , 
10/31/2012,4.071,6.453, ,3.875,10.427,8.242,7.089,7.592,3.82,4.11,3.101,5.859,2.768, , ,4.186,10.632,6.711, ,4.078, , 
11/30/2012,4.337,6.388, ,3.815,11.667,7.99,7.043,7.362,6.603,4.085,3.015,5.745,2.741, , ,4.235,10.896,6.54, ,4.003, , 
12/31/2012,4.25,6.332, ,3.734,11.579,8.046,7.019,8.058,6.524,4.001,2.967,5.786,2.656, ,10.539,4.177,10.839,6.475, ,3.949,6.707, 
1/31/2013,4.247,6.457,8.117,3.63,11.34,8.152,6.936,7.558,6.565,3.944,2.976,5.73,2.577, ,10.457,4.045,10.822,6.468, ,3.897,6.605, 
2/28/2013,4.415,6.328,8.017,3.566,11.213,8.941,7.573,7.105,6.454,3.892,2.969,5.684,2.499, ,10.295,3.945,10.752,6.386, ,3.815,6.495, 
3/31/2013,4.321,6.24,7.969,3.483,11.291,8.883,7.458,7.72,7.427,3.826,2.885,5.644,2.415, ,10.167,3.918,10.69,6.178, ,3.721,6.377, 
4/30/2013,4.446,6.175,7.895,4.449,11.421,8.977,7.452,7.869,9.441,3.738,2.819,5.614,2.344, ,10.26,3.913,10.606,6.39, ,3.648,6.313, 
5/31/2013,4.437,6.068,7.786,4.316,10.877,8.79,7.32,7.494,9.213,3.692,2.742,5.518,2.308, ,9.832,4.154,10.736,6.174, ,3.549,6.221, 
6/30/2013,4.492,5.872,7.673,4.194,10.44,8.502,7.169,7.485,8.883,3.573,2.597,5.447,2.22, ,9.505,3.867,10.531,6.001, ,3.435,6.175, 
7/31/2013,4.461,5.965,7.713,4.115,10.51,8.509,7.121,7.557,8.988,3.533,2.562,5.415,2.142, ,9.502,3.959,10.333,5.961, ,3.412,6.125, 
8/31/2013,4.351,5.869,7.601,4.015,10.005,8.419,7.189,7.364,8.675,3.502,2.469,5.35,2.062, ,9.137,3.783,10.133,5.888, ,3.288,5.912, 
9/30/2013,4.264,5.804,7.516,5.944,10.293,8.358,7.148,7.773,8.637,3.433,2.421,5.287,1.982, ,9.261,3.837,10.066,5.979, ,3.239,5.924, 
10/31/2013,4.265,5.767,7.493,5.97,10.317,8.416,7.09,7.946,8.79,3.359,2.38,5.211,1.901, ,9.365,3.8,9.98,5.997, ,3.153,5.904, 
11/30/2013,4.214,5.661,7.42,5.894,10.046,8.149,7,8.339,8.618,3.332,2.291,5.161,1.856, ,9.135,3.768,10.231,6.103, ,3.076,5.757, 
12/31/2013,3.735,5.583,7.329,5.801,9.953,8.2,6.919,8.298,8.497,3.253,2.227,5.21,1.773, ,9.273,3.702,10.048,6.067, ,2.998,5.774, 
1/31/2014,3.586,5.627,7.436,5.732,9.914,8.135,8.098,7.483,8.442,3.152,2.194,5.161,1.688, ,9.308,3.644,8.802,5.939, ,2.972,5.647, 
2/28/2014,3.582,5.535,7.393,5.661,10.007,8.237,8.331,7.855,8.441,3.142,2.175,5.132,1.616, ,9.435,3.61,8.739,6.677, ,2.904,5.565, 
3/31/2014,3.61,5.474,7.294,5.613,10.111,8.32,8.259,7.978,8.391,3.076,2.102,5.215,1.53, ,9.379,3.602,8.654,6.708, ,2.822,5.483, 
4/30/2014,3.424,5.412,7.204,5.604,10.107,8.336,8.277,7.943,9.661,2.988,2.011,5.252,1.451, ,9.329,4.618,8.606,6.697, ,2.739,5.47, 
5/31/2014,3.486,5.362,7.15,5.557,10.261,8.344,8.278,7.771,9.837,2.968,1.962,5.194,1.397, ,9.482,4.7,8.711,6.708, ,2.67,5.473, 
6/30/2014,3.447,5.275,7.058,8.118,11.474,8.359,8.19,8.268,9.712,2.878,1.901,5.753,1.316,6.613,9.553,4.57,8.628,6.659, ,3.636,5.445, 
7/31/2014,3.397,5.34,7.122,8.089,11.417,8.288,8.166,8.761,9.718,2.79,1.848,6.037,1.233,6.559,9.48,4.532,8.695,6.575, ,3.62,5.389, 
8/31/2014,3.225,5.265,11.945,8.161,11.68,8.301,8.299,9.731,9.754,2.763,2.902,6.005,1.151,6.495,9.48,4.397,8.589,6.556, ,3.547,5.301, 
9/30/2014,3.227,5.154,11.79,8.019,11.267,8.289,8.154,10.193,9.371,2.668,2.841,5.958,1.07,6.369,9.336,4.318,8.488,6.524, ,3.452,5.254, 
10/31/2014,3.168,5.056,11.791,8.122,11.321,8.241,8.12,10.139,9.584,2.576,2.765,5.97,0.988,6.305,9.332,4.375,8.447,6.469,11.23,3.372,5.172, 
11/30/2014,2.95,4.953,11.69,8.125,11.345,8.145,8.096,2.068,9.447,2.507,2.673,5.891, ,6.159,9.333,4.364,8.513,6.472,11.046,3.297,5.095, 
12/31/2014,3.194,4.788,11.598,8.143,11.357,8.116,8.017,2.056,9.141,2.38,2.486,5.818, ,6.216,9.398,4.204,8.426,6.352,10.806,3.202,5.044, 
1/31/2015,2.951,4.749,11.769,8.335,11.658,8.059,8.237, ,9.118,2.269,2.421,5.88, ,6.115,9.613,4.135,8.425,6.465,10.511,3.183,4.939, 
2/28/2015,2.711,4.743,11.886,8.041,12.104,8.095,8.237, ,9.238,2.257,2.358,5.925, ,6.058,9.531,4.058,8.372,6.414,10.468,3.091,4.908, 
3/31/2015,2.594,4.713,11.831,8.047,12.1,7.953,8.093, ,9.984,2.183,2.357,5.903, ,5.962,9.458,4.039,8.316,6.389,10.258,3.014,4.804, 
4/30/2015,2.706,4.685,10.867,7.961,11.909,7.976,7.979, ,10.114,2.14,2.281,5.879, ,5.906,9.243,4.475,8.249,6.308,10.767,6.469,4.809, 
5/31/2015,2.738,4.57,10.771,7.805,11.828,7.874,7.829, ,9.757,2.082,2.228,5.829, ,5.81,9.126,4.396,8.297,6.207,10.521,6.401,4.735, 
6/30/2015,3.006,4.474,10.369,7.635,11.531,7.89,7.557, ,9.622,1.978,2.149,5.883, ,5.868,9.079,4.373,8.227,6.041,10.306,6.188,4.75, 
7/31/2015,3.098,4.485,10.521,7.681,11.524,7.753,7.6, ,9.559,1.883,2.194,7.023, ,5.719,8.974,4.256,8.224,5.996,9.895,8.968,4.626, 
8/31/2015,3.253,4.336,10.423,7.601,11.237,7.693,7.669, ,9.334,1.815,2.096,6.913, ,5.608,8.83,4.14,8.129,5.958,9.702,8.777,4.434, 
9/30/2015,3.31,4.205,10.208,7.584,10.945,7.531,7.58, ,9.015,1.701,2.029,6.906, ,5.421,8.744,4.057,8.051,5.916,9.53,8.616,4.393, 
10/31/2015,3.235,4.187,10.324,7.576,10.826,7.568,7.537, ,9.173,1.653,1.967,6.845, ,5.377,8.706,4.4,7.972,5.877,9.687,8.723,4.32, 
11/30/2015,5.426,4.1,10.044,7.478,10.736,7.462,7.445, ,8.916,4.611,1.895,6.757,7.585,5.26,8.483,4.289,7.971,5.82,9.771,8.671,4.197, 
12/31/2015,5.237,3.945,9.832,8.184,10.58,7.455,7.338, ,8.608,4.362,1.801,6.623,7.504,5.294,8.585,4.21,7.905,5.713,9.555,8.479,4.172, 
1/31/2016,5.208,3.994,9.904,8.297,10.534,7.313,7.34, ,8.63,4.034,1.795,6.613,7.516,5.239,8.476,4.09,7.914,5.667,9.588,8.641,4.042, 
2/29/2016,5.175,3.917,10.034,8.41,10.684,7.286,7.415, ,8.571,4.146,1.722,6.612,7.432,5.201,8.515,3.998,7.825,5.809,9.671,8.645,3.861, 
3/31/2016,5.11,3.867,9.653,8.367,10.829,7.32,7.384, ,8.941,4.212,1.646,6.619,7.422,5.165,8.624,4.042,7.69,5.857,9.707,8.745,3.921, 
4/30/2016,5.117,3.804,9.562,8.282,10.843,7.345,7.316,6.247,9.178,4.286,1.571,6.686,7.338,5.077,8.6,4.011,7.614,5.767,9.885,9.833,3.827, 
5/31/2016,4.977,3.734,9.475,8.407,10.757,7.414,7.185,7.143,9.014,4.466,1.488,6.622,7.238,4.952,8.443,3.967,7.663,5.691,9.734,9.737,3.743, 
6/30/2016,4.95,3.673,9.627,8.547,11.093,7.448,7.191,7.513,9.4,4.435,1.405,7.116,7.158,5.046,8.702,4.474,7.568,5.666,9.993,9.826,3.746, 
7/31/2016,4.889,3.712,9.797,8.567,11.343,7.501,7.236,7.611,9.762,4.279,1.385,7.372,7.308,4.999,8.813,4.513,7.582,5.641,10.137,9.862,3.804, 
8/31/2016,4.987,3.653,9.937,8.44,11.489,7.453,7.381,7.662,9.862,4.44,1.304,8.376,7.229,4.956,8.854,4.46,7.522,5.629,10.268,9.993,3.631, 
9/30/2016,4.888,3.562,9.82,8.341,11.363,7.418,7.317,7.622,9.716,4.356,1.226,8.424,7.144,4.88,8.671,4.39,7.427,5.679,10.191,9.779,3.609, 
10/31/2016,4.823,3.46,9.683,8.11,11.131,7.343,7.143,7.567,9.601,4.243,1.147,8.338,7.022,4.833,8.524,4.421,7.351,5.551,10.03,9.644,3.588, 
11/30/2016,4.654,3.345,9.134,7.715,10.532,7.104,6.854,7.077,8.879,4.336,1.064,7.958,7.326,4.686,8.074,4.284,7.312,5.352,9.609,9.187,3.416, 
12/31/2016,4.638,3.305,9.146,7.613,10.552,7.103,6.722,7.188,8.781,4.339,0.977,8.004,7.25,4.747,8.179,4.224,7.185,5.258,9.68,9.139,3.431, 
1/31/2017,4.539,3.338,9.114,7.73,10.687,7.078,6.721,6.872,9.037,4.228, ,8.081,7.321,4.698,8.207,4.173,7.188,5.195,9.838,9.225,4.245, 
2/28/2017,4.648,5.587,9.241,7.751,10.684,7.073,6.816,6.842,9.096,4.434, ,8.137,7.266,4.653,8.135,4.121,7.039,5.393,9.751,9.263,4.23, 
3/31/2017,4.544,5.478,9.107,7.649,10.763,7.063,6.773,6.789,9.232,4.393, ,8.104,7.196,4.587,8.126,4.059,7.017,5.411,9.734,9.149,4.485, 
4/30/2017,4.494,6.087,9.087,7.679,10.896,7.042,6.717,6.953,9.428,4.349, ,8.155,7.122,4.535,8.106,4.071,6.966,5.362,9.752,9.196,4.474, 
5/31/2017,4.465,6.059,9.046,7.621,10.9,7.009,6.667,6.884,9.361,4.612, ,8.162,6.947,4.474,8.106,3.994,6.997,5.302,9.672,9.172,4.39, 
6/30/2017,4.376,5.915,9.026,7.626,10.964,7.169,6.6,7.119,9.288,4.497,5.671,8.078,6.851,4.531,8.181,3.97,6.915,5.228,9.547,9.097,4.341, 
7/31/2017,4.301,6.909,9.054,7.555,11.008,7.103,6.566,7.074,9.322,4.439,5.662,8.479,6.973,4.446,8.113,3.87,6.908,5.204,9.706,8.991,4.28, 
8/31/2017,4.431,6.996,9.143,7.521,11.078,7.051,6.616,7.252,9.271,4.528,5.645,9.076,6.885,4.399,8.097,3.806,6.83,5.17,9.718,8.992,4.204, 
9/30/2017,5.466,6.859,9.002,7.31,11.059,7.073,6.516,7.205,9.415,4.448,5.586,9.098,6.776,4.364,7.945,3.771,6.733,5.164,9.615,8.886,4.172, 
10/31/2017,5.398,6.79,9.023,7.291,11.082,7.058,6.427,7.475,9.256,4.399,5.483,9.224,8.617,4.223,7.875,3.739,6.671,5.232,9.669,8.981,4.162, 
11/30/2017,5.317,8.271,8.965,7.185,11.147,6.967,6.365,7.411,9.169,4.687,5.385,9.086,8.469,4.166,7.807,3.647,7.389,5.173,9.64,8.914,4.213, 
12/31/2017,5.226,8.329,8.838,7.15,11.193,6.954,6.298,7.396,9.025,4.649,5.406,8.973,8.425,4.222,7.913,4.382,7.333,5.112,9.606,8.811,4.169, 
1/31/2018,5.205,8.276,8.81,6.961,11.026,6.866,6.219,7.391,9.11,4.604,5.384,9.044,8.62,4.128,7.834,4.292,7.041,4.993,9.605,8.644,4.097, 
2/28/2018,5.202,8.454,8.686,6.798,10.767,6.79,6.133,7.122,8.991,4.593,6.226,8.909,8.485,6.165,7.602,4.175,6.937,4.844,9.383,8.449,4.002, 
3/31/2018,5.145,8.409,9.452,6.814,10.649,6.699,6.033,7.025,9.054,4.533,6.103,8.83,8.233,6.216,7.443,4.034,6.852,4.973,9.221,8.378,3.942, 
4/30/2018,4.985,8.236,9.425,9.24,11.28,6.688,5.865,7.307,8.809,4.443,5.976,8.793,8.119,6.035,7.291,4.501,6.763,4.849,9.157,8.377,3.911, 
5/31/2018,4.903,8.164,9.201,9.137,11.252,6.603,5.793,6.955,8.488,6.882,5.898,8.554,7.977,5.847,7.192,4.399,6.804,4.76,9.093,8.283,3.824, 
6/30/2018,4.701,7.813,9.012,9.109,11.228,6.567,7.222,6.634,8.53,6.635,5.83,8.411,7.731,6.609,7.189,4.278,6.702,4.649,8.932,8.098,3.752, 
7/31/2018,4.711,7.963,9.242,8.991,11.336,6.488,7.344,6.794,8.825,7.04,5.803,8.592,7.986,6.753,7.291,4.363,6.681,4.649,9.187,8.109,3.699, 
8/31/2018,4.663,7.798,9.274,8.919,11.34,6.406,7.313,6.316,8.318,7.138,5.794,8.478,7.737,6.562,7.205,4.202,6.602,4.572,9.129,8.113,3.609, 
9/30/2018,4.854,7.919,9.077,9.75,11.293,6.317,7.187,6.543,7.966,7.249,5.749,8.511,7.738,6.578,7.091,4.213,6.508,4.55,9.033,7.98,3.557, 
10/31/2018,4.707,7.541,8.873,9.562,10.876,6.187,6.898,6.375,7.661,6.988,5.649,8.542,7.628,6.339,6.895,4.133,6.433,4.425,8.895,7.879,3.519, 
11/30/2018,4.66,7.318,8.759,9.521,10.779,6.2,6.783,6.228,7.884,6.86,5.476,8.371,7.461,6.09,6.746,4.003,6.494,4.341,8.664,7.837,3.423, 
12/31/2018,4.557,7.259,8.844,9.676,11.022,6.18,6.924,6.112,7.679,6.909,5.487,8.319,7.39,6.088,6.91,4.632,6.413,4.342,8.78,7.909,3.377, 
1/31/2019,4.595,7.586,9.062,9.658,11.224,6.14,6.954,6.44,7.905,7.266,5.455,8.475,7.707,6.359,6.916,4.66,6.382,4.898,9.02,7.918,3.321, 
2/28/2019,4.672,7.75,9.828,9.561,11.172,6.098,7.001,6.303,8.143,7.24,5.557,8.428,7.732,6.545,6.864,4.565,6.319,4.876,9.016,7.905,3.274, 
3/31/2019,4.704,7.685,9.976,9.768,11.344,6.024,6.949,6.182,8.257,7.2,5.465,8.448,7.676,6.477,6.852,4.546,6.26,4.907,8.976,7.917,3.215, 
4/30/2019,4.632,7.567,9.913,9.663,11.246,6.023,6.932,5.852,8.222,7.106,5.408,8.499,7.659,6.324,6.768,4.532,6.2,4.858,9.006,7.964,3.173, 
