,Argentina,Brazil,Chile,China,Colombia,Egypt,Greece,India,Korea,Malaysia,Mexico,Pakistan,Peru,Philippines,Poland,Qatar,Russia,Saudi Arabia,South Africa,Taiwan,Thailand,Turkey,United Arab Emirates
1996-03-19,,,,,,,,,,19.091402,6.3107440000000015,,,,,,,,,,,,
1996-03-20,,,,,,,,,,19.091402,6.500826,,,,,,,,,,,,
1996-03-21,,,,,,,,,,19.091402,6.462811,,,,,,,,,,,,
1996-03-22,,,,,,,,,,19.441698,6.538844,,,,,,,,,,,,
1996-03-25,,,,,,,,,,19.616854,6.538844,,,,,,,,,,,,
1996-03-26,,,,,,,,,,19.441698,6.576861,,,,,,,,,,,,
1996-03-27,,,,,,,,,,19.26655,6.424792,,,,,,,,,,,,
1996-03-28,,,,,,,,,,19.26655,6.500826,,,,,,,,,,,,
1996-03-29,,,,,,,,,,19.35413,6.462811,,,,,,,,,,,,
1996-04-01,,,,,,,,,,19.441698,6.652893,,,,,,,,,,,,
1996-04-02,,,,,,,,,,19.441698,6.576861,,,,,,,,,,,,
1996-04-03,,,,,,,,,,19.616854,6.614876,,,,,,,,,,,,
1996-04-04,,,,,,,,,,19.616854,6.614876,,,,,,,,,,,,
1996-04-08,,,,,,,,,,19.26655,6.462811,,,,,,,,,,,,
1996-04-09,,,,,,,,,,19.441698,6.462811,,,,,,,,,,,,
1996-04-10,,,,,,,,,,19.091402,6.538844,,,,,,,,,,,,
1996-04-11,,,,,,,,,,19.091402,6.424792,,,,,,,,,,,,
1996-04-12,,,,,,,,,,19.26655,6.804958999999998,,,,,,,,,,,,
1996-04-15,,,,,,,,,,19.616854,6.919009,,,,,,,,,,,,
1996-04-16,,,,,,,,,,19.616854,6.880991000000002,,,,,,,,,,,,
1996-04-17,,,,,,,,,,19.616854,7.071075,,,,,,,,,,,,
1996-04-18,,,,,,,,,,19.616854,7.223141,,,,,,,,,,,,
1996-04-19,,,,,,,,,,19.87958,7.337188999999999,,,,,,,,,,,,
1996-04-22,,,,,,,,,,19.96715,7.299174000000002,,,,,,,,,,,,
1996-04-23,,,,,,,,,,20.054718,7.223141,,,,,,,,,,,,
1996-04-24,,,,,,,,,,19.96715,7.185124000000001,,,,,,,,,,,,
1996-04-25,,,,,,,,,,19.616854,7.109091,,,,,,,,,,,,
1996-04-26,,,,,,,,,,19.96715,7.147107000000001,,,,,,,,,,,,
1996-04-29,,,,,,,,,,19.96715,6.995042,,,,,,,,,,,,
1996-04-30,,,,,,,,,,20.229879,7.0330580000000005,,,,,,,,,,,,
1996-05-01,,,,,,,,,,20.405024,7.071075,,,,,,,,,,,,
1996-05-02,,,,,,,,,,20.1423,6.842974000000001,,,,,,,,,,,,
1996-05-03,,,,,,,,,,20.1423,6.880991000000002,,,,,,,,,,,,
1996-05-06,,,,,,,,,,19.87958,6.690909,,,,,,,,,,,,
1996-05-07,,,,,,,,,,19.87958,6.7669440000000005,,,,,,,,,,,,
1996-05-08,,,,,,,,,,19.87958,6.957027,,,,,,,,,,,,
1996-05-09,,,,,,,,,,20.229879,7.0330580000000005,,,,,,,,,,,,
1996-05-10,,,,,,,,,,20.054718,7.071075,,,,,,,,,,,,
1996-05-13,,,,,,,,,,20.1423,7.109091,,,,,,,,,,,,
1996-05-14,,,,,,,,,,20.1423,7.147107000000001,,,,,,,,,,,,
1996-05-15,,,,,,,,,,20.1423,7.147107000000001,,,,,,,,,,,,
1996-05-16,,,,,,,,,,20.1423,7.109091,,,,,,,,,,,,
1996-05-17,,,,,,,,,,20.229879,7.185124000000001,,,,,,,,,,,,
1996-05-20,,,,,,,,,,20.1423,7.261156,,,,,,,,,,,,
1996-05-21,,,,,,,,,,20.054718,7.375209,,,,,,,,,,,,
1996-05-22,,,,,,,,,,19.87958,7.337188999999999,,,,,,,,,,,,
1996-05-23,,,,,,,,,,19.704428,7.337188999999999,,,,,,,,,,,,
1996-05-24,,,,,,,,,,19.87958,7.299174000000002,,,,,,,,,,,,
1996-05-28,,,,,,,,,,19.616854,7.337188999999999,,,,,,,,,,,,
1996-05-29,,,,,,,,,,19.616854,7.261156,,,,,,,,,,,,
1996-05-30,,,,,,,,,,19.792004,7.185124000000001,,,,,,,,,,,,
1996-05-31,,,,,,,,,,19.792004,7.071075,,,,,,,,,,,,
1996-06-03,,,,,,,,,,19.441698,7.109091,,,,,,,,,,,,
1996-06-04,,,,,,,,,,19.441698,7.223141,,,,,,,,,,,,
1996-06-05,,,,,,,,,,19.441698,7.185124000000001,,,,,,,,,,,,
1996-06-06,,,,,,,,,,19.441698,7.223141,,,,,,,,,,,,
1996-06-07,,,,,,,,,,19.441698,7.071075,,,,,,,,,,,,
1996-06-10,,,,,,,,,,19.529274,7.071075,,,,,,,,,,,,
1996-06-11,,,,,,,,,,19.26655,7.071075,,,,,,,,,,,,
1996-06-12,,,,,,,,,,19.26655,6.995042,,,,,,,,,,,,
1996-06-13,,,,,,,,,,19.091402,6.995042,,,,,,,,,,,,
1996-06-14,,,,,,,,,,19.441698,6.957027,,,,,,,,,,,,
1996-06-17,,,,,,,,,,19.529274,6.957027,,,,,,,,,,,,
1996-06-18,,,,,,,,,,19.616854,7.0330580000000005,,,,,,,,,,,,
1996-06-19,,,,,,,,,,20.054718,7.109091,,,,,,,,,,,,
1996-06-20,,,,,,,,,,19.96715,7.071075,,,,,,,,,,,,
1996-06-21,,,,,,,,,,19.792004,6.995042,,,,,,,,,,,,
1996-06-24,,,,,,,,,,20.054718,6.7669440000000005,,,,,,,,,,,,
1996-06-25,,,,,,,,,,20.054718,6.919009,,,,,,,,,,,,
1996-06-26,,,,,,,,,,19.616854,6.880991000000002,,,,,,,,,,,,
1996-06-27,,,,,,,,,,19.792004,7.109091,,,,,,,,,,,,
1996-06-28,,,,,,,,,,19.96715,7.071075,,,,,,,,,,,,
1996-07-01,,,,,,,,,,19.87958,6.919009,,,,,,,,,,,,
1996-07-02,,,,,,,,,,19.96715,6.957027,,,,,,,,,,,,
1996-07-03,,,,,,,,,,19.96715,6.919009,,,,,,,,,,,,
1996-07-05,,,,,,,,,,19.792004,6.690909,,,,,,,,,,,,
1996-07-08,,,,,,,,,,19.704428,6.538844,,,,,,,,,,,,
1996-07-09,,,,,,,,,,19.792004,6.614876,,,,,,,,,,,,
1996-07-10,,,,,,,,,,19.87958,6.690909,,,,,,,,,,,,
1996-07-11,,,,,,,,,,19.616854,6.462811,,,,,,,,,,,,
1996-07-12,,,,,,,,,,19.792004,6.614876,,,,,,,,,,,,
1996-07-15,,,,,,,,,,19.441698,6.272727,,,,,,,,,,,,
1996-07-16,,,,,,,,,,18.565948,6.158679,,,,,,,,,,,,
1996-07-17,,,,,,,,,,19.441698,6.462811,,,,,,,,,,,,
1996-07-18,,,,,,,,,,19.96715,6.614876,,,,,,,,,,,,
1996-07-19,,,,,,,,,,19.792004,6.614876,,,,,,,,,,,,
1996-07-22,,,,,,,,,,19.26655,6.500826,,,,,,,,,,,,
1996-07-23,,,,,,,,,,19.441698,6.462811,,,,,,,,,,,,
1996-07-24,,,,,,,,,,19.441698,6.386778,,,,,,,,,,,,
1996-07-25,,,,,,,,,,19.26655,6.500826,,,,,,,,,,,,
1996-07-26,,,,,,,,,,19.26655,6.386778,,,,,,,,,,,,
1996-07-29,,,,,,,,,,18.741096,6.348762000000002,,,,,,,,,,,,
1996-07-30,,,,,,,,,,18.565948,6.424792,,,,,,,,,,,,
1996-07-31,,,,,,,,,,18.565948,6.386778,,,,,,,,,,,,
1996-08-01,,,,,,,,,,18.828674,6.690909,,,,,,,,,,,,
1996-08-02,,,,,,,,,,18.916241,6.919009,,,,,,,,,,,,
1996-08-05,,,,,,,,,,19.178976,6.880991000000002,,,,,,,,,,,,
1996-08-06,,,,,,,,,,18.916241,6.880991000000002,,,,,,,,,,,,
1996-08-07,,,,,,,,,,18.916241,6.919009,,,,,,,,,,,,
1996-08-08,,,,,,,,,,19.091402,6.880991000000002,,,,,,,,,,,,
1996-08-09,,,,,,,,,,18.741096,6.880991000000002,,,,,,,,,,,,
1996-08-12,,,,,,,,,,19.091402,6.995042,,,,,,,,,,,,
1996-08-13,,,,,,,,,,19.26655,7.0330580000000005,,,,,,,,,,,,
1996-08-14,,,,,,,,,,19.441698,6.995042,,,,,,,,,,,,
1996-08-15,,,,,,,,,,19.26655,7.185124000000001,,,,,,,,,,,,
1996-08-16,,,,,,,,,,19.616854,7.261156,,,,,,,,,,,,
1996-08-19,,,,,,,,,,19.26655,7.337188999999999,,,,,,,,,,,,
1996-08-20,,,,,,,,,,19.441698,7.299174000000002,,,,,,,,,,,,
1996-08-21,,,,,,,,,,19.616854,7.413224,,,,,,,,,,,,
1996-08-22,,,,,,,,,,19.441698,7.413224,,,,,,,,,,,,
1996-08-23,,,,,,,,,,19.441698,7.299174000000002,,,,,,,,,,,,
1996-08-26,,,,,,,,,,19.626755,7.384438999999999,,,,,,,,,,,,
1996-08-27,,,,,,,,,,19.714373,7.4225020000000015,,,,,,,,,,,,
1996-08-28,,,,,,,,,,19.714373,7.49863,,,,,,,,,,,,
1996-08-29,,,,,,,,,,19.451511,7.156053,,,,,,,,,,,,
1996-08-30,,,,,,,,,,19.626755,7.041861,,,,,,,,,,,,
1996-09-03,,,,,,,,,,19.101038,7.041861,,,,,,,,,,,,
1996-09-04,,,,,,,,,,18.925789,7.156053,,,,,,,,,,,,
1996-09-05,,,,,,,,,,18.575319,7.041861,,,,,,,,,,,,
1996-09-06,,,,,,,,,,18.925789,7.156053,,,,,,,,,,,,
1996-09-09,,,,,,,,,,19.101038,7.079926,,,,,,,,,,,,
1996-09-10,,,,,,,,,,19.276276,7.232181,,,,,,,,,,,,
1996-09-11,,,,,,,,,,19.101038,7.232181,,,,,,,,,,,,
1996-09-12,,,,,,,,,,19.363899,7.232181,,,,,,,,,,,,
1996-09-13,,,,,,,,,,19.451511,7.156053,,,,,,,,,,,,
1996-09-16,,,,,,,,,,19.451511,7.156053,,,,,,,,,,,,
1996-09-17,,,,,,,,,,19.276276,7.194118,,,,,,,,,,,,
1996-09-18,,,,,,,,,,19.539131,7.232181,,,,,,,,,,,,
1996-09-19,,,,,,,,,,19.801994,7.308311,,,,,,,,,,,,
1996-09-20,,,,,,,,,,19.714373,7.194118,,,,,,,,,,,,
1996-09-23,,,,,,,,,,19.714373,7.156053,,,,,,,,,,,,
1996-09-24,,,,,,,,,,20.06484,7.194118,,,,,,,,,,,,
1996-09-25,,,,,,,,,,19.626755,7.232181,,,,,,,,,,,,
1996-09-26,,,,,,,,,,19.714373,7.156053,,,,,,,,,,,,
1996-09-27,,,,,,,,,,19.714373,7.041861,,,,,,,,,,,,
1996-09-30,,,,,,,,,,19.801994,7.041861,,,,,,,,,,,,
1996-10-01,,,,,,,,,,19.801994,7.194118,,,,,,,,,,,,
1996-10-02,,,,,,,,,,19.977228,7.270246,,,,,,,,,,,,
1996-10-03,,,,,,,,,,20.152466,7.308311,,,,,,,,,,,,
1996-10-04,,,,,,,,,,20.327702,7.346373,,,,,,,,,,,,
1996-10-07,,,,,,,,,,20.240091,7.308311,,,,,,,,,,,,
1996-10-08,,,,,,,,,,19.801994,7.308311,,,,,,,,,,,,
1996-10-09,,,,,,,,,,19.626755,7.308311,,,,,,,,,,,,
1996-10-10,,,,,,,,,,19.539131,7.232181,,,,,,,,,,,,
1996-10-11,,,,,,,,,,19.977228,7.194118,,,,,,,,,,,,
1996-10-14,,,,,,,,,,20.152466,7.0037970000000005,,,,,,,,,,,,
1996-10-15,,,,,,,,,,20.152466,6.851539999999999,,,,,,,,,,,,
1996-10-16,,,,,,,,,,19.889614,6.851539999999999,,,,,,,,,,,,
1996-10-17,,,,,,,,,,19.889614,6.927667,,,,,,,,,,,,
1996-10-18,,,,,,,,,,20.327702,7.079926,,,,,,,,,,,,
1996-10-21,,,,,,,,,,20.152466,7.0037970000000005,,,,,,,,,,,,
1996-10-22,,,,,,,,,,20.327702,6.965733,,,,,,,,,,,,
1996-10-23,,,,,,,,,,20.502949,6.737348,,,,,,,,,,,,
1996-10-24,,,,,,,,,,20.678179,6.889606,,,,,,,,,,,,
1996-10-25,,,,,,,,,,20.678179,6.737348,,,,,,,,,,,,
1996-10-28,,,,,,,,,,20.502949,6.775411999999998,,,,,,,,,,,,
1996-10-29,,,,,,,,,,20.327702,6.623156,,,,,,,,,,,,
1996-10-30,,,,,,,,,,20.152466,6.508965,,,,,,,,,,,,
1996-10-31,,,,,,,,,,20.152466,6.623156,,,,,,,,,,,,
1996-11-01,,,,,,,,,,20.152466,6.699284,,,,,,,,,,,,
1996-11-04,,,,,,,,,,20.152466,6.699284,,,,,,,,,,,,
1996-11-05,,,,,,,,,,20.152466,6.699284,,,,,,,,,,,,
1996-11-06,,,,,,,,,,20.152466,6.851539999999999,,,,,,,,,,,,
1996-11-07,,,,,,,,,,20.327702,6.851539999999999,,,,,,,,,,,,
1996-11-08,,,,,,,,,,20.240091,6.927667,,,,,,,,,,,,
1996-11-11,,,,,,,,,,20.415323,7.079926,,,,,,,,,,,,
1996-11-12,,,,,,,,,,20.502949,6.965733,,,,,,,,,,,,
1996-11-13,,,,,,,,,,20.327702,7.0037970000000005,,,,,,,,,,,,
1996-11-14,,,,,,,,,,20.502949,7.0037970000000005,,,,,,,,,,,,
1996-11-15,,,,,,,,,,20.678179,6.965733,,,,,,,,,,,,
1996-11-18,,,,,,,,,,20.678179,7.0037970000000005,,,,,,,,,,,,
1996-11-19,,,,,,,,,,20.678179,7.0037970000000005,,,,,,,,,,,,
1996-11-20,,,,,,,,,,20.853422,6.965733,,,,,,,,,,,,
1996-11-21,,,,,,,,,,20.853422,6.889606,,,,,,,,,,,,
1996-11-22,,,,,,,,,,21.028666,6.889606,,,,,,,,,,,,
1996-11-25,,,,,,,,,,21.379147,6.775411999999998,,,,,,,,,,,,
1996-11-26,,,,,,,,,,21.379147,6.813475,,,,,,,,,,,,
1996-11-27,,,,,,,,,,21.641998,6.813475,,,,,,,,,,,,
1996-11-29,,,,,,,,,,21.554377,6.813475,,,,,,,,,,,,
1996-12-02,,,,,,,,,,21.203903,6.927667,,,,,,,,,,,,
1996-12-03,,,,,,,,,,21.116278,7.079926,,,,,,,,,,,,
1996-12-04,,,,,,,,,,21.028666,7.0037970000000005,,,,,,,,,,,,
1996-12-05,,,,,,,,,,21.028666,6.965733,,,,,,,,,,,,
1996-12-06,,,,,,,,,,20.502949,6.851539999999999,,,,,,,,,,,,
1996-12-09,,,,,,,,,,20.941042000000003,6.927667,,,,,,,,,,,,
1996-12-10,,,,,,,,,,20.941042000000003,6.889606,,,,,,,,,,,,
1996-12-11,,,,,,,,,,20.678179,6.699284,,,,,,,,,,,,
1996-12-12,,,,,,,,,,20.853422,6.699284,,,,,,,,,,,,
1996-12-13,,,,,,,,,,20.240091,6.699284,,,,,,,,,,,,
1996-12-16,,,,,,,,,,20.590559,6.623156,,,,,,,,,,,,
1996-12-17,,,,,,,,,,20.415323,6.775411999999998,,,,,,,,,,,,
1996-12-18,,,,,,,,,,20.590559,6.851539999999999,,,,,,,,,,,,
1996-12-19,,,,,,,,,,20.590559,6.889606,,,,,,,,,,,,
1996-12-20,,,,,,,,,,20.590559,6.889606,,,,,,,,,,,,
1996-12-23,,,,,,,,,,20.240091,6.927667,,,,,,,,,,,,
1996-12-24,,,,,,,,,,20.678179,6.927667,,,,,,,,,,,,
1996-12-26,,,,,,,,,,20.853422,6.889606,,,,,,,,,,,,
1996-12-27,,,,,,,,,,20.765797,7.041861,,,,,,,,,,,,
1996-12-30,,,,,,,,,,20.853422,7.079926,,,,,,,,,,,,
1996-12-31,,,,,,,,,,21.203903,7.079926,,,,,,,,,,,,
1997-01-02,,,,,,,,,,21.116278,7.0037970000000005,,,,,,,,,,,,
1997-01-03,,,,,,,,,,21.028666,7.0037970000000005,,,,,,,,,,,,
1997-01-06,,,,,,,,,,21.379147,7.308311,,,,,,,,,,,,
1997-01-07,,,,,,,,,,21.379147,7.232181,,,,,,,,,,,,
1997-01-08,,,,,,,,,,21.379147,7.460566,,,,,,,,,,,,
1997-01-09,,,,,,,,,,21.379147,7.346373,,,,,,,,,,,,
1997-01-10,,,,,,,,,,21.554377,7.460566,,,,,,,,,,,,
1997-01-13,,,,,,,,,,21.466759,7.384438999999999,,,,,,,,,,,,
1997-01-14,,,,,,,,,,21.291529,7.57476,,,,,,,,,,,,
1997-01-15,,,,,,,,,,21.379147,7.727014,,,,,,,,,,,,
1997-01-16,,,,,,,,,,21.116278,7.765080999999999,,,,,,,,,,,,
1997-01-17,,,,,,,,,,21.554377,7.803144,,,,,,,,,,,,
1997-01-20,,,,,,,,,,21.554377,7.765080999999999,,,,,,,,,,,,
1997-01-21,,,,,,,,,,21.379147,7.765080999999999,,,,,,,,,,,,
1997-01-22,,,,,,,,,,21.729614,7.612824000000002,,,,,,,,,,,,
1997-01-23,,,,,,,,,,21.992477,7.6889509999999985,,,,,,,,,,,,
1997-01-24,,,,,,,,,,21.90485,7.612824000000002,,,,,,,,,,,,
1997-01-27,,,,,,,,,,21.81724,7.536694000000002,,,,,,,,,,,,
1997-01-28,,,,,,,,,,21.729614,7.6889509999999985,,,,,,,,,,,,
1997-01-29,,,,,,,,,,21.379147,7.460566,,,,,,,,,,,,
1997-01-30,,,,,,,,,,21.291529,7.612824000000002,,,,,,,,,,,,
1997-01-31,,,,,,,,,,21.466759,7.612824000000002,,,,,,,,,,,,
1997-02-03,,,,,,,,,,21.466759,7.536694000000002,,,,,,,,,,,,
1997-02-04,,,,,,,,,,21.81724,7.49863,,,,,,,,,,,,
1997-02-05,,,,,,,,,,21.992477,7.460566,,,,,,,,,,,,
1997-02-06,,,,,,,,,,22.080095,7.612824000000002,,,,,,,,,,,,
1997-02-07,,,,,,,,,,21.90485,7.536694000000002,,,,,,,,,,,,
1997-02-10,,,,,,,,,,22.080095,7.612824000000002,,,,,,,,,,,,
1997-02-11,,,,,,,,,,21.81724,7.6889509999999985,,,,,,,,,,,,
1997-02-12,,,,,,,,,,22.255333,7.803144,,,,,,,,,,,,
1997-02-13,,,,,,,,,,22.342958,7.765080999999999,,,,,,,,,,,,
1997-02-14,,,,,,,,,,21.90485,7.917336,,,,,,,,,,,,
1997-02-18,,,,,,,,,,21.992477,7.993463,,,,,,,,,,,,
1997-02-19,,,,,,,,,,22.342958,8.031528999999999,,,,,,,,,,,,
1997-02-20,,,,,,,,,,22.605812,7.993463,,,,,,,,,,,,
1997-02-21,,,,,,,,,,22.518196,8.069592,,,,,,,,,,,,
1997-02-24,,,,,,,,,,22.430573000000006,8.145722,,,,,,,,,,,,
1997-02-25,,,,,,,,,,22.518196,8.183783,,,,,,,,,,,,
1997-02-26,,,,,,,,,,22.342958,7.993463,,,,,,,,,,,,
1997-02-27,,,,,,,,,,21.90485,7.6889509999999985,,,,,,,,,,,,
1997-02-28,,,,,,,,,,22.080095,7.841206,,,,,,,,,,,,
1997-03-03,,,,,,,,,,21.992477,7.6889509999999985,,,,,,,,,,,,
1997-03-04,,,,,,,,,,21.729614,7.6889509999999985,,,,,,,,,,,,
1997-03-05,,,,,,,,,,21.729614,7.612824000000002,,,,,,,,,,,,
1997-03-06,,,,,,,,,,21.729614,7.612824000000002,,,,,,,,,,,,
1997-03-07,,,,,,,,,,21.729614,7.6889509999999985,,,,,,,,,,,,
1997-03-10,,,,,,,,,,21.379147,7.765080999999999,,,,,,,,,,,,
1997-03-11,,,,,,,,,,21.554377,7.650886999999999,,,,,,,,,,,,
1997-03-12,,,,,,,,,,21.729614,7.6889509999999985,,,,,,,,,,,,
1997-03-13,,,,,,,,,,21.466759,7.460566,,,,,,,,,,,,
1997-03-14,,,,,,,,,,21.379147,7.536694000000002,,,,,,,,,,,,
1997-03-17,,,,,,,,,,21.291529,7.536694000000002,,,,,,,,,,,,
1997-03-18,,,,,,,,,,21.116278,7.6889509999999985,,,,,,,,,,,,
1997-03-19,,,,,,,,,,21.466759,7.841206,,,,,,,,,,,,
1997-03-20,,,,,,,,,,21.291529,7.6889509999999985,,,,,,,,,,,,
1997-03-21,,,,,,,,,,21.028666,7.765080999999999,,,,,,,,,,,,
1997-03-24,,,,,,,,,,20.765797,7.650886999999999,,,,,,,,,,,,
1997-03-25,,,,,,,,,,21.203903,7.727014,,,,,,,,,,,,
1997-03-26,,,,,,,,,,21.028666,7.727014,,,,,,,,,,,,
1997-03-27,,,,,,,,,,21.028666,7.727014,,,,,,,,,,,,
1997-03-31,,,,,,,,,,20.678179,7.727014,,,,,,,,,,,,
1997-04-01,,,,,,,,,,20.502949,7.536694000000002,,,,,,,,,,,,
1997-04-02,,,,,,,,,,20.327702,7.612824000000002,,,,,,,,,,,,
1997-04-03,,,,,,,,,,19.714373,7.6889509999999985,,,,,,,,,,,,
1997-04-04,,,,,,,,,,19.801994,7.6889509999999985,,,,,,,,,,,,
1997-04-07,,,,,,,,,,19.626755,7.6889509999999985,,,,,,,,,,,,
1997-04-08,,,,,,,,,,19.801994,7.727014,,,,,,,,,,,,
1997-04-09,,,,,,,,,,19.977228,7.765080999999999,,,,,,,,,,,,
1997-04-10,,,,,,,,,,19.714373,7.6889509999999985,,,,,,,,,,,,
1997-04-11,,,,,,,,,,19.451511,7.536694000000002,,,,,,,,,,,,
1997-04-14,,,,,,,,,,18.925789,7.49863,,,,,,,,,,,,
1997-04-15,,,,,,,,,,18.575319,7.6889509999999985,,,,,,,,,,,,
1997-04-16,,,,,,,,,,18.750557,7.841206,,,,,,,,,,,,
1997-04-17,,,,,,,,,,18.925789,7.841206,,,,,,,,,,,,
1997-04-18,,,,,,,,,,19.101038,7.765080999999999,,,,,,,,,,,,
1997-04-21,,,,,,,,,,19.276276,7.765080999999999,,,,,,,,,,,,
1997-04-22,,,,,,,,,,19.101038,7.803144,,,,,,,,,,,,
1997-04-23,,,,,,,,,,19.013418,7.917336,,,,,,,,,,,,
1997-04-24,,,,,,,,,,18.662941,7.765080999999999,,,,,,,,,,,,
1997-04-25,,,,,,,,,,18.4877,7.803144,,,,,,,,,,,,
1997-04-28,,,,,,,,,,18.137218,7.612824000000002,,,,,,,,,,,,
1997-04-29,,,,,,,,,,17.961983,7.612824000000002,,,,,,,,,,,,
1997-04-30,,,,,,,,,,18.312458,7.727014,,,,,,,,,,,,
1997-05-01,,,,,,,,,,18.312458,7.612824000000002,,,,,,,,,,,,
1997-05-02,,,,,,,,,,18.838179,7.612824000000002,,,,,,,,,,,,
1997-05-05,,,,,,,,,,18.750557,7.803144,,,,,,,,,,,,
1997-05-06,,,,,,,,,,18.750557,7.879272,,,,,,,,,,,,
1997-05-07,,,,,,,,,,19.101038,7.6889509999999985,,,,,,,,,,,,
1997-05-08,,,,,,,,,,18.838179,7.803144,,,,,,,,,,,,
1997-05-09,,,,,,,,,,18.838179,7.917336,,,,,,,,,,,,
1997-05-12,,,,,,,,,,18.838179,8.107656,,,,,,,,,,,,
1997-05-13,,,,,,,,,,18.662941,8.031528999999999,,,,,,,,,,,,
1997-05-14,,,,,,,,,,18.224836,7.993463,,,,,,,,,,,,
1997-05-15,,,,,,,,,,17.786742999999994,7.993463,,,,,,,,,,,,
1997-05-16,,,,,,,,,,18.04961,7.955399000000001,,,,,,,,,,,,
1997-05-19,,,,,,,,,,18.137218,7.955399000000001,,,,,,,,,,,,
1997-05-20,,,,,,,,,,18.312458,8.145722,,,,,,,,,,,,
1997-05-21,,,,,,,,,,18.400084,8.221849,,,,,,,,,,,,
1997-05-22,,,,,,,,,,18.4877,8.259913000000001,,,,,,,,,,,,
1997-05-23,,,,,,,,,,18.312458,8.221849,,,,,,,,,,,,
1997-05-27,,,,,,,,,,18.575319,8.221849,,,,,,,,,,,,
1997-05-28,,,,,,,,,,18.838179,8.069592,,,,,,,,,,,,
1997-05-29,,,,,,,,,,18.838179,8.069592,,,,,,,,,,,,
1997-05-30,,,,,,,,,,18.838179,8.069592,,,,,,,,,,,,
1997-06-02,,,,,,,,,,19.363899,8.183783,,,,,,,,,,,,
1997-06-03,,,,,,,,,,19.276276,8.221849,,,,,,,,,,,,
1997-06-04,,,,,,,,,,19.188656,8.336039999999999,,,,,,,,,,,,
1997-06-05,,,,,,,,,,19.013418,8.374103999999999,,,,,,,,,,,,
1997-06-06,,,,,,,,,,19.188656,8.450233,,,,,,,,,,,,
1997-06-09,,,,,,,,,,19.101038,8.374103999999999,,,,,,,,,,,,
1997-06-10,,,,,,,,,,19.188656,8.450233,,,,,,,,,,,,
1997-06-11,,,,,,,,,,19.101038,8.450233,,,,,,,,,,,,
1997-06-12,,,,,,,,,,19.013418,8.450233,,,,,,,,,,,,
1997-06-13,,,,,,,,,,18.575319,8.678617,,,,,,,,,,,,
1997-06-16,,,,,,,,,,18.575319,8.716683999999999,,,,,,,,,,,,
1997-06-17,,,,,,,,,,18.662941,8.640553,,,,,,,,,,,,
1997-06-18,,,,,,,,,,18.575319,8.564425,,,,,,,,,,,,
1997-06-19,,,,,,,,,,18.925789,8.907001,,,,,,,,,,,,
1997-06-20,,,,,,,,,,18.925789,8.907001,,,,,,,,,,,,
1997-06-23,,,,,,,,,,18.750557,9.021194,,,,,,,,,,,,
1997-06-24,,,,,,,,,,18.750557,8.983130000000003,,,,,,,,,,,,
1997-06-25,,,,,,,,,,18.4877,8.792809,,,,,,,,,,,,
1997-06-26,,,,,,,,,,18.4877,8.868936999999997,,,,,,,,,,,,
1997-06-27,,,,,,,,,,18.224836,8.983130000000003,,,,,,,,,,,,
1997-06-30,,,,,,,,,,18.04961,9.059258,,,,,,,,,,,,
1997-07-01,,,,,,,,,,18.750557,9.135387,,,,,,,,,,,,
1997-07-02,,,,,,,,,,18.4877,9.249578,,,,,,,,,,,,
1997-07-03,,,,,,,,,,18.575319,9.363771,,,,,,,,,,,,
1997-07-07,,,,,,,,,,18.312458,9.630221,,,,,,,,,,,,
1997-07-08,,,,,,,,,,18.400084,9.934735,,,,,,,,,,,,
1997-07-09,,,,,,,,,,17.786742999999994,9.858603,,,,,,,,,,,,
1997-07-10,,,,,,,,,,17.786742999999994,9.820541,,,,,,,,,,,,
1997-07-11,,,,,,,,,,17.611504,9.782474,,,,,,,,,,,,
1997-07-14,,,,,,,,,,17.173407,9.668286,,,,,,,,,,,,
1997-07-15,,,,,,,,,,17.173407,9.363771,,,,,,,,,,,,
1997-07-16,,,,,,,,,,16.910555,9.744414,,,,,,,,,,,,
1997-07-17,,,,,,,,,,16.822931,9.896664,,,,,,,,,,,,
1997-07-18,,,,,,,,,,16.647692000000006,9.439899,,,,,,,,,,,,
1997-07-21,,,,,,,,,,16.910555,9.287645,,,,,,,,,,,,
1997-07-22,,,,,,,,,,16.822931,9.401838,,,,,,,,,,,,
1997-07-23,,,,,,,,,,16.910555,9.592156,,,,,,,,,,,,
1997-07-24,,,,,,,,,,17.173407,9.744414,,,,,,,,,,,,
1997-07-25,,,,,,,,,,16.910555,9.706349,,,,,,,,,,,,
1997-07-28,,,,,,,,,,17.173407,9.668286,,,,,,,,,,,,
1997-07-29,,,,,,,,,,17.261026,9.782474,,,,,,,,,,,,
1997-07-30,,,,,,,,,,16.910555,10.201181,,,,,,,,,,,,
1997-07-31,,,,,,,,,,16.910555,10.429565,,,,,,,,,,,,
1997-08-01,,,,,,,,,,16.647692000000006,10.277311,,,,,,,,,,,,
1997-08-04,,,,,,,,,,16.297214999999998,10.391501,,,,,,,,,,,,
1997-08-05,,,,,,,,,,15.245779999999998,10.505692,,,,,,,,,,,,
1997-08-06,,,,,,,,,,15.245779999999998,10.772141,,,,,,,,,,,,
1997-08-07,,,,,,,,,,14.895307,10.65795,,,,,,,,,,,,
1997-08-08,,,,,,,,,,14.720065,10.277311,,,,,,,,,,,,
1997-08-11,,,,,,,,,,14.19435,10.201181,,,,,,,,,,,,
