date,Brazil,Australia,Canada,Chile,China,Colombia,EMU,Indonesia,India,Japan,Korea,Malaysia,Mexico,Norway,New Zealand,Philippines,Poland,Russia,South Africa,Singapore,Sweden,Switzerland,Taiwan,Thailand,Turkey,UK,USA
20121227,0.081950,0.033550,0.016745,0.053500,0.036700,0.055000,0.007800,0.056000,0.072200,0.003175,0.029275,0.034500,0.053100,0.025050,0.031380,0.015875,0.033450,0.074300,0.057600,0.009050,0.015270,0.003180,0.011150,0.032100,0.070000,0.010182,0.008445
20121228,0.081862,0.033475,0.016765,0.053650,0.036700,0.055000,0.007550,0.055000,0.072050,0.003150,0.028950,0.034450,0.053050,0.024750,0.031250,0.016000,0.033450,0.074300,0.057600,0.008850,0.015010,0.003425,0.011100,0.032000,0.070400,0.010110,0.008375
20121231,0.081862,0.032975,0.016965,0.053650,0.036800,0.055000,0.007550,0.055000,0.071950,0.003150,0.028950,0.034400,0.053100,0.024750,0.031000,0.016000,0.033500,0.074200,0.057800,0.008800,0.015010,0.003425,0.011100,0.032000,0.070600,0.010110,0.008325
20130101,0.081862,0.032975,0.016965,0.053650,0.036800,0.055000,0.007550,0.055000,0.071950,0.003150,0.028950,0.034400,0.053100,0.024750,0.031000,0.016000,0.033500,0.074200,0.057800,0.008800,0.015010,0.003425,0.011100,0.032000,0.070600,0.010110,0.008325
20130102,0.081862,0.034450,0.017500,0.053800,0.036800,0.054900,0.008410,0.061000,0.071950,0.003150,0.029150,0.035000,0.053400,0.025250,0.031000,0.016250,0.034200,0.074200,0.057500,0.009150,0.015910,0.003425,0.011300,0.032900,0.070200,0.011028,0.008670
20130103,0.081862,0.034100,0.017845,0.054000,0.036800,0.055000,0.008700,0.061000,0.072000,0.003150,0.028550,0.034800,0.053300,0.025350,0.031880,0.016000,0.035100,0.074200,0.058000,0.009050,0.016140,0.003490,0.011250,0.032800,0.071100,0.011646,0.009160
20130104,0.081862,0.034725,0.017970,0.054100,0.038100,0.055000,0.009250,0.061000,0.072500,0.003375,0.028725,0.035550,0.053600,0.025650,0.032350,0.016000,0.035500,0.074200,0.059000,0.009625,0.016680,0.003780,0.011450,0.033600,0.072000,0.012273,0.009265
20130107,0.081862,0.034650,0.017980,0.054300,0.037700,0.055000,0.008975,0.061000,0.072650,0.003325,0.028850,0.035350,0.053600,0.025550,0.032350,0.016500,0.035200,0.074200,0.058600,0.009650,0.016560,0.003580,0.011500,0.033500,0.070900,0.012028,0.009200
20130108,0.082970,0.034625,0.017605,0.054200,0.037700,0.054900,0.008680,0.061000,0.072750,0.003263,0.028350,0.035150,0.053400,0.025350,0.032250,0.015750,0.034450,0.074200,0.058000,0.009380,0.016040,0.003530,0.011375,0.033800,0.070800,0.011495,0.008910
20130109,0.082800,0.034275,0.017435,0.053950,0.037500,0.055000,0.008480,0.061000,0.072450,0.003200,0.028350,0.035300,0.053350,0.025150,0.032050,0.015500,0.035400,0.073400,0.057600,0.009300,0.015990,0.003580,0.011425,0.034100,0.070700,0.011399,0.008720
20130110,0.082380,0.034675,0.017910,0.054000,0.038200,0.055000,0.009300,0.061000,0.072650,0.003130,0.027975,0.035500,0.052600,0.025650,0.032100,0.015500,0.035600,0.073300,0.057600,0.009300,0.016550,0.003860,0.011500,0.034000,0.071900,0.011870,0.009135
20130111,0.082180,0.034975,0.017950,0.054100,0.038600,0.055000,0.009860,0.061000,0.072650,0.002870,0.028475,0.035700,0.052800,0.026050,0.032450,0.015000,0.036250,0.073300,0.058100,0.009430,0.016940,0.004450,0.011500,0.034500,0.071300,0.011871,0.009075
20130114,0.081930,0.034900,0.017860,0.053950,0.038700,0.054900,0.009590,0.061000,0.072050,0.002870,0.028350,0.035350,0.052600,0.025750,0.032480,0.015000,0.036500,0.073300,0.057800,0.009200,0.016690,0.004040,0.011400,0.034200,0.071800,0.011520,0.008905
20130115,0.082130,0.034450,0.017475,0.053800,0.038300,0.054900,0.009590,0.061000,0.072050,0.002550,0.028100,0.034950,0.052250,0.025750,0.032580,0.015250,0.036150,0.073600,0.058200,0.008975,0.016500,0.003900,0.011250,0.033600,0.072100,0.011370,0.008660
20130116,0.082550,0.033975,0.017380,0.053700,0.037600,0.055000,0.009480,0.061000,0.072350,0.002625,0.027875,0.034950,0.052150,0.025550,0.032550,0.015250,0.035950,0.073700,0.058400,0.008820,0.016660,0.004000,0.011175,0.033500,0.071800,0.011195,0.008653
20130117,0.082550,0.033250,0.017850,0.053750,0.037300,0.055000,0.010270,0.061000,0.072350,0.002650,0.027725,0.035100,0.051950,0.026250,0.032080,0.015250,0.036000,0.073400,0.058500,0.008850,0.017360,0.004450,0.011050,0.033300,0.071600,0.011575,0.009215
20130118,0.082550,0.034275,0.017670,0.053650,0.036400,0.055000,0.010160,0.061000,0.072250,0.002710,0.028075,0.035250,0.050900,0.026250,0.032530,0.015250,0.035700,0.073300,0.058600,0.009150,0.017370,0.004500,0.011300,0.033500,0.072000,0.011622,0.008995
20130121,0.082550,0.033925,0.017955,0.053700,0.035900,0.054900,0.010375,0.061000,0.072100,0.002575,0.028075,0.035200,0.050300,0.026250,0.032500,0.015000,0.035550,0.073300,0.058400,0.008925,0.017640,0.004550,0.011200,0.033600,0.071700,0.011860,0.008995
20130122,0.082550,0.034000,0.017705,0.053650,0.036100,0.055000,0.010190,0.061000,0.071950,0.002630,0.028050,0.035050,0.050400,0.026350,0.032675,0.017000,0.034800,0.073000,0.058500,0.009180,0.017510,0.004380,0.011350,0.033800,0.072000,0.011637,0.008875
20130123,0.082540,0.033400,0.017155,0.053700,0.036500,0.055000,0.009830,0.061000,0.072200,0.002700,0.027950,0.034850,0.050150,0.026350,0.032480,0.017775,0.034250,0.072000,0.059200,0.008900,0.017020,0.004300,0.011225,0.033600,0.072200,0.011290,0.008915
20130124,0.084897,0.033025,0.017245,0.053150,0.036100,0.055000,0.010190,0.061000,0.072300,0.002620,0.027900,0.034850,0.050200,0.026250,0.032275,0.016625,0.034000,0.071700,0.059600,0.009000,0.017440,0.004480,0.011250,0.033600,0.072500,0.011397,0.009030
20130125,0.084887,0.033300,0.017715,0.053250,0.036600,0.055000,0.011300,0.061000,0.072300,0.002570,0.027925,0.035200,0.050400,0.027050,0.032550,0.016650,0.034300,0.071800,0.059800,0.009180,0.018040,0.005000,0.011325,0.033800,0.073000,0.011685,0.009965
20130128,0.085040,0.033300,0.018090,0.053350,0.037100,0.054900,0.012120,0.061000,0.072300,0.002775,0.028225,0.035200,0.050500,0.027450,0.033230,0.017500,0.034500,0.071900,0.060900,0.009750,0.018630,0.005490,0.011575,0.034100,0.074100,0.011940,0.010218
20130129,0.084530,0.034950,0.018180,0.053350,0.037300,0.054900,0.011770,0.061000,0.072650,0.002950,0.028400,0.035450,0.049800,0.027750,0.033650,0.018250,0.034300,0.071900,0.060600,0.009825,0.018710,0.005280,0.011775,0.034300,0.073200,0.011700,0.010235
20130130,0.085110,0.034875,0.018325,0.053850,0.037800,0.055000,0.012230,0.061000,0.073650,0.002980,0.028675,0.035750,0.049950,0.028350,0.033600,0.018375,0.034450,0.072000,0.060800,0.010250,0.019160,0.005580,0.011750,0.034900,0.073000,0.011990,0.010313
20130131,0.085350,0.034200,0.018125,0.053900,0.037400,0.055000,0.011860,0.061000,0.073800,0.002650,0.028625,0.035600,0.049900,0.028250,0.033500,0.019000,0.034450,0.072600,0.059800,0.010050,0.018790,0.005520,0.011700,0.034300,0.072300,0.011870,0.010250
20130201,0.085270,0.034900,0.018480,0.054000,0.037800,0.055000,0.011610,0.061000,0.074000,0.003080,0.028675,0.035600,0.049100,0.028050,0.033800,0.019125,0.034250,0.072700,0.059400,0.010525,0.019130,0.005480,0.011850,0.034200,0.072100,0.011881,0.010255
20130204,0.085840,0.035500,0.018000,0.054000,0.037900,0.055000,0.011195,0.061000,0.074050,0.003225,0.028775,0.035950,0.049100,0.027850,0.034480,0.020750,0.034300,0.072600,0.059800,0.010750,0.018840,0.005450,0.012075,0.034100,0.073000,0.011730,0.010045
20130205,0.086720,0.034950,0.018230,0.054000,0.037700,0.055000,0.011500,0.061000,0.073800,0.003070,0.028575,0.035650,0.048500,0.028350,0.034125,0.021000,0.034450,0.072400,0.059800,0.010275,0.018960,0.005230,0.012050,0.033800,0.073200,0.011876,0.010335
20130206,0.086950,0.035075,0.017930,0.054000,0.037700,0.055000,0.011430,0.061000,0.073900,0.002910,0.028325,0.035600,0.048350,0.028150,0.034125,0.021950,0.035050,0.072000,0.059700,0.010300,0.018960,0.005230,0.012000,0.033700,0.073100,0.011660,0.009925
20130207,0.087780,0.034800,0.017995,0.054150,0.037300,0.055000,0.010850,0.061000,0.073500,0.002900,0.028350,0.035450,0.049200,0.028350,0.033650,0.021750,0.035150,0.072000,0.059500,0.010200,0.018630,0.005140,0.012000,0.033400,0.073200,0.011700,0.009775
20130208,0.087670,0.034750,0.017585,0.054350,0.037200,0.055000,0.010800,0.061000,0.073350,0.002800,0.028350,0.035200,0.049300,0.028050,0.033650,0.022000,0.035600,0.071900,0.059300,0.010050,0.018840,0.005090,0.012000,0.033200,0.073100,0.011551,0.009810
20130211,0.087670,0.034150,0.017500,0.054350,0.037200,0.055000,0.010830,0.061000,0.073350,0.002800,0.028350,0.035200,0.049050,0.028050,0.033750,0.022000,0.036300,0.071900,0.059500,0.010050,0.018960,0.004880,0.011975,0.033200,0.073200,0.011460,0.009885
20130212,0.087670,0.034150,0.017845,0.054050,0.037200,0.055000,0.011060,0.061000,0.073650,0.002900,0.028250,0.035200,0.048750,0.027950,0.034080,0.021750,0.036500,0.071800,0.059800,0.010050,0.019180,0.005000,0.011975,0.033200,0.073500,0.011626,0.010205
20130213,0.087670,0.034700,0.018135,0.054050,0.037200,0.055000,0.011440,0.059500,0.073650,0.002700,0.028400,0.035400,0.049100,0.028150,0.034130,0.019750,0.036350,0.072000,0.059600,0.010375,0.019910,0.005070,0.011975,0.033500,0.073600,0.012225,0.010485
20130214,0.087690,0.035225,0.018145,0.053950,0.037200,0.055000,0.010850,0.061000,0.073350,0.003025,0.028575,0.035550,0.049300,0.027650,0.035200,0.017750,0.036500,0.071900,0.059700,0.010675,0.019370,0.004930,0.011975,0.033400,0.073700,0.012030,0.010090
20130215,0.087670,0.034650,0.018080,0.054100,0.037200,0.055000,0.011060,0.061000,0.073300,0.002800,0.028475,0.035200,0.049200,0.027450,0.035180,0.017500,0.036050,0.071600,0.059700,0.010250,0.019270,0.005000,0.011975,0.033300,0.073600,0.012030,0.010170
20130218,0.089030,0.035050,0.018080,0.054050,0.037400,0.055000,0.010820,0.061000,0.073550,0.002850,0.028375,0.035300,0.049150,0.027350,0.035180,0.017250,0.035500,0.071500,0.059700,0.010300,0.019130,0.004950,0.011975,0.033600,0.073300,0.011993,0.010170
20130219,0.089380,0.035100,0.018095,0.054100,0.036800,0.055000,0.010770,0.061000,0.073550,0.002820,0.028000,0.035150,0.049125,0.027350,0.036000,0.017250,0.035550,0.071400,0.059600,0.010175,0.019250,0.005025,0.011950,0.033800,0.073500,0.011841,0.010375
20130220,0.089140,0.035200,0.018085,0.053950,0.037000,0.055000,0.011100,0.061000,0.073450,0.002900,0.028250,0.035500,0.049500,0.027650,0.036000,0.017500,0.035850,0.071000,0.059200,0.010300,0.019580,0.005280,0.012000,0.034400,0.073400,0.011661,0.010270
20130221,0.089040,0.034850,0.017805,0.053750,0.036600,0.055000,0.010650,0.061000,0.073100,0.002820,0.028075,0.035050,0.049500,0.027350,0.035550,0.017625,0.035750,0.071000,0.059400,0.010050,0.019100,0.004980,0.011875,0.034100,0.073300,0.011018,0.009935
20130222,0.090090,0.035100,0.017295,0.053650,0.036900,0.055000,0.010180,0.061000,0.073050,0.002940,0.028100,0.035050,0.049400,0.026950,0.035630,0.018250,0.036000,0.071300,0.059200,0.009950,0.018830,0.004910,0.011800,0.034000,0.073400,0.011113,0.009790
20130225,0.090050,0.034875,0.016615,0.053650,0.036600,0.055000,0.010300,0.061000,0.073000,0.002760,0.028100,0.034900,0.049000,0.027350,0.035450,0.018000,0.036400,0.070800,0.058900,0.009625,0.018800,0.004950,0.011800,0.034000,0.073500,0.011016,0.009360
20130226,0.089610,0.034100,0.016370,0.053500,0.035800,0.055000,0.009620,0.061000,0.072700,0.002660,0.027675,0.034250,0.049775,0.026550,0.034850,0.018375,0.036300,0.070900,0.059100,0.009375,0.018110,0.004850,0.011525,0.033200,0.073700,0.010482,0.009275
20130227,0.089030,0.033850,0.016485,0.053150,0.035700,0.055000,0.009500,0.061000,0.072600,0.002788,0.027400,0.034150,0.049450,0.026100,0.034450,0.018500,0.036200,0.070400,0.059300,0.009125,0.018050,0.004425,0.011500,0.032900,0.073400,0.010476,0.009390
20130228,0.088780,0.033950,0.016320,0.053250,0.036100,0.055000,0.009350,0.061000,0.073250,0.002800,0.027625,0.034350,0.049550,0.026250,0.034930,0.018625,0.036250,0.070300,0.059400,0.009250,0.018180,0.004320,0.011500,0.033000,0.072800,0.010540,0.009308
20130301,0.088280,0.034050,0.016130,0.053100,0.036300,0.055000,0.008900,0.061000,0.073150,0.002730,0.027625,0.034050,0.049100,0.026050,0.034700,0.018625,0.036300,0.070600,0.060000,0.009200,0.018590,0.004250,0.011500,0.032650,0.072800,0.010080,0.009095
20130304,0.088280,0.033875,0.016150,0.052950,0.035700,0.055000,0.008970,0.061000,0.072850,0.002470,0.027450,0.033850,0.048750,0.026050,0.034400,0.018875,0.036450,0.070800,0.059700,0.009100,0.018910,0.004230,0.011450,0.032450,0.073300,0.010281,0.009165
20130305,0.088060,0.034525,0.016200,0.053000,0.036100,0.055000,0.009250,0.061000,0.072650,0.002800,0.027375,0.034250,0.048750,0.026250,0.034700,0.018250,0.036600,0.071000,0.059200,0.009330,0.019490,0.004350,0.011525,0.032950,0.073000,0.010502,0.009265
20130306,0.088217,0.034875,0.016300,0.053450,0.036500,0.055000,0.009055,0.061000,0.072700,0.002690,0.027650,0.034600,0.048600,0.026150,0.035230,0.019000,0.036300,0.072200,0.059400,0.009470,0.019470,0.004390,0.011625,0.033450,0.073000,0.010400,0.009538
20130307,0.089332,0.035275,0.016715,0.053250,0.036400,0.055000,0.009550,0.061000,0.073000,0.002730,0.027950,0.034650,0.048750,0.026150,0.035100,0.018750,0.036250,0.071400,0.059600,0.009325,0.019340,0.004620,0.011675,0.033250,0.073000,0.010681,0.010010
20130308,0.090424,0.035825,0.017270,0.052950,0.036600,0.055000,0.009700,0.061000,0.072850,0.002550,0.027900,0.034750,0.049030,0.026250,0.035450,0.019875,0.036300,0.071400,0.059800,0.009580,0.019490,0.004700,0.012025,0.033350,0.074100,0.010823,0.010450
20130311,0.090478,0.036100,0.017150,0.053100,0.036700,0.055000,0.009525,0.061000,0.072750,0.002950,0.027950,0.035000,0.049350,0.026050,0.035900,0.020250,0.036150,0.070900,0.060100,0.009820,0.019200,0.004650,0.012325,0.033650,0.074400,0.010482,0.010440
20130312,0.091236,0.036450,0.016815,0.053000,0.036100,0.055000,0.009320,0.061000,0.073000,0.002810,0.027625,0.034850,0.048900,0.025650,0.035650,0.020250,0.035750,0.071500,0.060400,0.009650,0.019000,0.004600,0.012100,0.033750,0.074200,0.010193,0.010160
20130313,0.091726,0.036250,0.017060,0.053200,0.036100,0.055000,0.009270,0.061000,0.072900,0.002925,0.027550,0.034700,0.048500,0.025450,0.035400,0.020125,0.035250,0.071900,0.060800,0.009600,0.018730,0.004820,0.011925,0.033450,0.074900,0.010307,0.010200
20130314,0.092148,0.037700,0.017350,0.053300,0.036400,0.055000,0.009300,0.061000,0.072700,0.002775,0.027550,0.034900,0.049100,0.024450,0.035200,0.020750,0.034600,0.071700,0.060400,0.009700,0.018680,0.005000,0.011950,0.033550,0.075200,0.010424,0.010275
20130315,0.091526,0.037375,0.016995,0.053500,0.036500,0.055000,0.009130,0.061000,0.072500,0.002788,0.027425,0.034750,0.049200,0.024450,0.034700,0.019500,0.033950,0.071800,0.060400,0.009600,0.018520,0.004800,0.011875,0.033350,0.075200,0.010250,0.009888
20130318,0.091459,0.036250,0.016770,0.053400,0.036100,0.055000,0.008880,0.061000,0.072350,0.002788,0.027100,0.034300,0.049200,0.024150,0.033950,0.019750,0.033600,0.072400,0.060300,0.009430,0.018180,0.004550,0.011625,0.033050,0.075000,0.009846,0.009735
20130319,0.090718,0.036750,0.016530,0.053150,0.036200,0.055000,0.008830,0.061000,0.072800,0.002925,0.027100,0.034300,0.049000,0.024350,0.034580,0.020000,0.033400,0.072400,0.060800,0.009350,0.018230,0.004390,0.011675,0.032950,0.075300,0.009780,0.009625
20130320,0.091018,0.036400,0.016735,0.053300,0.036300,0.055000,0.009270,0.061000,0.072850,0.002925,0.027000,0.034350,0.049050,0.024550,0.034300,0.020000,0.033500,0.072600,0.061700,0.009280,0.018480,0.004300,0.011600,0.032850,0.075200,0.009704,0.009713
20130321,0.091818,0.036900,0.016710,0.053250,0.036400,0.055000,0.009090,0.061000,0.073300,0.002925,0.027025,0.034500,0.049350,0.024850,0.035100,0.019625,0.033400,0.073100,0.061700,0.009350,0.018090,0.004400,0.011600,0.032650,0.075100,0.009880,0.009820
20130322,0.091018,0.036475,0.016650,0.053200,0.036300,0.055000,0.009260,0.061000,0.073400,0.002900,0.027000,0.034400,0.049450,0.024850,0.034850,0.019625,0.032950,0.073100,0.061900,0.009250,0.018050,0.004350,0.011500,0.032450,0.075600,0.009850,0.009845
20130325,0.090718,0.037050,0.016730,0.053200,0.036500,0.055000,0.008940,0.061000,0.073200,0.002825,0.027075,0.034500,0.049750,0.024550,0.035000,0.019625,0.032750,0.073100,0.061800,0.009355,0.017830,0.004425,0.011550,0.032650,0.075800,0.009784,0.009805
20130326,0.090718,0.036650,0.016820,0.053100,0.036500,0.055000,0.008920,0.061000,0.073300,0.002763,0.027075,0.034500,0.049700,0.024750,0.034650,0.019750,0.032850,0.073200,0.061200,0.009440,0.017970,0.004390,0.011525,0.032550,0.075900,0.009583,0.009850
20130327,0.090118,0.036175,0.016670,0.053000,0.036300,0.055000,0.008970,0.061000,0.073300,0.002738,0.026975,0.034300,0.049200,0.024450,0.034200,0.020000,0.032800,0.073000,0.061600,0.009100,0.017910,0.004200,0.011475,0.032250,0.076300,0.009340,0.009505
20130328,0.090818,0.035525,0.016650,0.052500,0.035800,0.055000,0.009100,0.061000,0.072800,0.002775,0.025850,0.034150,0.049200,0.024450,0.033700,0.020000,0.033000,0.072800,0.061000,0.008900,0.017900,0.004180,0.011350,0.032050,0.075300,0.009662,0.009600
20130329,0.090818,0.035525,0.016650,0.052500,0.036100,0.055000,0.009100,0.061000,0.072800,0.003025,0.026450,0.034350,0.049200,0.024450,0.033700,0.020000,0.033000,0.072800,0.061000,0.008900,0.017900,0.004180,0.011350,0.032250,0.075300,0.009662,0.009600
20130401,0.090418,0.035525,0.016430,0.052500,0.036100,0.055000,0.009100,0.061000,0.072800,0.002875,0.026400,0.034400,0.049000,0.024450,0.033700,0.020000,0.033000,0.072800,0.061000,0.008950,0.017900,0.004180,0.011475,0.032350,0.075300,0.009662,0.009440
20130402,0.090018,0.035725,0.016650,0.052700,0.035300,0.055000,0.008900,0.061000,0.073250,0.002863,0.026275,0.034400,0.048900,0.024550,0.033900,0.020250,0.032900,0.073100,0.060800,0.008675,0.018240,0.004230,0.011450,0.031950,0.075500,0.009661,0.009540
20130403,0.091060,0.036025,0.016400,0.052650,0.035300,0.055000,0.008770,0.061000,0.073100,0.002850,0.026225,0.034400,0.048700,0.024250,0.034350,0.020750,0.032900,0.072800,0.060700,0.009000,0.018080,0.004250,0.011450,0.032350,0.075200,0.009501,0.009170
20130404,0.090160,0.035775,0.016090,0.052450,0.035300,0.055000,0.008290,0.061000,0.073050,0.002638,0.026150,0.034300,0.048500,0.024150,0.034050,0.020750,0.032500,0.072400,0.060000,0.008200,0.017480,0.004350,0.011450,0.032050,0.074600,0.009350,0.008855
20130405,0.088560,0.035425,0.016090,0.051950,0.035300,0.055000,0.008220,0.061000,0.072900,0.003725,0.025550,0.034100,0.047700,0.024050,0.033500,0.020750,0.031400,0.071600,0.059000,0.008050,0.017330,0.004200,0.011450,0.031750,0.073500,0.008939,0.008590
20130408,0.088960,0.034750,0.016420,0.050700,0.034900,0.055000,0.008400,0.061000,0.072850,0.003650,0.025325,0.033900,0.047050,0.024050,0.033450,0.021000,0.030700,0.071400,0.058300,0.008075,0.017490,0.004350,0.011150,0.031750,0.072700,0.009130,0.008900
20130409,0.089300,0.034850,0.016580,0.050650,0.034900,0.055000,0.008640,0.061000,0.072650,0.003613,0.025500,0.033900,0.047000,0.024050,0.033650,0.021000,0.031250,0.071200,0.058600,0.008315,0.017230,0.004450,0.011100,0.031250,0.073000,0.009254,0.008830
20130410,0.088900,0.034900,0.016755,0.051100,0.034900,0.055000,0.008730,0.061000,0.072650,0.004363,0.025725,0.033950,0.047150,0.023650,0.033550,0.020750,0.030950,0.071300,0.058700,0.008400,0.017530,0.004520,0.011275,0.031550,0.072500,0.009497,0.009105
20130411,0.089500,0.034550,0.016610,0.051000,0.034900,0.055000,0.008710,0.061000,0.072650,0.003875,0.026950,0.034100,0.047100,0.023650,0.033650,0.021500,0.031650,0.071500,0.058600,0.008450,0.017510,0.004500,0.011250,0.031550,0.071900,0.009517,0.009020
20130412,0.090700,0.034725,0.016240,0.049950,0.034700,0.055000,0.008360,0.061000,0.072400,0.004350,0.027300,0.034000,0.047200,0.023650,0.033425,0.021875,0.031550,0.071100,0.058600,0.008190,0.017190,0.004480,0.011250,0.031350,0.071000,0.009277,0.008725
20130415,0.091100,0.034100,0.016210,0.049500,0.034300,0.055000,0.008150,0.061000,0.071800,0.004463,0.027000,0.034000,0.047175,0.023650,0.033050,0.022125,0.031000,0.071000,0.058900,0.008115,0.016980,0.004380,0.011100,0.031350,0.070900,0.009150,0.008603
20130416,0.090700,0.034200,0.016060,0.049250,0.033900,0.055000,0.008250,0.061000,0.071150,0.004250,0.026575,0.033700,0.046350,0.023650,0.033130,0.022000,0.030750,0.070600,0.058700,0.008050,0.017110,0.004220,0.011075,0.031350,0.069900,0.009308,0.008735
20130417,0.090200,0.034500,0.015925,0.048750,0.034000,0.055000,0.007960,0.061000,0.070550,0.004100,0.026675,0.033450,0.046400,0.023650,0.033250,0.022000,0.030300,0.071400,0.057200,0.007900,0.016310,0.004010,0.011050,0.030950,0.070400,0.009130,0.008685
20130418,0.088200,0.034025,0.015820,0.049050,0.034000,0.055000,0.007850,0.061000,0.070450,0.003875,0.026375,0.033200,0.046000,0.023350,0.032950,0.022000,0.029850,0.071400,0.057200,0.007950,0.015970,0.004100,0.010975,0.030450,0.070700,0.009040,0.008610
20130419,0.088000,0.034025,0.015930,0.049650,0.034400,0.055000,0.008050,0.061000,0.070450,0.003900,0.026525,0.033350,0.045800,0.023650,0.033100,0.021625,0.029550,0.070600,0.057000,0.008125,0.016080,0.004120,0.011075,0.030850,0.070800,0.009070,0.008740
20130422,0.087200,0.034175,0.015870,0.050000,0.034800,0.055000,0.007720,0.061000,0.070400,0.003850,0.026650,0.033600,0.045600,0.023150,0.033300,0.022000,0.029000,0.070600,0.057200,0.008175,0.015840,0.003950,0.011125,0.030950,0.070500,0.008960,0.008633
20130423,0.087100,0.033550,0.015880,0.049650,0.034000,0.055000,0.007600,0.061000,0.069650,0.003688,0.026500,0.033200,0.046050,0.022950,0.032880,0.021875,0.028800,0.070000,0.056600,0.007750,0.015570,0.003880,0.010975,0.030450,0.070500,0.008940,0.008710
20130424,0.087100,0.033125,0.015870,0.049900,0.034300,0.055000,0.007690,0.061000,0.069650,0.003750,0.026600,0.033350,0.045800,0.022700,0.032800,0.021875,0.029000,0.069800,0.056800,0.008050,0.015620,0.003870,0.010900,0.030650,0.070400,0.009100,0.008565
20130425,0.087850,0.033125,0.016120,0.050250,0.034300,0.055000,0.007700,0.061000,0.070050,0.003638,0.026275,0.033380,0.045850,0.022550,0.032800,0.022000,0.028850,0.069900,0.057000,0.008125,0.015640,0.003880,0.010850,0.031250,0.069300,0.009270,0.008650
20130426,0.086950,0.033075,0.015880,0.049450,0.034100,0.055000,0.007530,0.061000,0.069900,0.003800,0.025950,0.033000,0.045750,0.022450,0.033000,0.022000,0.028450,0.069600,0.056900,0.008000,0.015650,0.003680,0.010750,0.030800,0.068600,0.009160,0.008410
20130429,0.086450,0.032900,0.015830,0.048950,0.034100,0.055000,0.007360,0.061000,0.069600,0.003800,0.025825,0.032650,0.046075,0.022300,0.032700,0.022000,0.028300,0.069800,0.056400,0.007950,0.015590,0.003680,0.010725,0.030000,0.068300,0.009040,0.008285
20130430,0.086350,0.032700,0.015720,0.048450,0.034100,0.055000,0.007450,0.061000,0.069000,0.004013,0.025650,0.032450,0.045475,0.022550,0.032600,0.022000,0.027850,0.069900,0.056000,0.007825,0.015730,0.003650,0.010650,0.029700,0.067700,0.009060,0.008400
20130501,0.086350,0.032775,0.015645,0.048450,0.034100,0.055000,0.007450,0.061000,0.069000,0.003850,0.025650,0.032450,0.045475,0.022550,0.032750,0.022000,0.027850,0.069900,0.056000,0.007825,0.015730,0.003650,0.010650,0.029700,0.067700,0.009110,0.008195
20130502,0.085450,0.032125,0.015560,0.047850,0.032800,0.055000,0.006970,0.061000,0.068850,0.003725,0.025200,0.032400,0.045500,0.022450,0.032350,0.022500,0.027300,0.069900,0.055400,0.007850,0.015330,0.003550,0.010350,0.029100,0.067000,0.008830,0.008155
20130503,0.086450,0.031925,0.016370,0.048450,0.032800,0.055000,0.007600,0.061000,0.069000,0.003725,0.025325,0.032450,0.045950,0.022500,0.032300,0.022500,0.027300,0.069900,0.055200,0.007850,0.015950,0.003850,0.010150,0.028850,0.067300,0.009540,0.008885
20130506,0.086050,0.032400,0.016810,0.048650,0.033400,0.055000,0.007550,0.061000,0.069700,0.003725,0.026000,0.033050,0.046000,0.022350,0.032725,0.022500,0.027150,0.070000,0.055900,0.008250,0.016230,0.003880,0.010200,0.028850,0.067300,0.009540,0.009093
20130507,0.085950,0.031675,0.016810,0.049100,0.033100,0.055000,0.008110,0.061000,0.069800,0.003875,0.025850,0.033000,0.045600,0.022650,0.032750,0.022500,0.027550,0.069800,0.055600,0.008200,0.016470,0.003980,0.010150,0.029300,0.068000,0.010001,0.009135
20130508,0.085710,0.031725,0.016635,0.047750,0.033500,0.055000,0.007870,0.061000,0.070050,0.003800,0.026050,0.033050,0.045100,0.022850,0.032550,0.022500,0.026200,0.069800,0.055300,0.008375,0.016350,0.003900,0.010200,0.029700,0.066600,0.009895,0.009013
20130509,0.086610,0.032250,0.016630,0.047300,0.033600,0.055000,0.007830,0.061000,0.069050,0.003813,0.025850,0.032450,0.044600,0.022850,0.033050,0.022500,0.025700,0.069800,0.054600,0.008250,0.016350,0.003900,0.010100,0.029200,0.067000,0.009995,0.009103
20130510,0.088010,0.032975,0.017430,0.047050,0.033700,0.055000,0.008460,0.061000,0.068350,0.004250,0.026025,0.032900,0.045600,0.023450,0.033400,0.022500,0.026700,0.069800,0.055500,0.008745,0.016810,0.004150,0.010550,0.029550,0.068100,0.010480,0.009750
20130513,0.087910,0.032700,0.017610,0.047250,0.034000,0.055000,0.008130,0.061000,0.068450,0.004838,0.026175,0.033100,0.046100,0.023650,0.033750,0.022500,0.026800,0.069800,0.055700,0.009175,0.016520,0.004200,0.010600,0.029800,0.067600,0.010445,0.009848
20130514,0.089110,0.032600,0.017840,0.047050,0.034200,0.055000,0.008175,0.061000,0.067250,0.005538,0.026100,0.033000,0.046500,0.023650,0.033525,0.022750,0.026600,0.070000,0.055900,0.009000,0.016300,0.004230,0.010575,0.029900,0.068100,0.010500,0.010050
