date,Brazil,Australia,Canada,Chile,China,Colombia,EMU,Indonesia,India,Japan,Korea,Malaysia,Mexico,Norway,New Zealand,Philippines,Poland,Russia,South Africa,Singapore,Sweden,Switzerland,Taiwan,Thailand,Turkey,UK,USA
20100817,0.114109,0.052150,0.022875,0.049800,0.027300,0.055500,0.018735,0.067688,0.069850,0.005425,0.038725,0.036100,0.059342,0.033546,0.043400,0.053625,0.048780,0.067500,0.071400,0.015750,0.021860,0.010580,0.012900,0.029000,0.096093,0.021375,0.016418
20100818,0.112989,0.051100,0.022835,0.049200,0.027300,0.056000,0.018635,0.066644,0.070850,0.005090,0.038350,0.036100,0.058637,0.033116,0.043800,0.053750,0.048381,0.067500,0.071300,0.015100,0.021530,0.010350,0.012900,0.028900,0.096450,0.020950,0.016394
20100819,0.112565,0.050850,0.022220,0.048800,0.027800,0.054000,0.018470,0.066500,0.070850,0.005100,0.038200,0.035800,0.058036,0.033251,0.042675,0.053750,0.047898,0.067000,0.071400,0.015230,0.021460,0.010400,0.013100,0.028900,0.097269,0.020775,0.016086
20100820,0.112503,0.051250,0.021450,0.047500,0.027400,0.052000,0.018145,0.066751,0.070700,0.005070,0.037700,0.035500,0.056939,0.032901,0.042000,0.053750,0.047380,0.067000,0.071050,0.015450,0.021370,0.010150,0.013000,0.028100,0.097106,0.020670,0.016395
20100823,0.111634,0.051350,0.021005,0.047500,0.027300,0.052000,0.018250,0.065502,0.071200,0.005090,0.037650,0.035100,0.057385,0.033004,0.042115,0.053500,0.048567,0.067000,0.071550,0.016130,0.021390,0.010220,0.013000,0.027500,0.097259,0.020700,0.016418
20100824,0.110632,0.050550,0.020510,0.047700,0.027200,0.052000,0.017448,0.064978,0.070500,0.005000,0.037500,0.035300,0.058185,0.032350,0.042325,0.053625,0.047796,0.067500,0.070200,0.015250,0.020850,0.009500,0.012900,0.027200,0.097176,0.020150,0.015848
20100825,0.112601,0.050225,0.020330,0.047800,0.027300,0.051500,0.017343,0.065735,0.070650,0.005020,0.037550,0.035100,0.058937,0.032104,0.041765,0.053625,0.047894,0.067500,0.070000,0.015450,0.020450,0.009775,0.012750,0.027500,0.096550,0.019995,0.015676
20100826,0.113354,0.050380,0.020190,0.048500,0.027300,0.052000,0.017388,0.067254,0.070750,0.005170,0.037225,0.035512,0.059634,0.032345,0.041840,0.053625,0.048393,0.067500,0.069950,0.015800,0.020430,0.010130,0.012800,0.027500,0.096550,0.020280,0.016141
20100827,0.113996,0.050850,0.021015,0.049000,0.027300,0.052500,0.017913,0.067254,0.070550,0.005420,0.037150,0.035700,0.059634,0.032348,0.042180,0.052000,0.048303,0.067200,0.069700,0.015850,0.021180,0.010490,0.012900,0.027300,0.096257,0.020750,0.016968
20100830,0.114351,0.050000,0.020620,0.048800,0.027300,0.052800,0.017275,0.069435,0.070350,0.005370,0.037350,0.035700,0.059691,0.032324,0.042765,0.052000,0.048311,0.066900,0.069703,0.015850,0.020250,0.010550,0.012800,0.027700,0.096257,0.020750,0.016004
20100831,0.113407,0.049425,0.020350,0.048700,0.027200,0.054900,0.017105,0.070509,0.069600,0.005170,0.037150,0.035700,0.059190,0.032254,0.042300,0.052000,0.048623,0.067200,0.070150,0.015500,0.020600,0.010310,0.012800,0.027500,0.097100,0.020225,0.015665
20100901,0.114676,0.050700,0.021110,0.049200,0.027200,0.054500,0.017770,0.070001,0.069750,0.005370,0.037550,0.035650,0.059839,0.033305,0.043138,0.050875,0.049133,0.067200,0.070150,0.015680,0.021370,0.010635,0.012800,0.027600,0.096518,0.020810,0.016350
20100902,0.114797,0.050750,0.020929,0.048700,0.027200,0.054300,0.018333,0.069971,0.069800,0.005460,0.037600,0.035600,0.059989,0.034354,0.043450,0.051125,0.049732,0.067200,0.070550,0.015950,0.022140,0.010900,0.012800,0.027600,0.096440,0.021030,0.016400
20100903,0.115168,0.052003,0.021980,0.048700,0.027400,0.053500,0.019210,0.069943,0.069650,0.005890,0.038050,0.035350,0.060546,0.035585,0.044288,0.051000,0.050044,0.067200,0.070550,0.016430,0.023270,0.011150,0.012950,0.027600,0.096505,0.021270,0.017010
20100906,0.114988,0.051825,0.022030,0.048500,0.027600,0.053800,0.018800,0.069943,0.070250,0.006190,0.038400,0.035850,0.060553,0.035399,0.044215,0.051000,0.050043,0.067200,0.070750,0.016500,0.023030,0.011550,0.013050,0.027900,0.096505,0.021100,0.016703
20100907,0.114997,0.051390,0.021150,0.048800,0.027600,0.053500,0.018310,0.069507,0.069600,0.005975,0.037900,0.035650,0.059887,0.034851,0.044750,0.050250,0.049264,0.067200,0.070450,0.016000,0.022610,0.011465,0.012800,0.027500,0.096554,0.020740,0.016160
20100908,0.115003,0.052188,0.022160,0.048800,0.027400,0.053300,0.018645,0.069977,0.069800,0.005950,0.037575,0.035600,0.059638,0.035299,0.044438,0.050000,0.049390,0.067200,0.070400,0.015900,0.023150,0.011625,0.012700,0.027400,0.097091,0.021225,0.016526
20100909,0.114975,0.053150,0.022480,0.049100,0.027700,0.053500,0.018940,0.069977,0.068850,0.005863,0.036200,0.035500,0.059889,0.035953,0.044700,0.050125,0.049291,0.067200,0.069550,0.015900,0.023390,0.012055,0.012700,0.027100,0.097086,0.021610,0.017185
20100910,0.115527,0.053365,0.022580,0.049500,0.028200,0.054000,0.019545,0.069977,0.068850,0.006200,0.036550,0.035500,0.060245,0.036650,0.044925,0.050125,0.049190,0.067200,0.069800,0.015900,0.024140,0.012445,0.012800,0.027400,0.097047,0.022330,0.017680
20100913,0.115906,0.053353,0.022570,0.050000,0.028900,0.052800,0.019670,0.069977,0.069900,0.006030,0.036725,0.035750,0.059988,0.036555,0.045300,0.050250,0.049479,0.067200,0.070050,0.017300,0.024270,0.012760,0.013050,0.027400,0.096946,0.022380,0.017098
20100914,0.115561,0.053463,0.022410,0.050000,0.028500,0.053500,0.019300,0.068002,0.069900,0.005680,0.036650,0.035650,0.059836,0.036150,0.044725,0.050000,0.048852,0.067200,0.070100,0.016800,0.024350,0.012445,0.012900,0.027500,0.097780,0.021650,0.016210
20100915,0.116263,0.053825,0.022600,0.049800,0.028800,0.053300,0.019750,0.067505,0.069700,0.005490,0.036850,0.035650,0.060082,0.036345,0.044765,0.050125,0.048752,0.067200,0.069750,0.017150,0.024810,0.012750,0.012900,0.027800,0.098205,0.021950,0.016188
20100916,0.117479,0.053825,0.022890,0.050400,0.029400,0.053300,0.020290,0.067495,0.070700,0.005275,0.036600,0.035650,0.060082,0.036496,0.044125,0.049875,0.048755,0.067200,0.070800,0.016930,0.024860,0.012230,0.012900,0.027700,0.098466,0.022540,0.016867
20100917,0.116788,0.054150,0.022680,0.050500,0.030000,0.053000,0.020115,0.069009,0.071250,0.005350,0.037250,0.036000,0.060082,0.036380,0.044200,0.050250,0.048758,0.068000,0.071200,0.017700,0.024530,0.012000,0.013350,0.028300,0.098168,0.022425,0.016643
20100920,0.118245,0.055450,0.022910,0.050400,0.029900,0.052700,0.020488,0.069000,0.071200,0.005240,0.037600,0.036050,0.060237,0.036550,0.044075,0.049875,0.048967,0.068000,0.071100,0.017200,0.025090,0.012075,0.013450,0.028100,0.097806,0.022590,0.016715
20100921,0.117566,0.055538,0.022750,0.050700,0.030200,0.052200,0.020453,0.069011,0.070950,0.005170,0.037600,0.036200,0.059979,0.036499,0.044340,0.049875,0.049156,0.068000,0.070750,0.017100,0.024920,0.011725,0.013400,0.028400,0.098149,0.022425,0.016335
20100922,0.118184,0.055050,0.021560,0.050600,0.030200,0.051800,0.019535,0.068506,0.070700,0.005080,0.037600,0.036300,0.059233,0.036162,0.043890,0.049750,0.048846,0.068000,0.069850,0.016400,0.024210,0.011350,0.013400,0.028200,0.097379,0.021100,0.015236
20100923,0.117191,0.055100,0.021650,0.050600,0.030100,0.051700,0.019360,0.067992,0.071000,0.004990,0.037600,0.036400,0.058632,0.035438,0.043200,0.049750,0.048900,0.068000,0.069867,0.016000,0.023770,0.011350,0.013150,0.028000,0.097881,0.020725,0.015473
20100924,0.116580,0.055050,0.022130,0.050900,0.030100,0.050900,0.019770,0.068001,0.070300,0.005100,0.037100,0.036200,0.059039,0.035382,0.043338,0.049750,0.049094,0.067800,0.069867,0.016100,0.024360,0.011700,0.013100,0.027600,0.097478,0.021325,0.015803
20100927,0.117496,0.055425,0.021580,0.050300,0.029500,0.050400,0.019335,0.068502,0.070600,0.005020,0.036850,0.036200,0.058835,0.035024,0.042715,0.049500,0.049115,0.066800,0.069500,0.016130,0.023660,0.011230,0.013200,0.027700,0.097577,0.020960,0.015160
20100928,0.118264,0.055100,0.021080,0.050100,0.028900,0.049000,0.019330,0.068496,0.070150,0.004900,0.036650,0.036200,0.058434,0.035035,0.042650,0.049500,0.049001,0.066800,0.069550,0.016000,0.023580,0.011110,0.013100,0.027600,0.097577,0.020490,0.014701
20100929,0.117218,0.055175,0.020580,0.050300,0.029200,0.048300,0.019483,0.067002,0.070000,0.004850,0.036350,0.036100,0.058935,0.035250,0.042575,0.049500,0.048266,0.066600,0.069550,0.015950,0.024080,0.011325,0.013100,0.027200,0.095788,0.020450,0.014835
20100930,0.117918,0.054550,0.020760,0.050000,0.029500,0.047500,0.019660,0.066506,0.070000,0.004890,0.036250,0.036200,0.059088,0.035399,0.042550,0.049250,0.048559,0.066600,0.070550,0.015900,0.024530,0.011580,0.013150,0.027400,0.096058,0.020700,0.015380
20101001,0.117472,0.055300,0.020970,0.050200,0.029500,0.047500,0.019745,0.064752,0.070900,0.004825,0.035375,0.036400,0.059543,0.035828,0.042900,0.048750,0.048257,0.066600,0.070667,0.015900,0.024780,0.011845,0.012900,0.027200,0.096154,0.020800,0.015413
20101004,0.117472,0.055140,0.020790,0.050100,0.029500,0.048000,0.019455,0.064754,0.071600,0.004750,0.036000,0.036600,0.059287,0.035350,0.042900,0.047875,0.048264,0.066900,0.071600,0.015680,0.024430,0.011600,0.012650,0.027200,0.095236,0.020650,0.014874
20101005,0.116929,0.054400,0.020610,0.048900,0.029500,0.046700,0.019583,0.065502,0.072500,0.004475,0.035800,0.036600,0.058939,0.035299,0.042800,0.047875,0.048577,0.066900,0.070550,0.015580,0.024510,0.011775,0.012550,0.027200,0.095236,0.020940,0.014825
20101006,0.116822,0.054563,0.020290,0.048800,0.029300,0.046000,0.019105,0.065001,0.072350,0.004350,0.035950,0.036600,0.058537,0.034946,0.043280,0.047250,0.048512,0.064500,0.070100,0.015530,0.023930,0.011440,0.012250,0.027200,0.093023,0.020325,0.014213
20101007,0.116320,0.055675,0.020340,0.048800,0.029300,0.046000,0.019390,0.064450,0.071900,0.004575,0.035950,0.036600,0.058839,0.035049,0.043500,0.045500,0.048366,0.064500,0.069800,0.015300,0.024280,0.012010,0.012300,0.027200,0.094152,0.020725,0.014145
20101008,0.116482,0.055225,0.019740,0.048800,0.029600,0.046200,0.019270,0.064249,0.072200,0.004320,0.035800,0.036600,0.058546,0.035148,0.043325,0.045500,0.048577,0.064500,0.070050,0.015400,0.024140,0.011530,0.012400,0.027400,0.094350,0.020400,0.013460
20101011,0.116613,0.055275,0.019728,0.048600,0.030000,0.046500,0.019168,0.064249,0.072500,0.004500,0.035950,0.036800,0.058553,0.034437,0.043255,0.045500,0.048577,0.064500,0.069900,0.015250,0.024110,0.011550,0.012600,0.028000,0.094350,0.020425,0.013757
20101012,0.116624,0.055050,0.019900,0.048500,0.030300,0.046000,0.019220,0.064252,0.072300,0.004460,0.035750,0.036900,0.058338,0.033948,0.042965,0.045500,0.048777,0.064900,0.069500,0.014900,0.024630,0.011250,0.012500,0.027700,0.093828,0.020150,0.013790
20101013,0.115753,0.055171,0.020592,0.048600,0.030300,0.044800,0.019130,0.064250,0.071700,0.004640,0.036200,0.036900,0.058238,0.033997,0.042940,0.045000,0.049693,0.065200,0.068850,0.015250,0.024150,0.011380,0.012700,0.027700,0.094158,0.020125,0.013985
20101014,0.114399,0.054800,0.020597,0.048600,0.030200,0.043000,0.019310,0.063003,0.071300,0.004575,0.035050,0.036600,0.058289,0.034552,0.042840,0.044000,0.049812,0.065200,0.068800,0.014600,0.024610,0.011280,0.012600,0.027100,0.093734,0.020200,0.014140
20101015,0.113382,0.055290,0.020522,0.048300,0.030800,0.042000,0.019805,0.063004,0.071300,0.004630,0.035050,0.036850,0.058746,0.035049,0.043425,0.043500,0.050617,0.065200,0.068600,0.014900,0.025300,0.011850,0.012800,0.027000,0.094680,0.020500,0.014200
20101018,0.114522,0.055150,0.020245,0.048600,0.031200,0.042000,0.020130,0.063003,0.071600,0.004600,0.035500,0.037100,0.058041,0.034754,0.043550,0.043500,0.050779,0.065200,0.068100,0.014950,0.025370,0.011900,0.012750,0.026700,0.094383,0.020550,0.013815
20101019,0.115539,0.055100,0.019460,0.048800,0.031200,0.042500,0.020455,0.063004,0.071700,0.004675,0.036200,0.037400,0.058141,0.034698,0.043340,0.043500,0.051211,0.065200,0.068500,0.014880,0.025600,0.012140,0.012850,0.026900,0.094518,0.020260,0.013705
20101020,0.114879,0.055000,0.019153,0.049800,0.034800,0.042500,0.020808,0.062494,0.071250,0.004700,0.036050,0.037700,0.058142,0.034898,0.043375,0.044000,0.051004,0.065200,0.068650,0.015150,0.025930,0.011750,0.013100,0.026900,0.094073,0.019790,0.013177
20101021,0.116248,0.055250,0.019860,0.050000,0.034700,0.043000,0.021333,0.063498,0.071300,0.004663,0.035500,0.037650,0.058292,0.035353,0.043300,0.043625,0.050507,0.065200,0.068700,0.015050,0.026790,0.011930,0.013100,0.027200,0.093924,0.019625,0.013715
20101022,0.117121,0.055600,0.019765,0.050100,0.034500,0.045000,0.021280,0.062495,0.070700,0.004813,0.035300,0.037600,0.058602,0.035248,0.043400,0.044000,0.050797,0.065300,0.069000,0.015150,0.026710,0.011900,0.013100,0.027400,0.094672,0.019890,0.014005
20101025,0.117315,0.055940,0.019409,0.050000,0.034700,0.045000,0.021185,0.062001,0.071550,0.004775,0.035750,0.037600,0.058495,0.034873,0.043500,0.044000,0.051014,0.065300,0.068700,0.014950,0.027060,0.011990,0.013000,0.027400,0.094157,0.019840,0.013890
20101026,0.117315,0.056275,0.020330,0.049900,0.034900,0.044700,0.021575,0.061504,0.071950,0.005000,0.035775,0.038000,0.058747,0.035247,0.043600,0.044000,0.051548,0.065300,0.068550,0.015400,0.026620,0.012280,0.013100,0.027600,0.094157,0.021280,0.014853
20101027,0.117095,0.055375,0.020880,0.050500,0.034800,0.044500,0.021945,0.062505,0.072000,0.004975,0.036400,0.038100,0.057946,0.035354,0.043550,0.043500,0.051380,0.065400,0.068450,0.015850,0.027090,0.012300,0.013100,0.028200,0.094657,0.021825,0.015493
20101028,0.116805,0.055400,0.020990,0.051100,0.034600,0.044800,0.021973,0.062488,0.072100,0.004675,0.036150,0.038000,0.057047,0.035026,0.044375,0.043500,0.051188,0.065400,0.067500,0.015580,0.027060,0.012230,0.013200,0.028000,0.094569,0.021700,0.014958
20101029,0.114970,0.055000,0.020487,0.051000,0.034400,0.044200,0.021610,0.059996,0.072050,0.004730,0.036350,0.037700,0.056707,0.034553,0.045300,0.043500,0.051200,0.065400,0.066900,0.015300,0.026330,0.011850,0.013200,0.028200,0.094448,0.020950,0.014358
20101101,0.114038,0.055525,0.020661,0.051100,0.035200,0.044200,0.021390,0.059997,0.071800,0.004875,0.037150,0.037600,0.056894,0.034203,0.045400,0.043500,0.051200,0.065400,0.066750,0.015580,0.026130,0.011885,0.013350,0.028200,0.094568,0.020875,0.014246
20101102,0.114038,0.056450,0.021257,0.050100,0.036100,0.044300,0.021460,0.059504,0.070600,0.004820,0.037250,0.037800,0.056894,0.033547,0.045800,0.043500,0.052240,0.066400,0.066700,0.015200,0.026300,0.011900,0.013450,0.028000,0.094685,0.021100,0.014385
20101103,0.114007,0.056225,0.021285,0.049800,0.037200,0.045000,0.021040,0.059504,0.070650,0.004820,0.037200,0.037750,0.056894,0.033570,0.045600,0.042000,0.052264,0.066400,0.066650,0.014900,0.025810,0.011700,0.013400,0.027900,0.094192,0.020900,0.014160
20101104,0.115140,0.056500,0.020895,0.049500,0.037700,0.044800,0.020720,0.058742,0.071100,0.004700,0.037850,0.037750,0.055442,0.033789,0.046625,0.040750,0.051781,0.066400,0.065950,0.015100,0.025340,0.011270,0.013450,0.027800,0.094043,0.020400,0.013005
20101105,0.116550,0.057025,0.021700,0.049900,0.037700,0.044700,0.020820,0.058831,0.071100,0.004938,0.038350,0.037750,0.055844,0.033650,0.046150,0.038500,0.051976,0.066400,0.065950,0.015100,0.025490,0.011140,0.013900,0.027800,0.094827,0.020550,0.013550
20101108,0.117171,0.057340,0.022225,0.049600,0.037000,0.044500,0.020788,0.058747,0.071850,0.005020,0.038400,0.037800,0.056144,0.033608,0.046125,0.038000,0.052137,0.066400,0.066300,0.015080,0.025380,0.011110,0.013850,0.028400,0.094667,0.021160,0.013924
20101109,0.117632,0.057500,0.022600,0.049500,0.037700,0.044500,0.021060,0.058709,0.072100,0.005200,0.038750,0.037750,0.057044,0.033549,0.045950,0.038500,0.051834,0.066400,0.066250,0.015180,0.025610,0.011310,0.014050,0.028200,0.094468,0.021200,0.014846
20101110,0.116709,0.057948,0.023230,0.050100,0.038400,0.044300,0.021415,0.061190,0.071950,0.005475,0.038600,0.037750,0.056945,0.034034,0.045975,0.038250,0.052184,0.066500,0.066900,0.015880,0.025790,0.011760,0.014400,0.028800,0.095114,0.022870,0.016293
20101111,0.117198,0.057950,0.023230,0.050600,0.038500,0.045500,0.021315,0.061190,0.072800,0.005500,0.038850,0.037650,0.056959,0.034354,0.046000,0.038250,0.052192,0.066500,0.066700,0.015730,0.025490,0.011580,0.014500,0.028700,0.095114,0.023090,0.015126
20101112,0.116842,0.057700,0.023680,0.051300,0.038300,0.046300,0.022088,0.062504,0.072400,0.005388,0.038950,0.038150,0.058053,0.034600,0.046075,0.038625,0.052595,0.066600,0.066700,0.016430,0.026160,0.011800,0.014300,0.029200,0.095643,0.023400,0.016646
20101115,0.116846,0.057775,0.024310,0.051400,0.038300,0.046300,0.022380,0.064996,0.072600,0.005850,0.039300,0.038300,0.058053,0.035250,0.046350,0.038750,0.052580,0.066500,0.067100,0.017480,0.026420,0.011840,0.014800,0.029300,0.095871,0.023860,0.016870
20101116,0.119123,0.057778,0.024384,0.051700,0.037800,0.047500,0.022863,0.064055,0.072550,0.005625,0.038250,0.038500,0.059444,0.035195,0.046850,0.038750,0.052519,0.066600,0.067250,0.017480,0.026810,0.011970,0.014550,0.029000,0.096072,0.023850,0.018062
20101117,0.118794,0.058233,0.023950,0.051900,0.037800,0.048000,0.022780,0.064055,0.072550,0.005688,0.038350,0.038500,0.059643,0.034949,0.046900,0.038875,0.052478,0.067200,0.068450,0.017480,0.026870,0.011695,0.014550,0.028400,0.096072,0.023920,0.017090
20101118,0.119509,0.059075,0.024710,0.052800,0.037500,0.048200,0.023635,0.061992,0.072400,0.006113,0.038400,0.038100,0.060292,0.035249,0.047950,0.039000,0.052728,0.067600,0.067250,0.017000,0.027710,0.012220,0.014550,0.028300,0.095870,0.025170,0.017822
20101119,0.119686,0.058688,0.024994,0.053600,0.037700,0.049000,0.023545,0.061510,0.072350,0.005750,0.038200,0.038050,0.060443,0.035604,0.048425,0.039000,0.052816,0.067900,0.067300,0.016650,0.027350,0.011960,0.014400,0.028300,0.095870,0.024550,0.017475
20101122,0.121374,0.058350,0.024515,0.053600,0.039100,0.048500,0.023125,0.061992,0.072300,0.005700,0.038400,0.038100,0.060745,0.035151,0.048300,0.039000,0.052527,0.067900,0.067150,0.016700,0.027200,0.011860,0.014550,0.028400,0.094874,0.024000,0.017204
20101123,0.120816,0.057775,0.024373,0.053400,0.038500,0.049300,0.022348,0.061980,0.072000,0.005438,0.038650,0.037650,0.060944,0.034765,0.047475,0.038875,0.052560,0.068500,0.067800,0.016150,0.026360,0.011850,0.014200,0.028000,0.094645,0.023390,0.015970
20101124,0.119776,0.058278,0.025830,0.053500,0.038200,0.049800,0.023023,0.061980,0.072300,0.005675,0.038250,0.037850,0.061647,0.035198,0.047125,0.038750,0.052907,0.068500,0.068550,0.016500,0.027140,0.012190,0.014200,0.028200,0.095461,0.023975,0.017868
20101125,0.119777,0.058448,0.025860,0.053600,0.038800,0.049500,0.023533,0.061980,0.072350,0.005850,0.038150,0.038000,0.061665,0.035148,0.047450,0.038750,0.053410,0.068500,0.069250,0.017200,0.027690,0.012570,0.014250,0.028400,0.095461,0.024375,0.016590
20101126,0.120283,0.057613,0.025459,0.053600,0.039800,0.049500,0.023505,0.064248,0.072300,0.006210,0.038350,0.038100,0.063854,0.035275,0.047400,0.038750,0.053494,0.068500,0.071400,0.017850,0.027940,0.012450,0.014250,0.028700,0.095461,0.024210,0.017898
20101129,0.120996,0.057950,0.025304,0.053400,0.039700,0.049800,0.023860,0.063501,0.072450,0.006213,0.037600,0.038100,0.063945,0.035290,0.047400,0.038750,0.054468,0.070600,0.072800,0.017650,0.028850,0.012505,0.014200,0.028700,0.095813,0.024050,0.017635
20101130,0.120274,0.057075,0.024626,0.054100,0.039400,0.051000,0.022950,0.065504,0.073150,0.005963,0.037400,0.038100,0.062845,0.035003,0.047375,0.039500,0.053813,0.070500,0.072000,0.017300,0.028190,0.011855,0.014050,0.028400,0.096210,0.023170,0.017078
20101201,0.119796,0.057350,0.025479,0.054400,0.038900,0.050500,0.023855,0.064507,0.073150,0.005980,0.037550,0.038100,0.063945,0.035347,0.047400,0.039000,0.053623,0.070200,0.071150,0.017750,0.029190,0.012375,0.014000,0.029300,0.095691,0.024310,0.018785
20101202,0.120331,0.057015,0.025860,0.054900,0.039100,0.047500,0.024065,0.063500,0.073650,0.006050,0.037800,0.038300,0.064044,0.035601,0.047700,0.039250,0.053810,0.070900,0.071700,0.018600,0.029840,0.012655,0.014400,0.030600,0.094938,0.024650,0.019200
20101203,0.120140,0.057303,0.025310,0.054900,0.038900,0.047700,0.024185,0.063491,0.073500,0.006063,0.037800,0.038300,0.063556,0.035751,0.047675,0.038875,0.053513,0.070400,0.070600,0.019100,0.029680,0.012635,0.014550,0.030800,0.093850,0.024825,0.018515
20101206,0.120263,0.056875,0.024660,0.054800,0.037500,0.047000,0.023865,0.063971,0.074500,0.005775,0.037850,0.038400,0.062548,0.035400,0.047550,0.038625,0.053461,0.070400,0.070600,0.018350,0.029460,0.012400,0.014450,0.030800,0.093136,0.024620,0.017980
20101207,0.120312,0.056665,0.025400,0.054700,0.037700,0.045500,0.024540,0.063971,0.073850,0.006075,0.037700,0.038400,0.064748,0.035998,0.047200,0.039250,0.053359,0.070200,0.070500,0.018800,0.030220,0.012335,0.014450,0.029800,0.092929,0.025115,0.019280
20101208,0.120818,0.058050,0.026557,0.054800,0.038500,0.046300,0.025495,0.064001,0.075200,0.006875,0.038400,0.038900,0.065846,0.036200,0.047375,0.039000,0.053964,0.071900,0.072200,0.020150,0.031260,0.012905,0.014850,0.031300,0.095462,0.026365,0.021590
20101209,0.121280,0.058350,0.025745,0.054600,0.039100,0.046700,0.025465,0.064002,0.075400,0.006913,0.038450,0.038900,0.065247,0.036160,0.047600,0.039500,0.054061,0.072100,0.072000,0.020800,0.031140,0.012850,0.014850,0.031200,0.096231,0.025838,0.020860
20101210,0.120483,0.058800,0.026608,0.054300,0.039000,0.046500,0.025638,0.064000,0.075100,0.006675,0.038400,0.038800,0.065755,0.036446,0.047300,0.039000,0.054075,0.072500,0.071600,0.020200,0.030960,0.013050,0.014850,0.031200,0.096534,0.026375,0.021515
20101213,0.120827,0.058950,0.026150,0.054300,0.038500,0.046800,0.025530,0.063999,0.075400,0.007175,0.039150,0.038900,0.065353,0.036881,0.047650,0.038000,0.054164,0.073800,0.071800,0.021100,0.030980,0.013400,0.014950,0.032200,0.095481,0.026400,0.021020
20101214,0.120294,0.059275,0.026875,0.054700,0.038400,0.047500,0.026435,0.063508,0.075100,0.007363,0.039350,0.038750,0.066252,0.037154,0.047450,0.037500,0.053736,0.073700,0.071850,0.020650,0.032135,0.014190,0.014800,0.032100,0.095509,0.027340,0.021815
20101215,0.121114,0.059000,0.026565,0.055100,0.038600,0.047000,0.026293,0.069008,0.075400,0.007400,0.039850,0.038850,0.067552,0.037897,0.047800,0.037250,0.053871,0.073000,0.071900,0.021350,0.031855,0.014475,0.014850,0.033300,0.095132,0.027435,0.022570
20101216,0.121285,0.059175,0.026492,0.055200,0.038700,0.046700,0.026550,0.070002,0.074500,0.007190,0.039450,0.038750,0.065750,0.038315,0.048150,0.037250,0.053968,0.073000,0.071932,0.021100,0.032280,0.015210,0.015000,0.033300,0.095132,0.027525,0.023490
20101217,0.121011,0.058500,0.025560,0.055200,0.038200,0.046500,0.026360,0.069003,0.074500,0.006475,0.039750,0.038700,0.064758,0.038446,0.048000,0.038000,0.053971,0.072100,0.071850,0.020400,0.032100,0.014530,0.014950,0.033000,0.093942,0.027035,0.022376
20101220,0.121447,0.058625,0.025080,0.055200,0.037500,0.046600,0.025720,0.070999,0.074300,0.006110,0.039600,0.038700,0.064953,0.038000,0.047350,0.037750,0.053960,0.071700,0.071600,0.019900,0.031650,0.014000,0.014625,0.032600,0.094321,0.027070,0.021200
20101221,0.121409,0.058875,0.025422,0.054900,0.037800,0.046500,0.025735,0.069507,0.074750,0.006325,0.039000,0.038750,0.065303,0.038050,0.047350,0.038750,0.053962,0.071700,0.071600,0.019600,0.031440,0.013850,0.014550,0.032500,0.094411,0.027060,0.021600
20101222,0.121409,0.059263,0.025757,0.054800,0.037900,0.045800,0.025085,0.069964,0.076200,0.005995,0.038750,0.038750,0.065452,0.038086,0.047250,0.039000,0.053954,0.072000,0.071600,0.019600,0.031260,0.013470,0.014525,0.032500,0.093838,0.027000,0.021780
20101223,0.120926,0.059650,0.026220,0.054800,0.038000,0.045500,0.025405,0.069999,0.076900,0.006000,0.038900,0.038800,0.065472,0.038293,0.047150,0.039250,0.053994,0.072600,0.071600,0.019700,0.031750,0.013550,0.014725,0.032800,0.093436,0.027235,0.022581
20101224,0.120941,0.059400,0.026090,0.054800,0.038000,0.045500,0.025455,0.069999,0.076450,0.006333,0.038950,0.038800,0.065536,0.038250,0.047150,0.039250,0.053960,0.072600,0.071626,0.019750,0.031375,0.013775,0.014800,0.032800,0.093436,0.027200,0.022330
20101227,0.121284,0.059400,0.026090,0.054800,0.039100,0.045500,0.025635,0.070112,0.076900,0.006150,0.039400,0.038900,0.065851,0.038699,0.047150,0.039250,0.054122,0.072600,0.071687,0.020150,0.031915,0.013880,0.015200,0.032900,0.093436,0.027200,0.023043
20101228,0.120879,0.059400,0.026090,0.054800,0.039100,0.045500,0.025385,0.070111,0.077300,0.005759,0.039550,0.038900,0.066250,0.038247,0.047250,0.039250,0.054133,0.072600,0.071687,0.019850,0.031720,0.013538,0.015200,0.032900,0.093034,0.027200,0.022575
20101229,0.120283,0.059675,0.026829,0.055000,0.038900,0.045500,0.025415,0.069500,0.077300,0.006000,0.039550,0.038950,0.065748,0.038303,0.047250,0.039250,0.054195,0.073800,0.071700,0.020600,0.032000,0.014050,0.015250,0.033300,0.092430,0.027430,0.023015
20101230,0.119520,0.059500,0.026550,0.055000,0.038700,0.045800,0.024840,0.067509,0.077050,0.005710,0.039600,0.039000,0.065673,0.038025,0.047250,0.039250,0.054177,0.073800,0.071050,0.020250,0.031745,0.013845,0.015000,0.033400,0.091221,0.026950,0.022685
20101231,0.119521,0.058640,0.025825,0.054700,0.038200,0.045800,0.024910,0.067503,0.077050,0.005663,0.039600,0.039000,0.065456,0.038100,0.047250,0.039250,0.054184,0.073800,0.071065,0.020250,0.032025,0.013800,0.015000,0.033400,0.090033,0.026300,0.021820
