Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2020-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Finland,FIN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,5.226375675,8.109562456,,10.47833473,15.90056229,21.81904488,28.01162911,25.87080782,16.06445545,11.11291492,10.62252945,26.36870867,37.00921691,32.89186296,46.43660294,58.1538401,115.51328,258.3920407,233.5870024,147.1599178,99.35158288,99.42664687,93.2265694,,,,,,,,,,,,,,,,
Fiji,FJI,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,9.78292718,7.359218081,6.807208481,8.956316762,8.999722832,7.787965474,6.194030308,5.068743151,6.812248535,7.736850372,14.29950044,19.90241152,16.65413142,21.87694036,32.9840584,24.55816859,28.22028198,23.35839884,34.47117993,32.46243756,31.22510757,36.4903401,46.41831859,65.54596313,100.6903324,106.1945491,85.33909131,64.7141602,73.67234316,73.69089994,80.07341687,104.72951,103.1283888,50.4528338,72.34291202,72.33438594,54.3074199,67.37356416,81.85775829,73.13375081,85.64968201,87.36532065,105.9404457,84.86605773,,
Faroe Islands,FRO,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,35.49184461,29.96227382,43.89182534,38.53361395,6.855621075,6.367971638,35.0545659,38.10341185,46.12513352,51.22643324,72.24322252,78.62569522,91.21654555,78.17925153,87.85564671,77.74164721,86.62235688,80.94560981,108.3753168,100.249025,99.13177312,120.9041829,132.6582626,139.2370391,175.6310461,155.4448977,131.0474529,104.0191385,118.158783,116.5083909,120.4634857,139.3407212,124.0441088,63.91945409,,,,,,,,,,,,
Georgia,GEO,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.046509646,34.88619404,25.80455513,23.91627479,16.39093627,18.54051295,11.91809444,10.03406684,5.268198378,5.675985428,8.385297554,5.404572482,5.677230703,3.718037169,9.671761705,9.918091868,9.317452088,9.155092167,7.876770479,,,,,,,,,
Gibraltar,GIB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.23011048,43.59425813,52.81369601,52.07091848,58.56767363,73.42957042,83.19074913,25.44710143,34.1310043,22.57685199,11.73702073,18.26695494,34.43406467,23.26893981,21.40459342,19.03625846,24.85655069,17.59014267,25.56744058,
Grenada,GRD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,31.51228833,29.1127878,32.46647334,38.73652069,36.39096522,49.44868152,55.58489317,58.2437,63.06529757,72.80476998,53.57845099,59.65833118,52.61609067,64.52835574,63.70649394,67.3315018,76.839456,87.99099505,103.8885917,122.9850239,111.3229438,96.99046592,78.55713496,93.26572428,98.97898981,103.7116571,118.605129,118.8397413,62.12182621,92.02123897,99.6127557,80.9192176,94.02578594,113.8703105,115.2871822,116.0519306,119.9052312,139.0544887,118.3583993,,
"Hong Kong SAR, China",HKG,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,80.61327594,90.86422359,66.97639487,70.60111821,98.64389837,135.17298,125.520612,67.16154438,65.39642982,70.4762,96.90188457,131.084655,106.8174103,124.6201213,112.7562492,108.3942839,137.0069924,164.9369346,319.925309,198.4417368,209.9544868,281.2587971,233.051079,203.4308338,366.8736065,363.141147,298.7386283,278.3631301,442.7917181,509.4406253,581.0424864,886.1146768,1254.465315,605.9697276,1076.935958,1185.857008,908.6162847,1078.304795,1124.705202,1109.256064,1029.425587,995.2808403,1274.897888,1055.916045,1339.64454,
Honduras,HND,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.959160394,12.50362599,17.73369978,11.45646939,10.69551021,12.6868894,13.56551724,30.24457157,17.66210402,26.35082119,28.46874602,57.52451391,116.8951957,38.62276885,42.52228442,42.71837512,36.07156228,,36.91912287,34.76235764,37.18160942,39.10922705,41.0312282,33.4157486,36.96675381,
Haiti,HTI,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.21178472,19.53401941,27.50850815,28.83288789,36.28264873,33.00489369,11.67689323,22.97075415,21.00450408,13.2428095,16.15886318,14.62016218,10.31028882,14.14115608,17.5552758,22.07156239,18.03689065,20.11789475,
IBRD only,IBD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8068515,39.62607106,41.16743667,55.5561901,95.34491573,35.92734471,66.59970168,66.27729832,45.70001611,49.87856286,46.63109174,51.85697026,58.85907047,58.48550308,65.51553342,49.25323513,59.91728844,
IDA & IBRD total,IBT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.45777587,39.0538444,40.18958232,53.74012755,92.44272706,35.00418612,64.65168013,64.57547164,44.62674386,48.87190854,45.8095325,50.80669082,57.53005274,57.14965439,64.47682545,48.49788368,58.98629769,
IDA total,IDA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.82414263,20.60283933,17.69378845,22.080116,20.288194,13.68247508,9.60343618,,,7.415579298,,26.18694489,25.04233597,23.76634,38.53242118,16.84795096,18.20248262,19.23543164,13.91137626,14.69053276,18.64016637,17.22228602,15.32221108,17.80409003,,,,
Indonesia,IDN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.94131089,40.0216424,13.46472993,23.13136704,45.74575134,16.24793089,14.33362262,15.36689466,23.28171674,28.52029714,28.48445573,38.09588394,48.97842945,19.35614609,39.83495235,47.7275708,43.68649336,46.65394903,37.99064551,47.38662528,41.03725644,45.68924907,51.26792744,46.70380867,46.75895022,
IDA only,IDX,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.92614089,54.69251531,67.41664404,87.09066395,149.5066592,53.98341437,97.36443059,97.38688262,55.24712301,69.1239511,61.33572746,76.41992622,72.07765218,68.27095468,87.89228467,76.79159638,75.97890796,
Not classified,INX,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.04236175,77.34777156,69.68459902,82.0030286,68.99497408,46.84451632,51.78229341,58.84614551,53.90346336,70.34947026,53.31444754,17.9937859,25.93604103,27.17472322,45.6445412,48.43973768,71.31724481,55.50539093,43.91387049,39.87331016,43.66107687,28.78540643,,
"Iran, Islamic Rep.",IRN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,3.669657448,4.555119475,4.732883614,6.412980095,,,,,,,,,,,,,,,2.018711731,3.901646701,9.501943134,14.13943858,13.32633557,13.51439712,19.17200452,24.35007222,5.817554147,9.143156214,17.9388548,22.41614936,16.09179771,13.63677372,12.54281729,11.81383377,14.21324754,17.79789742,18.43941489,15.19461383,75.12095944,26.95677019,23.23099006,26.65232383,24.3933716,31.61879146,,
Iraq,IRQ,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,11.7629185,19.82945686,27.15457248,56.9807151,16.33373927,20.91473699,27.64406434,28.88745449,29.45958249,10.78124474,16.43246489,13.97218669,21.08603021,39.14300394,66.67547523,37.77818037,36.36876986,32.51966402,40.39326264,35.26471672,55.72556958,50.43175571,44.09418425,34.78379977,55.26603263,67.80188307,86.00215218,104.9972133,131.3463599,49.83982683,90.97005063,97.27274188,60.02197947,62.93467123,69.47239438,64.77774616,81.35190317,67.08989083,65.40595375,50.58620667,60.14692274,
Italy,ITA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.16505836,67.17462059,45.19807166,37.5439363,39.05874288,43.78609205,42.9643297,52.69746003,48.52455564,21.76402667,,,,,,,,,,,,
Jamaica,JAM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.22800062,33.53118241,21.26630968,26.39237242,27.35747837,24.34379242,28.52936464,39.51631134,51.31750734,62.11563808,,,,,,,,29.38113753,34.67621688,,,,,,,,95.80375449,
Jordan,JOR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.673629,158.4219033,129.7041759,113.7489595,92.07046018,85.24689003,74.7782575,69.35276591,65.96107021,61.60035029,57.88254413,52.96743762,47.26971041,
Japan,JPN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,27.18843653,30.86194491,2.984485477,3.373889037,27.40479419,34.30591658,34.28604706,36.79141092,43.90234879,48.87902007,67.78664937,85.79506818,107.6421364,123.353645,139.4599746,93.47922715,83.85449627,57.68621165,65.24932244,73.20491295,65.06204514,62.47234819,47.23661462,60.49703373,97.66048031,64.59762823,52.62006763,50.28531346,66.42657291,73.88503528,96.16206433,101.847343,95.9173454,61.84716836,63.19709827,67.15277742,54.00583973,56.08112202,88.11905484,90.2602291,111.5148947,100.665541,127.8610762,106.9024789,121.8290841,
Kazakhstan,KAZ,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.651462491,5.997042063,4.384541938,5.519599517,5.233840525,7.867690298,9.134946807,18.43134323,53.93364805,39.46356191,17.43969487,24.22139822,18.01635106,11.70000445,11.31863557,11.08384628,10.37571102,18.9230309,29.25532215,27.31214972,20.63413129,22.37064198,
Kenya,KEN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4829421,42.62224451,22.30198189,14.93475961,13.82320278,14.8188603,,9.880792722,8.049433253,10.8862023,28.06370591,24.17451699,34.06993723,44.0573428,41.7564882,30.23834416,29.62277712,36.15209515,24.31889151,,,,,,,,26.24158065,
Kyrgyz Republic,KGZ,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,8.053128574,5.854494229,5.791959295,5.625043095,4.998612076,6.381258272,7.286375667,11.9175719,22.32750832,47.27087054,56.89515259,38.92508844,29.17478562,30.28226398,35.547726,41.36559802,32.11437914,22.80049184,7.350772443,29.8940943,61.5316061,29.72384854,42.71286847,39.9694438,46.88333488,54.00139638,76.80071529,79.22435276,95.7353611,44.95179454,88.41612826,95.44121919,79.48624343,92.2554737,90.06075817,81.70481531,83.99660478,83.62985712,109.1056282,81.96191573,,
Kuwait,KWT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.85655716,40.06964797,47.69994188,60.11855853,97.69645264,87.76131284,66.45803863,51.60019464,64.87567773,82.49146556,127.3099479,122.6527177,128.3688347,105.4301686,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.74428096,20.72495659,17.50486716,27.27610338,33.02792991,37.90571094,46.66649089,65.03141384,27.89796788,59.34205104,57.03153769,40.30223544,45.04925424,38.57083026,32.99201428,26.93487911,34.36345326,38.32424508,36.95453304,45.16987043,
Lao PDR,LAO,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.50154831,17.03924948,13.86313669,10.87541757,9.004792275,6.957605142,6.925822163,7.05943204,10.42678608,22.37412063,36.97982698,43.28254054,32.9118363,36.29935422,33.02825071,22.65913156,20.61631779,22.74221105,23.53437378,22.78953238,23.75404921,21.6252013,17.60363068,14.87893211,
Liberia,LBR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.07124055,23.13205099,19.88073654,31.41263099,37.62116887,41.72205217,50.2486613,67.80136012,30.03635145,62.71662029,61.68434969,43.55340959,48.73251959,41.50476149,35.77761177,29.74336306,37.20488007,42.10472294,39.8946404,46.58004024,
Least developed countries: UN classification,LDC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.11750657,6.577381802,8.454290883,10.16180194,14.35813833,17.69870736,23.43701947,27.47136083,23.3481051,10.52701714,22.69436256,35.12313239,29.76898523,24.80332653,25.30557733,29.82129373,25.81024412,22.66812912,21.68583608,17.61364242,18.71297178,
Lower middle income,LMC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.32104387,45.96295705,58.56832832,98.94279882,35.57644919,61.71228119,63.87310503,38.94295101,48.65583213,44.46245818,53.06564863,50.40034358,49.19627987,65.66395374,56.69847863,61.07904055,
Low & middle income,LMY,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.62008071,38.6721481,39.8408427,53.5671996,94.70238803,35.62598513,65.5454747,64.73890442,44.68462436,48.37575364,45.41324134,50.88825602,57.98822521,57.49761284,64.67357436,48.62623956,60.18611558,
Lesotho,LSO,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.59778305,38.69972086,36.69380792,52.9339566,100.2297063,35.77030175,66.41896377,65.27109006,45.42310445,47.10386863,44.48722848,50.70486716,62.33764096,60.66386952,65.08866526,46.95391853,59.45188254,
Lithuania,LTU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,24.74151266,22.57165306,21.96973929,21.42514083,44.47200348,23.32346997,28.99283978,33.62521325,32.27727438,35.22759782,59.0922176,65.97291843,82.9375629,86.84697374,99.58201517,79.03344197,78.7312931,73.65549173,117.1590125,155.6189859,140.9403358,148.8370795,171.7185296,188.9344819,161.624279,159.9759977,106.7596507,103.9579021,126.3078101,144.5672266,137.2208438,187.4687659,326.3589871,119.2750293,204.4911022,190.046632,112.7036693,124.1018163,127.3755509,95.55798476,81.62061204,100.360319,106.9445314,69.77251733,62.20893091,
Latvia,LVA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.18421311,59.27553404,53.40573164,50.39181139,47.9162443,45.39237707,55.73400414,61.12947882,51.72119495,54.64919143,
Monaco,MCO,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.07670578,47.76709753,34.21230198,33.22964605,53.64800566,47.39685691,48.1863075,48.48044747,48.4080069,46.48359768,131.3470915,
Mexico,MEX,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,0.534090909,0.89861415,,0.72,0.889556714,0.633228908,0.382634694,0.931698092,1.940327581,1.986307548,2.002870715,4.102561162,6.133899088,8.369511742,12.23121865,15.71270317,32.81570272,38.20490076,40.11399494,24.67650309,25.18759557,25.97975676,31.29312364,17.42553256,25.66401919,17.68648639,16.68525555,13.46202451,16.80061128,21.91167137,27.25178691,35.71352529,37.78151844,21.08623658,39.11418905,42.95184945,34.62036678,43.715016,41.27415703,36.51080609,34.32582974,32.64200756,35.98376298,31.50094537,32.59740148,
Marshall Islands,MHL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
