Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2020-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Middle income,MIC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.62008071,38.6721481,39.8408427,53.5671996,94.70238803,35.62598513,65.5454747,64.73890442,44.68462436,48.37575364,45.41324134,50.88825602,57.98822521,57.49761284,64.67357436,48.62623956,60.19745331,
North Macedonia,MKD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.74375873,33.18854078,30.72892261,33.96180021,46.56898849,63.47230457,66.4406119,71.08058,39.3411439,46.91959368,46.40937888,35.57360425,38.37886873,40.27034143,31.32342887,39.71821702,38.00310226,39.33372245,34.26148548,35.46462459,
Myanmar,MMR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.10233949,34.47290734,22.16406512,24.21069829,27.49852191,21.27994637,19.0120834,42.24899989,23.86205127,21.25737882,21.62556006,24.37067384,25.32117103,,
Montenegro,MNE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.29868744,,77.78911519,77.21535859,92.65279217,,,,,,,,
Mongolia,MNG,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.46217993,37.14387571,33.09741349,33.5834201,36.39995685,40.82271098,35.03502498,26.648004,21.20044017,24.59024399,32.58785281,32.20854368,35.85158679,70.54557856,97.16497149,46.66483816,72.10168826,77.49925242,68.10975932,61.5330663,73.72311385,68.34894329,61.90876053,61.87058897,73.47961218,69.43706095,61.32905728,
Malawi,MWI,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,61.1831673,51.77362321,74.79885408,56.95831821,77.41604258,53.58379071,56.71724163,65.36714186,102.1818369,108.7329549,115.4203632,150.433979,320.9915885,247.0831897,240.9728693,303.5674922,93.22534733,132.4161587,176.7664953,120.6483714,128.2342403,124.7235892,145.9262648,145.5908267,125.7663069,144.8024507,168.0671232,81.98778838,142.9955433,160.2598047,132.7810762,148.3853507,154.7858846,135.7752187,127.0849659,119.4296691,142.8251821,110.9567865,110.7699532,
North America,NAC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,52.55254365,39.3995682,45.49695502,51.99708221,42.08509305,55.14208952,57.99471264,55.56324455,56.1779903,63.24892216,54.17244587,68.97034691,70.34998757,78.62840874,72.64060553,92.47903539,107.5689649,127.6291158,144.4563185,157.4275918,144.3950137,128.9669895,102.1110212,122.8622172,132.1845097,130.0777402,140.5400657,138.8602899,77.6069618,105.8719326,117.1201771,101.2531745,114.9606678,140.3015766,147.0106445,134.745695,144.9288634,162.8731967,145.1628487,,
Namibia,NAM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85959239,5.39995314,4.793945984,12.00270936,16.79886341,11.17253137,18.10738763,8.117625542,4.328532282,6.252814024,6.394757768,6.058694862,5.839078253,6.910369307,8.013427738,7.198278234,10.96544756,10.43885798,9.336329495,9.99253698,14.86769722,15.57101646,16.95595877,21.9109236,22.8793639,18.29843413,21.09735202,
New Caledonia,NCL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.720107474,8.799976996,17.65039668,24.89338638,23.06197071,18.90275532,4.951070582,,,2.488776651,,11.6331166,12.62901484,13.90510641,30.80067448,14.26030142,11.0399402,13.98408464,9.636791931,12.33919031,15.8464744,11.48143818,10.26572345,7.362519097,9.904981954,7.935877427,9.801293842,
Nicaragua,NIC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,18.25447083,18.50345949,17.72853377,17.05132294,16.25072999,15.04433778,13.31086253,16.22462556,21.98928446,24.61600597,41.26817789,41.67718638,35.54654207,41.27326569,59.79238201,37.6418331,51.63252849,47.0417536,51.40831644,59.08256434,63.37617263,83.32208409,112.4319497,137.7102465,155.3048886,153.7921466,116.6528808,85.08393287,84.42533511,81.96697739,86.53364036,106.300178,112.8234192,41.00440939,64.41769025,78.09289202,65.77212042,77.57252061,93.26244107,88.28170807,95.19390379,102.8328602,131.9277481,,,
Norway,NOR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,5.243090242,3.824001984,7.44045967,93.34203805,15.38232947,12.84519267,12.61595349,15.46195257,24.63638935,21.81272462,18.04936012,13.63548399,22.69974331,28.67845589,29.32782589,34.78329992,41.21888839,30.11151204,39.25201341,38.40888283,39.92901882,32.81934637,41.91232012,53.46829538,61.86088767,81.26923625,88.52256123,31.56437858,58.83969116,68.87077611,44.33950096,47.6470795,50.76446598,44.01389376,50.25789813,62.70192417,72.08748933,61.5851566,73.2759693,
Nepal,NPL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,35.59940372,72.58850101,38.76994434,29.76909951,30.70810944,19.39497726,33.44926823,36.79246722,54.77398173,49.02429946,49.08266013,54.59099516,46.1735358,44.07822778,48.24780343,35.37067493,33.08145066,32.66150629,37.44977718,42.08771626,35.38390356,40.1550074,34.5801254,18.16308015,29.25794266,29.67946783,26.18462433,29.99756379,34.56273542,37.0371156,41.89526974,42.52837113,46.09735478,41.42572896,52.13377643,
OECD members,OED,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,30.07116349,27.37804381,31.52999819,37.85425226,35.47983392,48.25655859,54.63470157,57.41481019,62.07836625,70.83952822,52.60451789,58.63360603,51.7219547,61.43184468,60.91698003,65.27303374,73.86174672,85.23659491,100.7581876,118.6544382,107.2156027,93.24371799,75.03240147,88.76780947,94.05272842,97.93813669,110.5854868,109.1949272,57.45644655,83.20653686,89.69238376,73.34754623,84.70366321,102.9283182,103.9782792,104.9832396,108.9735713,125.839834,107.2510131,,
Oman,OMN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.89751124,16.51075031,17.23298412,19.92202611,47.32819624,31.37612915,26.78918623,21.41417491,20.88782593,25.61690146,33.54108286,38.09973892,49.12468331,43.27194042,63.40028372,33.80475667,46.4346557,49.75298662,39.57898085,39.59074678,46.80326102,46.88556782,60.1218895,35.56060461,30.16922869,23.54015514,22.42779955,
Other small states,OSS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.53715652,,,,,,
Pakistan,PAK,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.41944098,24.72163969,15.59998434,18.41509379,18.90869125,8.712718436,11.1281101,8.077032754,6.169008955,12.72583926,18.1225279,42.31232718,37.74700744,32.71539516,45.74929441,13.73138532,18.96310064,21.4529076,15.24805676,19.46378699,24.78643506,30.06552742,24.42019317,32.96687999,,,,
Panama,PAN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.964369604,8.132156252,8.679926579,12.96297835,20.37174971,32.97831182,28.70509156,22.70785018,20.81344754,23.81426874,23.51398,27.99236097,36.41539367,39.41975275,33.824687,28.08567057,28.47882796,28.35568931,30.79524422,31.02669572,27.56578947,27.55504142,24.3555111,23.42343074,24.14649866,24.02604402,25.21077592,
Peru,PER,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.64938991,17.78061082,24.09367326,18.84231765,18.81664448,20.88709565,24.05036992,27.06916422,31.73748048,45.1490505,67.91211088,31.41980219,59.31200847,70.05234504,47.66963318,53.26614749,40.252184,39.26495858,29.79669153,42.25674183,47.02112368,42.05695801,43.6261011,
Philippines,PHL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.34512977,38.08474298,48.8831082,50.81964686,31.05124744,26.91976882,21.95232757,26.62677781,30.10664157,37.04964163,53.15330497,65.93952489,28.7450984,49.02550314,75.50095326,70.47593035,87.55198722,76.54740892,88.01853652,77.9321773,75.2409693,88.40744259,74.4303564,73.0640848,
Palau,PLW,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.77304871,97.39944585,126.1517677,92.69112842,135.7840718,95.8086917,150.7287945,77.38010954,70.016751,,,,,,,,,
Poland,POL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.207618747,5.227242979,7.614783072,11.7130133,17.394951,18.16250602,13.62802585,14.25636032,16.99524195,27.64722661,30.71378394,43.19194035,49.32544047,17.01910501,34.3299189,39.74413419,26.16768842,35.58675884,39.2583811,31.13414947,28.83343356,29.34451381,38.25061622,27.32029472,25.44545971,
Pre-demographic dividend,PRE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,0.363394274,0.259753928,0.331106927,0.565226963,0.487846419,0.302347816,0.338917708,0.310889429,0.786699781,4.725067519,29.2782137,12.75858167,17.49418073,11.9553786,10.42573658,9.058564851,13.05459677,16.31041389,15.5423874,19.96300424,33.28886806,50.79133933,53.47968333,51.28926183,38.13846381,31.93693963,35.35362286,37.1574391,33.96555819,49.950366,55.05562166,26.25400822,40.31454279,34.46964306,25.20040397,30.29969827,34.97728239,25.1633944,30.0215849,27.75526094,34.14815439,25.55932825,,
Paraguay,PRY,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.959179492,4.251985993,3.960053234,3.539634649,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.10189174,10.50398739,12.79616355,11.76528489,11.62247984,16.88905303,61.67957547,36.14905671,30.14787558,24.90369884,29.37729572,25.30496307,24.87435299,23.4194489,24.02781991,22.78290457,23.89854284,22.00604983,24.12878224,22.94656132,,
Pacific island small states,PSS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,31.54899801,29.11938269,32.38026948,38.82118669,36.4435847,49.51440715,55.66714144,58.33605385,63.24715556,72.16545671,53.65973617,59.70763519,52.71696549,64.33860195,63.36705971,67.90465981,77.51189569,88.95847214,105.6969497,124.7563572,113.4312495,98.43985603,79.46354406,94.06098778,99.79222664,104.7630459,119.8756146,120.5927081,63.36394042,93.19010925,100.7065514,82.48015859,96.17037495,117.1774742,118.7102028,119.6254121,123.416275,143.4537771,122.3574214,,
French Polynesia,PYF,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8139987,66.39241218,,,,,76.77655092,90.12517483,88.13929711,102.0376077,81.07434616,88.93416482,91.02192284,
Romania,ROU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.855252512,0.872505509,0.976532012,2.730795365,5.403105309,5.88688062,14.62399583,16.10704956,20.68050328,17.55133855,7.068817822,7.508726297,8.538888254,7.649686014,,,,,,,,10.44088566,
Russian Federation,RUS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.30233446,62.38341351,38.29830209,37.37454375,33.61682066,18.7412012,28.84072031,48.72007177,39.60266438,34.5065989,,
Rwanda,RWA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.04201593,
South Asia,SAS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.54475149,52.18709025,58.72755139,74.3365519,128.6289459,45.73085831,82.73277916,85.50916607,49.62355314,62.4386042,56.18899927,70.06102181,65.30573121,60.7396292,81.49804311,70.76430689,74.34973683,
Saudi Arabia,SAU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.27994417,66.90736159,50.48475591,50.73199898,62.59526928,63.87456709,64.35571438,69.59316718,65.55153312,63.10736207,303.520839,
Sudan,SDN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,146.3896374,205.2570859,245.5526495,72.94439135,87.29893216,62.00965155,57.78321237,89.41855637,85.45640697,94.64085884,117.9191856,94.81015026,104.678721,93.8679306,218.9112969,181.960861,168.5486483,155.8151292,104.3084375,110.7996527,223.6587457,159.0707681,128.8364307,109.6692939,152.0835253,189.0680376,201.3493118,258.5516955,297.9832236,136.8584686,247.8707359,269.892024,214.1650965,259.2718036,242.0255018,239.1069543,207.7750927,200.9800267,230.2836294,184.1440795,187.4070293,
Solomon Islands,SLB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.345417751,12.46998688,19.3807615,33.32730913,54.9481021,24.09441054,25.27703363,3.686273519,3.637348346,,,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.3761151,123.7006495,109.4323223,99.47332686,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.7134775,122.1776845,108.0612801,98.4372389,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.89517188,14.56032969,4.651289436,4.332133958,4.907632358,2.178724495,1.510406868,1.495305803,1.767356084,2.637976126,2.765771755,4.201945447,3.914849164,8.247202451,7.993630693,5.355933395,5.718172024,4.613948462,5.478880583,4.877107034,4.857244292,,,,,,,
Slovenia,SVN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.032947117,13.47827479,12.56638504,15.27701767,16.57998949,23.74596022,24.07355808,28.11817694,21.81625591,38.45326279,60.11664346,21.2400667,24.10440439,19.57663043,12.27932094,13.90035726,14.72758398,15.05959712,14.00549017,11.76321254,13.00428421,13.41635987,14.62558931,
Sweden,SWE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,2.654279358,2.909522968,8.045984239,9.789860033,8.652581744,9.085454351,13.2748604,16.25866351,28.8007954,23.51076891,32.68012085,42.0969486,38.45547187,48.15535601,54.70966805,35.14075894,35.39205841,27.46165013,47.19818981,52.07096137,64.55163764,82.39498852,98.71860374,102.9165025,136.1968394,124.9218987,97.57361257,67.12310276,86.70202697,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.85694085,19.9448795,29.39866046,7.541213173,5.392844728,6.126426328,4.201712454,8.239991307,10.31749011,7.838050569,8.01564481,6.177538767,6.000570331,6.752246378,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.72234446,
Syrian Arab Republic,SYR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8594864,32.59834475,27.63100592,47.72074016,115.728211,37.93993109,68.41296661,67.89120403,49.15227288,49.60343331,46.33773598,60.58290838,72.92041773,66.04282963,72.69314901,49.41469302,61.36225719,
Europe & Central Asia (IDA & IBRD countries),TEC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.62594275,46.09771145,29.5018119,35.4070239,29.97103845,21.40464815,26.30277055,35.3581436,34.17701765,27.8190177,,
Togo,TGO,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.95125212,23.96637647,38.75321211,51.39239601,99.40222436,86.64923516,82.86786562,52.82992293,15.23912346,30.13174484,45.13852714,23.11645197,29.87883032,33.88240624,78.15646859,66.73985928,65.4373067,63.20455442,74.97052681,35.39267669,62.81488351,81.42122995,72.40425058,98.03754456,84.30620216,105.6678167,86.91790131,104.7229399,120.272141,98.86023432,104.7243857,
Tajikistan,TJK,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
