,Argentina,Brazil,Chile,China,Colombia,Egypt,Greece,India,Indonesia,Korea,Malaysia,Mexico,Pakistan,Peru,Philippines,Poland,Qatar,Russia,Saudi Arabia,South Africa,Taiwan,Thailand,Turkey,United Arab Emirates
2015-06-09,20.375729,28.653716999999997,35.131981,53.646572,13.496243,47.483414,30.355005,27.116260999999998,21.405120999999998,50.019764,29.460533,50.644032,47.407497,26.033226000000003,36.180023,20.879433,18.571522,21.602556,,45.800979999999996,26.233509,65.035629,36.818569000000004,15.832851000000002
2015-06-10,20.63401,29.051088,35.486858000000005,53.247913,13.696639999999999,47.465073,31.672496999999996,27.873435999999998,21.732058,50.486568,29.981537,51.075981,47.376896,26.095426999999997,36.890945,21.607677,18.530217999999998,21.986397,,47.279144,26.934206,66.24556,37.94619,16.321127
2015-06-11,20.251368,29.068361,35.495723999999996,53.583144999999995,13.696639999999999,47.465073,32.015045,27.059471000000002,21.595833,50.253166,29.673677,51.463852,47.719673,26.130962,37.159939,21.403412,18.472387,21.832859,,46.983513,26.746214000000002,66.271309,38.629601,16.016954000000002
2015-06-12,20.347029,28.817847999999998,35.477973999999996,54.027103000000004,13.731491,46.208508,31.066453999999997,27.040540999999997,21.432365,49.741482,29.555259999999997,51.375702000000004,47.591133,26.264242,37.054264,21.28796,18.389774,21.433664,,47.042633,26.831663,65.996712,38.424576,15.936910000000001
2015-06-15,20.069613,28.584606,35.052139000000004,52.586502,13.27842,45.639839,29.063862,27.296089000000002,21.050941,49.499096,29.318440999999996,50.979008,48.142025,26.006577,37.025444,21.243551,18.381510000000002,21.832859,,46.429203,26.780394,65.567665,37.570313,15.9209
2015-06-16,19.983517000000003,29.215218,35.140858,51.879791,13.653073999999998,46.401119,27.79907,27.466455,21.414206,49.175926000000004,29.5079,51.340435,47.591133,25.962151000000002,37.342471999999994,21.252436,18.323683,22.201344,,46.503105,26.694944,66.176918,37.954735,15.952921
2015-06-17,19.533913000000002,29.301596000000004,35.016651,52.12442,13.435251999999998,46.749657,27.851768,27.863970000000002,21.813791000000002,49.606819,29.602627000000002,51.834099,47.162659000000005,26.33532,37.640297,21.128099,18.530217999999998,22.293470000000003,,47.123936,26.763303999999998,66.571655,38.697945000000004,16.105005
2015-06-18,19.495647,29.828546999999997,35.052139000000004,52.378116999999996,13.435251999999998,47.00647,27.878119,28.526495,21.968173999999998,50.091576,29.792082,52.098557,47.55135,26.557446999999996,38.293571,21.128099,18.604568,22.293470000000003,,47.508255,26.985478999999998,66.545914,39.048187,16.129017
2015-06-19,19.457386,29.197943,34.404503000000005,51.879791,13.653073999999998,47.05233,29.248314,28.488636,21.868277,49.992832,29.294762,51.869362,47.346294,26.290894,37.909290000000006,20.728451,18.422815,22.093872,,47.523041,26.865849,65.001312,39.355721,16.129017
2015-06-22,19.897423,29.448453999999998,34.901321,52.504963000000004,13.592082999999999,45.970036,31.672496999999996,28.914547,21.859196,50.648148,29.626314,52.18671,46.826004,26.370863,38.024570000000004,21.261316,18.579784,22.232052,,48.372986,27.344371999999996,65.936638,40.355202,16.249086
2015-06-23,20.060045000000002,29.474366999999997,35.318287,53.764351,13.592082999999999,45.676528999999995,31.988695,28.990265,22.013582,50.998257,29.697357,52.204346,46.795390999999995,26.406404,37.813217,21.065931,18.687185,22.247408,,48.897743,27.412734999999998,66.21981,40.218521,16.273101999999998
2015-06-24,20.069613,29.232490999999996,35.007778,53.854954000000006,13.626937,45.126209,31.145498,28.734718,21.768376999999997,50.558388,29.294762,51.834099,46.979034000000006,26.681839,37.899681,20.959362,18.758232,21.663971,,48.838615000000004,27.190559000000004,66.365685,40.278316,16.289108
2015-06-25,19.7635,28.679140000000004,34.490238,53.013808999999995,13.626937,45.080357,31.461699,28.769886,21.536551,50.342937,29.196398,51.812794,46.550552,26.344208000000002,37.662003000000006,21.002369,18.794582000000002,21.425058,,49.763813,27.429823,66.421745,40.413876,16.241083
2015-06-26,19.639141,29.101412,34.499252,51.640862,13.583373000000002,45.162898999999996,31.0401,28.959974,21.527351,50.073627,28.980488,51.821667,46.489346000000005,26.486368,37.594372,20.796288,18.794582000000002,21.625435,,48.831902,27.258921,66.631889,40.317669,16.228273
2015-06-29,19.15127,28.608765000000002,33.662197,50.176395,13.191294000000001,44.098946000000005,25.005987,28.332684000000004,21.104157999999998,49.247741999999995,28.596638000000002,50.534332,46.826004,26.068769,37.294849,20.321405,18.538479000000002,21.008888,,47.527233,26.712034000000003,65.826256,38.699718,15.848861999999999
2015-06-30,19.170403,28.828695,34.310226,51.293048999999996,13.191294000000001,44.291561,26.507928999999997,28.760379999999998,21.315758,49.472164,29.052456,50.703033000000005,47.315684999999995,25.908838,37.198227,20.464766,18.74914,21.748747,,48.78717,26.968386,65.20452900000001,39.478085,15.952921
2015-07-01,18.854723,28.380034999999996,33.833202,50.926933,13.043175,44.163151,28.062571000000002,29.093034999999997,21.398554,50.010784,29.484287,50.383410999999995,48.001247,25.988804000000002,37.459106,20.294525,18.315422,21.209265,,48.51878,27.361465000000003,65.36215200000001,39.171993,15.888884
2015-07-02,18.940815,29.013439,34.076218,50.954390999999994,12.977799000000001,43.713726,28.589563000000002,29.283127,21.830938,50.064651,29.700205,51.191322,48.356266,26.068769,37.826252000000004,20.240763,18.802841,21.394228,,48.943729,27.327282,64.88050799999999,39.268196,16.105005
2015-07-06,18.606005,28.063334,33.257164,48.38242,13.19866,41.228111,26.455229,29.511228999999997,21.554949,48.556519,28.836547999999997,50.640873,48.533772,25.855528,36.898711999999996,19.873402,18.662397,20.685198,,46.975544,27.019657000000002,63.855945999999996,39.626765999999996,15.796031
2015-07-07,18.510347,27.948971000000004,32.897137,46.423691,12.730433,41.475758,26.850472999999997,29.273619,21.564148,48.170506,28.548658000000003,50.765171,48.448082,25.535664,36.657162,19.721079,18.505432,21.055124,,46.080914,26.865849,63.899719,39.618023,15.992939999999999
2015-07-08,18.041609,27.060444,32.321102,43.329997999999996,12.633255,38.815876,25.506634,28.617815000000004,21.223759,47.039402,28.548658000000003,50.019413,48.019608000000005,25.206919,36.396294,19.246197,18.505432,20.238203,,45.096825,25.75498,63.531937,38.376133,15.415019000000001
2015-07-09,18.242491,27.359554,32.825138,45.508396000000005,12.597918,41.099705,27.166674,28.598806,20.975365,47.649840999999995,28.764571999999998,50.321265999999994,47.65234,25.242462,36.386623,19.308918,18.398037,20.453993,,46.625145,25.686619,63.26923000000001,39.154499,15.720791
2015-07-10,18.67297,28.204094,33.707195,47.851547,12.615587,41.365691999999996,29.669907000000002,28.959974,21.564148,48.098690000000005,29.196398,50.969364,47.989002,25.482355,36.860069,20.34828,18.249334,21.132198000000002,,47.527233,26.113876,64.37260400000001,40.160259,15.896889000000002
2015-07-13,18.739929,28.687943,33.878204,48.098675,12.624421,41.209765999999995,28.378765,29.254611999999998,21.619345000000003,48.170506,28.860535,51.155803999999996,48.386871,25.580091,37.120937,20.213879000000002,18.588047,21.255507,,48.004372,26.489860999999998,64.42517099999999,40.545066999999996,16.137024
2015-07-14,18.998213,28.775913,34.265228,48.062061,12.818778,41.209765999999995,25.875534,29.397175,21.738943,47.757565,29.100439,51.466541,48.203239,25.615631,37.459106,20.339326999999997,18.695442,21.455885000000002,,48.250389,26.489860999999998,64.792938,40.728722,16.193056
2015-07-15,18.959951,28.555985999999997,34.013214000000005,46.936256,12.615587,41.989388,28.484163,29.416187,21.251356,47.434387,28.932507,51.1203,48.233845,25.357964000000003,37.140254999999996,20.04364,18.554998,21.286333,,47.899994,26.301868,63.82968100000001,40.212719,16.265099
2015-07-16,19.380856,28.441618,34.22023,47.8424,12.597918,42.191174,28.457817,29.957939,21.499748,47.981991,29.340338,51.280097999999995,48.784733,25.331310000000002,37.797272,20.491644,18.331945,21.610022,,48.48896,26.489860999999998,63.917229000000006,40.186489,16.137024
