date,AUSTRALIA,AUSTRIA,BELGIUM,BRAZIL,CHILE,CHINA,COLOMBIA,CZECH REPUBLIC,DENMARK,EGYPT,FINLAND,FRANCE,GERMANY,GREECE,HONG KONG,HUNGARY,INDIA,INDONESIA,IRELAND,ITALY,JAPAN,MALAYSIA,MEXICO,NETHERLANDS,NEW ZEALAND,NORWAY,PHILIPPINES,POLAND,PORTUGAL,SINGAPORE,SOUTH AFRICA,SOUTH KOREA,SPAIN,SWEDEN,SWITZERLAND,TAIWAN,THAILAND,TURKEY,UNITED KINGDOM
1986-09-19,0.0127044642,,,,,,,,-0.0037711420000000003,,,,,,,,,,,,0.0007510078,,,,,,,,,-0.004777773,,,,,0.0129155494,,,,-0.01251232
1986-09-22,0.0103072785,,,,,,,,0.005613959399999999,,,,,,0.011627201799999999,,,,,,0.0081434858,,,,,,,,,-0.0071624340000000005,,,,-0.010739956,0.0042322469,,,,0.0066436068
1986-09-23,0.0031803944,,,,,,,,0.0125796033,,,,,,0.021829339500000003,,,,,,,,,,,,,,,0.0104594008,,,,-0.006866024,0.0034771462,,,,-0.000263816
1986-09-24,0.0026754091999999998,,,,,,,,0.0101663523,,,,,,0.0073275621,,,,,,0.016175135,,,,,,,,,0.010755933700000001,,,,0.0099069517,-0.0009628060000000001,,,,-0.0035863
1986-09-25,0.012620693799999999,,,,,,,,-0.002033556,,,,,,0.0057039635,,,,,,0.0021568935999999998,,,,,,,,,-0.005584087,,,,0.0082505637,0.0041274137,,,,-0.012615566000000002
1986-09-26,0.007736825500000001,,,,,,,,-0.004392531,,,,,,0.0135961406,,,,,,0.012808516599999998,,,,,,,,,-0.0026739109999999997,,,,-0.003787581,-0.009893762,,,,-0.015362368000000001
1986-09-29,-0.0044666,,,,,,,,-0.006679729000000001,,,,,,0.0123719143,,,,,,0.0098159016,,,,,,,,,-0.006580761,,,,-0.010336131,-0.003338908,,,,-0.009094762
1986-09-30,-0.0054128119999999995,,,,,,,,-0.005073904000000001,,,,,,-0.006120089,,,,,,0.0038944757,,,,,,,,,-0.011935811000000001,,,,,0.0001548442,,,,0.006319274000000001
1986-10-01,0.0006001029,,,,,,,,0.004253353400000001,,,,,,0.0134888271,,,,,,-0.01896715,,,,,,,,,0.0128712071,,,,0.005646724200000001,0.0130499639,,,,0.010994258500000001
1986-10-02,0.020190431000000002,,,,,,,,-0.004926017,,,,,,0.011150259499999999,,,,,,-0.034973065,,,,,,,,,0.0072506946,,,,0.0037601338,0.009713926,,,,0.0005478212
1986-10-03,0.021588075800000002,,,,,,,,-0.005243129,,,,,,0.0069956294999999995,,,,,,0.0056283346,,,,,,,,,0.008439578199999999,,,,0.0049482829999999995,-0.002024405,,,,-0.006815945
1986-10-06,0.0051724988000000005,,,,,,,,-0.000547504,,,,,,-0.026442701000000002,,,,,,0.0018943898999999999,,,,,,,,,0.0137682033,,,,0.011118811999999999,-0.001612805,,,,0.0099736775
1986-10-07,0.0189606565,,,,,,,,-0.008230698,,,,,,0.0368710648,,,,,,0.0116262769,,,,,,,,,0.0076557906,,,,0.0073757841,0.0063012628000000005,,,,0.0099810119
1986-10-08,0.0020428882,,,,,,,,0.000495305,,,,,,0.0161349555,,,,,,0.001605605,,,,,,,,,0.0310269803,,,,0.0047629559,0.0100769893,,,,-0.004277121
1986-10-09,0.005970371899999999,,,,,,,,0.0117171853,,,,,,0.026904181699999998,,,,,,0.0110735385,,,,,,,,,0.0415847258,,,,-0.0013245770000000002,0.0026877739,,,,0.0157646852
1986-10-10,-0.006972107,,,,,,,,-0.002093159,,,,,,0.0077563875,,,,,,,,,,,,,,,0.0179013308,,,,-0.00701666,-0.003556273,,,,-0.00732929
1986-10-13,0.0057557096,,,,,,,,0.0001989774,,,,,,,,,,,,-0.016837405,,,,,,,,,0.0039795224,,,,-0.012195155,0.00022999919999999998,,,,0.008048240699999999
1986-10-14,0.008218430300000001,,,,,,,,0.0028894810999999998,,,,,,-0.015224521999999999,,,,,,-0.003922291,,,,,,,,,-0.021463013,,,,0.0083139507,0.0022316946,,,,-0.010669228999999999
