Start Date,2003-05-01,,
End Date,,,
,,,
,EEM US Equity,MXEF Index,ACWI US Equity
,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST
2005-09-01,26.4,616.83,#N/A N/A
2005-09-02,26.633,624,#N/A N/A
2005-09-05,26.633,624.86,#N/A N/A
2005-09-06,26.967,626.47,#N/A N/A
2005-09-07,27,628.17,#N/A N/A
2005-09-08,26.957,629.6,#N/A N/A
2005-09-09,27.353,633.59,#N/A N/A
2005-09-12,27.313,635.83,#N/A N/A
2005-09-13,27.007,633.52,#N/A N/A
2005-09-14,26.91,635.55,#N/A N/A
2005-09-15,27.067,637.86,#N/A N/A
2005-09-16,27.483,640.21,#N/A N/A
2005-09-19,27.443,642.73,#N/A N/A
2005-09-20,27.517,647.17,#N/A N/A
2005-09-21,27.777,650.73,#N/A N/A
2005-09-22,27.5,645.64,#N/A N/A
2005-09-23,27.477,640.73,#N/A N/A
2005-09-26,27.72,645.35,#N/A N/A
2005-09-27,27.537,647.89,#N/A N/A
2005-09-28,27.85,650.42,#N/A N/A
2005-09-29,28.34,655.74,#N/A N/A
2005-09-30,28.293,661.32,#N/A N/A
2005-10-03,28.473,661.51,#N/A N/A
2005-10-04,28.207,663.75,#N/A N/A
2005-10-05,27.35,652.81,#N/A N/A
2005-10-06,26.393,637.24,#N/A N/A
2005-10-07,27.047,637.9,#N/A N/A
2005-10-10,26.957,642.57,#N/A N/A
2005-10-11,27.073,646.35,#N/A N/A
2005-10-12,26.243,636.78,#N/A N/A
2005-10-13,26.08,622.37,#N/A N/A
2005-10-14,25.98,618.36,#N/A N/A
2005-10-17,26.267,621.44,#N/A N/A
2005-10-18,25.6,616.36,#N/A N/A
2005-10-19,26.1,603.73,#N/A N/A
2005-10-20,25.05,605.67,#N/A N/A
2005-10-21,25.717,607.83,#N/A N/A
2005-10-24,26.41,612.86,#N/A N/A
2005-10-25,25.89,612.86,#N/A N/A
2005-10-26,25.983,615.59,#N/A N/A
2005-10-27,25.367,608.02,#N/A N/A
2005-10-28,26.033,605.69,#N/A N/A
2005-10-31,26.5,617.41,#N/A N/A
2005-11-01,26.967,626.6,#N/A N/A
2005-11-02,27.383,634.65,#N/A N/A
2005-11-03,27.413,639.35,#N/A N/A
2005-11-04,27.357,637.38,#N/A N/A
2005-11-07,27.377,636.94,#N/A N/A
2005-11-08,27.12,635.83,#N/A N/A
2005-11-09,27.527,640.54,#N/A N/A
2005-11-10,27.57,641.59,#N/A N/A
2005-11-11,27.63,646.64,#N/A N/A
2005-11-14,27.557,647.82,#N/A N/A
2005-11-15,27.4,645.46,#N/A N/A
2005-11-16,27.633,648.71,#N/A N/A
2005-11-17,28.04,654.86,#N/A N/A
2005-11-18,28.117,657.74,#N/A N/A
2005-11-21,28.133,658.81,#N/A N/A
2005-11-22,28.12,653.12,#N/A N/A
2005-11-23,28.417,663.99,#N/A N/A
2005-11-24,28.417,666.58,#N/A N/A
2005-11-25,28.397,667.16,#N/A N/A
2005-11-28,28.217,668.24,#N/A N/A
2005-11-29,27.967,665.58,#N/A N/A
2005-11-30,28.033,667.99,#N/A N/A
2005-12-01,28.767,672.36,#N/A N/A
2005-12-02,28.733,679.1,#N/A N/A
2005-12-05,28.967,682.63,#N/A N/A
2005-12-06,29.233,687.52,#N/A N/A
2005-12-07,28.957,689.09,#N/A N/A
2005-12-08,28.74,684.81,#N/A N/A
2005-12-09,29.033,683.73,#N/A N/A
2005-12-12,29.2,688.56,#N/A N/A
2005-12-13,29.583,691.38,#N/A N/A
2005-12-14,29.387,692.13,#N/A N/A
2005-12-15,29.267,690.19,#N/A N/A
2005-12-16,29.167,689.64,#N/A N/A
2005-12-19,29.1,693.92,#N/A N/A
2005-12-20,29.35,693.5,#N/A N/A
2005-12-21,29.827,699.04,#N/A N/A
2005-12-22,29.833,700.08,#N/A N/A
2005-12-23,29.68,703.32,#N/A N/A
2005-12-26,29.68,703.16,#N/A N/A
2005-12-27,29.35,705.77,#N/A N/A
2005-12-28,29.43,701.81,#N/A N/A
2005-12-29,29.433,707.68,#N/A N/A
2005-12-30,29.417,706.48,#N/A N/A
2006-01-02,29.417,707.01,#N/A N/A
2006-01-03,30.517,721.13,#N/A N/A
2006-01-04,30.793,734.94,#N/A N/A
2006-01-05,30.95,737.87,#N/A N/A
2006-01-06,31.597,744.63,#N/A N/A
2006-01-09,31.907,751.99,#N/A N/A
2006-01-10,31.523,748.98,#N/A N/A
2006-01-11,31.893,753.24,#N/A N/A
2006-01-12,31.45,757.38,#N/A N/A
2006-01-13,31.483,756.75,#N/A N/A
2006-01-16,31.483,761.85,#N/A N/A
2006-01-17,30.933,751.47,#N/A N/A
2006-01-18,30.917,738.7,#N/A N/A
2006-01-19,31.917,753.54,#N/A N/A
2006-01-20,30.967,754.22,#N/A N/A
2006-01-23,31.867,752.09,#N/A N/A
2006-01-24,32.367,762.14,#N/A N/A
2006-01-25,32.383,769.91,#N/A N/A
2006-01-26,33.15,772.46,#N/A N/A
2006-01-27,33.53,779.37,#N/A N/A
2006-01-30,33.373,778.35,#N/A N/A
2006-01-31,33.593,783.77,#N/A N/A
2006-02-01,33.577,786.12,#N/A N/A
2006-02-02,32.713,778.76,#N/A N/A
2006-02-03,32.267,767.59,#N/A N/A
2006-02-06,33.033,779.61,#N/A N/A
2006-02-07,32.167,773.41,#N/A N/A
2006-02-08,32.267,761.18,#N/A N/A
2006-02-09,32.35,768.86,#N/A N/A
2006-02-10,32.3,771.21,#N/A N/A
2006-02-13,31.503,760.64,#N/A N/A
2006-02-14,32.3,761.94,#N/A N/A
2006-02-15,32.133,762.25,#N/A N/A
2006-02-16,32.967,768.46,#N/A N/A
2006-02-17,32.923,778.56,#N/A N/A
2006-02-20,32.923,785.28,#N/A N/A
2006-02-21,32.633,782.51,#N/A N/A
2006-02-22,32.81,779.07,#N/A N/A
2006-02-23,32.8,784.88,#N/A N/A
2006-02-24,32.863,786.06,#N/A N/A
2006-02-27,33.163,790.32,#N/A N/A
2006-02-28,32.3,782.11,#N/A N/A
2006-03-01,33.193,787.23,#N/A N/A
2006-03-02,33.22,791.85,#N/A N/A
2006-03-03,32.667,784.85,#N/A N/A
2006-03-06,32.167,781.97,#N/A N/A
2006-03-07,31.033,758.38,#N/A N/A
2006-03-08,31.217,749.47,#N/A N/A
2006-03-09,30.9,749.97,#N/A N/A
2006-03-10,31.55,752.45,#N/A N/A
2006-03-13,31.517,762.19,#N/A N/A
2006-03-14,32.5,763.59,#N/A N/A
2006-03-15,32.877,773.78,#N/A N/A
2006-03-16,32.583,778.65,#N/A N/A
2006-03-17,32.813,782.39,#N/A N/A
2006-03-20,33,784.61,#N/A N/A
2006-03-21,32.333,776.37,#N/A N/A
2006-03-22,32.69,770.53,#N/A N/A
2006-03-23,32.387,772.57,#N/A N/A
2006-03-24,32.667,774.14,#N/A N/A
2006-03-27,32.867,777.99,#N/A N/A
2006-03-28,32.267,771.46,#N/A N/A
2006-03-29,32.883,772.32,#N/A N/A
2006-03-30,33.05,783.83,#N/A N/A
2006-03-31,33,787.8,#N/A N/A
2006-04-03,33.933,801.69,#N/A N/A
2006-04-04,34.133,808.46,#N/A N/A
2006-04-05,34.483,812.06,#N/A N/A
2006-04-06,34.307,817.21,#N/A N/A
2006-04-07,33.783,814.06,#N/A N/A
2006-04-10,33.667,810.84,#N/A N/A
2006-04-11,33.38,807.73,#N/A N/A
2006-04-12,33.573,803.92,#N/A N/A
2006-04-13,33.733,803.62,#N/A N/A
2006-04-14,33.733,809.06,#N/A N/A
2006-04-17,34.133,816.37,#N/A N/A
2006-04-18,35.267,827.79,#N/A N/A
2006-04-19,35.483,838.24,#N/A N/A
2006-04-20,35.357,839.73,#N/A N/A
2006-04-21,35.633,843.6,#N/A N/A
2006-04-24,35.167,840.73,#N/A N/A
2006-04-25,34.683,836.4,#N/A N/A
2006-04-26,35.367,844.86,#N/A N/A
2006-04-27,34.81,839.48,#N/A N/A
2006-04-28,35.15,841.58,#N/A N/A
2006-05-01,35.14,845.02,#N/A N/A
2006-05-02,35.76,856.8,#N/A N/A
2006-05-03,35.8,860.24,#N/A N/A
2006-05-04,36.15,864.63,#N/A N/A
2006-05-05,36.733,870.38,#N/A N/A
2006-05-08,37,881.51,#N/A N/A
2006-05-09,37.033,881.24,#N/A N/A
2006-05-10,36.633,879.34,#N/A N/A
2006-05-11,35.7,873.29,#N/A N/A
2006-05-12,34.767,856.95,#N/A N/A
2006-05-15,33.933,820.11,#N/A N/A
2006-05-16,34.103,817.37,#N/A N/A
2006-05-17,32.933,816.15,#N/A N/A
2006-05-18,32.3,791.7,#N/A N/A
2006-05-19,32.997,786.47,#N/A N/A
2006-05-22,31.443,750.01,#N/A N/A
2006-05-23,31.1,763.24,#N/A N/A
2006-05-24,30.883,748.69,#N/A N/A
2006-05-25,32.197,751.03,#N/A N/A
2006-05-26,32.1,769.7,#N/A N/A
2006-05-29,32.1,773.74,#N/A N/A
2006-05-30,30.717,757.5,#N/A N/A
2006-05-31,31.233,751,#N/A N/A
2006-06-01,31.873,751.87,#N/A N/A
2006-06-02,32.2,767.11,#N/A N/A
2006-06-05,30.833,759.54,#N/A N/A
2006-06-06,30.607,743.98,#N/A N/A
2006-06-07,29.933,726.3,#N/A N/A
2006-06-08,29.4,697.33,#N/A N/A
2006-06-09,29.017,706.1,#N/A N/A
2006-06-12,27.937,695.1,#N/A N/A
2006-06-13,27.317,665.27,#N/A N/A
2006-06-14,28.1,673.3,#N/A N/A
2006-06-15,29.737,688.87,#N/A N/A
2006-06-16,29.567,706.75,#N/A N/A
2006-06-19,28.467,701.94,#N/A N/A
2006-06-20,28.817,692.96,#N/A N/A
2006-06-21,29.75,698.41,#N/A N/A
2006-06-22,29.217,702.82,#N/A N/A
2006-06-23,29.167,699.76,#N/A N/A
2006-06-26,29.167,699.85,#N/A N/A
2006-06-27,28.617,706.51,#N/A N/A
2006-06-28,29.513,708.37,#N/A N/A
2006-06-29,31.267,723.52,#N/A N/A
2006-06-30,31.3,747.54,#N/A N/A
2006-07-03,31.993,759.05,#N/A N/A
2006-07-04,31.993,762.89,#N/A N/A
2006-07-05,31,745.81,#N/A N/A
2006-07-06,31.633,749.57,#N/A N/A
2006-07-07,31.033,751.51,#N/A N/A
2006-07-10,31.283,755.98,#N/A N/A
2006-07-11,31.433,752.8,#N/A N/A
2006-07-12,30.733,752.7,#N/A N/A
2006-07-13,29.517,734.56,#N/A N/A
2006-07-14,29.667,722.67,#N/A N/A
2006-07-17,29.2,710.33,#N/A N/A
2006-07-18,29.607,711.65,#N/A N/A
2006-07-19,31.433,722.12,#N/A N/A
2006-07-20,30.53,734.99,#N/A N/A
2006-07-21,29.937,729.88,#N/A N/A
2006-07-24,31.283,731.34,#N/A N/A
2006-07-25,31.367,739.41,#N/A N/A
2006-07-26,31.233,740.47,#N/A N/A
2006-07-27,31.663,755.89,#N/A N/A
2006-07-28,32.343,755.4,#N/A N/A
2006-07-31,32.033,755.84,#N/A N/A
2006-08-01,31.517,748.66,#N/A N/A
2006-08-02,31.933,756.12,#N/A N/A
2006-08-03,31.9,756.69,#N/A N/A
2006-08-04,31.967,763.4,#N/A N/A
2006-08-07,31.767,760.83,#N/A N/A
2006-08-08,31.767,764.79,#N/A N/A
2006-08-09,31.887,772.14,#N/A N/A
2006-08-10,32.213,767.98,#N/A N/A
2006-08-11,31.823,768.47,#N/A N/A
2006-08-14,31.95,766.58,#N/A N/A
2006-08-15,32.733,769.3,#N/A N/A
2006-08-16,33.053,780.41,#N/A N/A
2006-08-17,33.1,783.47,#N/A N/A
2006-08-18,32.787,777.22,#N/A N/A
2006-08-21,32.617,772,#N/A N/A
2006-08-22,32.607,776.54,#N/A N/A
2006-08-23,32.017,769.95,#N/A N/A
2006-08-24,31.93,764.88,#N/A N/A
2006-08-25,32.02,766,#N/A N/A
2006-08-28,32.383,765.63,#N/A N/A
2006-08-29,32.493,771.03,#N/A N/A
2006-08-30,32.633,776.86,#N/A N/A
2006-08-31,32.54,773.12,#N/A N/A
2006-09-01,32.903,778.57,#N/A N/A
2006-09-04,32.903,789.96,#N/A N/A
2006-09-05,33.083,789.34,#N/A N/A
2006-09-06,32.133,780.72,#N/A N/A
2006-09-07,31.767,770.73,#N/A N/A
2006-09-08,32.027,770.11,#N/A N/A
2006-09-11,31.337,754.72,#N/A N/A
2006-09-12,31.873,759.73,#N/A N/A
2006-09-13,32.35,767.25,#N/A N/A
2006-09-14,32.083,769.13,#N/A N/A
2006-09-15,32.273,771.51,#N/A N/A
2006-09-18,32.637,782.27,#N/A N/A
2006-09-19,32.133,781.7,#N/A N/A
2006-09-20,32.793,777.83,#N/A N/A
2006-09-21,31.993,774.48,#N/A N/A
2006-09-22,31.587,764.86,#N/A N/A
2006-09-25,31.953,762.84,#N/A N/A
2006-09-26,32.33,768.1,#N/A N/A
2006-09-27,32.257,776.01,#N/A N/A
2006-09-28,32.517,780.55,#N/A N/A
2006-09-29,32.257,778.16,#N/A N/A
2006-10-02,32.203,781.09,#N/A N/A
2006-10-03,31.767,775.75,#N/A N/A
2006-10-04,32.617,774.38,#N/A N/A
2006-10-05,33.05,784.87,#N/A N/A
2006-10-06,32.967,783.79,#N/A N/A
2006-10-09,32.843,782.43,#N/A N/A
2006-10-10,33.14,786.23,#N/A N/A
2006-10-11,32.963,785.83,#N/A N/A
2006-10-12,33.767,790.49,#N/A N/A
2006-10-13,33.967,803.67,#N/A N/A
2006-10-16,34.06,808.57,#N/A N/A
2006-10-17,33.613,803.1,#N/A N/A
2006-10-18,33.943,806.01,#N/A N/A
2006-10-19,34.093,807.48,#N/A N/A
2006-10-20,33.933,807.13,#N/A N/A
2006-10-23,33.903,804.16,#N/A N/A
2006-10-24,34.097,807.24,#N/A N/A
2006-10-25,34.493,811.65,#N/A N/A
2006-10-26,34.577,816.6,#N/A N/A
2006-10-27,34,814.83,#N/A N/A
2006-10-30,33.883,806.16,#N/A N/A
2006-10-31,34.533,814.44,#N/A N/A
2006-11-01,34.187,822.12,#N/A N/A
2006-11-02,34.293,821.25,#N/A N/A
2006-11-03,34.4,826.91,#N/A N/A
2006-11-06,35.217,831.61,#N/A N/A
2006-11-07,35.067,838.02,#N/A N/A
2006-11-08,35.157,835.99,#N/A N/A
2006-11-09,35.277,842.1,#N/A N/A
2006-11-10,35.327,842.7,#N/A N/A
2006-11-13,35.447,840.78,#N/A N/A
2006-11-14,36,847.9,#N/A N/A
2006-11-15,36.067,848.24,#N/A N/A
2006-11-16,35.703,851.17,#N/A N/A
2006-11-17,35.663,843.76,#N/A N/A
2006-11-20,35.523,844.1,#N/A N/A
2006-11-21,36.09,850.76,#N/A N/A
2006-11-22,36.343,859.93,#N/A N/A
2006-11-23,36.343,861.55,#N/A N/A
2006-11-24,36.337,862.97,#N/A N/A
2006-11-27,35.65,863.13,#N/A N/A
2006-11-28,35.857,853.03,#N/A N/A
2006-11-29,36.437,866.53,#N/A N/A
2006-11-30,36.6,874.08,#N/A N/A
2006-12-01,36.45,875.71,#N/A N/A
2006-12-04,37.21,879.31,#N/A N/A
2006-12-05,37.86,888.38,#N/A N/A
2006-12-06,37.6,891.28,#N/A N/A
2006-12-07,37.467,891.42,#N/A N/A
2006-12-08,37.3,885.44,#N/A N/A
2006-12-11,37.317,881.67,#N/A N/A
2006-12-12,36.867,875.41,#N/A N/A
2006-12-13,37.067,876.02,#N/A N/A
2006-12-14,37.7,886.75,#N/A N/A
2006-12-15,37.867,891.64,#N/A N/A
2006-12-18,37.603,895.31,#N/A N/A
2006-12-19,37.367,881.43,#N/A N/A
2006-12-20,37.25,892.43,#N/A N/A
2006-12-21,37.183,892.77,#N/A N/A
2006-12-22,37.317,892.95,#N/A N/A
2006-12-25,37.317,891.75,#N/A N/A
2006-12-26,37.663,893.42,#N/A N/A
2006-12-27,38.2,905.33,#N/A N/A
2006-12-28,38.127,910.19,#N/A N/A
2006-12-29,38.057,912.65,#N/A N/A
2007-01-01,38.057,912.77,#N/A N/A
2007-01-02,38.057,926.18,#N/A N/A
2007-01-03,38.38,920.77,#N/A N/A
2007-01-04,37.85,906.71,#N/A N/A
2007-01-05,36.743,893.96,#N/A N/A
2007-01-08,37.01,888.97,#N/A N/A
2007-01-09,36.183,877.59,#N/A N/A
2007-01-10,36.1,867.13,#N/A N/A
2007-01-11,36.557,873.86,#N/A N/A
2007-01-12,37.3,884.53,#N/A N/A
2007-01-15,37.3,896.71,#N/A N/A
2007-01-16,37.433,895.05,#N/A N/A
2007-01-17,37.277,893.71,#N/A N/A
2007-01-18,36.883,896.85,#N/A N/A
2007-01-19,37.547,896.78,#N/A N/A
2007-01-22,37.503,903.7,#N/A N/A
2007-01-23,38.357,905.81,#N/A N/A
2007-01-24,38.69,915.88,#N/A N/A
2007-01-25,37.5,912.78,#N/A N/A
2007-01-26,37.73,901.99,#N/A N/A
2007-01-29,37.23,894.71,#N/A N/A
2007-01-30,37.807,899.42,#N/A N/A
2007-01-31,38.1,901.48,#N/A N/A
2007-02-01,38.567,912.68,#N/A N/A
2007-02-02,38.45,919.62,#N/A N/A
2007-02-05,38.487,922.04,#N/A N/A
2007-02-06,38.867,928.65,#N/A N/A
2007-02-07,38.717,928.6,#N/A N/A
2007-02-08,38.51,924.93,#N/A N/A
2007-02-09,38.05,924.16,#N/A N/A
2007-02-12,37.79,911.84,#N/A N/A
2007-02-13,38.39,915.24,#N/A N/A
2007-02-14,39.217,928.43,#N/A N/A
2007-02-15,39.24,935.21,#N/A N/A
2007-02-16,39.33,937.11,#N/A N/A
2007-02-19,39.33,939.21,#N/A N/A
2007-02-20,39.433,936.43,#N/A N/A
2007-02-21,39.543,937.59,#N/A N/A
2007-02-22,39.5,943.88,#N/A N/A
2007-02-23,39.167,940.24,#N/A N/A
2007-02-26,39.15,940.41,#N/A N/A
2007-02-27,35.967,911.53,#N/A N/A
2007-02-28,36.583,895.54,#N/A N/A
2007-03-01,36.337,882.15,#N/A N/A
2007-03-02,35.987,877.6,#N/A N/A
2007-03-05,35.097,844.18,#N/A N/A
2007-03-06,36.62,864.71,#N/A N/A
2007-03-07,36.367,866.25,#N/A N/A
2007-03-08,37.26,882.69,#N/A N/A
2007-03-09,37.397,889.33,#N/A N/A
2007-03-12,37.593,895.37,#N/A N/A
2007-03-13,36.367,888.88,#N/A N/A
2007-03-14,36.79,872.26,#N/A N/A
2007-03-15,37.09,883.82,#N/A N/A
2007-03-16,36.75,882.88,#N/A N/A
2007-03-19,37.6,893.74,#N/A N/A
2007-03-20,37.783,898.41,#N/A N/A
2007-03-21,38.96,909.22,#N/A N/A
2007-03-22,38.793,921.66,#N/A N/A
2007-03-23,39.01,923.44,#N/A N/A
2007-03-26,38.877,925.35,#N/A N/A
2007-03-27,38.777,922.04,#N/A N/A
2007-03-28,38.163,913.77,#N/A N/A
2007-03-29,38.84,924.67,#N/A N/A
2007-03-30,38.833,929.03,#N/A N/A
2007-04-02,39.15,928.13,#N/A N/A
2007-04-03,39.7,937.11,#N/A N/A
2007-04-04,39.997,947.44,#N/A N/A
2007-04-05,40.1,950.29,#N/A N/A
2007-04-06,40.1,950.45,#N/A N/A
2007-04-09,40.257,956.9,#N/A N/A
2007-04-10,40.447,960.33,#N/A N/A
2007-04-11,40.073,963.62,#N/A N/A
2007-04-12,40.743,963.34,#N/A N/A
2007-04-13,40.99,968.99,#N/A N/A
2007-04-16,41.45,980.67,#N/A N/A
2007-04-17,41.207,978.44,#N/A N/A
2007-04-18,40.893,975.68,#N/A N/A
2007-04-19,40.57,964.33,#N/A N/A
2007-04-20,41.053,979.57,#N/A N/A
2007-04-23,40.837,980.86,#N/A N/A
2007-04-24,40.897,980.16,#N/A N/A
2007-04-25,41.347,982.72,#N/A N/A
2007-04-26,41.28,983.51,#N/A N/A
2007-04-27,41.087,975.81,#N/A N/A
2007-04-30,40.28,969.93,#N/A N/A
2007-05-01,40.44,969.15,#N/A N/A
2007-05-02,41.243,975.12,#N/A N/A
2007-05-03,41.61,986.5,#N/A N/A
2007-05-04,41.577,995.29,#N/A N/A
2007-05-07,41.847,999.54,#N/A N/A
2007-05-08,41.303,993.15,#N/A N/A
2007-05-09,41.97,998.77,#N/A N/A
2007-05-10,40.943,993.9,#N/A N/A
2007-05-11,41.983,990.84,#N/A N/A
2007-05-14,41.567,998.01,#N/A N/A
2007-05-15,41.627,992.52,#N/A N/A
2007-05-16,42.22,1003.9,#N/A N/A
2007-05-17,42.05,1003.16,#N/A N/A
2007-05-18,42.283,1005.71,#N/A N/A
2007-05-21,42.34,1014.06,#N/A N/A
2007-05-22,42.367,1017.43,#N/A N/A
2007-05-23,42.3,1015.96,#N/A N/A
2007-05-24,41.283,1003.4,#N/A N/A
2007-05-25,41.917,1004.87,#N/A N/A
2007-05-28,41.917,1008.01,#N/A N/A
2007-05-29,41.773,1006.1,#N/A N/A
2007-05-30,42.197,999.32,#N/A N/A
2007-05-31,42.267,1014.79,#N/A N/A
2007-06-01,43.377,1031.52,#N/A N/A
2007-06-04,43.183,1034.45,#N/A N/A
2007-06-05,43.033,1035.55,#N/A N/A
2007-06-06,41.95,1024.03,#N/A N/A
2007-06-07,41.303,1019.64,#N/A N/A
2007-06-08,42.033,1006.86,#N/A N/A
2007-06-11,42.393,1014.24,#N/A N/A
2007-06-12,41.68,1014.13,#N/A N/A
2007-06-13,42.49,1015.26,#N/A N/A
2007-06-14,43.157,1036.43,#N/A N/A
2007-06-15,44.14,1049.36,#N/A N/A
2007-06-18,44.18,1061.79,#N/A N/A
2007-06-19,44.23,1061.79,#N/A N/A
2007-06-20,43.853,1064.28,#N/A N/A
2007-06-21,44.4,1066.99,#N/A N/A
2007-06-22,43.813,1064.22,#N/A N/A
2007-06-25,43.48,1057.32,#N/A N/A
2007-06-26,43.1,1051.1,#N/A N/A
2007-06-27,43.7,1045,#N/A N/A
2007-06-28,43.723,1056.39,#N/A N/A
2007-06-29,43.883,1059.69,#N/A N/A
2007-07-02,44.767,1072.89,#N/A N/A
2007-07-03,45.123,1088.94,#N/A N/A
2007-07-04,45.123,1095.53,#N/A N/A
2007-07-05,45.323,1097.32,#N/A N/A
2007-07-06,46.1,1105.99,#N/A N/A
2007-07-09,46.547,1119.3,#N/A N/A
2007-07-10,45.627,1116.29,#N/A N/A
2007-07-11,46.007,1113.77,#N/A N/A
2007-07-12,47.017,1130.17,#N/A N/A
2007-07-13,47.583,1146.12,#N/A N/A
2007-07-16,47.107,1140.3,#N/A N/A
2007-07-17,47.097,1140.11,#N/A N/A
2007-07-18,46.52,1132.2,#N/A N/A
2007-07-19,46.967,1144.11,#N/A N/A
2007-07-20,46.66,1151.04,#N/A N/A
2007-07-23,48.01,1163.13,#N/A N/A
2007-07-24,46.367,1156.68,#N/A N/A
2007-07-25,46.633,1147.59,#N/A N/A
2007-07-26,44.397,1121.38,#N/A N/A
2007-07-27,43.683,1085.33,#N/A N/A
2007-07-30,45.113,1094.58,#N/A N/A
2007-07-31,44.19,1112.77,#N/A N/A
2007-08-01,44.017,1074.65,#N/A N/A
2007-08-02,44.503,1080.9,#N/A N/A
2007-08-03,42.583,1080.33,#N/A N/A
2007-08-06,43.343,1058.72,#N/A N/A
2007-08-07,43.667,1063.42,#N/A N/A
2007-08-08,45.133,1093.45,#N/A N/A
2007-08-09,43.267,1079.36,#N/A N/A
2007-08-10,42.517,1043.57,#N/A N/A
2007-08-13,42.937,1054.14,#N/A N/A
2007-08-14,41.827,1038.97,#N/A N/A
2007-08-15,40.183,1014.01,#N/A N/A
2007-08-16,39.5,956.86,#N/A N/A
2007-08-17,40.75,957.96,#N/A N/A
2007-08-20,40.833,993.69,#N/A N/A
2007-08-21,40.683,991.87,#N/A N/A
2007-08-22,42.433,1017.42,#N/A N/A
2007-08-23,42.65,1035.28,#N/A N/A
2007-08-24,43.667,1039.79,#N/A N/A
2007-08-27,43.867,1059.35,#N/A N/A
2007-08-28,42.083,1050.4,#N/A N/A
2007-08-29,43.75,1047.95,#N/A N/A
2007-08-30,43.527,1061.67,#N/A N/A
2007-08-31,44.65,1086.98,#N/A N/A
2007-09-03,44.65,1091.95,#N/A N/A
2007-09-04,45.403,1090.91,#N/A N/A
2007-09-05,44.717,1085.15,#N/A N/A
2007-09-06,45.067,1093.9,#N/A N/A
2007-09-07,44.05,1088.49,#N/A N/A
2007-09-10,44.083,1075.4,#N/A N/A
2007-09-11,44.973,1087.93,#N/A N/A
2007-09-12,45.133,1089.75,#N/A N/A
2007-09-13,45.633,1101.36,#N/A N/A
2007-09-14,45.723,1107.74,#N/A N/A
2007-09-17,45.433,1098.63,#N/A N/A
2007-09-18,47.633,1108.01,#N/A N/A
2007-09-19,47.85,1145.65,#N/A N/A
2007-09-20,47.7,1153.68,#N/A N/A
2007-09-21,48.333,1161.14,#N/A N/A
2007-09-24,48.933,1174.71,#N/A N/A
2007-09-25,48.75,1170.09,#N/A N/A
2007-09-26,49.4,1181.42,#N/A N/A
2007-09-27,50.133,1202.89,#N/A N/A
2007-09-28,49.817,1204.9,#N/A N/A
2007-10-01,51.383,1218.05,#N/A N/A
2007-10-02,51.733,1244.23,#N/A N/A
2007-10-03,50.167,1233.37,#N/A N/A
2007-10-04,50.667,1226.06,#N/A N/A
2007-10-05,52.357,1246.04,#N/A N/A
2007-10-08,51.8,1250.18,#N/A N/A
2007-10-09,52.607,1260.52,#N/A N/A
2007-10-10,52.677,1271.44,#N/A N/A
2007-10-11,52.213,1289.46,#N/A N/A
2007-10-12,53.167,1276.5,#N/A N/A
2007-10-15,52.517,1290.46,#N/A N/A
2007-10-16,51.543,1274.63,#N/A N/A
2007-10-17,52.733,1279.87,#N/A N/A
2007-10-18,53,1279.07,#N/A N/A
2007-10-19,50.733,1263.26,#N/A N/A
2007-10-22,51.1,1234.29,#N/A N/A
2007-10-23,52.517,1268.7,#N/A N/A
2007-10-24,52.173,1265.33,#N/A N/A
2007-10-25,52.837,1284,#N/A N/A
2007-10-26,54.333,1311.52,#N/A N/A
2007-10-29,55.583,1338.49,#N/A N/A
2007-10-30,54.533,1331.97,#N/A N/A
2007-10-31,55.73,1337.45,#N/A N/A
2007-11-01,53.48,1327.89,#N/A N/A
2007-11-02,53.783,1310.15,#N/A N/A
2007-11-05,51.913,1286.14,#N/A N/A
2007-11-06,53.883,1304.68,#N/A N/A
2007-11-07,52.167,1303.26,#N/A N/A
2007-11-08,52.433,1282.06,#N/A N/A
2007-11-09,51.2,1278.03,#N/A N/A
2007-11-12,48.367,1232,#N/A N/A
2007-11-13,51.783,1240.25,#N/A N/A
2007-11-14,51.833,1279.91,#N/A N/A
2007-11-15,50.64,1264.67,#N/A N/A
2007-11-16,51.267,1245.8,#N/A N/A
2007-11-19,48.903,1227.05,#N/A N/A
2007-11-20,50.247,1228.45,#N/A N/A
2007-11-21,47.717,1188.45,#N/A N/A
2007-11-22,47.717,1185.38,#N/A N/A
2007-11-23,49.127,1186.06,#N/A N/A
2007-11-26,47.177,1200.94,#N/A N/A
2007-11-27,48.983,1187.93,#N/A N/A
2007-11-28,51.667,1203.67,#N/A N/A
2007-11-29,51.033,1226.75,#N/A N/A
2007-11-30,51.467,1242.06,#N/A N/A
2007-12-03,51.02,1243.17,#N/A N/A
2007-12-04,50.887,1246.81,#N/A N/A
2007-12-05,53.147,1269.44,#N/A N/A
2007-12-06,53.983,1280.52,#N/A N/A
2007-12-07,53.343,1282.74,#N/A N/A
2007-12-10,53.36,1276.9,#N/A N/A
2007-12-11,51.1,1279.18,#N/A N/A
2007-12-12,52.633,1272.12,#N/A N/A
2007-12-13,51.187,1242.3,#N/A N/A
2007-12-14,49.967,1224.65,#N/A N/A
2007-12-17,47.837,1183.93,#N/A N/A
2007-12-18,49.15,1189.49,#N/A N/A
