Start Date,2003-05-01,,
End Date,,,
,,,
,EEM US Equity,MXEF Index,ACWI US Equity
,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST
2007-12-19,49.47,1197.03,#N/A N/A
2007-12-20,49.74,1196,#N/A N/A
2007-12-21,51.24,1215.99,#N/A N/A
2007-12-24,51.447,1237.68,#N/A N/A
2007-12-25,51.447,1237.9,#N/A N/A
2007-12-26,51.713,1243.66,#N/A N/A
2007-12-27,50.52,1248.52,#N/A N/A
2007-12-28,50.71,1247.07,#N/A N/A
2007-12-31,50.1,1245.59,#N/A N/A
2008-01-01,50.1,1245.95,#N/A N/A
2008-01-02,49.273,1235.23,#N/A N/A
2008-01-03,49.717,1227.51,#N/A N/A
2008-01-04,48.223,1225.03,#N/A N/A
2008-01-07,48.577,1207.47,#N/A N/A
2008-01-08,48.2,1220.31,#N/A N/A
2008-01-09,49.78,1227,#N/A N/A
2008-01-10,50.367,1221.29,#N/A N/A
2008-01-11,48.95,1213.7,#N/A N/A
2008-01-14,49.67,1218,#N/A N/A
2008-01-15,47.423,1196.16,#N/A N/A
2008-01-16,45.45,1147.47,#N/A N/A
2008-01-17,44.127,1140.76,#N/A N/A
2008-01-18,45.133,1136.25,#N/A N/A
2008-01-21,45.133,1069.83,#N/A N/A
2008-01-22,44,1041.06,#N/A N/A
2008-01-23,44.28,1055.18,#N/A N/A
2008-01-24,45.14,1083.34,#N/A N/A
2008-01-25,44.453,1111.14,#N/A N/A
2008-01-28,45.553,1087.71,#N/A N/A
2008-01-29,45.33,1102.82,#N/A N/A
2008-01-30,44.733,1091.35,#N/A N/A
2008-01-31,45.63,1088.72,#N/A N/A
2008-02-01,46.54,1120,#N/A N/A
2008-02-04,46.683,1142.47,#N/A N/A
2008-02-05,44.17,1127.76,#N/A N/A
2008-02-06,43.447,1104.86,#N/A N/A
2008-02-07,44.183,1095.5,#N/A N/A
2008-02-08,44.1,1095.37,#N/A N/A
2008-02-11,44.647,1084.16,#N/A N/A
2008-02-12,45.367,1101.26,#N/A N/A
2008-02-13,46.387,1111.51,#N/A N/A
2008-02-14,45.79,1135.79,#N/A N/A
2008-02-15,46.117,1133.82,#N/A N/A
2008-02-18,46.117,1141.7,#N/A N/A
2008-02-19,46.72,1153.72,#N/A N/A
2008-02-20,47.11,1139.53,#N/A N/A
2008-02-21,46.45,1154.56,#N/A N/A
2008-02-22,47.073,1150.3,#N/A N/A
2008-02-25,47.95,1161.46,#N/A N/A
2008-02-26,48.583,1172.3,#N/A N/A
2008-02-27,48.993,1190.89,#N/A N/A
2008-02-28,48.467,1192.04,#N/A N/A
2008-02-29,46.54,1167.66,#N/A N/A
2008-03-03,46.793,1144.87,#N/A N/A
2008-03-04,45.707,1136.2,#N/A N/A
2008-03-05,46.667,1142.17,#N/A N/A
2008-03-06,45.067,1144.28,#N/A N/A
2008-03-07,44.443,1117.5,#N/A N/A
2008-03-10,43.663,1093.94,#N/A N/A
2008-03-11,46.6,1118.4,#N/A N/A
2008-03-12,45.737,1131.16,#N/A N/A
2008-03-13,45.32,1099.82,#N/A N/A
2008-03-14,43.713,1092.54,#N/A N/A
2008-03-17,42.633,1044.63,#N/A N/A
2008-03-18,44.85,1065.17,#N/A N/A
2008-03-19,42.156,1065.94,#N/A N/A
2008-03-20,42.867,1045.94,#N/A N/A
2008-03-21,42.867,1052.01,#N/A N/A
2008-03-24,44.51,1072.74,#N/A N/A
2008-03-25,45.193,1104.35,#N/A N/A
2008-03-26,44.827,1107.6,#N/A N/A
2008-03-27,44.61,1106.66,#N/A N/A
2008-03-28,44.53,1112.76,50.1
2008-03-31,44.793,1104.58,49.32
2008-04-01,46.513,1113.77,50.65
2008-04-02,46.55,1137.69,51.206
2008-04-03,47.113,1142.9,51.5
2008-04-04,46.923,1145.21,51.468
2008-04-07,47.547,1160.63,51.77
2008-04-08,47.285,1153.56,52.09
2008-04-09,46.55,1150.37,51.12
2008-04-10,47.217,1158.78,51.12
2008-04-11,46.447,1160.36,50.31
2008-04-14,46.337,1145.26,50.51
2008-04-15,46.88,1150.83,50.65
2008-04-16,48.267,1164.99,51.34
2008-04-17,47.917,1174.26,52.03
2008-04-18,48.639,1175.85,52.6
2008-04-21,48.887,1187,52.84
2008-04-22,48.433,1189.74,52.36
2008-04-23,49.13,1192.1,52.49
2008-04-24,48.5,1187.15,52.511
2008-04-25,48.857,1189.01,52.72
2008-04-28,48.763,1194.38,53.152
2008-04-29,47.9,1180.17,52.54
2008-04-30,48.887,1191.53,53.25
2008-05-01,49.407,1192.83,53.09
2008-05-02,49.88,1207.46,53.42
2008-05-05,49.843,1209.8,53.57
2008-05-06,50.4,1215.43,53.932
2008-05-07,48.9,1206.03,53.03
2008-05-08,49.403,1196.44,53.21
2008-05-09,49,1188.61,52.98
2008-05-12,49.63,1194.11,53.52
2008-05-13,49.867,1205.59,53.58
2008-05-14,49.987,1207.58,53.7
2008-05-15,51.05,1221.4,54.27
2008-05-16,51.7,1240.31,54.73
2008-05-19,51.71,1249.73,54.71
2008-05-20,50.813,1233.67,54.17
2008-05-21,50.297,1233.11,53.796
2008-05-22,50.443,1221.95,53.88
2008-05-23,49.563,1207.96,53.04
2008-05-26,49.563,1193.38,53.04
2008-05-27,49.483,1191.98,53.45
2008-05-28,50.15,1195.46,53.44
2008-05-29,50.26,1201.86,53.77
2008-05-30,50.433,1210.04,53.71
2008-06-02,49.833,1207.75,53.3
2008-06-03,48.933,1190.64,53.17
2008-06-04,48.507,1173.46,52.63
2008-06-05,50.05,1184.5,53.76
2008-06-06,48.237,1182.84,52.34
2008-06-09,48.113,1167.55,52.02
2008-06-10,47.003,1138.08,51.512
2008-06-11,46.3,1131.43,50.89
2008-06-12,46.57,1123.12,50.92
2008-06-13,47.073,1120.03,51.27
2008-06-16,47.233,1132.98,51.61
2008-06-17,47.433,1143.87,51.602
2008-06-18,47.203,1138.79,51.23
2008-06-19,47.277,1126.75,50.55
2008-06-20,45.733,1110.48,50.189
2008-06-23,45.867,1099.7,50.36
2008-06-24,45.663,1091.56,49.86
2008-06-25,46.05,1106.21,50.4
2008-06-26,44.47,1099.71,49.14
2008-06-27,44.9,1084.79,49.23
2008-06-30,45.24,1087.12,49.42
2008-07-01,44.433,1068.75,49.04
2008-07-02,43.167,1057.15,48.27
2008-07-03,43.043,1033.48,48.07
2008-07-04,43.043,1030.32,48.07
2008-07-07,42.89,1038.29,48.26
2008-07-08,43.417,1022.61,48.12
2008-07-09,42.54,1036.97,48.01
2008-07-10,43.31,1036.53,47.848
2008-07-11,43.02,1043,47.5
2008-07-14,42.967,1043.04,47.31
2008-07-15,42.25,1016.17,46.82
2008-07-16,43.47,1015.9,47.27
2008-07-17,43.673,1031.4,47.9
2008-07-18,43.297,1022.16,47.94
2008-07-21,43.833,1041.5,48.1499
2008-07-22,43.86,1035.64,48.13
2008-07-23,43.923,1049.92,48.78
2008-07-24,42.3,1042.77,47.75
2008-07-25,42.59,1024.52,47.7418
2008-07-28,42,1024.4,47.17
2008-07-29,44.19,1015.79,47.7
2008-07-30,43.73,1038.96,47.98
2008-07-31,42.75,1041.86,47.86
2008-08-01,42.46,1029.81,47.3
2008-08-04,41.16,1008.34,46.82
2008-08-05,41.69,999.5,47.584
2008-08-06,42.52,1012.18,48.12
2008-08-07,41.06,1008.14,47.2
2008-08-08,41.16,990.02,47.73
2008-08-11,40.73,990.59,47.8
2008-08-12,40.39,982.52,47.4299
2008-08-13,40.38,973.88,47.2
2008-08-14,40.91,983.94,47.24
2008-08-15,40.27,971.89,47.05
2008-08-18,39.59,960.07,46.62
2008-08-19,39.257,942.88,46.04
2008-08-20,40.26,961.47,46.31
2008-08-21,40.2,957.14,46.78
2008-08-22,40.17,956.22,46.94
2008-08-25,39.34,950.25,46.15
2008-08-26,39.41,938.5,46.37
2008-08-27,40.25,953.74,46.7
2008-08-28,40.53,956.96,47.2799
2008-08-29,40.05,956.25,47.06
2008-09-01,40.05,934.63,47.06
2008-09-02,38.84,928.6,46.42
2008-09-03,38.2,911.96,45.781
2008-09-04,36.44,893.27,44.57
2008-09-05,36.96,873.68,44.4001
2008-09-08,37.42,902.5,44.88
2008-09-09,35.32,868.58,43.59
2008-09-10,35.888,858.94,44.24
2008-09-11,35.36,839.81,44.21
2008-09-12,36.54,855.47,44.73
2008-09-15,33.67,825.35,42.62
2008-09-16,33.96,784.61,42.93
2008-09-17,31.55,768.92,41.08
2008-09-18,34.21,767.84,42.7
2008-09-19,38.47,845.56,45.08
2008-09-22,35.96,854.48,44.12
2008-09-23,34.84,830.32,43.17
2008-09-24,35.24,831.3,43.15
2008-09-25,37.05,838.29,44.166
2008-09-26,35.79,823.69,43.94
2008-09-29,31.61,775.06,39.83
2008-09-30,34.17,786.92,41.29
2008-10-01,34.58,786.17,41.46
2008-10-02,31.55,759.5,39.72
2008-10-03,30.72,741.73,39
2008-10-06,28.41,671.18,37
2008-10-07,26.2,659.09,35.35
2008-10-08,26.2,605.84,34.59
2008-10-09,24.27,618.9,32.44
2008-10-10,24.55,591.9,31.7414
2008-10-13,30.14,635.66,35.68
2008-10-14,28.64,673.75,35.45
2008-10-15,24.01,623.3,32.07
2008-10-16,25.19,576.5,33.31
2008-10-17,24.4,567.92,32.78
2008-10-20,26.11,590.59,34.67
2008-10-21,24.03,580.2,33.19
2008-10-22,21.5,534.69,30.77
2008-10-23,22.1,514.29,30.956
2008-10-24,19.82,473.98,29.61
2008-10-27,19.3,454.34,28.19
2008-10-28,24.24,484.93,31.2
2008-10-29,22.6,507.55,31.71
2008-10-30,25.65,561.34,33.21
2008-10-31,25.43,570.52,33.69
2008-11-03,25.2,584.36,33.5
2008-11-04,27.5,603.14,35.31
2008-11-05,24,600.18,33.45
2008-11-06,22.79,557.66,31.26
2008-11-07,24.64,564.76,32.81
2008-11-10,24.87,583.02,32.47
2008-11-11,23.32,555.62,31.63
2008-11-12,21.59,533.49,29.9
2008-11-13,24.58,524.12,32
2008-11-14,22.22,530.28,30.34
2008-11-17,21.85,520.1,30
2008-11-18,21.53,500.48,29.72
2008-11-19,19.67,489.59,28.13
2008-11-20,18.26,464.31,26.27
2008-11-21,20.89,467.63,27.83
2008-11-24,22.16,485.52,29.86
2008-11-25,21.74,500.37,29.9
2008-11-26,23.4,513.26,30.64
2008-11-27,23.4,525.95,30.64
2008-11-28,22.95,526.97,30.74
2008-12-01,20.74,513.39,28.14
2008-12-02,22.05,501.23,29.5
2008-12-03,22.23,503.38,29.83
2008-12-04,21.28,501.77,29.29
2008-12-05,22.54,497.51,29.78
2008-12-08,23.98,537.09,30.98
2008-12-09,23.65,537.55,30.61
2008-12-10,25.06,562.44,31.45
2008-12-11,24.42,568.89,31.13
2008-12-12,24.76,551.71,31.32
2008-12-15,24.43,562.67,31.15
2008-12-16,26.38,571.85,32.92
2008-12-17,25.92,586.15,32.75
2008-12-18,25.35,590.3,31.58
2008-12-19,25.44,582.06,31.62
2008-12-22,24.49,567.34,31.141
2008-12-23,23.95,555.82,30.72
2008-12-24,24.12,553.68,30.95
2008-12-25,24.12,552.45,30.95
2008-12-26,24.04,551.58,31.18
2008-12-29,24,557.47,30.99
2008-12-30,24.64,565.78,31.92
2008-12-31,24.97,567.04,32.42
2009-01-01,24.97,568.21,32.42
2009-01-02,26.16,580.96,33.13
2009-01-05,26.5,598.94,32.98
2009-01-06,27.1,607.4,33.4
2009-01-07,25.54,595.21,32.48
2009-01-08,25.43,578.4,32.5
2009-01-09,24.88,571.25,31.66
2009-01-12,23.83,553.22,30.93
2009-01-13,23.9,550.89,30.62
2009-01-14,22.74,542.85,29.59
2009-01-15,23,526.64,29.74
2009-01-16,23.25,537.84,29.98
2009-01-19,23.25,533.84,29.98
2009-01-20,21.52,517.54,27.97
2009-01-21,22.69,515.16,29.21
2009-01-22,21.94,514.36,28.53
2009-01-23,22.22,507.29,28.66
2009-01-26,22.48,515.88,29.02
2009-01-27,22.88,518.93,29.48
2009-01-28,24.04,533.11,30.54
2009-01-29,22.82,532.18,29.26
2009-01-30,22.65,529.53,28.73
2009-02-02,22.42,517.14,28.69
2009-02-03,23.09,525.35,29.27
2009-02-04,23.26,535.97,29.34
2009-02-05,23.75,536.57,29.68
2009-02-06,24.94,557.53,30.48
2009-02-09,24.81,564.81,30.5
2009-02-10,23.31,561.38,29.1
2009-02-11,24.01,553.54,29.29
2009-02-12,23.86,542.69,29.35
2009-02-13,23.98,554.31,28.98
2009-02-16,23.98,547.55,28.98
2009-02-17,22.45,520.87,27.6
2009-02-18,22.29,516.33,27.41
2009-02-19,22.08,521.4,27.19
2009-02-20,21.52,502.51,26.85
2009-02-23,20.99,510.14,25.97
2009-02-24,22.14,502.74,26.92
2009-02-25,21.76,505.42,26.47
2009-02-26,21.57,505.84,26.23
2009-02-27,21.23,499.3,25.94
2009-03-02,19.94,475.08,24.49
2009-03-03,20.22,476.16,24.39
2009-03-04,21.64,493.47,25.37
2009-03-05,20.75,488.15,24.35
2009-03-06,21.1,488.31,24.3
2009-03-09,20.69,485.29,23.93
2009-03-10,22.37,502.7,25.44
2009-03-11,22.37,512.5,25.55
2009-03-12,23.23,515.97,26.42
2009-03-13,23.36,527.98,26.57
2009-03-16,23.38,539.66,26.71
2009-03-17,23.89,541.92,27.52
2009-03-18,24.39,543.88,28.11
2009-03-19,24.23,557.46,27.94
2009-03-20,23.9,552.99,27.49
2009-03-23,26.11,579.31,29.59
2009-03-24,25.3,581.51,28.7873
2009-03-25,25.68,587.45,29.16
2009-03-26,26.38,599.73,29.8
2009-03-27,25.6,591.32,28.9
2009-03-30,24.28,561.46,27.8
2009-03-31,24.81,569.97,28.33
2009-04-01,25.63,580.76,29
2009-04-02,27.02,613.07,30.16
2009-04-03,27.35,617.11,30.42
2009-04-06,27.01,623.03,30.11
2009-04-07,26.39,615.89,29.43
2009-04-08,26.78,610.22,29.73
2009-04-09,27.95,632.63,30.75
2009-04-10,27.95,636.04,30.75
2009-04-13,28.12,640.6,31.21
2009-04-14,27.67,645.56,30.79
2009-04-15,28.07,643.86,30.96
2009-04-16,28.31,648.39,31.4
2009-04-17,28.11,643.4,31.32
2009-04-20,26.74,633.48,30.04
2009-04-21,27.31,627.24,30.64
2009-04-22,27.08,629.23,30.42
2009-04-23,27.5,639.75,30.99
2009-04-24,28.02,647.84,31.62
2009-04-27,27.08,633.52,31.06
2009-04-28,26.99,623.72,30.98
2009-04-29,28.41,645.56,31.7
2009-04-30,28.67,662.73,31.95
2009-05-01,29.09,662.83,32.13
2009-05-04,31.1,700.99,33.61
2009-05-05,30.82,704.29,33.36
2009-05-06,31.349,712.05,34.07
2009-05-07,30.57,714.91,33.54
2009-05-08,31.59,725.13,34.63
2009-05-11,30.85,723.58,33.81
2009-05-12,31.07,721.13,33.98
2009-05-13,29.93,709.87,32.9
2009-05-14,30.36,699.39,33.22
2009-05-15,30.08,707.93,32.98
2009-05-18,31.75,728.49,34.12
2009-05-19,32.11,745.82,34.26
2009-05-20,32.21,756.07,34.36
2009-05-21,31.61,740.96,33.91
2009-05-22,31.75,746.42,34.01
2009-05-25,31.75,747.09,34.01
2009-05-26,32.13,739.62,34.75
2009-05-27,31.76,754.18,34.17
2009-05-28,32.74,761.74,34.62
2009-05-29,33.24,773.12,35.3
2009-06-01,34.64,802.21,36.11
2009-06-02,34.14,795.59,36.14
2009-06-03,32.93,784.22,35.44
2009-06-04,33.54,781.76,35.75
2009-06-05,33.61,786.96,35.55
2009-06-08,33.09,772.25,35.5
2009-06-09,33.15,771.18,35.86
2009-06-10,33.568,789.13,35.81
2009-06-11,34.29,791.03,36.27
2009-06-12,33.74,790.19,36.22
2009-06-15,32.53,769.94,35.07
2009-06-16,32.04,764.63,34.62
2009-06-17,31.68,749.02,34.48
2009-06-18,31.59,743.72,34.57
2009-06-19,31.75,750.47,34.76
2009-06-22,30.6,736.48,33.72
2009-06-23,30.55,723.72,33.58
2009-06-24,31.22,741.8,33.74
2009-06-25,32.15,750.22,34.63
2009-06-26,32.32,761.92,34.52
2009-06-29,32.56,764.68,34.77
2009-06-30,32.23,761.3,34.49
2009-07-01,32.82,773.07,34.96
2009-07-02,31.92,766.14,33.9
2009-07-03,31.92,766.32,33.9
2009-07-06,31.85,751.34,33.87
2009-07-07,31.1,750.72,33.19
2009-07-08,30.74,739.45,33.1
2009-07-09,31.291,741.75,33.39
2009-07-10,30.92,736.02,33.11
2009-07-13,31.14,723.05,33.67
2009-07-14,31.48,739.58,33.94
2009-07-15,33.17,766.05,35.15
2009-07-16,33.23,773.41,35.44
2009-07-17,33.57,782.68,35.44
2009-07-20,34.77,807.02,36.13
2009-07-21,34.665,810.46,36.29
2009-07-22,34.59,806.55,36.16
2009-07-23,35.57,822.11,37.05
2009-07-24,35.4,823.71,37.21
2009-07-27,35.71,833.66,37.31
2009-07-28,35.55,836.59,37.09
2009-07-29,34.75,822.44,36.81
2009-07-30,35.61,833.54,37.54
2009-07-31,35.78,844.02,37.74
2009-08-03,37.12,864.73,38.64
2009-08-04,36.78,860.62,38.55
2009-08-05,36.47,854.54,38.44
2009-08-06,36.17,855.52,38.18
2009-08-07,36.53,852.93,38.47
2009-08-10,36.12,854.78,38.18
2009-08-11,35.44,844.9,37.84
2009-08-12,35.76,840.24,38.27
2009-08-13,36.38,855.64,38.72
2009-08-14,35.72,852.74,38.37
2009-08-17,34.32,819.83,37.15
2009-08-18,35.07,825.19,37.58
2009-08-19,35.16,822.86,38
2009-08-20,35.77,837.12,38.37
2009-08-21,36.31,845.51,39.14
2009-08-24,36.47,861.37,39.14
2009-08-25,36.39,858.26,39.31
2009-08-26,36.28,851.88,39.18
2009-08-27,36.21,843.99,39.31
2009-08-28,36.02,851.46,39.31
2009-08-31,35.31,839.46,38.86
2009-09-01,34.64,842.11,38.04
2009-09-02,35.01,831.04,38.07
2009-09-03,35.71,840.99,38.38
2009-09-04,36.4,853.32,38.92
2009-09-07,36.4,864.98,38.92
2009-09-08,37.15,880.79,39.54
2009-09-09,37.35,879.94,39.93
2009-09-10,37.84,887.05,40.38
2009-09-11,37.86,894.3,40.33
2009-09-14,37.72,884.59,40.42
2009-09-15,38.17,894,40.58
2009-09-16,39.13,913.51,41.32
2009-09-17,38.92,919.89,41.2
2009-09-18,39.03,918.9,41.25
2009-09-21,38.69,910.71,40.9
2009-09-22,39.28,922.31,41.38
2009-09-23,38.69,918.56,40.9
2009-09-24,37.93,908.13,40.46
2009-09-25,38.09,908.07,40.25
2009-09-28,38.58,904.54,40.766
2009-09-29,38.669,913.19,40.8
2009-09-30,38.91,914.05,40.75
2009-10-01,37.85,911.26,39.69
2009-10-02,37.86,901.39,39.37
2009-10-05,38.74,907.02,40
2009-10-06,39.38,925.95,40.68
2009-10-07,39.34,928.89,40.81
2009-10-08,39.82,939.91,41.34
2009-10-09,39.85,946.29,41.39
2009-10-12,40.18,950.34,41.38
2009-10-13,40.25,950.99,41.41
2009-10-14,41.55,972.1,42.26
2009-10-15,41.32,975.79,42.42
2009-10-16,40.75,966.04,42.03
2009-10-19,41.53,976.97,42.49
2009-10-20,40.98,972.19,42.22
2009-10-21,40.76,968.28,42.03
2009-10-22,41.1,961.45,42.46
2009-10-23,40.76,967.95,41.73
2009-10-26,40.25,966.42,41.27
2009-10-27,39.55,946.95,41.07
2009-10-28,37.74,916.64,39.88
2009-10-29,39.41,921.34,41.07
2009-10-30,37.57,914.26,39.65
2009-11-02,38.13,911.16,40.09
2009-11-03,38.19,903.46,40.04
2009-11-04,38.9,926.14,40.57
2009-11-05,39.7,930.09,41.2
2009-11-06,39.65,936.36,41.28
2009-11-09,41.11,959.66,42.3999
2009-11-10,40.92,963.09,42.28
2009-11-11,41.27,972.09,42.45
2009-11-12,40.35,958.88,41.88
2009-11-13,41.04,962.51,42.3
2009-11-16,42.07,982.43,43
2009-11-17,41.92,980.41,42.88
2009-11-18,41.59,981.79,42.91
2009-11-19,40.82,968.46,42.02
2009-11-20,40.65,965.08,41.88
2009-11-23,41.5,977.2,42.53
2009-11-24,41.27,972.18,42.35
2009-11-25,41.75,978.65,42.77
2009-11-26,41.75,957.98,42.77
2009-11-27,40.13,941.01,41.75
2009-11-30,40.52,953.13,41.79
2009-12-01,41.68,973.31,42.69
2009-12-02,41.85,981.57,42.89
2009-12-03,41.46,986.07,42.54
2009-12-04,41.84,983.32,42.73
2009-12-07,41.48,980.34,42.54
2009-12-08,40.71,969.19,41.94
2009-12-09,40.96,962.6,41.82
2009-12-10,41.2,965.26,42.12
2009-12-11,41.35,972.79,42.22
2009-12-14,41.63,979.21,42.5
2009-12-15,41.2,975.01,42.16
2009-12-16,41.44,973.42,42.43
2009-12-17,40.25,954.93,41.75
2009-12-18,40.36,950.21,41.86
2009-12-21,40.31,946.42,42.1
2009-12-22,40.39,953.92,42.08
2009-12-23,40.79,964.41,42.32
2009-12-24,41.2,973.86,42.49
2009-12-25,41.2,974.19,42.49
2009-12-28,41.34,981.14,42.49
2009-12-29,41.18,980.58,42.61
2009-12-30,41.36,980.61,42.36
2009-12-31,41.5,989.47,42.29
2010-01-01,41.5,989.47,42.29
2010-01-04,42.71,1004.51,43.16
2010-01-05,43.02,1015.26,43.52
2010-01-06,43.11,1021.75,43.51
2010-01-07,42.86,1014.42,43.3
2010-01-08,43.2,1016.41,43.57
2010-01-11,43.11,1028.07,43.85
2010-01-12,42.42,1021.18,43.3
2010-01-13,42.55,1012.09,43.66
2010-01-14,42.44,1013.29,43.75
2010-01-15,41.949,1010.77,43.32
2010-01-18,41.949,1012.55,43.32
2010-01-19,42.8,1013.41,43.82
2010-01-20,41.77,997.49,42.87
2010-01-21,40.508,981.17,42.06
2010-01-22,39.61,963.85,41.09
2010-01-25,39.9,959.06,41.526
2010-01-26,39.07,938.06,41.28
2010-01-27,38.97,928.71,41.28
2010-01-28,38.7,940.07,40.58
2010-01-29,38.28,933.59,40.05
2010-02-01,39.31,934.22,40.79
2010-02-02,39.63,940.43,41.45
2010-02-03,39.4,952.26,41.1
2010-02-04,37.62,926.41,39.61
2010-02-05,37.2,897.7,39.49
2010-02-08,36.83,894.07,39.19
2010-02-09,38.03,908.67,39.99
2010-02-10,37.93,912.49,39.98
2010-02-11,38.93,922.91,40.37
2010-02-12,38.44,921.75,40.18
2010-02-15,38.44,924.73,40.18
2010-02-16,39.43,932.55,41.02
2010-02-17,39.57,945.09,41.12
2010-02-18,39.72,943.11,41.33
2010-02-19,39.38,933.35,41.18
2010-02-22,39.43,943.3,41.24
2010-02-23,38.52,940.21,40.78
2010-02-24,38.89,933.23,40.97
2010-02-25,38.57,922.93,40.7
2010-02-26,38.96,935.93,40.92
2010-03-01,39.62,947.9,41.49
2010-03-02,40.066,959.66,41.64
2010-03-03,40.12,966.43,41.9
2010-03-04,39.91,961.34,41.77
2010-03-05,40.95,974.92,42.61
2010-03-08,40.98,986.08,42.57
2010-03-09,41.21,986.15,42.514
2010-03-10,41.5,993.44,42.68
2010-03-11,41.51,989.83,42.9
2010-03-12,41.37,992.68,43.05
2010-03-15,41.07,983.04,42.93
2010-03-16,41.6,991.48,43.36
2010-03-17,42.05,1005.77,43.68
2010-03-18,41.73,1001.51,43.41
2010-03-19,41.19,997.94,43.05
2010-03-22,41.34,989.93,43.22
2010-03-23,41.63,994.12,43.5
2010-03-24,41.01,992,42.97
2010-03-25,40.9,989.95,42.95
2010-03-26,41.1,993.08,43.18
2010-03-29,41.84,1003.67,43.63
2010-03-30,42,1009.33,43.68
2010-03-31,42.123,1010.33,43.51
2010-04-01,43.22,1027.27,44.13
2010-04-02,43.22,1028.54,44.13
2010-04-05,43.61,1036.62,44.4199
2010-04-06,43.74,1039.27,44.52
2010-04-07,43.36,1042.99,44.2
2010-04-08,43.513,1036.31,44.33
2010-04-09,43.78,1044,44.68
2010-04-12,43.43,1041.38,44.76
2010-04-13,43.34,1033.81,44.65
2010-04-14,43.98,1046.44,45.29
2010-04-15,43.74,1047.51,45.12
2010-04-16,42.46,1032.08,44.34
2010-04-19,42.29,1011.29,44.26
2010-04-20,42.79,1022.86,44.76
2010-04-21,42.65,1026.89,44.5
2010-04-22,42.83,1020.67,44.54
2010-04-23,43.06,1024.07,44.93
2010-04-26,43.06,1035.22,44.68
2010-04-27,41.515,1020.24,43.42
2010-04-28,41.87,1005.27,43.51
2010-04-29,42.56,1014.08,44.14
2010-04-30,42.05,1020.03,43.41
2010-05-03,42.28,1008.31,43.93
2010-05-04,40.34,990.64,42.48
2010-05-05,39.61,970.24,41.66
2010-05-06,37.99,948.54,40.3
2010-05-07,38.19,927.04,39.75
2010-05-10,40.94,967.23,41.95
2010-05-11,40.2,958.83,41.66
2010-05-12,40.7,968,42.29
2010-05-13,40.32,975.56,41.9
2010-05-14,39.49,959.81,40.95
2010-05-17,39.25,939.74,40.97
2010-05-18,38.428,939.78,40.25
2010-05-19,38.06,910.55,40.13
2010-05-20,36.165,882.42,38.49
2010-05-21,37.34,886.66,39.28
2010-05-24,36.95,891.5,38.61
2010-05-25,36.55,855.52,38.52
2010-05-26,36.53,883.18,38.23
2010-05-27,38.74,904.18,39.9
2010-05-28,38.1,917.05,39.34
2010-05-31,38.1,926.4,39.34
2010-06-01,37.405,907.13,38.8
2010-06-02,38.71,908.55,40
2010-06-03,38.57,924.67,40
2010-06-04,37.2,913.49,38.43
2010-06-07,36.62,889.66,37.9
2010-06-08,37.46,891.12,38.48
2010-06-09,37.26,895.21,38.35
2010-06-10,38.56,906.98,39.62
2010-06-11,38.76,917.18,39.76
2010-06-14,38.77,930.3,39.76
2010-06-15,39.94,937.68,40.8
2010-06-16,39.94,943.36,40.79
2010-06-17,39.74,947.2,40.84
2010-06-18,39.92,953.48,40.78
2010-06-21,40.61,978.59,40.91
2010-06-22,39.83,967.61,40.37
2010-06-23,39.67,960.21,39.93
2010-06-24,38.97,952.13,39.28
2010-06-25,39.43,947.56,39.54
2010-06-28,39.16,951.81,39.21
2010-06-29,37.57,924.81,37.97
2010-06-30,37.32,917.99,37.6
2010-07-01,37.59,909.3,37.83
2010-07-02,37.75,913.55,37.68
2010-07-05,37.75,913.11,37.68
2010-07-06,38.45,930.46,38.16
2010-07-07,39.3,930.2,39.23
2010-07-08,39.49,940.75,39.65
2010-07-09,39.975,951.85,39.886
2010-07-12,39.65,952.49,39.69
2010-07-13,40.11,957.22,40.31
2010-07-14,40.03,961.51,40.46
2010-07-15,39.84,957.14,40.5
2010-07-16,38.65,948.92,39.3799
2010-07-19,39.16,945.06,39.63
2010-07-20,40.08,953.68,40.03
2010-07-21,39.67,964.65,39.34
2010-07-22,40.87,973.39,40.49
2010-07-23,41.15,981.42,40.8
2010-07-26,41.43,985.48,41.17
2010-07-27,41.36,991.04,41.27
2010-07-28,41.13,991.29,40.97
2010-07-29,41.2,993.84,41.1
2010-07-30,41.4,991.41,41.11
2010-08-02,42.475,1012.94,42.27
2010-08-03,42.27,1009.67,42.18
2010-08-04,42.33,1011.48,42.24
2010-08-05,42.14,1011.72,42.13
2010-08-06,42.08,1010.95,42.08
2010-08-09,42.3,1015.99,42.27
2010-08-10,41.72,1001.7,42.08
2010-08-11,40.39,982.23,40.44
2010-08-12,40.46,976.18,40.32
2010-08-13,40.68,980.47,40.28
2010-08-16,41.06,985.24,40.49
2010-08-17,41.49,993.79,40.94
2010-08-18,41.46,994.1,41.01
2010-08-19,41.14,994.25,40.36
2010-08-20,41.02,988.16,40.0301
2010-08-23,40.65,986.3,39.83
2010-08-24,40.13,973.58,39.25
2010-08-25,39.87,962.64,39.25
2010-08-26,39.62,966.05,39.11
2010-08-27,40.49,970.04,39.9
2010-08-30,39.82,972.29,39.27
2010-08-31,40.06,970.05,39.35
2010-09-01,41.47,989.76,40.56
2010-09-02,41.54,995.28,41.03
