Date,Open,High,Low,Close,Adj Close,Volume
2020-12-24,27.250000,27.260000,27.215000,27.215000,27.215000,800
2020-12-28,27.122000,27.122000,27.122000,27.122000,27.122000,0
2020-12-29,27.270000,27.370001,27.223000,27.223000,27.223000,44500
2020-12-30,27.260000,27.260000,27.177000,27.177000,27.177000,300
2020-12-31,27.337999,27.337999,27.337999,27.337999,27.337999,100
2021-01-04,27.180000,27.180000,26.850000,27.090000,27.090000,14600
2021-01-05,27.260000,27.559999,27.260000,27.559999,27.559999,1300
2021-01-06,27.420000,27.490000,27.330000,27.416000,27.416000,600
2021-01-07,27.280001,27.389999,27.260000,27.260000,27.260000,900
2021-01-08,27.403999,27.403999,27.403999,27.403999,27.403999,100
2021-01-11,27.639999,27.639999,27.593000,27.593000,27.593000,400
2021-01-12,27.650000,27.799999,27.650000,27.745001,27.745001,200
2021-01-13,27.813999,27.813999,27.813999,27.813999,27.813999,100
2021-01-14,27.920000,27.920000,27.818001,27.818001,27.818001,200
2021-01-15,27.695000,27.708000,27.695000,27.708000,27.708000,100
2021-01-19,27.930000,28.038000,27.930000,28.038000,28.038000,700
2021-01-20,28.200001,28.284000,28.120001,28.284000,28.284000,800
2021-01-21,28.100000,28.149000,28.100000,28.149000,28.149000,400
2021-01-22,28.073999,28.073999,28.073999,28.073999,28.073999,800
2021-01-25,28.270000,28.350000,28.270000,28.270000,28.270000,8500
